Orthogroup	Species	Pdam	Orthologs
OG0006326	Hsap	pdam_00003716-RA	ELP3_HUMAN
OG0006326	Mmus	pdam_00003716-RA	ELP3_MOUSE
OG0006326	Nvec	pdam_00003716-RA	NV2t015926001.1
OG0006327	Hsap	pdam_00020266-RA	ELP6_HUMAN
OG0006327	Mmus	pdam_00020266-RA	ELP6_MOUSE
OG0006327	Nvec	pdam_00020266-RA	NV2t006450001.1
OG0006328	Hsap	pdam_00010804-RA	EMC1_HUMAN
OG0006328	Mmus	pdam_00010804-RA	EMC1_MOUSE
OG0006328	Nvec	pdam_00010804-RA	NV2t000633001.1
OG0006329	Hsap	pdam_00000076-RA	EMC2_HUMAN
OG0006329	Mmus	pdam_00000076-RA	EMC2_MOUSE
OG0006329	Nvec	pdam_00000076-RA	NV2t023920001.1
OG0006330	Hsap	pdam_00008240-RA	EMC3_HUMAN
OG0006330	Mmus	pdam_00008240-RA	EMC3_MOUSE
OG0006330	Nvec	pdam_00008240-RA	NV2t003579001.1
OG0006331	Hsap	pdam_00013428-RA	EMC4_HUMAN
OG0006331	Mmus	pdam_00013428-RA	EMC4_MOUSE
OG0006331	Nvec	pdam_00013428-RA	NV2t004943001.1
OG0006332	Hsap	pdam_00004509-RA	EMC6_HUMAN
OG0006332	Mmus	pdam_00004509-RA	EMC6_MOUSE
OG0006332	Nvec	pdam_00004509-RA	NV2t018615001.1
OG0006333	Hsap	pdam_00004646-RA	EMC8_HUMAN
OG0006333	Mmus	pdam_00004646-RA	EMC8_MOUSE
OG0006333	Nvec	pdam_00004646-RA	NV2t005251001.1
OG0006334	Hsap	pdam_00000572-RA	EME1_HUMAN
OG0006334	Mmus	pdam_00000572-RA	EME1_MOUSE
OG0006334	Nvec	pdam_00000572-RA	NV2t008053001.1
OG0006335	Hsap	pdam_00008580-RA	EMRE_HUMAN
OG0006335	Mmus	pdam_00008580-RA	EMRE_MOUSE
OG0006335	Nvec	pdam_00008580-RA	NV2t017812001.1
OG0006337	Hsap	pdam_00011647-RA	ENKUR_HUMAN
OG0006337	Mmus	pdam_00011647-RA	ENKUR_MOUSE
OG0006337	Nvec	pdam_00011647-RA	NV2t010949001.1
OG0006338	Hsap	pdam_00010202-RA	ENPP5_HUMAN
OG0006338	Mmus	pdam_00010202-RA	ENPP5_MOUSE
OG0006338	Nvec	pdam_00010202-RA	NV2t011645001.1
OG0006339	Hsap	pdam_00017377-RA	ENY2_HUMAN
OG0006339	Mmus	pdam_00017377-RA	ENY2_MOUSE
OG0006339	Nvec	pdam_00017377-RA	NV2t004358001.1
OG0006340	Hsap	pdam_00018338-RA	EPN2_HUMAN
OG0006340	Mmus	pdam_00018338-RA	EPN2_MOUSE
OG0006340	Nvec	pdam_00018338-RA	NV2t007371001.1
OG0006341	Hsap	pdam_00019566-RA	EPN4_HUMAN
OG0006341	Mmus	pdam_00019566-RA	EPN4_MOUSE
OG0006341	Nvec	pdam_00019566-RA	NV2t018800001.1
OG0006342	Hsap	pdam_00019404-RA	ER6L2_HUMAN
OG0006342	Mmus	pdam_00019404-RA	ER6L2_MOUSE
OG0006342	Nvec	pdam_00019404-RA	NV2t002241001.1
OG0006343	Hsap	pdam_00020986-RA	ERCC2_HUMAN
OG0006343	Mmus	pdam_00020986-RA	ERCC2_MOUSE
OG0006343	Nvec	pdam_00020986-RA	NV2t020002001.1
OG0006344	Hsap	pdam_00005790-RA	ERCC3_HUMAN
OG0006344	Mmus	pdam_00005790-RA	ERCC3_MOUSE
OG0006344	Nvec	pdam_00005790-RA	NV2t012518001.1
OG0006345	Hsap	pdam_00020955-RA	ERG24_HUMAN
OG0006345	Mmus	pdam_00020955-RA	ERG24_MOUSE
OG0006345	Nvec	pdam_00020955-RA	NV2t019467001.1
OG0006346	Hsap	pdam_00009785-RA	ERGI1_HUMAN
OG0006346	Mmus	pdam_00009785-RA	ERGI1_MOUSE
OG0006346	Nvec	pdam_00009785-RA	NV2t017916001.1
OG0006347	Hsap	pdam_00002652-RA	ERGI3_HUMAN
OG0006347	Mmus	pdam_00002652-RA	ERGI3_MOUSE
OG0006347	Nvec	pdam_00002652-RA	NV2t005770001.1
OG0006348	Hsap	pdam_00017582-RA	ERH_HUMAN
OG0006348	Mmus	pdam_00017582-RA	ERH_MOUSE
OG0006348	Nvec	pdam_00017582-RA	NV2t020915001.1
OG0006349	Hsap	pdam_00007750-RA	ERIC3_HUMAN
OG0006349	Mmus	pdam_00007750-RA	ERIC3_MOUSE
OG0006349	Nvec	pdam_00007750-RA	NV2t006420001.1
OG0006350	Hsap	pdam_00016521-RA	ERLEC_HUMAN
OG0006350	Mmus	pdam_00016521-RA	ERLEC_MOUSE
OG0006350	Nvec	pdam_00016521-RA	NV2t010895001.1
OG0006351	Hsap	pdam_00022362-RA	ERMP1_HUMAN
OG0006351	Mmus	pdam_00022362-RA	ERMP1_MOUSE
OG0006351	Nvec	pdam_00022362-RA	NV2t001658001.1
OG0006352	Hsap	pdam_00020805-RA	ERP29_HUMAN
OG0006352	Mmus	pdam_00020805-RA	ERP29_MOUSE
OG0006352	Nvec	pdam_00020805-RA	NV2t016223001.1
OG0006353	Hsap	pdam_00000688-RA	ERP44_HUMAN
OG0006353	Mmus	pdam_00000688-RA	ERP44_MOUSE
OG0006353	Nvec	pdam_00000688-RA	NV2t012609001.1
OG0006355	Hsap	pdam_00000253-RA	ESCO2_HUMAN
OG0006355	Mmus	pdam_00000253-RA	ESCO2_MOUSE
OG0006355	Nvec	pdam_00000253-RA	NV2t016550001.1
OG0006356	Hsap	pdam_00005273-RA	ESF1_HUMAN
OG0006356	Mmus	pdam_00005273-RA	ESF1_MOUSE
OG0006356	Nvec	pdam_00005273-RA	NV2t012425001.1
OG0006357	Hsap	pdam_00010648-RA	ESPL1_HUMAN
OG0006357	Mmus	pdam_00010648-RA	ESPL1_MOUSE
OG0006357	Nvec	pdam_00010648-RA	NV2t010860001.1
OG0006358	Hsap	pdam_00016912-RA	EST1A_HUMAN
OG0006358	Mmus	pdam_00016912-RA	EST1A_MOUSE
OG0006358	Nvec	pdam_00016912-RA	NV2t016457001.1
OG0006360	Hsap	pdam_00013937-RA	ETFA_HUMAN
OG0006360	Mmus	pdam_00013937-RA	ETFA_MOUSE
OG0006360	Nvec	pdam_00013937-RA	NV2t023557001.1
OG0006361	Hsap	pdam_00023648-RA	ETFB_HUMAN
OG0006361	Mmus	pdam_00023648-RA	ETFB_MOUSE
OG0006361	Nvec	pdam_00023648-RA	NV2t021831001.1
OG0006362	Hsap	pdam_00009535-RA	ETFD_HUMAN
OG0006362	Mmus	pdam_00009535-RA	ETFD_MOUSE
OG0006362	Nvec	pdam_00009535-RA	NV2t002954001.1
OG0006363	Hsap	pdam_00010828-RA	EVG1_HUMAN
OG0006363	Mmus	pdam_00010828-RA	EVG1_MOUSE
OG0006363	Nvec	pdam_00010828-RA	NV2t007711001.1
OG0006364	Hsap	pdam_00015925-RA	EXD1_HUMAN
OG0006364	Mmus	pdam_00015925-RA	EXD1_MOUSE
OG0006364	Nvec	pdam_00015925-RA	NV2t002760001.1
OG0006365	Hsap	pdam_00005051-RA	EXOC1_HUMAN
OG0006365	Mmus	pdam_00005051-RA	EXOC1_MOUSE
OG0006365	Nvec	pdam_00005051-RA	NV2t003790001.1
OG0006366	Hsap	pdam_00015415-RA	EXOC2_HUMAN
OG0006366	Mmus	pdam_00015415-RA	EXOC2_MOUSE
OG0006366	Nvec	pdam_00015415-RA	NV2t005381001.1
OG0006367	Hsap	pdam_00020072-RA	EXOC5_HUMAN
OG0006367	Mmus	pdam_00020072-RA	EXOC5_MOUSE
OG0006367	Nvec	pdam_00020072-RA	NV2t023727001.1
OG0006368	Hsap	pdam_00013837-RA	EXOC7_HUMAN
OG0006368	Mmus	pdam_00013837-RA	EXOC7_MOUSE
OG0006368	Nvec	pdam_00013837-RA	NV2t007095001.1
OG0006369	Hsap	pdam_00003118-RA	EXOC8_HUMAN
OG0006369	Mmus	pdam_00003118-RA	EXOC8_MOUSE
OG0006369	Nvec	pdam_00003118-RA	NV2t014455001.1
OG0006370	Hsap	pdam_00002340-RA	EXOG_HUMAN
OG0006370	Mmus	pdam_00002340-RA	EXOG_MOUSE
OG0006370	Nvec	pdam_00002340-RA	NV2t020220001.1
OG0006371	Hsap	pdam_00015039-RA	EXOS1_HUMAN
OG0006371	Mmus	pdam_00015039-RA	EXOS1_MOUSE
OG0006371	Nvec	pdam_00015039-RA	NV2t017965001.1
OG0006372	Hsap	pdam_00014378-RA	EXOS3_HUMAN
OG0006372	Mmus	pdam_00014378-RA	EXOS3_MOUSE
OG0006372	Nvec	pdam_00014378-RA	NV2t001096001.1
OG0006373	Hsap	pdam_00021212-RA	EXOS4_HUMAN
OG0006373	Mmus	pdam_00021212-RA	EXOS4_MOUSE
OG0006373	Nvec	pdam_00021212-RA	NV2t011449001.1
OG0006374	Hsap	pdam_00007805-RA	EXOS5_HUMAN
OG0006374	Mmus	pdam_00007805-RA	EXOS5_MOUSE
OG0006374	Nvec	pdam_00007805-RA	NV2t020856001.1
OG0006375	Hsap	pdam_00017663-RA	EXOS7_HUMAN
OG0006375	Mmus	pdam_00017663-RA	EXOS7_MOUSE
OG0006375	Nvec	pdam_00017663-RA	NV2t004386001.1
OG0006376	Hsap	pdam_00019763-RA	EXOS8_HUMAN
OG0006376	Mmus	pdam_00019763-RA	EXOS8_MOUSE
OG0006376	Nvec	pdam_00019763-RA	NV2t003795001.1
OG0006377	Hsap	pdam_00018360-RA	EXTL3_HUMAN
OG0006377	Mmus	pdam_00018360-RA	EXTL3_MOUSE
OG0006377	Nvec	pdam_00018360-RA	NV2t005531001.1
OG0006378	Hsap	pdam_00015231-RA	F10C1_HUMAN
OG0006378	Mmus	pdam_00015231-RA	F10C1_MOUSE
OG0006378	Nvec	pdam_00015231-RA	NV2t018531001.1
OG0006379	Hsap	pdam_00015024-RA	F136A_HUMAN
OG0006379	Mmus	pdam_00015024-RA	F136A_MOUSE
OG0006379	Nvec	pdam_00015024-RA	NV2t017555001.1
OG0006380	Hsap	pdam_00009268-RA	F151B_HUMAN
OG0006380	Mmus	pdam_00009268-RA	F151B_MOUSE
OG0006380	Nvec	pdam_00009268-RA	NV2t012305001.1
OG0006381	Hsap	pdam_00013455-RA	F161B_HUMAN
OG0006381	Mmus	pdam_00013455-RA	F161B_MOUSE
OG0006381	Nvec	pdam_00013455-RA	NV2t021026001.1
OG0006382	Hsap	pdam_00004351-RA	F174A_HUMAN
OG0006382	Mmus	pdam_00004351-RA	F174A_MOUSE
OG0006382	Nvec	pdam_00004351-RA	NV2t024795001.1
OG0006383	Hsap	pdam_00015594-RA	F185A_HUMAN
OG0006383	Mmus	pdam_00015594-RA	F185A_MOUSE
OG0006383	Nvec	pdam_00015594-RA	NV2t014610001.1
OG0006384	Hsap	pdam_00003172-RA	F199X_HUMAN
OG0006384	Mmus	pdam_00003172-RA	F199X_MOUSE
OG0006384	Nvec	pdam_00003172-RA	NV2t013496001.1
OG0006385	Hsap	pdam_00011382-RA	F210B_HUMAN
OG0006385	Mmus	pdam_00011382-RA	F210B_MOUSE
OG0006385	Nvec	pdam_00011382-RA	NV2t005402001.1
OG0006386	Hsap	pdam_00000198-RA	F221B_HUMAN
OG0006386	Mmus	pdam_00000198-RA	F221B_MOUSE
OG0006386	Nvec	pdam_00000198-RA	NV2t006358001.1
OG0006390	Hsap	pdam_00002522-RA	FA2H_HUMAN
OG0006390	Mmus	pdam_00002522-RA	FA2H_MOUSE
OG0006390	Nvec	pdam_00002522-RA	NV2t005222001.1
OG0006391	Hsap	pdam_00014073-RA	FA81A_HUMAN
OG0006391	Mmus	pdam_00014073-RA	FA81A_MOUSE
OG0006391	Nvec	pdam_00014073-RA	NV2t023137001.1
OG0006392	Hsap	pdam_00018187-RA	FAAA_HUMAN
OG0006392	Mmus	pdam_00018187-RA	FAAA_MOUSE
OG0006392	Nvec	pdam_00018187-RA	NV2t010744001.1
OG0006393	Hsap	pdam_00003609-RA	FABD_HUMAN
OG0006393	Mmus	pdam_00003609-RA	FABD_MOUSE
OG0006393	Nvec	pdam_00003609-RA	NV2t004117001.1
OG0006394	Hsap	pdam_00015249-RA	FACD2_HUMAN
OG0006394	Mmus	pdam_00015249-RA	FACD2_MOUSE
OG0006394	Nvec	pdam_00015249-RA	NV2t002080001.1
OG0006395	Hsap	pdam_00004601-RA	FACE1_HUMAN
OG0006395	Mmus	pdam_00004601-RA	FACE1_MOUSE
OG0006395	Nvec	pdam_00004601-RA	NV2t008513001.1
OG0006396	Hsap	pdam_00008829-RA	FADS6_HUMAN
OG0006396	Mmus	pdam_00008829-RA	FADS6_MOUSE
OG0006396	Nvec	pdam_00008829-RA	NV2t018874001.1
OG0006397	Hsap	pdam_00017435-RA	FAF1_HUMAN
OG0006397	Mmus	pdam_00017435-RA	FAF1_MOUSE
OG0006397	Nvec	pdam_00017435-RA	NV2t001051001.1
OG0006398	Hsap	pdam_00014757-RA	FAF2_HUMAN
OG0006398	Mmus	pdam_00014757-RA	FAF2_MOUSE
OG0006398	Nvec	pdam_00014757-RA	NV2t013943001.1
OG0006399	Hsap	pdam_00015020-RA	FAHD1_HUMAN
OG0006399	Mmus	pdam_00015020-RA	FAHD1_MOUSE
OG0006399	Nvec	pdam_00015020-RA	NV2t018789001.1
OG0006400	Hsap	pdam_00002217-RA	FAIM1_HUMAN
OG0006400	Mmus	pdam_00002217-RA	FAIM1_MOUSE
OG0006400	Nvec	pdam_00002217-RA	NV2t011112001.1
OG0006401	Hsap	pdam_00008953-RA	FAK1_HUMAN
OG0006401	Mmus	pdam_00008953-RA	FAK1_MOUSE
OG0006401	Nvec	pdam_00008953-RA	NV2t016441001.1
OG0006402	Hsap	pdam_00000874-RA	FAN1_HUMAN
OG0006402	Mmus	pdam_00000874-RA	FAN1_MOUSE
OG0006402	Nvec	pdam_00000874-RA	NV2t023139001.1
OG0006403	Hsap	pdam_00011367-RA	FANCA_HUMAN
OG0006403	Mmus	pdam_00011367-RA	FANCA_MOUSE
OG0006403	Nvec	pdam_00011367-RA	NV2t004441001.1
OG0006404	Hsap	pdam_00015042-RA	FANCI_HUMAN
OG0006404	Mmus	pdam_00015042-RA	FANCI_MOUSE
OG0006404	Nvec	pdam_00015042-RA	NV2t017790001.1
OG0006405	Hsap	pdam_00000387-RA	FANCJ_HUMAN
OG0006405	Mmus	pdam_00000387-RA	FANCJ_MOUSE
OG0006405	Nvec	pdam_00000387-RA	NV2t016326001.1
OG0006406	Hsap	pdam_00012014-RA	FANCL_HUMAN
OG0006406	Mmus	pdam_00012014-RA	FANCL_MOUSE
OG0006406	Nvec	pdam_00012014-RA	NV2t020792001.1
OG0006407	Hsap	pdam_00013818-RA	FANCM_HUMAN
OG0006407	Mmus	pdam_00013818-RA	FANCM_MOUSE
OG0006407	Nvec	pdam_00013818-RA	NV2t020162001.1
OG0006408	Hsap	pdam_00001749-RA	FAT4_HUMAN
OG0006408	Mmus	pdam_00001749-RA	FAT4_MOUSE
OG0006408	Nvec	pdam_00001749-RA	NV2t003226001.1
OG0006409	Hsap	pdam_00011140-RA	FBW12_HUMAN
OG0006409	Mmus	pdam_00011140-RA	FBW15_MOUSE
OG0006409	Nvec	pdam_00011140-RA	NV2t008363001.1
OG0006410	Hsap	pdam_00013338-RA	FBX16_HUMAN
OG0006410	Mmus	pdam_00013338-RA	FBX16_MOUSE
OG0006410	Nvec	pdam_00013338-RA	NV2t006335001.1
OG0006411	Hsap	pdam_00003693-RA	FBX21_HUMAN
OG0006411	Mmus	pdam_00003693-RA	FBX21_MOUSE
OG0006411	Nvec	pdam_00003693-RA	NV2t015998001.1
OG0006412	Hsap	pdam_00018900-RA	FBX31_HUMAN
OG0006412	Mmus	pdam_00018900-RA	FBX31_MOUSE
OG0006412	Nvec	pdam_00018900-RA	NV2t004560001.1
OG0006413	Hsap	pdam_00006371-RA	FBX42_HUMAN
OG0006413	Mmus	pdam_00006371-RA	FBX42_MOUSE
OG0006413	Nvec	pdam_00006371-RA	NV2t010461001.1
OG0006414	Hsap	pdam_00000615-RA	FBX48_HUMAN
OG0006414	Mmus	pdam_00000615-RA	FBX48_MOUSE
OG0006414	Nvec	pdam_00000615-RA	NV2t012466001.1
OG0006415	Hsap	pdam_00019383-RA	FBX9_HUMAN
OG0006415	Mmus	pdam_00019383-RA	FBX9_MOUSE
OG0006415	Nvec	pdam_00019383-RA	NV2t017113001.1
OG0006417	Hsap	pdam_00007593-RA	FBXL8_HUMAN
OG0006417	Mmus	pdam_00007593-RA	FBXL8_MOUSE
OG0006417	Nvec	pdam_00007593-RA	NV2t002443001.1
OG0006418	Hsap	pdam_00025498-RA	FBXW4_HUMAN
OG0006418	Mmus	pdam_00025498-RA	FBXW4_MOUSE
OG0006418	Nvec	pdam_00025498-RA	NV2t017464001.1
OG0006419	Hsap	pdam_00004373-RA	FBXW5_HUMAN
OG0006419	Mmus	pdam_00004373-RA	FBXW5_MOUSE
OG0006419	Nvec	pdam_00004373-RA	NV2t025160001.1
OG0006420	Hsap	pdam_00022450-RA	FBXW8_HUMAN
OG0006420	Mmus	pdam_00022450-RA	FBXW8_MOUSE
OG0006420	Nvec	pdam_00022450-RA	NV2t015434001.1
OG0006422	Hsap	pdam_00015279-RA	FEN1_HUMAN
OG0006422	Mmus	pdam_00015279-RA	FEN1_MOUSE
OG0006422	Nvec	pdam_00015279-RA	NV2t004538001.1
OG0006423	Hsap	pdam_00004508-RA	FERY3_HUMAN
OG0006423	Mmus	pdam_00004508-RA	FERY3_MOUSE
OG0006423	Nvec	pdam_00004508-RA	NV2t018614001.1
OG0006424	Hsap	pdam_00002235-RA	FGGY_HUMAN
OG0006424	Mmus	pdam_00002235-RA	FGGY_MOUSE
OG0006424	Nvec	pdam_00002235-RA	NV2t000705001.1
OG0006425	Hsap	pdam_00008620-RA	FGOP2_HUMAN
OG0006425	Mmus	pdam_00008620-RA	FGOP2_MOUSE
OG0006425	Nvec	pdam_00008620-RA	NV2t018429001.1
OG0006426	Hsap	pdam_00012418-RA	FHI2A_HUMAN
OG0006426	Mmus	pdam_00012418-RA	FHI2A_MOUSE
OG0006426	Nvec	pdam_00012418-RA	NV2t018251001.1
OG0006427	Hsap	pdam_00015275-RA	FHOD3_HUMAN
OG0006427	Mmus	pdam_00015275-RA	FHOD3_MOUSE
OG0006427	Nvec	pdam_00015275-RA	NV2t004204001.1
OG0006428	Hsap	pdam_00006525-RA	FIBP_HUMAN
OG0006428	Mmus	pdam_00006525-RA	FIBP_MOUSE
OG0006428	Nvec	pdam_00006525-RA	NV2t020341001.1
OG0006429	Hsap	pdam_00018487-RA	FICD_HUMAN
OG0006429	Mmus	pdam_00018487-RA	FICD_MOUSE
OG0006429	Nvec	pdam_00018487-RA	NV2t013491001.1
OG0006430	Hsap	pdam_00019564-RA	FIGL1_HUMAN
OG0006430	Mmus	pdam_00019564-RA	FIGL1_MOUSE
OG0006430	Nvec	pdam_00019564-RA	NV2t019130001.1
OG0006431	Hsap	pdam_00012129-RA	FIP1_HUMAN
OG0006431	Mmus	pdam_00012129-RA	FIP1_MOUSE
OG0006431	Nvec	pdam_00012129-RA	NV2t003550001.1
OG0006432	Hsap	pdam_00005871-RA	FIRRM_HUMAN
OG0006432	Mmus	pdam_00005871-RA	FIRRM_MOUSE
OG0006432	Nvec	pdam_00005871-RA	NV2t025389001.1
OG0006433	Hsap	pdam_00017810-RA	FKB15_HUMAN
OG0006433	Mmus	pdam_00017810-RA	FKB15_MOUSE
OG0006433	Nvec	pdam_00017810-RA	NV2t024889001.1
OG0006434	Hsap	pdam_00013917-RA	FKBP6_HUMAN
OG0006434	Mmus	pdam_00013917-RA	FKBP6_MOUSE
OG0006434	Nvec	pdam_00013917-RA	NV2t015593001.1
OG0006435	Hsap	pdam_00014068-RA	FKBP8_HUMAN
OG0006435	Mmus	pdam_00014068-RA	FKBP8_MOUSE
OG0006435	Nvec	pdam_00014068-RA	NV2t024155001.1
OG0006436	Hsap	pdam_00001939-RA	FKBPL_HUMAN
OG0006436	Mmus	pdam_00001939-RA	FKBPL_MOUSE
OG0006436	Nvec	pdam_00001939-RA	NV2t009533001.1
OG0006437	Hsap	pdam_00009269-RA	FKTN_HUMAN
OG0006437	Mmus	pdam_00009269-RA	FKTN_MOUSE
OG0006437	Nvec	pdam_00009269-RA	NV2t001049001.1
OG0006438	Hsap	pdam_00025166-RA	FLCN_HUMAN
OG0006438	Mmus	pdam_00025166-RA	FLCN_MOUSE
OG0006438	Nvec	pdam_00025166-RA	NV2t025451001.1
OG0006439	Hsap	pdam_00024006-RA	FLOT2_HUMAN
OG0006439	Mmus	pdam_00024006-RA	FLOT2_MOUSE
OG0006439	Nvec	pdam_00024006-RA	NV2t017268002.1
OG0006440	Hsap	pdam_00014538-RA	FLTOP_HUMAN
OG0006440	Mmus	pdam_00014538-RA	FLTOP_MOUSE
OG0006440	Nvec	pdam_00014538-RA	NV2t022087001.1
OG0006442	Hsap	pdam_00007067-RA	FMC1_HUMAN
OG0006442	Mmus	pdam_00007067-RA	FMC1_MOUSE
OG0006442	Nvec	pdam_00007067-RA	NV2t011498001.1
OG0006443	Hsap	pdam_00010524-RA	FMT_HUMAN
OG0006443	Mmus	pdam_00010524-RA	FMT_MOUSE
OG0006443	Nvec	pdam_00010524-RA	NV2t013620001.1
OG0006444	Hsap	pdam_00011748-RA	FNBP4_HUMAN
OG0006444	Mmus	pdam_00011748-RA	FNBP4_MOUSE
OG0006444	Nvec	pdam_00011748-RA	NV2t018637001.1
OG0006445	Hsap	pdam_00012367-RA	FNTA_HUMAN
OG0006445	Mmus	pdam_00012367-RA	FNTA_MOUSE
OG0006445	Nvec	pdam_00012367-RA	NV2t017992001.1
OG0006446	Hsap	pdam_00013010-RA	FNTB_HUMAN
OG0006446	Mmus	pdam_00013010-RA	FNTB_MOUSE
OG0006446	Nvec	pdam_00013010-RA	NV2t011230001.1
OG0006447	Hsap	pdam_00007824-RA	FOLC_HUMAN
OG0006447	Mmus	pdam_00007824-RA	FOLC_MOUSE
OG0006447	Nvec	pdam_00007824-RA	NV2t024955001.1
OG0006448	Hsap	pdam_00006533-RA	FOXG1_HUMAN
OG0006448	Mmus	pdam_00006533-RA	FOXG1_MOUSE
OG0006448	Nvec	pdam_00006533-RA	NV2t020035001.1
OG0006449	Hsap	pdam_00011889-RA	FOXJ3_HUMAN
OG0006449	Mmus	pdam_00011889-RA	FOXJ3_MOUSE
OG0006449	Nvec	pdam_00011889-RA	NV2t013336001.1
OG0006451	Hsap	pdam_00013314-RA	FP100_HUMAN
OG0006451	Mmus	pdam_00013314-RA	FP100_MOUSE
OG0006451	Nvec	pdam_00013314-RA	NV2t008941001.1
OG0006452	Hsap	pdam_00017005-RA	FPGT_HUMAN
OG0006452	Mmus	pdam_00017005-RA	FPGT_MOUSE
OG0006452	Nvec	pdam_00017005-RA	NV2t019516001.1
OG0006453	Hsap	pdam_00003136-RA	FPPS_HUMAN
OG0006453	Mmus	pdam_00003136-RA	FPPS_MOUSE
OG0006453	Nvec	pdam_00003136-RA	NV2t013694001.1
OG0006455	Hsap	pdam_00013120-RA	FRG1_HUMAN
OG0006455	Mmus	pdam_00013120-RA	FRG1_MOUSE
OG0006455	Nvec	pdam_00013120-RA	NV2t019427001.1
OG0006456	Hsap	pdam_00015699-RA	FRITZ_HUMAN
OG0006456	Mmus	pdam_00015699-RA	FRITZ_MOUSE
OG0006456	Nvec	pdam_00015699-RA	NV2t002008001.1
OG0006457	Hsap	pdam_00017976-RA	FSAF1_HUMAN
OG0006457	Mmus	pdam_00017976-RA	FSAF1_MOUSE
OG0006457	Nvec	pdam_00017976-RA	NV2t013814001.1
OG0006458	Hsap	pdam_00024617-RA	FSIP1_HUMAN
OG0006458	Mmus	pdam_00024617-RA	FSIP1_MOUSE
OG0006458	Nvec	pdam_00024617-RA	NV2t001964001.1
OG0006459	Hsap	pdam_00001355-RA	FSTL1_HUMAN
OG0006459	Mmus	pdam_00001355-RA	FSTL1_MOUSE
OG0006459	Nvec	pdam_00001355-RA	NV2t021613001.1
OG0006460	Hsap	pdam_00003650-RA	FTM_HUMAN
OG0006460	Mmus	pdam_00003650-RA	FTM_MOUSE
OG0006460	Nvec	pdam_00003650-RA	NV2t004598001.1
OG0006461	Hsap	pdam_00012234-RA	FUCT1_HUMAN
OG0006461	Mmus	pdam_00012234-RA	FUCT1_MOUSE
OG0006461	Nvec	pdam_00012234-RA	NV2t013470001.1
OG0006462	Hsap	pdam_00008611-RA	FUZZY_HUMAN
OG0006462	Mmus	pdam_00008611-RA	FUZZY_MOUSE
OG0006462	Nvec	pdam_00008611-RA	NV2t018573001.1
OG0006463	Hsap	pdam_00005342-RA	FXL12_HUMAN
OG0006463	Mmus	pdam_00005342-RA	FXL12_MOUSE
OG0006463	Nvec	pdam_00005342-RA	NV2t001880001.1
OG0006464	Hsap	pdam_00023147-RA	FXL13_HUMAN
OG0006464	Mmus	pdam_00023147-RA	FXL13_MOUSE
OG0006464	Nvec	pdam_00023147-RA	NV2t001021001.1
OG0006465	Hsap	pdam_00006715-RA	FXL14_HUMAN
OG0006465	Mmus	pdam_00006715-RA	FXL14_MOUSE
OG0006465	Nvec	pdam_00006715-RA	NV2t003613001.1
OG0006466	Hsap	pdam_00015696-RA	FXL15_HUMAN
OG0006466	Mmus	pdam_00015696-RA	FXL15_MOUSE
OG0006466	Nvec	pdam_00015696-RA	NV2t006287001.1
OG0006467	Hsap	pdam_00003945-RA	FXL17_HUMAN
OG0006467	Mmus	pdam_00003945-RA	FXL17_MOUSE
OG0006467	Nvec	pdam_00003945-RA	NV2t014657001.1
OG0006468	Hsap	pdam_00004340-RA	FXRD1_HUMAN
OG0006468	Mmus	pdam_00004340-RA	FXRD1_MOUSE
OG0006468	Nvec	pdam_00004340-RA	NV2t024476001.1
OG0006469	Hsap	pdam_00007315-RA	FZD4_HUMAN
OG0006469	Mmus	pdam_00007315-RA	FZD4_MOUSE
OG0006469	Nvec	pdam_00007315-RA	NV2t008805001.1
OG0006470	Hsap	pdam_00002260-RA	FZR1_HUMAN
OG0006470	Mmus	pdam_00002260-RA	FZR1_MOUSE
OG0006470	Nvec	pdam_00002260-RA	NV2t000347001.1
OG0006471	Hsap	pdam_00004838-RA	G6PI_HUMAN
OG0006471	Mmus	pdam_00004838-RA	G6PI_MOUSE
OG0006471	Nvec	pdam_00004838-RA	NV2t003985001.1
OG0006473	Hsap	pdam_00005337-RA	GAK_HUMAN
OG0006473	Mmus	pdam_00005337-RA	GAK_MOUSE
OG0006473	Nvec	pdam_00005337-RA	NV2t001364001.1
OG0006474	Hsap	pdam_00009077-RA	GAL3A_HUMAN
OG0006474	Mmus	pdam_00009077-RA	GAL3A_MOUSE
OG0006474	Nvec	pdam_00009077-RA	NV2t018031001.1
OG0006475	Hsap	pdam_00009382-RA	GALD1_HUMAN
OG0006475	Mmus	pdam_00009382-RA	GALD1_MOUSE
OG0006475	Nvec	pdam_00009382-RA	NV2t018413001.1
OG0006476	Hsap	pdam_00003712-RA	GALE_HUMAN
OG0006476	Mmus	pdam_00003712-RA	GALE_MOUSE
OG0006476	Nvec	pdam_00003712-RA	NV2t016297001.1
OG0006477	Hsap	pdam_00023199-RA	GALK1_HUMAN
OG0006477	Mmus	pdam_00023199-RA	GALK1_MOUSE
OG0006477	Nvec	pdam_00023199-RA	NV2t007291001.1
OG0006478	Hsap	pdam_00009363-RA	GALK2_HUMAN
OG0006478	Mmus	pdam_00009363-RA	GALK2_MOUSE
OG0006478	Nvec	pdam_00009363-RA	NV2t018869001.1
OG0006479	Hsap	pdam_00015060-RA	GALM_HUMAN
OG0006479	Mmus	pdam_00015060-RA	GALM_MOUSE
