Orthogroup	Hsap	Gfas
OG0000019	SDK2_HUMAN, SDK1_HUMAN	gfas1.m1.22901.m1, gfas1.m1.14416.m1, gfas1.m1.22514.m1, gfas1.m1.23823.m1, gfas1.m1.8458.m1, gfas1.m1.9456.m1, gfas1.m1.18196.m1, gfas1.m1.9457.m1, gfas1.m1.22873.m1, gfas1.m1.19304.m1, gfas1.m1.16818.m1, gfas1.m1.19306.m1, gfas1.m1.16815.m1, gfas1.m1.19305.m1, gfas1.m1.17291.m1, gfas1.m1.12975.m1, gfas1.m1.14308.m1, gfas1.m1.22492.m1, gfas1.m1.6696.m1, gfas1.m1.14307.m1, gfas1.m1.22928.m1, gfas1.m1.12820.m1, gfas1.m1.8856.m1, gfas1.m1.3585.m1, gfas1.m1.19292.m1, gfas1.m1.12647.m1, gfas1.m1.21057.m1, gfas1.m1.6956.m1, gfas1.m1.23967.m1, gfas1.m1.11379.m1, gfas1.m1.10517.m1, gfas1.m1.10516.m1, gfas1.m1.20406.m1, gfas1.m1.10515.m1, gfas1.m1.10857.m1, gfas1.m1.17260.m1, gfas1.m1.15437.m1, gfas1.m1.16813.m1, gfas1.m1.6025.m1, gfas1.m1.16811.m1, gfas1.m1.6023.m1, gfas1.m1.5147.m1, gfas1.m1.5142.m1, gfas1.m1.9591.m1, gfas1.m1.12541.m1, gfas1.m1.21968.m1, gfas1.m1.23000.m1, gfas1.m1.20481.m1, gfas1.m1.9590.m1, gfas1.m1.20663.m1, gfas1.m1.23964.m1
OG0000021	ASTE1_HUMAN	gfas1.m1.9882.m1, gfas1.m1.11205.m1, gfas1.m1.10803.m1, gfas1.m1.22459.m1, gfas1.m1.23155.m1, gfas1.m1.12578.m1, gfas1.m1.10738.m1, gfas1.m1.8142.m1, gfas1.m1.9306.m1, gfas1.m1.11661.m1, gfas1.m1.23025.m1, gfas1.m1.10797.m1, gfas1.m1.22813.m1, gfas1.m1.23631.m1, gfas1.m1.23561.m1, gfas1.m1.9501.m1, gfas1.m1.9503.m1, gfas1.m1.21950.m1, gfas1.m1.9818.m1, gfas1.m1.21895.m1, gfas1.m1.22249.m1, gfas1.m1.22184.m1, gfas1.m1.22250.m1, gfas1.m1.22550.m1, gfas1.m1.22251.m1, gfas1.m1.8012.m1, gfas1.m1.22650.m1, gfas1.m1.3983.m1, gfas1.m1.21678.m1, gfas1.m1.9736.m1, gfas1.m1.8924.m1, gfas1.m1.11415.m1, gfas1.m1.12265.m1, gfas1.m1.12352.m1, gfas1.m1.21117.m1, gfas1.m1.11752.m1, gfas1.m1.23610.m1, gfas1.m1.8696.m1, gfas1.m1.18413.m1, gfas1.m1.22080.m1, gfas1.m1.23160.m1, gfas1.m1.23144.m1, gfas1.m1.10549.m1, gfas1.m1.3335.m1, gfas1.m1.22905.m1, gfas1.m1.10739.m1, gfas1.m1.8810.m1, gfas1.m1.12082.m1, gfas1.m1.12889.m1, gfas1.m1.23154.m1, gfas1.m1.10314.m1, gfas1.m1.21366.m1, gfas1.m1.13115.m1, gfas1.m1.23088.m1, gfas1.m1.8697.m1, gfas1.m1.19998.m1, gfas1.m1.23157.m1, gfas1.m1.22261.m1, gfas1.m1.22513.m1, gfas1.m1.22096.m1, gfas1.m1.19663.m1, gfas1.m1.22587.m1, gfas1.m1.11620.m1, gfas1.m1.9883.m1
OG0000023	FCN1_HUMAN, FCN2_HUMAN	gfas1.m1.20715.m1, gfas1.m1.23521.m1, gfas1.m1.14998.m1, gfas1.m1.1192.m1, gfas1.m1.8314.m1, gfas1.m1.11529.m1, gfas1.m1.11528.m1, gfas1.m1.15000.m1, gfas1.m1.20891.m1, gfas1.m1.5268.m1, gfas1.m1.2148.m1, gfas1.m1.20764.m1, gfas1.m1.7165.m1, gfas1.m1.4073.m1, gfas1.m1.16109.m1, gfas1.m1.20680.m1, gfas1.m1.7112.m1, gfas1.m1.12992.m1, gfas1.m1.16162.m1, gfas1.m1.9975.m1, gfas1.m1.12892.m1, gfas1.m1.22407.m1, gfas1.m1.10834.m1, gfas1.m1.11890.m1, gfas1.m1.21455.m1, gfas1.m1.9019.m1, gfas1.m1.12599.m1, gfas1.m1.11892.m1, gfas1.m1.11891.m1, gfas1.m1.21790.m1, gfas1.m1.12947.m1, gfas1.m1.10833.m1, gfas1.m1.10902.m1, gfas1.m1.9020.m1, gfas1.m1.12074.m1, gfas1.m1.10091.m1, gfas1.m1.12518.m1, gfas1.m1.12519.m1, gfas1.m1.22307.m1, gfas1.m1.20623.m1, gfas1.m1.21456.m1, gfas1.m1.10092.m1, gfas1.m1.7997.m1, gfas1.m1.12075.m1, gfas1.m1.13157.m1, gfas1.m1.23147.m1, gfas1.m1.9974.m1, gfas1.m1.10321.m1, gfas1.m1.770.m1, gfas1.m1.275.m1, gfas1.m1.23299.m1, gfas1.m1.2983.m1, gfas1.m1.23101.m1, gfas1.m1.9194.m1, gfas1.m1.21514.m1, gfas1.m1.10662.m1, gfas1.m1.17009.m1
OG0000024	MAMC2_HUMAN	gfas1.m1.14098.m1, gfas1.m1.8609.m1, gfas1.m1.20908.m1, gfas1.m1.14489.m1, gfas1.m1.7736.m1, gfas1.m1.17553.m1, gfas1.m1.20203.m1, gfas1.m1.7738.m1, gfas1.m1.15260.m1, gfas1.m1.20763.m1, gfas1.m1.14099.m1, gfas1.m1.18699.m1, gfas1.m1.17827.m1, gfas1.m1.13342.m1, gfas1.m1.6147.m1, gfas1.m1.18328.m1, gfas1.m1.2813.m1, gfas1.m1.2811.m1, gfas1.m1.1848.m1, gfas1.m1.14152.m1, gfas1.m1.4778.m1, gfas1.m1.4781.m1, gfas1.m1.7821.m1, gfas1.m1.8607.m1, gfas1.m1.8608.m1, gfas1.m1.15270.m1, gfas1.m1.18023.m1, gfas1.m1.7004.m1, gfas1.m1.18808.m1
OG0000027	THA10_HUMAN	gfas1.m1.11681.m1, gfas1.m1.10650.m1, gfas1.m1.22693.m1, gfas1.m1.20150.m1, gfas1.m1.23589.m1, gfas1.m1.22893.m1, gfas1.m1.10087.m1, gfas1.m1.10088.m1, gfas1.m1.11025.m1, gfas1.m1.22653.m1, gfas1.m1.20286.m1, gfas1.m1.23401.m1, gfas1.m1.11027.m1, gfas1.m1.20284.m1, gfas1.m1.23402.m1, gfas1.m1.20287.m1, gfas1.m1.21506.m1, gfas1.m1.22238.m1, gfas1.m1.12140.m1, gfas1.m1.22767.m1, gfas1.m1.11712.m1, gfas1.m1.22639.m1, gfas1.m1.11527.m1, gfas1.m1.3717.m1, gfas1.m1.20592.m1, gfas1.m1.9713.m1, gfas1.m1.20806.m1, gfas1.m1.11748.m1, gfas1.m1.23777.m1, gfas1.m1.5871.m1, gfas1.m1.19477.m1, gfas1.m1.17725.m1, gfas1.m1.6068.m1, gfas1.m1.19637.m1, gfas1.m1.22009.m1, gfas1.m1.22704.m1, gfas1.m1.12022.m1, gfas1.m1.12871.m1, gfas1.m1.23011.m1, gfas1.m1.10864.m1, gfas1.m1.21644.m1, gfas1.m1.18185.m1, gfas1.m1.22785.m1, gfas1.m1.23713.m1, gfas1.m1.7063.m1, gfas1.m1.3716.m1, gfas1.m1.7066.m1, gfas1.m1.23090.m1, gfas1.m1.22046.m1, gfas1.m1.11816.m1, gfas1.m1.3715.m1, gfas1.m1.7920.m1, gfas1.m1.22762.m1, gfas1.m1.8323.m1, gfas1.m1.22907.m1, gfas1.m1.11130.m1, gfas1.m1.8319.m1, gfas1.m1.11715.m1, gfas1.m1.10658.m1
OG0000028	KLK13_HUMAN, KLK6_HUMAN, KLK14_HUMAN, KLK5_HUMAN, KLK4_HUMAN, KLK7_HUMAN, KLK9_HUMAN, KLK11_HUMAN, KLK15_HUMAN, KLK8_HUMAN, KLK10_HUMAN, KLK12_HUMAN, TRY2_HUMAN, TRY1_HUMAN, TRY3_HUMAN, TRY6_HUMAN, TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN, PRS29_HUMAN	gfas1.m1.19303.m1, gfas1.m1.5769.m1, gfas1.m1.14373.m1, gfas1.m1.14371.m1, gfas1.m1.14383.m1, gfas1.m1.6839.m1, gfas1.m1.9514.m1, gfas1.m1.15803.m1, gfas1.m1.2.m1, gfas1.m1.9597.m1, gfas1.m1.2134.m1, gfas1.m1.2137.m1, gfas1.m1.2136.m1, gfas1.m1.15875.m1, gfas1.m1.3591.m1, gfas1.m1.19711.m1, gfas1.m1.9512.m1, gfas1.m1.9511.m1
OG0000029	RN183_HUMAN	gfas1.m1.289.m1, gfas1.m1.20934.m1, gfas1.m1.12224.m1, gfas1.m1.11695.m1, gfas1.m1.280.m1, gfas1.m1.13388.m1, gfas1.m1.7430.m1, gfas1.m1.7425.m1, gfas1.m1.13319.m1, gfas1.m1.3733.m1, gfas1.m1.3734.m1, gfas1.m1.12396.m1, gfas1.m1.12181.m1, gfas1.m1.9133.m1, gfas1.m1.21313.m1, gfas1.m1.9766.m1, gfas1.m1.9764.m1, gfas1.m1.20887.m1, gfas1.m1.12795.m1, gfas1.m1.23469.m1, gfas1.m1.10570.m1, gfas1.m1.11404.m1, gfas1.m1.23660.m1, gfas1.m1.8178.m1, gfas1.m1.4398.m1, gfas1.m1.10113.m1, gfas1.m1.22821.m1, gfas1.m1.12815.m1, gfas1.m1.10115.m1, gfas1.m1.3597.m1, gfas1.m1.22244.m1, gfas1.m1.21509.m1, gfas1.m1.21222.m1, gfas1.m1.2807.m1, gfas1.m1.962.m1, gfas1.m1.2803.m1, gfas1.m1.2809.m1, gfas1.m1.16644.m1, gfas1.m1.16645.m1, gfas1.m1.2805.m1, gfas1.m1.970.m1, gfas1.m1.19946.m1, gfas1.m1.9279.m1, gfas1.m1.9278.m1, gfas1.m1.21501.m1, gfas1.m1.9277.m1, gfas1.m1.17723.m1, gfas1.m1.23301.m1, gfas1.m1.9604.m1, gfas1.m1.10328.m1, gfas1.m1.10327.m1, gfas1.m1.9605.m1, gfas1.m1.10329.m1, gfas1.m1.13266.m1, gfas1.m1.20448.m1, gfas1.m1.3677.m1, gfas1.m1.15071.m1, gfas1.m1.15070.m1, gfas1.m1.15067.m1, gfas1.m1.15068.m1
OG0000032	ANGP1_HUMAN, ANGP2_HUMAN, ANGP4_HUMAN, FGL1_HUMAN, ANGL7_HUMAN	gfas1.m1.10498.m1, gfas1.m1.12667.m1, gfas1.m1.11800.m1, gfas1.m1.14120.m1, gfas1.m1.7754.m1, gfas1.m1.9834.m1, gfas1.m1.11644.m1, gfas1.m1.11798.m1, gfas1.m1.12593.m1, gfas1.m1.13078.m1, gfas1.m1.12784.m1, gfas1.m1.11094.m1, gfas1.m1.12937.m1, gfas1.m1.7459.m1, gfas1.m1.22152.m1, gfas1.m1.21751.m1, gfas1.m1.12450.m1, gfas1.m1.12235.m1, gfas1.m1.7881.m1, gfas1.m1.7883.m1, gfas1.m1.7240.m1, gfas1.m1.1396.m1, gfas1.m1.1395.m1, gfas1.m1.22381.m1, gfas1.m1.7243.m1, gfas1.m1.12828.m1, gfas1.m1.22858.m1, gfas1.m1.23785.m1, gfas1.m1.6938.m1, gfas1.m1.6936.m1, gfas1.m1.6463.m1, gfas1.m1.11619.m1, gfas1.m1.11845.m1, gfas1.m1.21379.m1, gfas1.m1.10678.m1, gfas1.m1.20938.m1, gfas1.m1.9072.m1, gfas1.m1.10891.m1, gfas1.m1.23975.m1, gfas1.m1.8639.m1, gfas1.m1.15827.m1, gfas1.m1.15824.m1, gfas1.m1.10887.m1, gfas1.m1.6024.m1, gfas1.m1.6939.m1, gfas1.m1.12554.m1, gfas1.m1.12898.m1, gfas1.m1.12700.m1, gfas1.m1.14982.m1, gfas1.m1.12651.m1, gfas1.m1.7113.m1
OG0000033	ACH10_HUMAN, ACHA9_HUMAN, ACHA7_HUMAN, CRFM7_HUMAN, ACHB2_HUMAN, ACHB4_HUMAN, ACHA_HUMAN, ACHA3_HUMAN, ACHA6_HUMAN, ACHA4_HUMAN, ACHA2_HUMAN, ACHB3_HUMAN, ACHA5_HUMAN	gfas1.m1.20603.m1, gfas1.m1.15962.m1, gfas1.m1.7311.m1, gfas1.m1.7307.m1, gfas1.m1.19458.m1, gfas1.m1.9996.m1, gfas1.m1.19451.m1, gfas1.m1.16108.m1, gfas1.m1.8316.m1, gfas1.m1.8674.m1, gfas1.m1.16656.m1, gfas1.m1.9565.m1, gfas1.m1.8224.m1, gfas1.m1.3870.m1, gfas1.m1.3871.m1, gfas1.m1.3880.m1, gfas1.m1.3879.m1, gfas1.m1.8312.m1
OG0000037	CYRIA_HUMAN, CYRIB_HUMAN	gfas1.m1.23213.m1, gfas1.m1.18946.m1, gfas1.m1.15855.m1, gfas1.m1.11954.m1, gfas1.m1.15993.m1, gfas1.m1.8816.m1, gfas1.m1.21496.m1, gfas1.m1.20402.m1, gfas1.m1.9580.m1, gfas1.m1.9579.m1, gfas1.m1.11039.m1, gfas1.m1.12746.m1, gfas1.m1.21049.m1, gfas1.m1.21369.m1, gfas1.m1.22340.m1, gfas1.m1.23490.m1, gfas1.m1.23732.m1, gfas1.m1.12086.m1, gfas1.m1.12502.m1, gfas1.m1.4545.m1, gfas1.m1.10332.m1, gfas1.m1.12152.m1, gfas1.m1.4546.m1, gfas1.m1.11014.m1, gfas1.m1.12085.m1, gfas1.m1.17685.m1, gfas1.m1.10825.m1, gfas1.m1.11013.m1, gfas1.m1.6220.m1, gfas1.m1.23548.m1, gfas1.m1.22064.m1, gfas1.m1.12153.m1, gfas1.m1.23642.m1, gfas1.m1.18207.m1, gfas1.m1.11314.m1, gfas1.m1.22498.m1, gfas1.m1.1747.m1, gfas1.m1.23643.m1, gfas1.m1.10863.m1, gfas1.m1.10388.m1, gfas1.m1.5217.m1, gfas1.m1.22020.m1, gfas1.m1.8754.m1, gfas1.m1.3082.m1, gfas1.m1.19785.m1, gfas1.m1.20789.m1, gfas1.m1.1766.m1, gfas1.m1.6562.m1, gfas1.m1.2603.m1, gfas1.m1.7233.m1, gfas1.m1.3331.m1, gfas1.m1.1376.m1, gfas1.m1.5850.m1
OG0000039	GALR1_HUMAN, GALR3_HUMAN, GALR2_HUMAN	gfas1.m1.2021.m1, gfas1.m1.2022.m1, gfas1.m1.3854.m1, gfas1.m1.4363.m1, gfas1.m1.13280.m1, gfas1.m1.13282.m1, gfas1.m1.13277.m1, gfas1.m1.762.m1, gfas1.m1.2911.m1, gfas1.m1.21708.m1, gfas1.m1.17586.m1, gfas1.m1.18213.m1, gfas1.m1.18543.m1, gfas1.m1.10566.m1, gfas1.m1.1748.m1, gfas1.m1.6476.m1, gfas1.m1.2027.m1, gfas1.m1.4774.m1, gfas1.m1.2033.m1, gfas1.m1.1760.m1, gfas1.m1.1762.m1, gfas1.m1.1750.m1, gfas1.m1.16001.m1, gfas1.m1.18731.m1, gfas1.m1.10692.m1, gfas1.m1.18728.m1, gfas1.m1.18729.m1, gfas1.m1.22485.m1, gfas1.m1.18730.m1
OG0000040	MMP17_HUMAN, MMP25_HUMAN, MMP11_HUMAN, MMP2_HUMAN, MMP9_HUMAN, MMP26_HUMAN, MMP13_HUMAN, MMP20_HUMAN, MMP7_HUMAN, MMP8_HUMAN, MMP1_HUMAN, MMP3_HUMAN, MMP10_HUMAN, MMP27_HUMAN, MMP12_HUMAN	gfas1.m1.2922.m1, gfas1.m1.2920.m1, gfas1.m1.2930.m1, gfas1.m1.495.m1, gfas1.m1.489.m1, gfas1.m1.493.m1, gfas1.m1.490.m1, gfas1.m1.484.m1, gfas1.m1.488.m1, gfas1.m1.486.m1, gfas1.m1.5608.m1, gfas1.m1.5521.m1, gfas1.m1.11768.m1, gfas1.m1.11766.m1
OG0000041	B3GT1_HUMAN, B3GT2_HUMAN, B3GT5_HUMAN, B3GL1_HUMAN, B3GN2_HUMAN, B3GN6_HUMAN, B3GN3_HUMAN, B3GN7_HUMAN, B3GN4_HUMAN, B3GN9_HUMAN	gfas1.m1.7936.m1, gfas1.m1.4295.m1, gfas1.m1.17789.m1, gfas1.m1.7935.m1, gfas1.m1.17621.m1, gfas1.m1.50.m1, gfas1.m1.9343.m1, gfas1.m1.13055.m1, gfas1.m1.9346.m1, gfas1.m1.22168.m1, gfas1.m1.22793.m1, gfas1.m1.18890.m1, gfas1.m1.18891.m1, gfas1.m1.2309.m1, gfas1.m1.3088.m1, gfas1.m1.19214.m1, gfas1.m1.9544.m1, gfas1.m1.9545.m1, gfas1.m1.5166.m1, gfas1.m1.5169.m1, gfas1.m1.4949.m1, gfas1.m1.10011.m1
OG0000042	LY6L_HUMAN, LY6H_HUMAN, LY6S_HUMAN	gfas1.m1.15974.m1, gfas1.m1.4251.m1, gfas1.m1.9646.m1, gfas1.m1.7597.m1, gfas1.m1.7598.m1, gfas1.m1.11354.m1, gfas1.m1.13114.m1, gfas1.m1.11988.m1, gfas1.m1.9959.m1, gfas1.m1.9961.m1, gfas1.m1.9960.m1, gfas1.m1.14058.m1, gfas1.m1.20936.m1, gfas1.m1.22782.m1, gfas1.m1.21542.m1, gfas1.m1.21541.m1, gfas1.m1.11899.m1, gfas1.m1.15500.m1, gfas1.m1.13079.m1, gfas1.m1.10369.m1, gfas1.m1.10370.m1, gfas1.m1.10373.m1, gfas1.m1.1940.m1, gfas1.m1.16241.m1, gfas1.m1.15973.m1, gfas1.m1.2146.m1
OG0000045	MTR1L_HUMAN, MTR1A_HUMAN, MTR1B_HUMAN	gfas1.m1.6312.m1, gfas1.m1.2767.m1, gfas1.m1.1462.m1, gfas1.m1.13863.m1, gfas1.m1.13799.m1, gfas1.m1.13800.m1, gfas1.m1.14797.m1, gfas1.m1.15927.m1, gfas1.m1.13300.m1, gfas1.m1.13298.m1, gfas1.m1.19573.m1, gfas1.m1.15833.m1, gfas1.m1.19315.m1, gfas1.m1.23356.m1, gfas1.m1.22764.m1, gfas1.m1.8798.m1, gfas1.m1.290.m1, gfas1.m1.17116.m1, gfas1.m1.14577.m1, gfas1.m1.14579.m1, gfas1.m1.12933.m1, gfas1.m1.9972.m1, gfas1.m1.7431.m1, gfas1.m1.7427.m1, gfas1.m1.7795.m1, gfas1.m1.15884.m1, gfas1.m1.21175.m1, gfas1.m1.20755.m1, gfas1.m1.1941.m1, gfas1.m1.20586.m1, gfas1.m1.11757.m1, gfas1.m1.20585.m1, gfas1.m1.18743.m1, gfas1.m1.20587.m1, gfas1.m1.21926.m1, gfas1.m1.20517.m1, gfas1.m1.18741.m1, gfas1.m1.10454.m1, gfas1.m1.16428.m1
OG0000046	CO3_HUMAN	gfas1.m1.21997.m1, gfas1.m1.1254.m1, gfas1.m1.10307.m1, gfas1.m1.21908.m1, gfas1.m1.23456.m1, gfas1.m1.12544.m1
OG0000049	STOM_HUMAN	gfas1.m1.14590.m1, gfas1.m1.20823.m1, gfas1.m1.14593.m1, gfas1.m1.11021.m1, gfas1.m1.21583.m1, gfas1.m1.21242.m1, gfas1.m1.22711.m1, gfas1.m1.21898.m1, gfas1.m1.11707.m1, gfas1.m1.11624.m1, gfas1.m1.14244.m1, gfas1.m1.9888.m1, gfas1.m1.2690.m1, gfas1.m1.2692.m1, gfas1.m1.23636.m1, gfas1.m1.21276.m1, gfas1.m1.10526.m1, gfas1.m1.12721.m1, gfas1.m1.11518.m1, gfas1.m1.15633.m1, gfas1.m1.20102.m1, gfas1.m1.10108.m1, gfas1.m1.15632.m1, gfas1.m1.20101.m1, gfas1.m1.5409.m1, gfas1.m1.953.m1, gfas1.m1.11466.m1, gfas1.m1.22186.m1, gfas1.m1.11983.m1, gfas1.m1.22188.m1, gfas1.m1.23970.m1, gfas1.m1.11316.m1, gfas1.m1.11022.m1, gfas1.m1.11542.m1, gfas1.m1.3614.m1, gfas1.m1.23881.m1, gfas1.m1.6069.m1, gfas1.m1.19606.m1, gfas1.m1.11540.m1, gfas1.m1.11501.m1, gfas1.m1.9664.m1, gfas1.m1.14592.m1, gfas1.m1.20821.m1
OG0000051	KLH11_HUMAN, KLH38_HUMAN	gfas1.m1.362.m1, gfas1.m1.15853.m1, gfas1.m1.8684.m1, gfas1.m1.8685.m1, gfas1.m1.17922.m1, gfas1.m1.11237.m1, gfas1.m1.18642.m1, gfas1.m1.8552.m1, gfas1.m1.8550.m1, gfas1.m1.12053.m1, gfas1.m1.8549.m1, gfas1.m1.12055.m1, gfas1.m1.12054.m1, gfas1.m1.21974.m1, gfas1.m1.21804.m1, gfas1.m1.12052.m1, gfas1.m1.21973.m1, gfas1.m1.12056.m1, gfas1.m1.2822.m1, gfas1.m1.16773.m1, gfas1.m1.20589.m1, gfas1.m1.17218.m1, gfas1.m1.8727.m1, gfas1.m1.8719.m1, gfas1.m1.8722.m1, gfas1.m1.8715.m1, gfas1.m1.8726.m1, gfas1.m1.8723.m1, gfas1.m1.8725.m1, gfas1.m1.10876.m1, gfas1.m1.10877.m1, gfas1.m1.8717.m1, gfas1.m1.8718.m1, gfas1.m1.8716.m1, gfas1.m1.8720.m1, gfas1.m1.8724.m1, gfas1.m1.8721.m1, gfas1.m1.4070.m1, gfas1.m1.5697.m1, gfas1.m1.19123.m1, gfas1.m1.387.m1, gfas1.m1.23677.m1, gfas1.m1.14337.m1, gfas1.m1.4213.m1
OG0000052	CK5P3_HUMAN	gfas1.m1.10820.m1, gfas1.m1.10818.m1, gfas1.m1.10817.m1, gfas1.m1.9805.m1, gfas1.m1.6108.m1, gfas1.m1.4151.m1, gfas1.m1.11461.m1, gfas1.m1.5049.m1, gfas1.m1.10230.m1, gfas1.m1.11747.m1, gfas1.m1.11719.m1, gfas1.m1.17485.m1, gfas1.m1.12278.m1, gfas1.m1.17487.m1, gfas1.m1.21659.m1, gfas1.m1.20635.m1, gfas1.m1.125.m1, gfas1.m1.62.m1, gfas1.m1.11967.m1, gfas1.m1.11965.m1, gfas1.m1.124.m1, gfas1.m1.10487.m1, gfas1.m1.23828.m1, gfas1.m1.10488.m1, gfas1.m1.4657.m1, gfas1.m1.4144.m1, gfas1.m1.2742.m1, gfas1.m1.14444.m1, gfas1.m1.21763.m1, gfas1.m1.4979.m1, gfas1.m1.4981.m1, gfas1.m1.22058.m1, gfas1.m1.4150.m1, gfas1.m1.13424.m1, gfas1.m1.11588.m1, gfas1.m1.22097.m1, gfas1.m1.18828.m1
OG0000053	CP343_HUMAN, CP3A4_HUMAN, CP3A7_HUMAN, CP3A5_HUMAN	gfas1.m1.9517.m1, gfas1.m1.23279.m1, gfas1.m1.19518.m1, gfas1.m1.3539.m1, gfas1.m1.14089.m1, gfas1.m1.14088.m1, gfas1.m1.14090.m1, gfas1.m1.3531.m1, gfas1.m1.21619.m1, gfas1.m1.3541.m1, gfas1.m1.3545.m1, gfas1.m1.3537.m1, gfas1.m1.3543.m1, gfas1.m1.17649.m1, gfas1.m1.6121.m1, gfas1.m1.19242.m1, gfas1.m1.19243.m1, gfas1.m1.19244.m1, gfas1.m1.19368.m1, gfas1.m1.1937.m1, gfas1.m1.16857.m1
OG0000056	SRB4D_HUMAN, CD5L_HUMAN, DMBT1_HUMAN, C163B_HUMAN, C163A_HUMAN	gfas1.m1.10399.m1, gfas1.m1.11159.m1, gfas1.m1.20124.m1, gfas1.m1.10400.m1, gfas1.m1.10398.m1, gfas1.m1.21846.m1, gfas1.m1.19195.m1, gfas1.m1.11201.m1, gfas1.m1.22301.m1, gfas1.m1.12850.m1, gfas1.m1.8938.m1, gfas1.m1.12292.m1, gfas1.m1.22394.m1, gfas1.m1.21647.m1, gfas1.m1.11638.m1, gfas1.m1.22083.m1, gfas1.m1.22151.m1, gfas1.m1.11200.m1, gfas1.m1.12291.m1, gfas1.m1.12516.m1, gfas1.m1.8936.m1, gfas1.m1.22703.m1, gfas1.m1.8937.m1, gfas1.m1.7524.m1, gfas1.m1.11649.m1, gfas1.m1.7523.m1, gfas1.m1.19313.m1, gfas1.m1.22581.m1, gfas1.m1.12149.m1, gfas1.m1.12445.m1, gfas1.m1.22722.m1, gfas1.m1.10078.m1, gfas1.m1.8699.m1
OG0000058	AA2AR_HUMAN, AA2BR_HUMAN, AA1R_HUMAN, AA3R_HUMAN, DRD1_HUMAN, DRD5_HUMAN, ADA1A_HUMAN, ADA1B_HUMAN, ADA1D_HUMAN, ADRB2_HUMAN, ADRB1_HUMAN, ADRB3_HUMAN	gfas1.m1.18580.m1, gfas1.m1.14803.m1, gfas1.m1.14804.m1, gfas1.m1.4212.m1, gfas1.m1.9183.m1, gfas1.m1.2387.m1, gfas1.m1.14290.m1, gfas1.m1.20889.m1, gfas1.m1.2386.m1, gfas1.m1.9384.m1
OG0000060	PIDD1_HUMAN	gfas1.m1.21340.m1, gfas1.m1.4105.m1, gfas1.m1.22007.m1, gfas1.m1.4103.m1, gfas1.m1.4111.m1, gfas1.m1.4108.m1, gfas1.m1.12834.m1, gfas1.m1.21239.m1, gfas1.m1.21115.m1, gfas1.m1.11413.m1, gfas1.m1.10429.m1, gfas1.m1.4107.m1, gfas1.m1.23587.m1, gfas1.m1.7730.m1, gfas1.m1.11931.m1, gfas1.m1.12249.m1, gfas1.m1.11703.m1, gfas1.m1.23719.m1, gfas1.m1.21980.m1, gfas1.m1.7704.m1, gfas1.m1.22353.m1, gfas1.m1.21523.m1, gfas1.m1.22802.m1, gfas1.m1.7456.m1, gfas1.m1.4104.m1, gfas1.m1.23809.m1, gfas1.m1.33.m1, gfas1.m1.7955.m1, gfas1.m1.5329.m1, gfas1.m1.10708.m1, gfas1.m1.12243.m1, gfas1.m1.7970.m1, gfas1.m1.18866.m1, gfas1.m1.1423.m1, gfas1.m1.1421.m1, gfas1.m1.9781.m1, gfas1.m1.20707.m1, gfas1.m1.11064.m1, gfas1.m1.10868.m1, gfas1.m1.11809.m1, gfas1.m1.21914.m1, gfas1.m1.22052.m1, gfas1.m1.23112.m1, gfas1.m1.11174.m1
OG0000061	YKT6_HUMAN	gfas1.m1.7675.m1, gfas1.m1.15157.m1, gfas1.m1.21667.m1, gfas1.m1.11386.m1, gfas1.m1.21088.m1, gfas1.m1.4102.m1, gfas1.m1.6725.m1, gfas1.m1.5326.m1, gfas1.m1.4808.m1, gfas1.m1.18643.m1, gfas1.m1.9568.m1, gfas1.m1.7655.m1, gfas1.m1.11860.m1, gfas1.m1.7799.m1, gfas1.m1.4886.m1, gfas1.m1.12495.m1, gfas1.m1.11388.m1, gfas1.m1.9236.m1, gfas1.m1.20682.m1, gfas1.m1.22038.m1, gfas1.m1.17430.m1, gfas1.m1.18349.m1, gfas1.m1.9386.m1, gfas1.m1.9711.m1, gfas1.m1.11969.m1, gfas1.m1.19904.m1, gfas1.m1.7982.m1, gfas1.m1.1585.m1, gfas1.m1.21825.m1, gfas1.m1.15044.m1, gfas1.m1.6635.m1, gfas1.m1.10178.m1, gfas1.m1.2538.m1, gfas1.m1.9904.m1, gfas1.m1.22980.m1, gfas1.m1.9598.m1, gfas1.m1.13152.m1, gfas1.m1.23904.m1, gfas1.m1.6567.m1, gfas1.m1.14426.m1, gfas1.m1.8833.m1, gfas1.m1.12808.m1, gfas1.m1.9854.m1
OG0000063	H2B1A_HUMAN, H2B3B_HUMAN, H2B1C_HUMAN, H2B2E_HUMAN, H2B2C_HUMAN, H2B2D_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2B1O_HUMAN, H2B1H_HUMAN, H2B2F_HUMAN, H2B1B_HUMAN, H2B1N_HUMAN, H2B1D_HUMAN, H2B1M_HUMAN, H2B1L_HUMAN	gfas1.m1.14875.m1, gfas1.m1.14369.m1, gfas1.m1.2495.m1, gfas1.m1.670.m1, gfas1.m1.20356.m1, gfas1.m1.17048.m1, gfas1.m1.5063.m1, gfas1.m1.2163.m1, gfas1.m1.22680.m1, gfas1.m1.2530.m1, gfas1.m1.4396.m1, gfas1.m1.18773.m1, gfas1.m1.23235.m1, gfas1.m1.8524.m1, gfas1.m1.18655.m1
