Orthogroup	Hsap	Nvec
OG0007599	RS21_HUMAN	NV2t017125001.1
OG0007600	GNPAT_HUMAN	NV2t019713001.1
OG0007601	PNPH_HUMAN	NV2t004456001.1
OG0007602	BROMI_HUMAN	NV2t005389001.1
OG0007603	MTA70_HUMAN	NV2t004550001.1
OG0007604	BRD8_HUMAN	NV2t017981001.1
OG0007605	CMBL_HUMAN	NV2t024963001.1
OG0007606	PMM2_HUMAN	NV2t007046001.1
OG0007607	TM230_HUMAN	NV2t018341001.1
OG0007609	SEC20_HUMAN	NV2t018157001.1
OG0007610	F241B_HUMAN	NV2t006533001.1
OG0007611	STKL1_HUMAN	NV2t024965001.1
OG0007612	WDR82_HUMAN	NV2t002384001.1
OG0007613	BMPER_HUMAN	NV2t012730001.1
OG0007614	SRP72_HUMAN	NV2t018446001.1, NV2t018446002.1
OG0007615	CC74A_HUMAN, CC74B_HUMAN	NV2t017277001.1
OG0007616	PCF11_HUMAN	NV2t003265001.1
OG0007617	QOR_HUMAN	NV2t024802001.1
OG0007618	SELH_HUMAN	NV2t015491002.1
OG0007619	LRC58_HUMAN	NV2t022022001.1
OG0007620	STK36_HUMAN	NV2t016776001.1
OG0007622	ZUP1_HUMAN	NV2t008625001.1
OG0007623	HDC_HUMAN	NV2t008967001.1, NV2t008967002.1
OG0007624	OAT_HUMAN	NV2t018795001.1
OG0007625	S35A3_HUMAN	NV2t000248001.1
OG0007626	BUD13_HUMAN	NV2t008718001.1
OG0007627	PAF1_HUMAN	NV2t020896001.1
OG0007628	ACSF3_HUMAN	NV2t011668001.1
OG0007629	ALPK1_HUMAN	NV2t007489001.1
OG0007630	LSG1_HUMAN	NV2t013677001.1
OG0007631	CC171_HUMAN	NV2t023439001.1
OG0007632	RT28_HUMAN	NV2t006144001.1
OG0007633	CTSRQ_HUMAN	NV2t002140002.1
OG0007634	ADCY9_HUMAN	NV2t002895001.1
OG0007635	CY561_HUMAN	NV2t010823001.1
OG0007636	ZFAN1_HUMAN	NV2t003990001.1
OG0007638	CNIH4_HUMAN	NV2t021025001.1
OG0007639	TTLL5_HUMAN	NV2t019501001.1
OG0007640	NUD19_HUMAN	NV2t025668001.1
OG0007641	SPB1_HUMAN	NV2t016543001.1
OG0007642	H1BP3_HUMAN	NV2t006328001.1
OG0007643	PTN9_HUMAN	NV2t024123001.1
OG0007644	FKBPL_HUMAN	NV2t009533001.1
OG0007645	EDEM2_HUMAN	NV2t004388001.1
OG0007646	LTAP1_HUMAN	NV2t024111001.1
OG0007647	CDC16_HUMAN	NV2t001293001.1
OG0007648	OXA1L_HUMAN	NV2t005150001.1
OG0007650	LTOR2_HUMAN	NV2t007891001.1
OG0007651	TM242_HUMAN	NV2t008385001.1
OG0007652	CANT1_HUMAN	NV2t007782001.1
OG0007653	RL7_HUMAN	NV2t006333001.1
OG0007654	PX11C_HUMAN	NV2t013395001.1
OG0007655	TIM21_HUMAN	NV2t004174001.1
OG0007656	DCTD_HUMAN	NV2t002431001.1
OG0007657	ANM9_HUMAN	NV2t009086001.1
OG0007658	RL9_HUMAN	NV2t003196001.1
OG0007659	FABD_HUMAN	NV2t004117001.1
OG0007660	S2543_HUMAN	NV2t002579001.1
OG0007661	CHMP7_HUMAN	NV2t018778001.1
OG0007662	FTM_HUMAN	NV2t004598001.1
OG0007663	PUM3_HUMAN	NV2t001915001.1
OG0007664	DJC28_HUMAN	NV2t008596001.1
OG0007665	TOPK_HUMAN	NV2t000178001.1
OG0007666	IQCB1_HUMAN	NV2t011775001.1
OG0007667	SMCE1_HUMAN	NV2t012102001.1
OG0007668	QKI_HUMAN	NV2t009318001.1
OG0007669	SPCS_HUMAN	NV2t017485001.1
OG0007670	ACDSB_HUMAN	NV2t018288001.1
OG0007671	PDC10_HUMAN	NV2t021784001.1
OG0007672	STML2_HUMAN	NV2t023317001.1
OG0007673	NUP93_HUMAN	NV2t004284001.1
OG0007674	CENPQ_HUMAN	NV2t016278002.1
OG0007675	TM9S4_HUMAN	NV2t016145001.1
OG0007677	LSM7_HUMAN	NV2t013629001.1
OG0007678	RU17_HUMAN	NV2t018283001.1
OG0007679	TM9S2_HUMAN	NV2t022629001.1
OG0007680	ADAT3_HUMAN	NV2t020701001.1
OG0007681	PP1R7_HUMAN	NV2t013212001.1
OG0007682	PEPL1_HUMAN	NV2t004317002.1
OG0007684	TF2AA_HUMAN	NV2t023590001.1
OG0007685	MFHA1_HUMAN	NV2t012441001.1
OG0007686	TAF6L_HUMAN	NV2t020513001.1
OG0007687	NDOR1_HUMAN	NV2t024782001.1
OG0007688	DISC1_HUMAN	NV2t012472001.1
OG0007689	LRC61_HUMAN	NV2t023799001.1
OG0007690	PGAM5_HUMAN	NV2t015877001.1
OG0007691	HAT1_HUMAN	NV2t008929001.1
OG0007693	CEP72_HUMAN	NV2t004217001.1
OG0007694	TRAIP_HUMAN	NV2t013547001.1
OG0007695	DGCR8_HUMAN	NV2t016132001.1
OG0007696	OSER1_HUMAN	NV2t016566001.1
OG0007697	INT12_HUMAN	NV2t013055001.1
OG0007698	EED_HUMAN	NV2t008748002.1
OG0007699	PLBL2_HUMAN	NV2t017151001.1
OG0007700	OFUT2_HUMAN	NV2t010976001.1
OG0007701	SNPC3_HUMAN	NV2t023383001.1
OG0007702	CF118_HUMAN	NV2t008290001.1, NV2t008290002.1
OG0007703	GEMI2_HUMAN	NV2t002201001.1
OG0007704	RB27A_HUMAN	NV2t014848001.1
OG0007705	PEDS1_HUMAN	NV2t004290001.1
OG0007706	DIESL_HUMAN	NV2t016002001.1
OG0007708	TMED2_HUMAN	NV2t016784001.1
OG0007709	LRIQ1_HUMAN	NV2t018020001.1
OG0007710	THEM6_HUMAN	NV2t003546001.1
OG0007711	SPT2_HUMAN	NV2t018510001.1
OG0007712	NUP35_HUMAN	NV2t013738001.1
OG0007713	CDK9_HUMAN	NV2t024817001.1
OG0007714	ARL6_HUMAN	NV2t008790001.1
OG0007716	CY1_HUMAN	NV2t005059001.1
OG0007717	DCTN6_HUMAN	NV2t003988001.1
OG0007718	RL28_HUMAN	NV2t025320001.1
OG0007719	NU153_HUMAN	NV2t016588001.1
OG0007720	PHOCN_HUMAN	NV2t011062001.1
OG0007721	UTP20_HUMAN	NV2t010592001.1
OG0007722	MICU3_HUMAN	NV2t003723001.1
OG0007723	TBC24_HUMAN	NV2t018329001.1
OG0007724	PPCE_HUMAN	NV2t006675001.1
OG0007725	NDC80_HUMAN	NV2t008872001.1
OG0007726	SP30L_HUMAN	NV2t002752001.1
OG0007727	PSME3_HUMAN	NV2t010697001.1
OG0007728	TECR_HUMAN	NV2t002011001.1
OG0007729	MED22_HUMAN	NV2t025211001.1
OG0007730	ALG8_HUMAN	NV2t002973001.1
OG0007731	MET23_HUMAN	NV2t006874001.1
OG0007732	TERB1_HUMAN	NV2t023673001.1
OG0007733	GLE1_HUMAN	NV2t019772001.1
OG0007734	NKX12_HUMAN	NV2t018743001.1
OG0007735	AFG2B_HUMAN	NV2t024114001.1
OG0007736	HPS4_HUMAN	NV2t016135001.1
OG0007737	CNBD2_HUMAN	NV2t011229001.1
OG0007739	SYNRG_HUMAN	NV2t025505001.1
OG0007740	MANBA_HUMAN	NV2t003505001.1
OG0007741	DNPH1_HUMAN	NV2t018453002.1
OG0007742	MET18_HUMAN	NV2t007795001.1
OG0007743	TM129_HUMAN	NV2t017896001.1
OG0007744	HCDH_HUMAN	NV2t006175001.1
OG0007745	DIK1C_HUMAN	NV2t005345001.1
OG0007746	CB076_HUMAN	NV2t013005001.1
OG0007747	MCE1_HUMAN	NV2t005729001.1
OG0007748	CC142_HUMAN	NV2t018499001.1
OG0007749	ETFR1_HUMAN	NV2t017998001.1
OG0007750	PDIP2_HUMAN	NV2t017083002.1
OG0007751	CF184_HUMAN	NV2t007471001.1
OG0007752	DJC16_HUMAN	NV2t013282001.1
OG0007753	DLP1_HUMAN	NV2t025562001.1
OG0007754	MAEA_HUMAN	NV2t017805001.1
OG0007755	FGOP2_HUMAN	NV2t018429001.1
OG0007756	VPS53_HUMAN	NV2t016749001.1
OG0007758	NCBP2_HUMAN	NV2t022563001.1
OG0007759	LIAS_HUMAN	NV2t003943001.1
OG0007760	CMI2B_HUMAN	NV2t024930001.1
OG0007761	RUSD4_HUMAN	NV2t016481001.1
OG0007762	SYSC_HUMAN	NV2t002865001.1
OG0007764	MAEL_HUMAN	NV2t022142001.1
OG0007765	ZCH10_HUMAN	NV2t003199001.1
OG0007766	RM15_HUMAN	NV2t016044001.1
OG0007767	UBC9_HUMAN	NV2t007202001.1
OG0007768	PLAP_HUMAN	NV2t025715001.1
OG0007769	COMD3_HUMAN	NV2t011735001.1
OG0007770	MD2L1_HUMAN	NV2t012423001.1
OG0007771	CLCN7_HUMAN	NV2t007759001.1
OG0007772	RINT1_HUMAN	NV2t007695001.1
OG0007773	TCRG1_HUMAN	NV2t018108001.1
OG0007774	TRM5_HUMAN	NV2t019769001.1
OG0007775	DNAI2_HUMAN	NV2t007461001.1
OG0007777	RNF41_HUMAN	NV2t012214001.1
OG0007779	CE164_HUMAN	NV2t022255001.1
OG0007780	CEP76_HUMAN	NV2t004692001.1
OG0007782	LTMD1_HUMAN	NV2t012561001.1
OG0007783	WDR53_HUMAN	NV2t022660001.1
OG0007784	AJM1_HUMAN	NV2t025564001.1
OG0007786	SDHF3_HUMAN	NV2t011397001.1
OG0007787	RPA2_HUMAN	NV2t012406001.1
OG0007788	SE1L3_HUMAN	NV2t022641001.1
OG0007789	SLIRP_HUMAN	NV2t019746001.1
OG0007790	MET14_HUMAN	NV2t014790001.1
OG0007791	WBP4_HUMAN	NV2t003902001.1
OG0007792	PCP_HUMAN	NV2t002745001.1
OG0007793	MTHFS_HUMAN	NV2t010642001.1
OG0007794	ANKAR_HUMAN	NV2t010802001.1
OG0007795	KIF24_HUMAN	NV2t023747001.1
OG0007796	TBATA_HUMAN	NV2t014618001.1
OG0007797	IDS_HUMAN	NV2t002585001.1
OG0007798	RM03_HUMAN	NV2t004147001.1
OG0007799	RT63_HUMAN	NV2t017014001.1
OG0007800	WDR90_HUMAN	NV2t007712001.1
OG0007801	RNPC3_HUMAN	NV2t018167001.1
OG0007802	OVCA2_HUMAN	NV2t012825003.1
OG0007803	SPAG1_HUMAN	NV2t006627001.1
OG0007804	OSTC_HUMAN	NV2t009784001.1
OG0007805	CE152_HUMAN	NV2t014553001.1
OG0007806	NSRP1_HUMAN	NV2t015337001.1
OG0007807	MDHM_HUMAN	NV2t016766001.1
OG0007808	MIX23_HUMAN	NV2t008997001.1
OG0007809	DNAI3_HUMAN	NV2t000961001.1
OG0007810	PSA6_HUMAN	NV2t020525001.1
OG0007812	CSN4_HUMAN	NV2t010509001.1
OG0007813	DNJC3_HUMAN	NV2t022727001.1
OG0007815	AT131_HUMAN	NV2t024527001.1
OG0007816	TMM60_HUMAN	NV2t006004001.1
OG0007818	BET1_HUMAN	NV2t013405001.1
OG0007819	DRC4_HUMAN	NV2t004312001.1
OG0007820	UBP53_HUMAN	NV2t006284001.1
OG0007821	TRM13_HUMAN	NV2t023574001.1
OG0007822	COPB_HUMAN	NV2t010120001.1
OG0007823	CCD25_HUMAN	NV2t015972001.1
OG0007825	BCS1_HUMAN	NV2t017063001.1
OG0007826	DUSTY_HUMAN	NV2t003859001.1
OG0007827	MYO6_HUMAN	NV2t008933001.1
OG0007828	RS11_HUMAN	NV2t014469001.1
OG0007829	DDX55_HUMAN	NV2t017006001.1
OG0007830	LSM3_HUMAN	NV2t000686001.1
OG0007832	PIGV_HUMAN	NV2t013858001.1
OG0007833	SMC4_HUMAN	NV2t021572001.1
OG0007834	SRSF9_HUMAN	NV2t025569001.1
OG0007835	SH2B2_HUMAN	NV2t017117001.1
OG0007836	EPN2_HUMAN	NV2t007371001.1
OG0007837	SMD2_HUMAN	NV2t020304001.1
OG0007838	SPG17_HUMAN	NV2t009316001.1
OG0007839	NAT9_HUMAN	NV2t006847001.1
OG0007840	WDR59_HUMAN	NV2t021111001.1
OG0007841	CCD91_HUMAN	NV2t008333001.1
OG0007842	RL18_HUMAN	NV2t007080001.1
OG0007843	CHRD_HUMAN	NV2t014185001.1
OG0007844	RIOK1_HUMAN	NV2t025246001.1
OG0007845	SNX17_HUMAN	NV2t006101001.1
OG0007846	OARD1_HUMAN	NV2t000646001.1
OG0007847	MED4_HUMAN	NV2t022037001.1
OG0007848	XPA_HUMAN	NV2t024109001.1
OG0007849	RM18_HUMAN	NV2t016780001.1
OG0007850	PSD11_HUMAN	NV2t012950001.1
OG0007851	SNX27_HUMAN	NV2t023606001.1
OG0007852	TTI1_HUMAN	NV2t017463001.1
OG0007853	NOP2_HUMAN	NV2t013546001.1
OG0007854	SCYL2_HUMAN	NV2t017616001.1
OG0007855	ACOX3_HUMAN	NV2t016387001.1
OG0007856	CNTRB_HUMAN	NV2t021358001.1
OG0007857	ALG6_HUMAN	NV2t001873001.1
OG0007858	NDUS4_HUMAN	NV2t023630001.1
OG0007859	KIF19_HUMAN	NV2t007871001.1
OG0007860	B3GA3_HUMAN	NV2t018119001.1
OG0007861	GLRX3_HUMAN	NV2t018245001.1
OG0007862	T2EB_HUMAN	NV2t019603001.1
OG0007863	RS15A_HUMAN	NV2t007223003.1
OG0007864	AR6P4_HUMAN	NV2t015422001.1
OG0007865	RAE1L_HUMAN	NV2t016431001.1
OG0007866	DNLZ_HUMAN	NV2t025455001.1
OG0007867	SARAF_HUMAN	NV2t001024001.1
OG0007868	VATF_HUMAN	NV2t012093001.1
OG0007869	NDUS1_HUMAN	NV2t011682001.1
OG0007870	BUB3_HUMAN	NV2t025275001.1
OG0007871	RNH2A_HUMAN	NV2t008115001.1
OG0007872	NBN_HUMAN	NV2t004372001.1
OG0007873	RT17_HUMAN	NV2t004626001.1
OG0007874	RBX1_HUMAN	NV2t002519001.1
OG0007875	EXOC7_HUMAN	NV2t007095001.1
OG0007876	COG1_HUMAN	NV2t023788001.1
OG0007877	PSD13_HUMAN	NV2t009936001.1
OG0007878	DDX41_HUMAN	NV2t017910001.1
OG0007879	COG7_HUMAN	NV2t025744001.1
OG0007880	OFD1_HUMAN	NV2t002678001.1
OG0007881	TOM22_HUMAN	NV2t007796001.1
OG0007882	TM168_HUMAN	NV2t000065001.1
OG0007884	PDCD6_HUMAN	NV2t004566001.1
OG0007885	EFHC1_HUMAN	NV2t006545001.1
OG0007886	LCMT1_HUMAN	NV2t007601001.1, NV2t007601002.1
OG0007887	YBEY_HUMAN	NV2t010785001.1
OG0007888	GDC_HUMAN	NV2t006486001.1
OG0007889	NRBF2_HUMAN	NV2t017970001.1
OG0007891	EDEM3_HUMAN	NV2t024386001.1
OG0007892	FACC1_HUMAN	NV2t011200001.1
OG0007893	MPDZ_HUMAN	NV2t002152001.1
OG0007894	TCPR1_HUMAN	NV2t007277001.1
OG0007895	LYCHS_HUMAN	NV2t010767001.1
OG0007896	COQ7_HUMAN	NV2t007974001.1
OG0007897	MED23_HUMAN	NV2t015348001.1
OG0007899	CWC15_HUMAN	NV2t021603001.1
OG0007900	EXOC1_HUMAN	NV2t003790001.1
OG0007901	SL9A8_HUMAN	NV2t004103001.1
OG0007902	KI67_HUMAN	NV2t018331001.1
OG0007904	AFG1L_HUMAN	NV2t008788001.1
OG0007905	UB2J2_HUMAN	NV2t013409001.1
OG0007906	PAAF1_HUMAN	NV2t008436001.1, NV2t008436002.1
OG0007907	ANR45_HUMAN	NV2t025135001.1
OG0007908	CRYL1_HUMAN	NV2t008987001.1
OG0007909	RM53_HUMAN	NV2t006544001.1
OG0007910	ARL2_HUMAN	NV2t020135001.1
OG0007911	ECHB_HUMAN	NV2t017030001.1
OG0007912	CH074_HUMAN	NV2t017251001.1
OG0007914	EAPP_HUMAN	NV2t019754001.1
OG0007915	CCD13_HUMAN	NV2t010714001.1
OG0007916	CEP43_HUMAN	NV2t009053001.1
OG0007917	CARME_HUMAN	NV2t014300001.1
OG0007919	SLBP_HUMAN	NV2t017983001.1
OG0007920	PPR35_HUMAN	NV2t022760001.1
OG0007921	PMGT2_HUMAN	NV2t004904001.1
OG0007922	PSA3_HUMAN	NV2t020947001.1
OG0007923	PSMD5_HUMAN	NV2t025379001.1
OG0007924	DGKE_HUMAN	NV2t007238001.1
OG0007925	WASC3_HUMAN	NV2t009932001.1
OG0007926	APBP2_HUMAN	NV2t017011001.1
OG0007927	GALT_HUMAN	NV2t023751001.1
OG0007928	SIR2_HUMAN	NV2t019990001.1
OG0007929	PRS6B_HUMAN	NV2t021977001.1
OG0007930	TPR_HUMAN	NV2t016947001.1
OG0007931	RS8_HUMAN	NV2t005947001.1
OG0007932	CEP83_HUMAN	NV2t018555001.1
OG0007933	DRC7_HUMAN	NV2t021043001.1
OG0007934	TM127_HUMAN	NV2t017586001.1
OG0007936	FAK1_HUMAN	NV2t016441001.1
OG0007937	NOP10_HUMAN	NV2t004276001.1
OG0007938	PCGF3_HUMAN	NV2t018376001.1
OG0007939	HEM4_HUMAN	NV2t019082001.1
OG0007940	MEN1_HUMAN	NV2t020865001.1
OG0007941	SPAG8_HUMAN	NV2t024019001.1
OG0007942	FBXL8_HUMAN	NV2t002443001.1
OG0007943	NSUN4_HUMAN	NV2t008724001.1
OG0007944	ATAT_HUMAN	NV2t024703001.1
OG0007945	NU160_HUMAN	NV2t011609001.1
OG0007946	NDUF3_HUMAN	NV2t025735001.1
OG0007947	NDUF2_HUMAN	NV2t017907001.1
OG0007948	TTC38_HUMAN	NV2t006517001.1
OG0007949	KAT8_HUMAN	NV2t017175001.1
OG0007950	ERCC3_HUMAN	NV2t012518001.1
OG0007951	MD1L1_HUMAN	NV2t007522001.1
OG0007952	CFA77_HUMAN	NV2t025032001.1
OG0007953	UBIA1_HUMAN	NV2t014425001.1
OG0007955	ERGI3_HUMAN	NV2t005770001.1
OG0007956	NAA30_HUMAN	NV2t020495001.1
OG0007958	TM41A_HUMAN	NV2t011745001.1
OG0007959	TIP_HUMAN	NV2t004852001.1
OG0007960	TOLIP_HUMAN	NV2t010117001.1
OG0007961	B3GT6_HUMAN	NV2t022230001.1
OG0007962	EF1G_HUMAN	NV2t020543001.1
OG0007963	RT12_HUMAN	NV2t001847001.1
OG0007964	CSPP1_HUMAN	NV2t003438001.1
OG0007965	AGT2_HUMAN	NV2t004392001.1
OG0007966	NRDC_HUMAN	NV2t001549001.1
OG0007967	PEX6_HUMAN	NV2t020488001.1
OG0007968	RUBIC_HUMAN	NV2t022130001.1
OG0007969	FA81A_HUMAN	NV2t023137001.1
OG0007970	CHUR_HUMAN	NV2t019760001.1
OG0007971	NC2A_HUMAN	NV2t020236001.1
OG0007972	SPMA1_HUMAN	NV2t012687001.1
OG0007973	ORN_HUMAN	NV2t022321001.1
OG0007974	MIF_HUMAN	NV2t017225001.1
OG0007975	TRDMT_HUMAN	NV2t008945001.1
OG0007976	ODFP2_HUMAN	NV2t024437001.1
OG0007977	TSC1_HUMAN	NV2t025209001.1
OG0007978	YIPF4_HUMAN	NV2t019683001.1
OG0007979	PLK4_HUMAN	NV2t003566001.1
OG0007980	HINT1_HUMAN	NV2t024290001.1
OG0007981	DECR_HUMAN	NV2t005426001.1
OG0007982	RNFT2_HUMAN	NV2t015852001.1
OG0007983	KNDC1_HUMAN	NV2t018939001.1
OG0007984	SC61G_HUMAN	NV2t012028002.1
OG0007985	GPAA1_HUMAN	NV2t005058001.1
OG0007986	GEMI8_HUMAN	NV2t002475001.1
OG0007987	GMPPB_HUMAN	NV2t001227001.1
OG0007988	EXOS8_HUMAN	NV2t003795001.1
OG0007989	SP5_HUMAN	NV2t010909001.1
OG0007991	GHITM_HUMAN	NV2t006565001.1
OG0007992	ADCK1_HUMAN	NV2t020798001.1
OG0007993	PCCB_HUMAN	NV2t022678002.1
OG0007994	TTLL2_HUMAN	NV2t008753001.1
OG0007995	ARPC3_HUMAN	NV2t015905001.1
OG0007996	AIRIM_HUMAN	NV2t004084001.1
OG0007997	GUF1_HUMAN	NV2t002690001.1
OG0007998	CDKAL_HUMAN	NV2t014112003.1
OG0007999	ABH15_HUMAN	NV2t017300001.1
OG0008000	KLH12_HUMAN	NV2t001738001.1
OG0008001	INPP_HUMAN	NV2t020599001.1
OG0008002	FBXW4_HUMAN	NV2t017464001.1
OG0008003	FBW12_HUMAN	NV2t008363001.1
OG0008004	PELP1_HUMAN	NV2t021689001.1
OG0008005	DAAF1_HUMAN	NV2t013819001.1
OG0008006	MITOK_HUMAN	NV2t012581001.1
OG0008007	LDHD_HUMAN	NV2t004142002.1
OG0008008	RFESD_HUMAN	NV2t017215001.1
OG0008009	INO80_HUMAN	NV2t020528001.1
OG0008010	HDHD2_HUMAN	NV2t012140001.1
OG0008011	RABL6_HUMAN	NV2t024427001.1
OG0008012	DUS14_HUMAN	NV2t025103001.1
OG0008013	IR3IP_HUMAN	NV2t023384001.1
OG0008015	GPTC1_HUMAN	NV2t022560001.1
OG0008016	CORO7_HUMAN	NV2t003349001.1
OG0008017	DHX34_HUMAN	NV2t018123001.1
OG0008018	SND1_HUMAN	NV2t009828001.1
OG0008019	LIS1_HUMAN	NV2t016236001.1
OG0008020	PSF1_HUMAN	NV2t019705001.1
OG0008021	IFTAP_HUMAN	NV2t018618001.1
OG0008022	DDX28_HUMAN	NV2t019709001.1
OG0008024	SC22B_HUMAN	NV2t024377001.1
OG0008025	WDR12_HUMAN	NV2t011921001.1
OG0008026	NGDN_HUMAN	NV2t005036001.1
OG0008027	RIOK2_HUMAN	NV2t023681001.1
OG0008028	INF2_HUMAN	NV2t002591001.1
OG0008029	WDR24_HUMAN	NV2t011311001.1
OG0008030	TBC13_HUMAN	NV2t025739001.1
OG0008031	B4GT7_HUMAN	NV2t018846001.1
OG0008032	UB2G1_HUMAN	NV2t017141001.1
OG0008033	OS9_HUMAN	NV2t012627001.1
OG0008035	RBBP5_HUMAN	NV2t021875001.1
OG0008037	CNTD1_HUMAN	NV2t016094001.1
OG0008038	CHID1_HUMAN	NV2t006294001.1
OG0008039	RM24_HUMAN	NV2t023596001.1
OG0008040	PK1IP_HUMAN	NV2t003595001.1
OG0008041	TTL11_HUMAN	NV2t025717001.1
OG0008042	PWP1_HUMAN	NV2t010092001.1
OG0008043	AKTIP_HUMAN	NV2t004576001.1
OG0008044	PFD6_HUMAN	NV2t024487001.1
OG0008045	NAT10_HUMAN	NV2t017935001.1
OG0008046	PDCD2_HUMAN	NV2t020345001.1
OG0008047	ZSWM8_HUMAN	NV2t013554001.1
OG0008048	MON1A_HUMAN	NV2t009685001.1
OG0008049	CCNH_HUMAN	NV2t019546001.1
OG0008050	ERCC2_HUMAN	NV2t020002001.1
OG0008051	ARP10_HUMAN	NV2t019550001.1
OG0008052	SDHF1_HUMAN	NV2t020421001.1
OG0008053	MPP9_HUMAN	NV2t015548001.1
OG0008054	RPP29_HUMAN	NV2t004206001.1
OG0008055	TMM64_HUMAN	NV2t003973001.1
OG0008056	OFUT1_HUMAN	NV2t017121001.1
OG0008057	CPIN1_HUMAN	NV2t004469001.1
OG0008058	FNTB_HUMAN	NV2t011230001.1
OG0008059	HPRT_HUMAN	NV2t012926008.1
OG0008060	BUD23_HUMAN	NV2t016668001.1
OG0008061	FBXW8_HUMAN	NV2t015434001.1
OG0008062	PUR4_HUMAN	NV2t003247001.1
OG0008063	NUDC2_HUMAN	NV2t002806001.1
OG0008064	RPC5_HUMAN	NV2t007141001.1
OG0008065	LARP7_HUMAN	NV2t012722001.1
OG0008066	SNRK_HUMAN	NV2t005339001.1
OG0008067	SRPRA_HUMAN	NV2t022083004.1
OG0008068	STYX_HUMAN	NV2t019916001.1
OG0008069	TMF1_HUMAN	NV2t007398001.1
OG0008070	LIN9_HUMAN	NV2t017356001.1
OG0008071	IF6_HUMAN	NV2t004101001.1
OG0008072	ACMSD_HUMAN	NV2t011110001.1
OG0008073	MBTP2_HUMAN	NV2t008307001.1
OG0008074	ERMP1_HUMAN	NV2t001658001.1
OG0008075	GLOD5_HUMAN	NV2t003386001.1
OG0008077	TIM10_HUMAN	NV2t016503001.1
OG0008078	SRP68_HUMAN	NV2t007605001.1
OG0008079	TIM29_HUMAN	NV2t006714001.1
OG0008080	NDUV2_HUMAN	NV2t004526001.1
OG0008081	DCC1_HUMAN	NV2t017274001.1
OG0008082	PTAR1_HUMAN	NV2t023739001.1, NV2t023739002.1
OG0008083	UBP34_HUMAN	NV2t019734001.1
OG0008084	DHDDS_HUMAN	NV2t008956001.1
OG0008085	GCP2_HUMAN	NV2t022075001.1
OG0008086	MTNB_HUMAN	NV2t018046001.1
OG0008087	NDUF4_HUMAN	NV2t008935001.1
OG0008088	RS5_HUMAN	NV2t025180001.1
OG0008089	MED29_HUMAN	NV2t019575001.1
OG0008090	PCID2_HUMAN	NV2t022541001.1
OG0008091	ZC3HF_HUMAN	NV2t010991001.1
OG0008092	PPAC_HUMAN	NV2t012476001.1
OG0008093	PLCH2_HUMAN	NV2t014670001.1
OG0008094	SEH1_HUMAN	NV2t004761001.1
OG0008095	MESD_HUMAN	NV2t015301001.1
OG0008096	RCC1L_HUMAN	NV2t006221001.1
OG0008097	PHB1_HUMAN	NV2t012122001.1
OG0008098	UBE2W_HUMAN	NV2t015393001.1
OG0008099	TEX9_HUMAN	NV2t008589001.1
OG0008100	PLPL9_HUMAN	NV2t008561001.1
OG0008102	CCD15_HUMAN	NV2t023608001.1
OG0008103	LGMN_HUMAN	NV2t020655001.1
OG0008104	LKHA4_HUMAN	NV2t001748001.1
OG0008105	EDF1_HUMAN	NV2t025652001.1
OG0008106	TTLL1_HUMAN	NV2t011248001.1
OG0008107	SMIM8_HUMAN	NV2t018322001.1
OG0008108	TCF19_HUMAN	NV2t014494001.1
OG0008109	T229B_HUMAN	NV2t019370001.1
OG0008110	PFD3_HUMAN	NV2t009146001.1
OG0008111	NEP1_HUMAN	NV2t016882002.1
OG0008112	CHM2B_HUMAN	NV2t008746001.1
OG0008113	MTX2_HUMAN	NV2t011085001.1
OG0008114	APTX_HUMAN	NV2t005432001.1
OG0008115	RUXF_HUMAN	NV2t001469001.1
OG0008116	INT11_HUMAN	NV2t014422001.1
OG0008117	VPS45_HUMAN	NV2t023925001.1
OG0008118	EFTS_HUMAN	NV2t017506001.1
OG0008119	FEN1_HUMAN	NV2t004538001.1
OG0008121	STIL_HUMAN	NV2t001139001.1
OG0008122	HCD2_HUMAN	NV2t003754002.1
OG0008123	FKTN_HUMAN	NV2t001049001.1
OG0008124	SYDC_HUMAN	NV2t011993001.1
OG0008125	CK098_HUMAN	NV2t025111001.1
OG0008126	RERE_HUMAN	NV2t013144001.1
OG0008127	TMCO1_HUMAN	NV2t025191001.1
OG0008128	LRC43_HUMAN	NV2t016000001.1
OG0008129	I5P1_HUMAN	NV2t017921001.1
OG0008130	ETFA_HUMAN	NV2t023557001.1
OG0008131	SYIC_HUMAN	NV2t003622001.1
OG0008132	EFGM_HUMAN	NV2t022140001.1
OG0008133	SMG7_HUMAN	NV2t025058001.1
OG0008134	ZRAN1_HUMAN	NV2t018422001.1
OG0008135	RAD1_HUMAN	NV2t017299001.1
OG0008136	YTDC2_HUMAN	NV2t024199001.1
OG0008137	NFXL1_HUMAN	NV2t003081001.1
OG0008138	FLOT2_HUMAN	NV2t017268002.1
OG0008140	STX5_HUMAN	NV2t020408001.1
OG0008141	BRAP_HUMAN	NV2t016786001.1
OG0008142	TEX2_HUMAN	NV2t007936001.1
OG0008143	KI13A_HUMAN	NV2t005988001.1
OG0008144	DDX4_HUMAN	NV2t000574002.1
OG0008145	THYN1_HUMAN	NV2t012478001.1
OG0008146	CCSAP_HUMAN	NV2t020121001.1
OG0008148	CDC37_HUMAN	NV2t010037001.1
OG0008149	PARN_HUMAN	NV2t011378001.1
OG0008150	PEX12_HUMAN	NV2t012482001.1
