Orthogroup	Species	Acer	Orthologs
OG0000006	Hsap	KAK2556282.1, KAK2561416.1, KAK2554961.1, KAK2553019.1, KAK2547337.1, KAK2564584.1, KAK2551980.1, KAK2567974.1, KAK2552037.1, KAK2561867.1, KAK2573321.1, KAK2559177.1, KAK2550455.1, KAK2549595.1, KAK2550096.1, KAK2571394.1, KAK2550180.1, KAK2555878.1, KAK2552223.1, KAK2562748.1, KAK2570095.1, KAK2548161.1, KAK2546709.1, KAK2566435.1, KAK2560484.1, KAK2550381.1, KAK2552971.1, KAK2550379.1, KAK2567729.1, KAK2550299.1, KAK2551981.1, KAK2571750.1, KAK2560840.1, KAK2560328.1, KAK2548048.1, KAK2558684.1, KAK2566808.1, KAK2547018.1, KAK2560323.1, KAK2557941.1, KAK2572006.1, KAK2555773.1, KAK2558921.1, KAK2547338.1, KAK2558521.1, KAK2572678.1, KAK2573421.1, KAK2557896.1, KAK2549467.1, KAK2562708.1, KAK2571207.1, KAK2558553.1, KAK2546759.1, KAK2548310.1, KAK2548642.1, KAK2561921.1, KAK2556445.1, KAK2557574.1, KAK2560100.1, KAK2566060.1, KAK2557257.1, KAK2556278.1, KAK2550850.1, KAK2550173.1, KAK2550172.1, KAK2565351.1, KAK2560750.1, KAK2547250.1, KAK2558381.1, KAK2557897.1, KAK2550672.1, KAK2562053.1, KAK2550875.1, KAK2555573.1, KAK2558952.1, KAK2559068.1, KAK2565462.1, KAK2549272.1, KAK2561664.1, KAK2550084.1, KAK2555577.1, KAK2560314.1, KAK2547012.1, KAK2567080.1, KAK2564607.1, KAK2558890.1, KAK2558613.1, KAK2552027.1, KAK2562709.1, KAK2561739.1, KAK2569713.1, KAK2546725.1, KAK2554962.1, KAK2561923.1, KAK2559299.1, KAK2551964.1, KAK2560816.1, KAK2547709.1, KAK2561919.1, KAK2551967.1, KAK2550073.1, KAK2558922.1, KAK2565740.1, KAK2552925.1, KAK2558567.1, KAK2568706.1, KAK2558447.1, KAK2564880.1, KAK2549630.1, KAK2549200.1, KAK2554843.1, KAK2560821.1, KAK2555927.1, KAK2547891.1, KAK2555906.1, KAK2552038.1, KAK2549158.1, KAK2547387.1, KAK2549819.1, KAK2550382.1, KAK2551401.1, KAK2562549.1	STPG1_HUMAN
OG0000006	Mmus	KAK2556282.1, KAK2561416.1, KAK2554961.1, KAK2553019.1, KAK2547337.1, KAK2564584.1, KAK2551980.1, KAK2567974.1, KAK2552037.1, KAK2561867.1, KAK2573321.1, KAK2559177.1, KAK2550455.1, KAK2549595.1, KAK2550096.1, KAK2571394.1, KAK2550180.1, KAK2555878.1, KAK2552223.1, KAK2562748.1, KAK2570095.1, KAK2548161.1, KAK2546709.1, KAK2566435.1, KAK2560484.1, KAK2550381.1, KAK2552971.1, KAK2550379.1, KAK2567729.1, KAK2550299.1, KAK2551981.1, KAK2571750.1, KAK2560840.1, KAK2560328.1, KAK2548048.1, KAK2558684.1, KAK2566808.1, KAK2547018.1, KAK2560323.1, KAK2557941.1, KAK2572006.1, KAK2555773.1, KAK2558921.1, KAK2547338.1, KAK2558521.1, KAK2572678.1, KAK2573421.1, KAK2557896.1, KAK2549467.1, KAK2562708.1, KAK2571207.1, KAK2558553.1, KAK2546759.1, KAK2548310.1, KAK2548642.1, KAK2561921.1, KAK2556445.1, KAK2557574.1, KAK2560100.1, KAK2566060.1, KAK2557257.1, KAK2556278.1, KAK2550850.1, KAK2550173.1, KAK2550172.1, KAK2565351.1, KAK2560750.1, KAK2547250.1, KAK2558381.1, KAK2557897.1, KAK2550672.1, KAK2562053.1, KAK2550875.1, KAK2555573.1, KAK2558952.1, KAK2559068.1, KAK2565462.1, KAK2549272.1, KAK2561664.1, KAK2550084.1, KAK2555577.1, KAK2560314.1, KAK2547012.1, KAK2567080.1, KAK2564607.1, KAK2558890.1, KAK2558613.1, KAK2552027.1, KAK2562709.1, KAK2561739.1, KAK2569713.1, KAK2546725.1, KAK2554962.1, KAK2561923.1, KAK2559299.1, KAK2551964.1, KAK2560816.1, KAK2547709.1, KAK2561919.1, KAK2551967.1, KAK2550073.1, KAK2558922.1, KAK2565740.1, KAK2552925.1, KAK2558567.1, KAK2568706.1, KAK2558447.1, KAK2564880.1, KAK2549630.1, KAK2549200.1, KAK2554843.1, KAK2560821.1, KAK2555927.1, KAK2547891.1, KAK2555906.1, KAK2552038.1, KAK2549158.1, KAK2547387.1, KAK2549819.1, KAK2550382.1, KAK2551401.1, KAK2562549.1	STPG1_MOUSE
OG0000006	Nvec	KAK2555878.1, KAK2552223.1, KAK2562748.1, KAK2570095.1, KAK2548161.1, KAK2546709.1, KAK2566435.1	NV2t022979001.1
OG0000006	Nvec	KAK2560484.1, KAK2550381.1, KAK2552971.1, KAK2550379.1, KAK2567729.1, KAK2550299.1, KAK2551981.1, KAK2571750.1, KAK2560840.1, KAK2560328.1, KAK2548048.1, KAK2558684.1, KAK2566808.1, KAK2547018.1, KAK2560323.1, KAK2557941.1, KAK2572006.1, KAK2555773.1, KAK2558921.1	NV2t010222001.1
OG0000006	Nvec	KAK2552038.1	NV2t004821001.1, NV2t025345001.1
OG0000006	Nvec	KAK2549158.1	NV2t006321001.1
OG0000006	Nvec	KAK2549819.1, KAK2550382.1, KAK2551401.1, KAK2562549.1	NV2t008073001.1
OG0000000	Hsap	KAK2555414.1, KAK2549296.1, KAK2562736.1, KAK2565661.1, KAK2548275.1, KAK2551943.1, KAK2555389.1, KAK2551090.1, KAK2551944.1, KAK2549263.1, KAK2571587.1, KAK2551946.1, KAK2551086.1, KAK2551592.1, KAK2551544.1, KAK2551591.1, KAK2552803.1, KAK2553065.1, KAK2564450.1, KAK2553066.1, KAK2548210.1, KAK2570470.1, KAK2559240.1, KAK2555355.1, KAK2560659.1, KAK2574504.1, KAK2564249.1, KAK2558945.1, KAK2555736.1, KAK2555240.1, KAK2571162.1, KAK2564211.1, KAK2571672.1, KAK2547440.1, KAK2551962.1, KAK2552743.1, KAK2549843.1, KAK2554049.1, KAK2560970.1, KAK2561756.1, KAK2564074.1, KAK2568012.1, KAK2549083.1, KAK2564647.1, KAK2553645.1, KAK2558854.1, KAK2547269.1, KAK2556999.1, KAK2548062.1, KAK2547271.1, KAK2548065.1, KAK2558779.1, KAK2549338.1, KAK2552773.1, KAK2549330.1, KAK2572925.1, KAK2549339.1, KAK2564352.1, KAK2558624.1, KAK2558892.1, KAK2552807.1, KAK2547504.1, KAK2552366.1, KAK2546807.1, KAK2557513.1, KAK2559811.1, KAK2551372.1, KAK2548274.1, KAK2564674.1, KAK2566453.1, KAK2550689.1, KAK2564666.1, KAK2551371.1, KAK2559286.1, KAK2559407.1, KAK2556964.1, KAK2551963.1, KAK2550393.1, KAK2563193.1, KAK2561528.1, KAK2563196.1, KAK2559274.1, KAK2560089.1, KAK2550695.1, KAK2563195.1, KAK2561453.1, KAK2572805.1, KAK2546690.1, KAK2572917.1, KAK2546691.1, KAK2550140.1, KAK2559406.1, KAK2556429.1, KAK2557299.1, KAK2562403.1, KAK2552837.1, KAK2563948.1, KAK2553646.1, KAK2548231.1, KAK2554083.1, KAK2560684.1, KAK2553710.1, KAK2549376.1, KAK2560968.1, KAK2556014.1, KAK2559080.1, KAK2556015.1, KAK2560969.1, KAK2568011.1, KAK2555682.1, KAK2571014.1, KAK2559471.1, KAK2569731.1, KAK2556972.1, KAK2567036.1, KAK2546643.1, KAK2571020.1, KAK2559389.1, KAK2551281.1, KAK2548899.1, KAK2551276.1, KAK2571021.1, KAK2567037.1, KAK2548898.1, KAK2569730.1, KAK2559388.1, KAK2549299.1, KAK2548232.1, KAK2559468.1, KAK2556971.1, KAK2565870.1, KAK2551172.1, KAK2572931.1, KAK2551174.1, KAK2568472.1, KAK2560410.1, KAK2555311.1, KAK2562770.1, KAK2547470.1, KAK2548196.1, KAK2562243.1, KAK2564565.1, KAK2564559.1, KAK2549278.1, KAK2551629.1, KAK2549279.1, KAK2550413.1, KAK2560812.1, KAK2558891.1, KAK2551984.1, KAK2556969.1, KAK2558647.1, KAK2568584.1, KAK2552136.1, KAK2564054.1, KAK2547894.1, KAK2558534.1, KAK2547120.1, KAK2552409.1, KAK2546744.1, KAK2551635.1, KAK2551939.1, KAK2562729.1, KAK2555847.1, KAK2560823.1, KAK2546618.1, KAK2572293.1, KAK2566307.1, KAK2547003.1, KAK2560645.1, KAK2553368.1, KAK2573522.1, KAK2568332.1, KAK2554755.1, KAK2557501.1, KAK2572193.1, KAK2551482.1, KAK2556169.1, KAK2547002.1, KAK2554758.1, KAK2546619.1, KAK2566374.1, KAK2551481.1, KAK2549464.1, KAK2551360.1, KAK2557507.1, KAK2571539.1, KAK2571538.1, KAK2559519.1, KAK2548212.1, KAK2570905.1, KAK2547184.1, KAK2553629.1, KAK2551361.1, KAK2549265.1, KAK2571265.1, KAK2560822.1, KAK2573521.1, KAK2569319.1, KAK2553369.1, KAK2572294.1, KAK2568331.1, KAK2570013.1, KAK2553631.1, KAK2564578.1, KAK2548059.1, KAK2555791.1, KAK2568972.1, KAK2562703.1, KAK2550655.1, KAK2555250.1, KAK2559030.1, KAK2559566.1, KAK2555141.1, KAK2552231.1, KAK2555768.1, KAK2572169.1, KAK2565660.1, KAK2565659.1, KAK2549342.1, KAK2566432.1, KAK2564155.1, KAK2553064.1, KAK2556043.1, KAK2550594.1, KAK2559023.1, KAK2562809.1, KAK2565115.1, KAK2551494.1, KAK2565830.1, KAK2567813.1, KAK2568064.1, KAK2558216.1, KAK2565724.1, KAK2563558.1, KAK2562998.1, KAK2572772.1	CE290_HUMAN
OG0000000	Mmus	KAK2555414.1, KAK2549296.1, KAK2562736.1, KAK2565661.1, KAK2548275.1, KAK2551943.1, KAK2555389.1, KAK2551090.1, KAK2551944.1, KAK2549263.1, KAK2571587.1, KAK2551946.1, KAK2551086.1, KAK2551592.1, KAK2551544.1, KAK2551591.1, KAK2552803.1, KAK2553065.1, KAK2564450.1, KAK2553066.1, KAK2548210.1, KAK2570470.1, KAK2559240.1, KAK2555355.1, KAK2560659.1, KAK2574504.1, KAK2564249.1, KAK2558945.1, KAK2555736.1, KAK2555240.1, KAK2571162.1, KAK2564211.1, KAK2571672.1, KAK2547440.1, KAK2551962.1, KAK2552743.1, KAK2549843.1, KAK2554049.1, KAK2560970.1, KAK2561756.1, KAK2564074.1, KAK2568012.1, KAK2549083.1, KAK2564647.1, KAK2553645.1, KAK2558854.1, KAK2547269.1, KAK2556999.1, KAK2548062.1, KAK2547271.1, KAK2548065.1, KAK2558779.1, KAK2549338.1, KAK2552773.1, KAK2549330.1, KAK2572925.1, KAK2549339.1, KAK2564352.1, KAK2558624.1, KAK2558892.1, KAK2552807.1, KAK2547504.1, KAK2552366.1, KAK2546807.1, KAK2557513.1, KAK2559811.1, KAK2551372.1, KAK2548274.1, KAK2564674.1, KAK2566453.1, KAK2550689.1, KAK2564666.1, KAK2551371.1, KAK2559286.1, KAK2559407.1, KAK2556964.1, KAK2551963.1, KAK2550393.1, KAK2563193.1, KAK2561528.1, KAK2563196.1, KAK2559274.1, KAK2560089.1, KAK2550695.1, KAK2563195.1, KAK2561453.1, KAK2572805.1, KAK2546690.1, KAK2572917.1, KAK2546691.1, KAK2550140.1, KAK2559406.1, KAK2556429.1, KAK2557299.1, KAK2562403.1, KAK2552837.1, KAK2563948.1, KAK2553646.1, KAK2548231.1, KAK2554083.1, KAK2560684.1, KAK2553710.1, KAK2549376.1, KAK2560968.1, KAK2556014.1, KAK2559080.1, KAK2556015.1, KAK2560969.1, KAK2568011.1, KAK2555682.1, KAK2571014.1, KAK2559471.1, KAK2569731.1, KAK2556972.1, KAK2567036.1, KAK2546643.1, KAK2571020.1, KAK2559389.1, KAK2551281.1, KAK2548899.1, KAK2551276.1, KAK2571021.1, KAK2567037.1, KAK2548898.1, KAK2569730.1, KAK2559388.1, KAK2549299.1, KAK2548232.1, KAK2559468.1, KAK2556971.1, KAK2565870.1, KAK2551172.1, KAK2572931.1, KAK2551174.1, KAK2568472.1, KAK2560410.1, KAK2555311.1, KAK2562770.1, KAK2547470.1, KAK2548196.1, KAK2562243.1, KAK2564565.1, KAK2564559.1, KAK2549278.1, KAK2551629.1, KAK2549279.1, KAK2550413.1, KAK2560812.1, KAK2558891.1, KAK2551984.1, KAK2556969.1, KAK2558647.1, KAK2568584.1, KAK2552136.1, KAK2564054.1, KAK2547894.1, KAK2558534.1, KAK2547120.1, KAK2552409.1, KAK2546744.1, KAK2551635.1, KAK2551939.1, KAK2562729.1, KAK2555847.1, KAK2560823.1, KAK2546618.1, KAK2572293.1, KAK2566307.1, KAK2547003.1, KAK2560645.1, KAK2553368.1, KAK2573522.1, KAK2568332.1, KAK2554755.1, KAK2557501.1, KAK2572193.1, KAK2551482.1, KAK2556169.1, KAK2547002.1, KAK2554758.1, KAK2546619.1, KAK2566374.1, KAK2551481.1, KAK2549464.1, KAK2551360.1, KAK2557507.1, KAK2571539.1, KAK2571538.1, KAK2559519.1, KAK2548212.1, KAK2570905.1, KAK2547184.1, KAK2553629.1, KAK2551361.1, KAK2549265.1, KAK2571265.1, KAK2560822.1, KAK2573521.1, KAK2569319.1, KAK2553369.1, KAK2572294.1, KAK2568331.1, KAK2570013.1, KAK2553631.1, KAK2564578.1, KAK2548059.1, KAK2555791.1, KAK2568972.1, KAK2562703.1, KAK2550655.1, KAK2555250.1, KAK2559030.1, KAK2559566.1, KAK2555141.1, KAK2552231.1, KAK2555768.1, KAK2572169.1, KAK2565660.1, KAK2565659.1, KAK2549342.1, KAK2566432.1, KAK2564155.1, KAK2553064.1, KAK2556043.1, KAK2550594.1, KAK2559023.1, KAK2562809.1, KAK2565115.1, KAK2551494.1, KAK2565830.1, KAK2567813.1, KAK2568064.1, KAK2558216.1, KAK2565724.1, KAK2563558.1, KAK2562998.1, KAK2572772.1	CE290_MOUSE
OG0000000	Nvec	KAK2549296.1, KAK2562736.1, KAK2565661.1, KAK2548275.1, KAK2551943.1, KAK2555389.1, KAK2551090.1, KAK2551944.1	NV2t009950001.1
OG0000000	Nvec	KAK2549263.1, KAK2571587.1, KAK2551946.1, KAK2551086.1, KAK2551592.1, KAK2551544.1, KAK2551591.1, KAK2552803.1, KAK2553065.1, KAK2564450.1, KAK2553066.1	NV2t010480001.1, NV2t000299001.1, NV2t000299002.1
OG0000000	Nvec	KAK2559240.1, KAK2555355.1, KAK2560659.1	NV2t006904001.1, NV2t024459001.1
OG0000000	Nvec	KAK2552743.1, KAK2549843.1, KAK2554049.1, KAK2560970.1, KAK2561756.1, KAK2564074.1, KAK2568012.1, KAK2549083.1, KAK2564647.1, KAK2553645.1, KAK2558854.1, KAK2547269.1, KAK2556999.1, KAK2548062.1, KAK2547271.1, KAK2548065.1, KAK2558779.1, KAK2549338.1, KAK2552773.1, KAK2549330.1, KAK2572925.1, KAK2549339.1, KAK2564352.1, KAK2558624.1, KAK2558892.1, KAK2552807.1, KAK2547504.1, KAK2552366.1, KAK2546807.1, KAK2557513.1, KAK2559811.1, KAK2551372.1, KAK2548274.1, KAK2564674.1, KAK2566453.1, KAK2550689.1, KAK2564666.1, KAK2551371.1, KAK2559286.1, KAK2559407.1, KAK2556964.1, KAK2551963.1, KAK2550393.1, KAK2563193.1, KAK2561528.1, KAK2563196.1, KAK2559274.1, KAK2560089.1, KAK2550695.1, KAK2563195.1, KAK2561453.1, KAK2572805.1, KAK2546690.1, KAK2572917.1, KAK2546691.1, KAK2550140.1, KAK2559406.1, KAK2556429.1, KAK2557299.1, KAK2562403.1, KAK2552837.1, KAK2563948.1, KAK2553646.1, KAK2548231.1	NV2t019579001.1
OG0000000	Nvec	KAK2554083.1, KAK2560684.1	NV2t000766001.1
OG0000000	Nvec	KAK2562770.1, KAK2547470.1, KAK2548196.1, KAK2562243.1, KAK2564565.1, KAK2564559.1, KAK2549278.1, KAK2551629.1, KAK2549279.1, KAK2550413.1, KAK2560812.1, KAK2558891.1, KAK2551984.1	NV2t017884001.1
OG0000000	Nvec	KAK2556969.1, KAK2558647.1, KAK2568584.1, KAK2552136.1	NV2t004634001.1
OG0000000	Nvec	KAK2564054.1, KAK2547894.1, KAK2558534.1	NV2t005891002.1, NV2t005891003.1
OG0000000	Nvec	KAK2547120.1, KAK2552409.1, KAK2546744.1, KAK2551635.1, KAK2551939.1, KAK2562729.1, KAK2555847.1, KAK2560823.1, KAK2546618.1, KAK2572293.1, KAK2566307.1, KAK2547003.1, KAK2560645.1, KAK2553368.1, KAK2573522.1, KAK2568332.1, KAK2554755.1, KAK2557501.1, KAK2572193.1, KAK2551482.1, KAK2556169.1, KAK2547002.1, KAK2554758.1, KAK2546619.1, KAK2566374.1, KAK2551481.1, KAK2549464.1, KAK2551360.1, KAK2557507.1, KAK2571539.1, KAK2571538.1, KAK2559519.1, KAK2548212.1, KAK2570905.1, KAK2547184.1, KAK2553629.1, KAK2551361.1, KAK2549265.1, KAK2571265.1, KAK2560822.1, KAK2573521.1, KAK2569319.1, KAK2553369.1, KAK2572294.1, KAK2568331.1, KAK2570013.1	NV2t019013001.1
OG0000000	Nvec	KAK2553631.1, KAK2564578.1, KAK2548059.1, KAK2555791.1, KAK2568972.1, KAK2562703.1, KAK2550655.1, KAK2555250.1, KAK2559030.1, KAK2559566.1, KAK2555141.1	NV2t017565001.1
OG0000000	Nvec	KAK2564155.1, KAK2553064.1, KAK2556043.1, KAK2550594.1, KAK2559023.1, KAK2562809.1, KAK2565115.1, KAK2551494.1, KAK2565830.1, KAK2567813.1, KAK2568064.1, KAK2558216.1, KAK2565724.1, KAK2563558.1, KAK2562998.1, KAK2572772.1	NV2t009762001.1
OG0000008	Hsap	KAK2547887.1, KAK2548209.1, KAK2555924.1, KAK2559450.1, KAK2555950.1, KAK2547904.1, KAK2546823.1, KAK2546667.1, KAK2547893.1, KAK2562278.1, KAK2568583.1, KAK2547534.1, KAK2571050.1, KAK2561828.1, KAK2548454.1, KAK2559291.1, KAK2555948.1, KAK2556365.1, KAK2549259.1, KAK2564037.1, KAK2573229.1, KAK2565976.1, KAK2556974.1, KAK2565834.1, KAK2547888.1, KAK2547903.1, KAK2557039.1, KAK2564085.1, KAK2547889.1, KAK2556280.1, KAK2548184.1, KAK2570152.1, KAK2551829.1, KAK2568590.1, KAK2547546.1, KAK2547537.1, KAK2567788.1, KAK2547540.1, KAK2546963.1, KAK2560668.1, KAK2552058.1, KAK2556475.1, KAK2559449.1, KAK2561655.1, KAK2549911.1, KAK2561660.1, KAK2570151.1, KAK2563844.1, KAK2549306.1, KAK2551634.1, KAK2550867.1, KAK2551127.1, KAK2558576.1, KAK2558580.1, KAK2547385.1, KAK2558581.1, KAK2549912.1, KAK2558530.1, KAK2549594.1, KAK2555536.1, KAK2552776.1, KAK2555738.1, KAK2554080.1, KAK2561770.1, KAK2548185.1, KAK2564297.1, KAK2547547.1, KAK2561769.1, KAK2547165.1, KAK2568043.1, KAK2551370.1, KAK2573322.1, KAK2554918.1, KAK2553495.1, KAK2547696.1, KAK2548103.1, KAK2573598.1, KAK2550846.1, KAK2551369.1, KAK2547124.1, KAK2559398.1, KAK2553048.1, KAK2561690.1, KAK2551541.1, KAK2551538.1, KAK2558807.1, KAK2561698.1, KAK2561691.1, KAK2559399.1, KAK2549291.1, KAK2550667.1, KAK2558646.1, KAK2565702.1, KAK2550845.1, KAK2560811.1, KAK2558604.1, KAK2558603.1, KAK2560809.1, KAK2547469.1, KAK2547384.1, KAK2558677.1, KAK2564600.1, KAK2565831.1, KAK2552782.1, KAK2560995.1, KAK2571015.1	PRORY_HUMAN
OG0000008	Nvec	KAK2547537.1, KAK2567788.1, KAK2547540.1, KAK2546963.1, KAK2560668.1, KAK2552058.1, KAK2556475.1	NV2t025372001.1, NV2t025372002.1
OG0000008	Nvec	KAK2552776.1, KAK2555738.1, KAK2554080.1	NV2t024758001.1
OG0000008	Nvec	KAK2561770.1, KAK2548185.1, KAK2564297.1, KAK2547547.1, KAK2561769.1, KAK2547165.1, KAK2568043.1	NV2t015019001.1
OG0000008	Nvec	KAK2551370.1, KAK2573322.1, KAK2554918.1, KAK2553495.1, KAK2547696.1, KAK2548103.1, KAK2573598.1, KAK2550846.1, KAK2551369.1, KAK2547124.1, KAK2559398.1, KAK2553048.1, KAK2561690.1, KAK2551541.1, KAK2551538.1, KAK2558807.1, KAK2561698.1, KAK2561691.1	NV2t001502001.1
OG0000009	Hsap	KAK2564457.1, KAK2564670.1, KAK2557587.1, KAK2546917.1, KAK2550810.1, KAK2546913.1, KAK2557510.1, KAK2550808.1, KAK2557489.1, KAK2546687.1, KAK2551351.1, KAK2568676.1, KAK2547564.1, KAK2566396.1, KAK2546645.1, KAK2557492.1, KAK2557561.1, KAK2566769.1, KAK2557511.1, KAK2560414.1, KAK2568942.1, KAK2561932.1, KAK2550807.1, KAK2557542.1, KAK2557559.1, KAK2560914.1, KAK2558039.1, KAK2553680.1, KAK2553679.1, KAK2553685.1, KAK2553681.1, KAK2553732.1, KAK2547017.1, KAK2559922.1, KAK2562527.1, KAK2573986.1, KAK2562610.1, KAK2573985.1, KAK2570037.1, KAK2563804.1, KAK2556546.1, KAK2563952.1, KAK2546693.1	DZIP3_HUMAN
OG0000009	Mmus	KAK2564457.1, KAK2564670.1, KAK2557587.1, KAK2546917.1, KAK2550810.1, KAK2546913.1, KAK2557510.1, KAK2550808.1, KAK2557489.1, KAK2546687.1, KAK2551351.1, KAK2568676.1, KAK2547564.1, KAK2566396.1, KAK2546645.1, KAK2557492.1, KAK2557561.1, KAK2566769.1, KAK2557511.1, KAK2560414.1, KAK2568942.1, KAK2561932.1, KAK2550807.1, KAK2557542.1, KAK2557559.1, KAK2560914.1, KAK2558039.1, KAK2553680.1, KAK2553679.1, KAK2553685.1, KAK2553681.1, KAK2553732.1, KAK2547017.1, KAK2559922.1, KAK2562527.1, KAK2573986.1, KAK2562610.1, KAK2573985.1, KAK2570037.1, KAK2563804.1, KAK2556546.1, KAK2563952.1, KAK2546693.1	DZIP3_MOUSE
OG0000009	Nvec	KAK2564457.1, KAK2564670.1, KAK2557587.1, KAK2546917.1, KAK2550810.1, KAK2546913.1, KAK2557510.1, KAK2550808.1, KAK2557489.1, KAK2546687.1, KAK2551351.1, KAK2568676.1	NV2t007509001.1, NV2t007506001.1, NV2t007507001.1, NV2t007507002.1, NV2t008103002.1, NV2t008103004.1, NV2t008103008.1, NV2t008103025.1, NV2t008103019.1, NV2t008103022.1, NV2t008103024.1, NV2t008103018.1, NV2t008103020.1, NV2t008103021.1, NV2t008103023.1, NV2t008103015.1, NV2t008103026.1, NV2t008103001.1, NV2t008103005.1, NV2t008103011.1, NV2t008103012.1, NV2t008103013.1, NV2t008103014.1, NV2t008103007.1, NV2t008103009.1, NV2t008103010.1, NV2t008097001.1, NV2t008097002.1, NV2t008097006.1, NV2t008097003.1, NV2t008097004.1, NV2t008097005.1, NV2t015587001.1, NV2t015647001.1, NV2t015641001.1, NV2t015641016.1, NV2t015643001.1, NV2t015656001.1, NV2t015641022.1, NV2t015641023.1, NV2t015641024.1, NV2t015652001.1, NV2t015641009.1, NV2t015654001.1, NV2t015641005.1, NV2t015641018.1, NV2t015645001.1, NV2t015651001.1, NV2t015641019.1, NV2t015641021.1, NV2t015641003.1, NV2t015641011.1, NV2t015641004.1, NV2t015641010.1, NV2t015641014.1, NV2t015641012.1, NV2t015641002.1, NV2t015641015.1, NV2t015641007.1, NV2t015641008.1, NV2t015641006.1, NV2t015641013.1, NV2t015641017.1, NV2t015641020.1
OG0000009	Nvec	KAK2547564.1, KAK2566396.1, KAK2546645.1, KAK2557492.1, KAK2557561.1, KAK2566769.1, KAK2557511.1, KAK2560414.1, KAK2568942.1, KAK2561932.1, KAK2550807.1, KAK2557542.1, KAK2557559.1, KAK2560914.1, KAK2558039.1, KAK2553680.1, KAK2553679.1, KAK2553685.1, KAK2553681.1, KAK2553732.1, KAK2547017.1, KAK2559922.1, KAK2562527.1, KAK2573986.1, KAK2562610.1, KAK2573985.1, KAK2570037.1, KAK2563804.1, KAK2556546.1, KAK2563952.1, KAK2546693.1	NV2t016381001.1
OG0000014	Nvec	KAK2567092.1, KAK2549878.1, KAK2555949.1, KAK2573101.1, KAK2550948.1, KAK2547639.1, KAK2573066.1, KAK2549119.1, KAK2568591.1, KAK2552739.1, KAK2565862.1, KAK2556290.1, KAK2550666.1, KAK2547146.1, KAK2550195.1, KAK2570150.1, KAK2556292.1, KAK2551926.1, KAK2548474.1, KAK2556177.1, KAK2555528.1, KAK2556178.1, KAK2559048.1, KAK2569331.1, KAK2548699.1, KAK2556640.1, KAK2566079.1, KAK2548913.1, KAK2556291.1, KAK2568998.1, KAK2564542.1, KAK2558595.1, KAK2568997.1, KAK2549825.1, KAK2554274.1, KAK2559170.1, KAK2547651.1, KAK2556038.1, KAK2550380.1, KAK2560319.1, KAK2566112.1, KAK2547126.1, KAK2560320.1, KAK2556289.1, KAK2560808.1, KAK2561548.1, KAK2546876.1, KAK2546872.1, KAK2560807.1, KAK2552702.1, KAK2564372.1, KAK2552201.1, KAK2570382.1, KAK2556243.1, KAK2552980.1, KAK2566578.1, KAK2550310.1, KAK2547125.1, KAK2568390.1, KAK2546842.1, KAK2546840.1, KAK2564441.1, KAK2547509.1, KAK2551373.1, KAK2549214.1, KAK2566142.1, KAK2549215.1, KAK2566259.1, KAK2549939.1, KAK2549529.1, KAK2558717.1, KAK2558828.1, KAK2553544.1, KAK2565023.1, KAK2550423.1, KAK2558876.1, KAK2550225.1, KAK2564318.1, KAK2552698.1, KAK2569285.1, KAK2551904.1, KAK2558151.1, KAK2551049.1, KAK2551601.1, KAK2573415.1, KAK2555911.1, KAK2561433.1	NV2t024428001.1, NV2t024428002.1
OG0000030	Hsap	KAK2569275.1, KAK2551043.1, KAK2569273.1, KAK2551044.1, KAK2570348.1, KAK2561452.1, KAK2548955.1, KAK2548977.1, KAK2548976.1, KAK2548971.1, KAK2548973.1, KAK2559905.1, KAK2560268.1, KAK2569258.1, KAK2555325.1, KAK2559145.1, KAK2561292.1, KAK2555594.1	UROM_HUMAN, GP2_HUMAN, OIT3_HUMAN
OG0000030	Mmus	KAK2569275.1, KAK2551043.1, KAK2569273.1, KAK2551044.1, KAK2570348.1, KAK2561452.1, KAK2548955.1, KAK2548977.1, KAK2548976.1, KAK2548971.1, KAK2548973.1, KAK2559905.1, KAK2560268.1, KAK2569258.1, KAK2555325.1, KAK2559145.1, KAK2561292.1, KAK2555594.1	UROM_MOUSE, GP2_MOUSE, OIT3_MOUSE
OG0000030	Nvec	KAK2551043.1, KAK2569273.1, KAK2551044.1, KAK2570348.1, KAK2561452.1, KAK2548955.1, KAK2548977.1, KAK2548976.1, KAK2548971.1, KAK2548973.1	NV2t001244001.1
OG0000030	Nvec	KAK2559905.1, KAK2560268.1	NV2t006197001.1
OG0000030	Nvec	KAK2569258.1	NV2t003071001.1, NV2t006411001.1, NV2t025572001.1
OG0000030	Nvec	KAK2555325.1, KAK2559145.1	NV2t025300001.1
OG0000030	Nvec	KAK2561292.1	NV2t025182001.1, NV2t014524001.1, NV2t015016001.1, NV2t011904013.1, NV2t011904016.1, NV2t011904001.1, NV2t011904002.1, NV2t011904010.1, NV2t011904007.1, NV2t011904015.1, NV2t011904014.1, NV2t011904008.1, NV2t011904003.1, NV2t011904009.1, NV2t011904004.1, NV2t011904006.1, NV2t011904012.1, NV2t011904005.1, NV2t011904011.1, NV2t011903001.1, NV2t011904017.1
OG0000030	Nvec	KAK2555594.1	NV2t006099001.1, NV2t006100001.1
