Orthogroup	Mmus	Pdam
OG0000023	KISSR_MOUSE, GALR1_MOUSE, GALR3_MOUSE, GALR2_MOUSE, OX1R_MOUSE, OX2R_MOUSE, NPY2R_MOUSE, NPFF2_MOUSE	pdam_00013897-RA, pdam_00013896-RA, pdam_00000020-RA, pdam_00007651-RA, pdam_00010950-RA, pdam_00010949-RA, pdam_00010948-RA, pdam_00023339-RA, pdam_00010951-RA, pdam_00010947-RA, pdam_00006722-RA, pdam_00006724-RA, pdam_00006721-RA, pdam_00006723-RA, pdam_00000913-RA, pdam_00000910-RA, pdam_00000911-RA, pdam_00000912-RA, pdam_00000692-RA, pdam_00017022-RA, pdam_00000698-RA, pdam_00000703-RA, pdam_00000043-RA, pdam_00009499-RA, pdam_00003019-RA, pdam_00007437-RA, pdam_00019129-RA, pdam_00007455-RA, pdam_00007449-RA, pdam_00007438-RA, pdam_00007436-RA, pdam_00007435-RA, pdam_00003808-RA, pdam_00011158-RA
OG0000027	MRP4_MOUSE	pdam_00014934-RA, pdam_00024103-RA, pdam_00019157-RA, pdam_00019160-RA, pdam_00021283-RA, pdam_00008284-RA, pdam_00008286-RA, pdam_00008285-RA, pdam_00008262-RA, pdam_00008261-RA, pdam_00008275-RA, pdam_00022870-RA, pdam_00013508-RA, pdam_00001174-RA, pdam_00008283-RA, pdam_00023395-RA, pdam_00011811-RA, pdam_00011443-RA, pdam_00011442-RA, pdam_00016704-RA, pdam_00025689-RA, pdam_00023394-RA, pdam_00023393-RA, pdam_00005127-RA, pdam_00016131-RA, pdam_00012146-RA, pdam_00024686-RA, pdam_00024689-RA, pdam_00024688-RA, pdam_00024687-RA, pdam_00016129-RA, pdam_00016130-RA, pdam_00006822-RA, pdam_00017191-RA, pdam_00024049-RA, pdam_00026010-RA, pdam_00001171-RA, pdam_00001172-RA, pdam_00001176-RA, pdam_00001175-RA, pdam_00018847-RA, pdam_00016907-RA, pdam_00025341-RA, pdam_00024046-RA, pdam_00020261-RA, pdam_00020257-RA, pdam_00024048-RA, pdam_00003708-RA, pdam_00024047-RA, pdam_00020264-RA, pdam_00020259-RA, pdam_00020265-RA, pdam_00020263-RA, pdam_00020256-RA, pdam_00006821-RA, pdam_00010074-RA, pdam_00024596-RA, pdam_00025888-RA, pdam_00010076-RA, pdam_00010073-RA, pdam_00024594-RA, pdam_00010077-RA, pdam_00010075-RA, pdam_00017151-RA, pdam_00018849-RA, pdam_00018848-RA, pdam_00023063-RA, pdam_00023064-RA
OG0000029	LYRM7_MOUSE	pdam_00009810-RA, pdam_00009818-RA, pdam_00005434-RA, pdam_00005436-RA, pdam_00014703-RA, pdam_00024675-RA, pdam_00017509-RA, pdam_00012115-RA, pdam_00018715-RA, pdam_00023202-RA, pdam_00021759-RA, pdam_00025009-RA, pdam_00025534-RA, pdam_00025910-RA, pdam_00021964-RA, pdam_00018716-RA, pdam_00017510-RA, pdam_00024159-RA, pdam_00022688-RA, pdam_00025192-RA, pdam_00016303-RA, pdam_00004695-RA, pdam_00021302-RA, pdam_00019632-RA, pdam_00023905-RA, pdam_00023903-RA, pdam_00023907-RA, pdam_00024163-RA, pdam_00025259-RA, pdam_00024546-RA, pdam_00024858-RA, pdam_00017260-RA, pdam_00025535-RA, pdam_00007976-RA, pdam_00009811-RA, pdam_00025911-RA, pdam_00025557-RA, pdam_00025556-RA, pdam_00008344-RA, pdam_00012357-RA, pdam_00025466-RA, pdam_00021963-RA, pdam_00021312-RA, pdam_00026061-RA, pdam_00021123-RA, pdam_00022687-RA, pdam_00004406-RA, pdam_00002033-RA, pdam_00024031-RA, pdam_00020506-RA, pdam_00024648-RA, pdam_00021961-RA, pdam_00018116-RA, pdam_00025431-RA, pdam_00007882-RA, pdam_00006113-RA, pdam_00024673-RA, pdam_00025172-RA, pdam_00025278-RA, pdam_00007883-RA, pdam_00005438-RA, pdam_00008343-RA, pdam_00024714-RA, pdam_00025559-RA, pdam_00024716-RA, pdam_00006625-RA, pdam_00012116-RA, pdam_00024334-RA, pdam_00024812-RA, pdam_00008360-RA, pdam_00024764-RA, pdam_00025959-RA
OG0000033	AGRL4_MOUSE	pdam_00019744-RA, pdam_00013753-RA, pdam_00024907-RA, pdam_00020434-RA, pdam_00020436-RA, pdam_00020433-RA, pdam_00024315-RA, pdam_00024316-RA, pdam_00016390-RA, pdam_00016396-RA, pdam_00021440-RA, pdam_00021513-RA, pdam_00021514-RA, pdam_00022784-RA, pdam_00021439-RA, pdam_00022614-RA, pdam_00025156-RA, pdam_00021441-RA, pdam_00023675-RA, pdam_00016402-RA, pdam_00021598-RA, pdam_00021599-RA, pdam_00021597-RA, pdam_00020657-RA, pdam_00022613-RA, pdam_00022612-RA, pdam_00022611-RA, pdam_00025537-RA, pdam_00025494-RA, pdam_00021328-RA, pdam_00024515-RA, pdam_00016394-RA, pdam_00016397-RA, pdam_00024389-RA, pdam_00024388-RA, pdam_00024512-RA, pdam_00024387-RA, pdam_00021329-RA, pdam_00021515-RA, pdam_00021517-RA, pdam_00021516-RA, pdam_00021511-RA, pdam_00021510-RA, pdam_00014149-RA, pdam_00014150-RA, pdam_00016391-RA, pdam_00021519-RA, pdam_00020432-RA, pdam_00009194-RA, pdam_00020428-RA, pdam_00020427-RA, pdam_00020431-RA, pdam_00024906-RA, pdam_00024905-RA, pdam_00020430-RA, pdam_00024314-RA, pdam_00018324-RA, pdam_00022862-RA, pdam_00022860-RA
OG0000036	AOAH_MOUSE	pdam_00009920-RA, pdam_00009919-RA, pdam_00025779-RA, pdam_00012608-RA, pdam_00009197-RA, pdam_00014470-RA, pdam_00023856-RA, pdam_00009641-RA, pdam_00008191-RA, pdam_00011076-RA, pdam_00008189-RA, pdam_00008190-RA, pdam_00008172-RA, pdam_00016473-RA, pdam_00009650-RA, pdam_00014489-RA, pdam_00011260-RA, pdam_00001676-RA, pdam_00001675-RA, pdam_00001673-RA, pdam_00013036-RA, pdam_00012141-RA, pdam_00019809-RA, pdam_00012138-RA, pdam_00012137-RA, pdam_00012139-RA, pdam_00012140-RA, pdam_00008455-RA, pdam_00001064-RA, pdam_00015321-RA, pdam_00022374-RA, pdam_00020794-RA, pdam_00015337-RA, pdam_00015332-RA, pdam_00023008-RA, pdam_00023007-RA, pdam_00023010-RA, pdam_00015336-RA, pdam_00023006-RA, pdam_00015331-RA, pdam_00001069-RA, pdam_00009473-RA, pdam_00009470-RA, pdam_00008454-RA, pdam_00017269-RA, pdam_00017267-RA, pdam_00002792-RA, pdam_00013432-RA, pdam_00002706-RA, pdam_00015327-RA, pdam_00015326-RA, pdam_00003923-RA, pdam_00019161-RA
OG0000037	NPTX1_MOUSE, NPTX2_MOUSE, NPTXR_MOUSE	pdam_00011327-RA, pdam_00011326-RA, pdam_00017107-RA, pdam_00001431-RA, pdam_00004058-RA, pdam_00004064-RA, pdam_00019200-RA, pdam_00014093-RA, pdam_00010834-RA, pdam_00017960-RA, pdam_00004087-RA, pdam_00004089-RA, pdam_00004088-RA, pdam_00004086-RA, pdam_00004094-RA, pdam_00024496-RA, pdam_00004096-RA, pdam_00015902-RA, pdam_00021626-RA, pdam_00021617-RA, pdam_00021622-RA, pdam_00021627-RA, pdam_00021629-RA, pdam_00021618-RA, pdam_00021616-RA, pdam_00025415-RA, pdam_00021623-RA, pdam_00021625-RA, pdam_00021621-RA, pdam_00021619-RA, pdam_00010449-RA, pdam_00010451-RA, pdam_00017276-RA, pdam_00022140-RA, pdam_00017275-RA, pdam_00006956-RA, pdam_00017274-RA, pdam_00015612-RA, pdam_00022186-RA, pdam_00022188-RA, pdam_00023107-RA, pdam_00012209-RA, pdam_00009495-RA
OG0000045	TLR13_MOUSE, TLR2_MOUSE, TLR1_MOUSE, TLR6_MOUSE	pdam_00011599-RA, pdam_00022933-RA, pdam_00022931-RA, pdam_00009200-RA, pdam_00022934-RA, pdam_00022930-RA, pdam_00023326-RA, pdam_00015881-RA, pdam_00015879-RA, pdam_00015878-RA, pdam_00015880-RA, pdam_00023324-RA, pdam_00015890-RA, pdam_00015888-RA, pdam_00015886-RA, pdam_00015883-RA, pdam_00015877-RA, pdam_00023327-RA, pdam_00015887-RA, pdam_00012483-RA, pdam_00025004-RA, pdam_00016961-RA, pdam_00016962-RA, pdam_00016963-RA, pdam_00012484-RA, pdam_00011740-RA, pdam_00011741-RA, pdam_00011734-RA, pdam_00011733-RA, pdam_00011732-RA, pdam_00011736-RA, pdam_00011738-RA, pdam_00011735-RA, pdam_00011739-RA, pdam_00008431-RA, pdam_00008435-RA, pdam_00010626-RA, pdam_00017625-RA, pdam_00010630-RA, pdam_00010625-RA, pdam_00009625-RA, pdam_00010375-RA, pdam_00010593-RA, pdam_00022117-RA
OG0000047	EXOS6_MOUSE	pdam_00010582-RA, pdam_00010583-RA, pdam_00025676-RA, pdam_00019658-RA, pdam_00019661-RA, pdam_00019662-RA, pdam_00019657-RA, pdam_00019659-RA, pdam_00019663-RA, pdam_00011341-RA, pdam_00011339-RA, pdam_00011343-RA, pdam_00011342-RA, pdam_00007282-RA, pdam_00007283-RA, pdam_00019656-RA, pdam_00019660-RA, pdam_00007256-RA, pdam_00024535-RA, pdam_00024534-RA, pdam_00019367-RA, pdam_00019363-RA, pdam_00019366-RA, pdam_00019365-RA, pdam_00019369-RA, pdam_00019364-RA, pdam_00002979-RA, pdam_00002972-RA, pdam_00019329-RA, pdam_00024530-RA, pdam_00025100-RA, pdam_00023306-RA, pdam_00025099-RA, pdam_00023303-RA, pdam_00023307-RA, pdam_00025902-RA, pdam_00024533-RA, pdam_00026014-RA, pdam_00023309-RA, pdam_00023636-RA, pdam_00023635-RA, pdam_00025808-RA, pdam_00025774-RA, pdam_00026043-RA, pdam_00020592-RA, pdam_00025893-RA, pdam_00025682-RA, pdam_00025841-RA, pdam_00026035-RA, pdam_00025731-RA, pdam_00025096-RA, pdam_00025918-RA, pdam_00007236-RA, pdam_00023308-RA, pdam_00025515-RA, pdam_00023302-RA, pdam_00025614-RA
OG0000048	MYCBP_MOUSE	pdam_00010740-RA, pdam_00011172-RA, pdam_00020881-RA, pdam_00011173-RA, pdam_00008981-RA, pdam_00011177-RA, pdam_00017383-RA, pdam_00021620-RA, pdam_00020101-RA, pdam_00024551-RA, pdam_00009715-RA, pdam_00024568-RA, pdam_00011017-RA, pdam_00008312-RA, pdam_00011174-RA, pdam_00011175-RA, pdam_00011170-RA, pdam_00013180-RA, pdam_00017424-RA, pdam_00008504-RA, pdam_00023545-RA, pdam_00023544-RA, pdam_00023543-RA, pdam_00010014-RA, pdam_00007274-RA, pdam_00007272-RA, pdam_00000720-RA, pdam_00017972-RA, pdam_00005554-RA, pdam_00015074-RA, pdam_00002926-RA, pdam_00000058-RA, pdam_00005555-RA, pdam_00011171-RA, pdam_00001204-RA, pdam_00018653-RA, pdam_00016490-RA, pdam_00024750-RA, pdam_00015075-RA, pdam_00018662-RA, pdam_00018656-RA, pdam_00018657-RA, pdam_00018660-RA, pdam_00017973-RA, pdam_00018651-RA, pdam_00018663-RA, pdam_00018659-RA, pdam_00018654-RA, pdam_00018652-RA, pdam_00018661-RA
OG0000051	ACHB2_MOUSE, ACHB4_MOUSE, ACHA_MOUSE, ACHA3_MOUSE, ACHA6_MOUSE, ACHA4_MOUSE, ACHA2_MOUSE, ACHA5_MOUSE, ACHB3_MOUSE, ACHA7_MOUSE	pdam_00014216-RA, pdam_00004232-RA, pdam_00004251-RA, pdam_00004252-RA, pdam_00009878-RA, pdam_00001072-RA, pdam_00009888-RA, pdam_00009882-RA, pdam_00009883-RA, pdam_00011152-RA, pdam_00011154-RA, pdam_00011151-RA, pdam_00011153-RA, pdam_00005621-RA, pdam_00008318-RA, pdam_00008319-RA
OG0000053	LORF2_MOUSE	pdam_00019782-RA, pdam_00019611-RA, pdam_00019607-RA, pdam_00006930-RA, pdam_00020792-RA, pdam_00019618-RA, pdam_00025579-RA, pdam_00019617-RA, pdam_00020478-RA, pdam_00019608-RA, pdam_00019619-RA, pdam_00023523-RA, pdam_00020791-RA, pdam_00023524-RA, pdam_00023525-RA, pdam_00017135-RA, pdam_00025838-RA, pdam_00019624-RA, pdam_00019620-RA, pdam_00020789-RA, pdam_00017447-RA, pdam_00019623-RA, pdam_00023521-RA, pdam_00019102-RA, pdam_00025504-RA, pdam_00019621-RA, pdam_00019622-RA, pdam_00019613-RA, pdam_00019101-RA, pdam_00025853-RA, pdam_00025386-RA, pdam_00019609-RA, pdam_00019616-RA, pdam_00019610-RA, pdam_00019615-RA, pdam_00023897-RA, pdam_00000489-RA, pdam_00020707-RA, pdam_00022354-RA, pdam_00016410-RA, pdam_00021375-RA, pdam_00021374-RA, pdam_00023382-RA, pdam_00001936-RA
OG0000055	ADA1D_MOUSE, ADA1B_MOUSE, ADA1A_MOUSE, 5HT4R_MOUSE, DRD1_MOUSE, DRD5_MOUSE, ADRB2_MOUSE, ADRB1_MOUSE, ADRB3_MOUSE	pdam_00001024-RA, pdam_00021663-RA, pdam_00010835-RA, pdam_00010833-RA, pdam_00003881-RA, pdam_00003878-RA, pdam_00003479-RA, pdam_00004281-RA, pdam_00010004-RA, pdam_00002058-RA, pdam_00015313-RA, pdam_00014558-RA, pdam_00015312-RA, pdam_00001513-RA, pdam_00003577-RA, pdam_00014557-RA, pdam_00011848-RA, pdam_00002488-RA
OG0000056	CO3_MOUSE	pdam_00015728-RA, pdam_00010271-RA, pdam_00010273-RA
OG0000060	HMCN1_MOUSE, HMCN2_MOUSE	pdam_00004353-RA, pdam_00008314-RA, pdam_00022152-RA, pdam_00023981-RA, pdam_00012454-RA, pdam_00001441-RA, pdam_00001439-RA, pdam_00001445-RA, pdam_00001444-RA, pdam_00001394-RA, pdam_00012451-RA, pdam_00012452-RA, pdam_00001438-RA, pdam_00019989-RA, pdam_00025214-RA, pdam_00019993-RA, pdam_00012522-RA, pdam_00018752-RA, pdam_00024385-RA, pdam_00024384-RA, pdam_00018753-RA, pdam_00022234-RA, pdam_00022235-RA, pdam_00022233-RA, pdam_00022228-RA, pdam_00022231-RA, pdam_00025272-RA, pdam_00025273-RA, pdam_00020776-RA, pdam_00025237-RA, pdam_00018751-RA
OG0000067	ACOT4_MOUSE, ACOT6_MOUSE, ACOT3_MOUSE, ACOT5_MOUSE, ACOT1_MOUSE, ACOT2_MOUSE, ACNT1_MOUSE, ACNT2_MOUSE, BAAT_MOUSE	pdam_00023000-RA, pdam_00010280-RA, pdam_00006059-RA, pdam_00021924-RA, pdam_00013231-RA, pdam_00014080-RA, pdam_00015216-RA, pdam_00021815-RA, pdam_00024624-RA, pdam_00025571-RA, pdam_00024152-RA, pdam_00019902-RA, pdam_00006858-RA, pdam_00022770-RA, pdam_00019403-RA, pdam_00022345-RA, pdam_00023001-RA, pdam_00009765-RA, pdam_00014805-RA, pdam_00002891-RA, pdam_00014079-RA, pdam_00021450-RA, pdam_00025072-RA, pdam_00007951-RA, pdam_00007950-RA, pdam_00003141-RA, pdam_00019249-RA, pdam_00019248-RA, pdam_00019241-RA, pdam_00019244-RA, pdam_00019250-RA, pdam_00024121-RA, pdam_00019242-RA, pdam_00019243-RA
OG0000068	SARAF_MOUSE	pdam_00021425-RA, pdam_00021423-RA, pdam_00019586-RA, pdam_00019575-RA, pdam_00020306-RA, pdam_00020299-RA, pdam_00019582-RA, pdam_00020303-RA, pdam_00021424-RA, pdam_00026026-RA, pdam_00002234-RA, pdam_00001642-RA, pdam_00020733-RA, pdam_00020852-RA, pdam_00000495-RA, pdam_00020033-RA, pdam_00013764-RA, pdam_00019585-RA, pdam_00019576-RA, pdam_00017917-RA, pdam_00011794-RA, pdam_00008278-RA, pdam_00015051-RA, pdam_00017084-RA, pdam_00025925-RA, pdam_00025605-RA, pdam_00025469-RA, pdam_00025514-RA, pdam_00014833-RA, pdam_00012170-RA, pdam_00023784-RA, pdam_00005776-RA, pdam_00007946-RA, pdam_00007936-RA, pdam_00023792-RA, pdam_00012171-RA, pdam_00014684-RA, pdam_00015050-RA, pdam_00022620-RA, pdam_00018779-RA, pdam_00022621-RA, pdam_00007777-RA, pdam_00017545-RA
OG0000071	DEND3_MOUSE	pdam_00006051-RA, pdam_00001801-RA, pdam_00008628-RA, pdam_00000478-RA, pdam_00022772-RA, pdam_00005537-RA, pdam_00015891-RA, pdam_00019189-RA, pdam_00013948-RA, pdam_00007035-RA, pdam_00007252-RA, pdam_00019995-RA, pdam_00005926-RA, pdam_00013415-RA, pdam_00023896-RA, pdam_00026050-RA, pdam_00020353-RA, pdam_00025572-RA, pdam_00023077-RA, pdam_00000468-RA, pdam_00004130-RA, pdam_00000514-RA, pdam_00020785-RA, pdam_00001279-RA, pdam_00008553-RA, pdam_00013631-RA, pdam_00000119-RA, pdam_00004484-RA, pdam_00024344-RA, pdam_00008218-RA, pdam_00012678-RA, pdam_00022722-RA, pdam_00004123-RA, pdam_00010544-RA, pdam_00007676-RA, pdam_00011503-RA, pdam_00020300-RA, pdam_00024646-RA, pdam_00008339-RA, pdam_00021624-RA, pdam_00000061-RA, pdam_00003927-RA, pdam_00019421-RA
OG0000076	ANKR7_MOUSE, ANR26_MOUSE	pdam_00022339-RA
OG0000078	MOT8_MOUSE, MOT10_MOUSE, MOT6_MOUSE, MOT1_MOUSE, MOT2_MOUSE, MOT3_MOUSE, MOT4_MOUSE	pdam_00001402-RA, pdam_00022705-RA, pdam_00010735-RA, pdam_00010737-RA, pdam_00000641-RA, pdam_00000643-RA, pdam_00000644-RA, pdam_00006318-RA, pdam_00019233-RA, pdam_00019232-RA, pdam_00019230-RA, pdam_00019229-RA, pdam_00000363-RA, pdam_00000364-RA, pdam_00003447-RA, pdam_00014968-RA, pdam_00006319-RA, pdam_00017879-RA, pdam_00000978-RA
OG0000080	PROP_MOUSE	pdam_00012500-RA, pdam_00007779-RA, pdam_00018706-RA, pdam_00016168-RA, pdam_00016169-RA, pdam_00004819-RA, pdam_00004820-RA, pdam_00003962-RA, pdam_00003961-RA, pdam_00001443-RA, pdam_00007342-RA, pdam_00007341-RA, pdam_00007340-RA, pdam_00009828-RA, pdam_00022360-RA, pdam_00014219-RA, pdam_00013234-RA, pdam_00009819-RA, pdam_00009824-RA, pdam_00009826-RA, pdam_00009827-RA, pdam_00013233-RA, pdam_00009825-RA, pdam_00009829-RA, pdam_00025436-RA, pdam_00017962-RA, pdam_00013778-RA, pdam_00014807-RA, pdam_00010888-RA, pdam_00021209-RA, pdam_00011447-RA, pdam_00007538-RA, pdam_00010388-RA, pdam_00011446-RA, pdam_00006397-RA, pdam_00023099-RA, pdam_00011012-RA, pdam_00015837-RA
OG0000085	GLRA3_MOUSE, GLRA4_MOUSE, GLRA2_MOUSE, GLRA1_MOUSE	pdam_00001206-RA, pdam_00005562-RA, pdam_00005560-RA, pdam_00020618-RA, pdam_00001924-RA, pdam_00001925-RA, pdam_00001926-RA, pdam_00010684-RA, pdam_00012379-RA, pdam_00012378-RA, pdam_00012376-RA, pdam_00012377-RA, pdam_00009708-RA, pdam_00009707-RA, pdam_00010130-RA, pdam_00007463-RA
OG0000086	S10AD_MOUSE, S10AB_MOUSE, S100B_MOUSE, S10A1_MOUSE, S10AA_MOUSE, S10A5_MOUSE, S10A3_MOUSE, S10A6_MOUSE, S10A4_MOUSE, S10A9_MOUSE, S115A_MOUSE, S100G_MOUSE, S10A8_MOUSE, HORN_MOUSE, FILA2_MOUSE, RPTN_MOUSE	pdam_00011475-RA
OG0000087	LOX5_MOUSE, LOX12_MOUSE, LX12E_MOUSE, LOX15_MOUSE, ALOX8_MOUSE, LX12B_MOUSE, LOXE3_MOUSE	pdam_00004911-RA, pdam_00019272-RA, pdam_00020177-RA, pdam_00022924-RA, pdam_00020316-RA, pdam_00020317-RA, pdam_00007047-RA, pdam_00015359-RA, pdam_00022344-RA, pdam_00015355-RA, pdam_00015357-RA, pdam_00025473-RA, pdam_00002418-RA, pdam_00002417-RA, pdam_00009725-RA, pdam_00009723-RA, pdam_00009722-RA, pdam_00009724-RA, pdam_00015486-RA, pdam_00015366-RA, pdam_00009972-RA, pdam_00022268-RA, pdam_00019691-RA
OG0000089	TNR27_MOUSE, TNR19_MOUSE	pdam_00007673-RA, pdam_00022994-RA, pdam_00018124-RA, pdam_00018126-RA, pdam_00008198-RA, pdam_00025057-RA, pdam_00008195-RA, pdam_00006572-RA, pdam_00008197-RA, pdam_00008199-RA, pdam_00008200-RA, pdam_00023926-RA, pdam_00017131-RA, pdam_00017129-RA, pdam_00005720-RA, pdam_00018123-RA, pdam_00018125-RA, pdam_00001819-RA, pdam_00008204-RA, pdam_00008205-RA, pdam_00008207-RA, pdam_00008208-RA, pdam_00000601-RA, pdam_00008556-RA, pdam_00016325-RA, pdam_00005023-RA, pdam_00025147-RA, pdam_00016006-RA, pdam_00012142-RA
OG0000090	H2B1A_MOUSE, H2B1H_MOUSE, H2B1C_MOUSE, H2B1K_MOUSE, H2B1P_MOUSE, H2B1F_MOUSE, H2B2E_MOUSE, H2B3A_MOUSE, H2B3B_MOUSE, H2B2B_MOUSE, H2B1M_MOUSE	pdam_00020459-RA, pdam_00006498-RA, pdam_00010809-RA, pdam_00012233-RA, pdam_00022734-RA, pdam_00007060-RA, pdam_00017709-RA, pdam_00008120-RA, pdam_00017694-RA
OG0000091	RINI_MOUSE, NAL10_MOUSE, NLRP6_MOUSE, NLRP3_MOUSE, NAL12_MOUSE, NAL14_MOUSE, NAL4B_MOUSE, NAL4F_MOUSE, NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE, NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE, NALP5_MOUSE, NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE	pdam_00008583-RA
OG0000092	CGT_MOUSE, UDB17_MOUSE, UD2A1_MOUSE, UD2A2_MOUSE, UD2A3_MOUSE, UD11_MOUSE, UD12_MOUSE, UD16_MOUSE, UD17_MOUSE, UD19_MOUSE	pdam_00025316-RA, pdam_00025315-RA, pdam_00001821-RA, pdam_00001822-RA, pdam_00000661-RA, pdam_00011932-RA
OG0000094	B4GN4_MOUSE, B4GN3_MOUSE	pdam_00012167-RA, pdam_00002553-RA, pdam_00001013-RA, pdam_00011804-RA, pdam_00008598-RA, pdam_00002960-RA, pdam_00005482-RA, pdam_00020309-RA, pdam_00007683-RA, pdam_00020308-RA, pdam_00015140-RA, pdam_00000741-RA, pdam_00007136-RA, pdam_00004463-RA, pdam_00002014-RA, pdam_00005294-RA, pdam_00005295-RA, pdam_00005629-RA, pdam_00005630-RA, pdam_00000397-RA, pdam_00000398-RA, pdam_00009355-RA
OG0000095	GRIA1_MOUSE, GRIA2_MOUSE, GRIA4_MOUSE, GRIA3_MOUSE, GRIK3_MOUSE, GRIK1_MOUSE, GRIK2_MOUSE, GRIK4_MOUSE, GRIK5_MOUSE	pdam_00013279-RA, pdam_00013278-RA, pdam_00013282-RA, pdam_00013349-RA, pdam_00019548-RA, pdam_00013342-RA, pdam_00013352-RA, pdam_00013351-RA, pdam_00016542-RA, pdam_00019749-RA, pdam_00015290-RA, pdam_00021608-RA
OG0000098	GOGA2_MOUSE	pdam_00007600-RA
OG0000099	ST1C1_MOUSE, ST1C2_MOUSE, ST1B1_MOUSE, ST1A1_MOUSE, ST1D1_MOUSE, ST1E1_MOUSE	pdam_00014438-RA, pdam_00005821-RA, pdam_00005817-RA, pdam_00014404-RA, pdam_00014403-RA, pdam_00018202-RA, pdam_00014798-RA, pdam_00001412-RA, pdam_00001414-RA, pdam_00014794-RA, pdam_00018208-RA, pdam_00014795-RA, pdam_00014797-RA, pdam_00011048-RA, pdam_00018207-RA
OG0000102	H2A2C_MOUSE, H2A2A_MOUSE, H2A3_MOUSE, H2A1H_MOUSE, H2A1B_MOUSE, H2A1C_MOUSE, H2A1D_MOUSE, H2A1E_MOUSE, H2A1G_MOUSE, H2A1I_MOUSE, H2A1N_MOUSE, H2A1O_MOUSE, H2A1P_MOUSE, H2A1F_MOUSE, H2A1K_MOUSE, H2AJ_MOUSE, H2A2B_MOUSE	pdam_00023463-RA, pdam_00011940-RA, pdam_00022736-RA, pdam_00022735-RA, pdam_00007059-RA, pdam_00002503-RA
OG0000103	CUBN_MOUSE	pdam_00017915-RA, pdam_00014418-RA, pdam_00014421-RA, pdam_00014422-RA, pdam_00014419-RA, pdam_00020348-RA, pdam_00020349-RA, pdam_00023076-RA, pdam_00002562-RA, pdam_00005928-RA, pdam_00023318-RA, pdam_00014685-RA, pdam_00016495-RA, pdam_00014763-RA, pdam_00022628-RA, pdam_00008979-RA, pdam_00006333-RA, pdam_00008603-RA, pdam_00002454-RA, pdam_00003593-RA, pdam_00023800-RA, pdam_00020179-RA, pdam_00006014-RA, pdam_00020709-RA, pdam_00006924-RA, pdam_00020514-RA, pdam_00020509-RA, pdam_00020515-RA, pdam_00024763-RA, pdam_00006012-RA, pdam_00023801-RA, pdam_00007098-RA, pdam_00008980-RA, pdam_00008978-RA, pdam_00020882-RA
OG0000104	KCNA7_MOUSE, KCNA3_MOUSE, KCNA2_MOUSE, KCNA1_MOUSE, KCNA6_MOUSE, KCNA5_MOUSE, KCNA4_MOUSE	pdam_00011753-RA, pdam_00008584-RA, pdam_00002516-RA, pdam_00006391-RA, pdam_00012069-RA, pdam_00013826-RA, pdam_00003364-RA, pdam_00013076-RA, pdam_00019465-RA, pdam_00017428-RA, pdam_00019311-RA, pdam_00019312-RA, pdam_00019310-RA
OG0000105	TR10B_MOUSE	pdam_00016220-RA, pdam_00022721-RA, pdam_00015297-RA, pdam_00009161-RA, pdam_00018565-RA, pdam_00022720-RA, pdam_00018563-RA, pdam_00018564-RA, pdam_00015299-RA, pdam_00017626-RA, pdam_00017628-RA, pdam_00012220-RA, pdam_00022726-RA, pdam_00015298-RA, pdam_00009162-RA, pdam_00015300-RA, pdam_00013521-RA, pdam_00013529-RA, pdam_00013524-RA, pdam_00013528-RA, pdam_00013526-RA, pdam_00013527-RA, pdam_00013522-RA, pdam_00013523-RA, pdam_00013531-RA, pdam_00013532-RA, pdam_00013530-RA
OG0000109	GATA_MOUSE	pdam_00021471-RA, pdam_00025312-RA, pdam_00021472-RA, pdam_00023470-RA, pdam_00023472-RA, pdam_00023437-RA, pdam_00023471-RA, pdam_00021470-RA, pdam_00006735-RA, pdam_00013711-RA, pdam_00013706-RA, pdam_00004304-RA, pdam_00013710-RA, pdam_00008614-RA, pdam_00013719-RA, pdam_00013718-RA, pdam_00013721-RA, pdam_00013722-RA, pdam_00013720-RA, pdam_00011433-RA, pdam_00013646-RA, pdam_00013645-RA, pdam_00013644-RA, pdam_00013647-RA, pdam_00020767-RA, pdam_00025701-RA
OG0000110	PAR14_MOUSE	pdam_00011095-RA, pdam_00002467-RA, pdam_00011104-RA, pdam_00002644-RA, pdam_00001725-RA, pdam_00001724-RA, pdam_00011103-RA, pdam_00011102-RA, pdam_00011089-RA, pdam_00011105-RA, pdam_00011096-RA, pdam_00002633-RA, pdam_00002647-RA, pdam_00001755-RA, pdam_00008680-RA, pdam_00023994-RA, pdam_00013704-RA, pdam_00002642-RA, pdam_00000779-RA, pdam_00010340-RA, pdam_00013624-RA, pdam_00017610-RA, pdam_00010341-RA, pdam_00002581-RA, pdam_00002641-RA, pdam_00002639-RA, pdam_00002631-RA, pdam_00002643-RA, pdam_00002638-RA, pdam_00002637-RA, pdam_00002632-RA, pdam_00002640-RA, pdam_00002646-RA
OG0000113	MYH6_MOUSE, MYH7_MOUSE, MYH3_MOUSE, MYH8_MOUSE, MYH2_MOUSE, MYH4_MOUSE, MYH1_MOUSE, MYH7B_MOUSE	pdam_00004233-RA
