Orthogroup	Pdam	Nvec
OG0008619	pdam_00010921-RA	NV2t006881001.1, NV2t006881002.1, NV2t006881003.1
OG0008620	pdam_00008746-RA, pdam_00008745-RA	NV2t006884003.1, NV2t006884004.1
OG0008622	pdam_00017214-RA, pdam_00023879-RA	NV2t007003001.1, NV2t025537001.1
OG0008623	pdam_00013854-RA, pdam_00013855-RA	NV2t007101001.1, NV2t007101002.1
OG0008624	pdam_00018265-RA, pdam_00023889-RA, pdam_00023888-RA	NV2t007139001.1
OG0008625	pdam_00004084-RA	NV2t007177001.1, NV2t007178001.1, NV2t007179001.1
OG0008626	pdam_00016307-RA, pdam_00016311-RA, pdam_00022338-RA	NV2t007228001.1
OG0008628	pdam_00009017-RA, pdam_00023859-RA	NV2t007237001.1, NV2t007237002.1
OG0008629	pdam_00020272-RA, pdam_00020270-RA, pdam_00020271-RA	NV2t007305001.1
OG0008632	pdam_00005663-RA	NV2t007473001.1, NV2t007473002.1, NV2t007479001.1
OG0008633	pdam_00009333-RA	NV2t007515003.1, NV2t007515001.1, NV2t007515002.1
OG0008635	pdam_00012057-RA	NV2t007644001.1, NV2t007644003.1, NV2t007644002.1
OG0008636	pdam_00020972-RA	NV2t007727001.1, NV2t007727003.1, NV2t007727002.1
OG0008638	pdam_00003035-RA	NV2t007779001.1, NV2t007779003.1, NV2t007779002.1
OG0008639	pdam_00019373-RA	NV2t007786002.1, NV2t007786001.1, NV2t007786003.1
OG0008640	pdam_00003672-RA, pdam_00022561-RA	NV2t007805001.1, NV2t004474001.1
OG0008641	pdam_00005404-RA	NV2t007827001.1, NV2t007827002.1, NV2t007827003.1
OG0008642	pdam_00010910-RA, pdam_00012842-RA	NV2t007838001.1, NV2t007838002.1
OG0008645	pdam_00017455-RA, pdam_00001980-RA	NV2t008018001.1, NV2t008018002.1
OG0008646	pdam_00013853-RA	NV2t008033001.1
OG0008646	pdam_00013852-RA	NV2t008032001.1
OG0008647	pdam_00003602-RA, pdam_00003606-RA, pdam_00003601-RA	NV2t008035001.1
OG0008650	pdam_00019282-RA	NV2t002488001.1, NV2t002488002.1, NV2t002488003.1
OG0008654	pdam_00014653-RA	NV2t021581001.1, NV2t002680001.1, NV2t023482001.1
OG0008656	pdam_00001636-RA, pdam_00014507-RA, pdam_00014506-RA	NV2t002740001.1
OG0008658	pdam_00005028-RA	NV2t002785001.1, NV2t002785002.1, NV2t002785003.1
OG0008660	pdam_00012558-RA	NV2t002912003.1, NV2t002912004.1, NV2t002912006.1
OG0008661	pdam_00016350-RA	NV2t003667001.1, NV2t002922001.1, NV2t002922002.1
OG0008662	pdam_00021956-RA, pdam_00023937-RA, pdam_00021955-RA	NV2t002939001.1
OG0008663	pdam_00006053-RA, pdam_00014476-RA, pdam_00020543-RA	NV2t003029001.1
OG0008665	pdam_00006080-RA	NV2t003250003.1, NV2t003250002.1, NV2t003250001.1
OG0008667	pdam_00000401-RA	NV2t003280001.1, NV2t003280002.1, NV2t016389001.1
OG0008669	pdam_00001709-RA	NV2t003371002.1, NV2t003371003.1, NV2t003371001.1
OG0008671	pdam_00001447-RA	NV2t003573001.1, NV2t020431001.1, NV2t020431002.1
OG0008672	pdam_00006711-RA, pdam_00012853-RA, pdam_00012854-RA	NV2t003604001.1
OG0008673	pdam_00019765-RA	NV2t003797004.1, NV2t003797005.1, NV2t003797006.1
OG0008674	pdam_00008695-RA, pdam_00015955-RA, pdam_00008991-RA	NV2t003890001.1
OG0008675	pdam_00011369-RA, pdam_00003801-RA, pdam_00026067-RA	NV2t003915001.1
OG0008678	pdam_00010322-RA, pdam_00022116-RA, pdam_00006380-RA	NV2t004093001.1
OG0008679	pdam_00002554-RA, pdam_00009611-RA	NV2t004107001.1, NV2t004107002.1
OG0008680	pdam_00002392-RA	NV2t004169003.1, NV2t004169001.1, NV2t004169002.1
OG0008682	pdam_00020930-RA, pdam_00020928-RA	NV2t004209001.1, NV2t004209002.1
OG0008683	pdam_00003632-RA	NV2t004229001.1, NV2t004229002.1, NV2t004229003.1
OG0008684	pdam_00008685-RA	NV2t004263001.1, NV2t004263002.1, NV2t004263003.1
OG0008686	pdam_00002414-RA	NV2t004306003.1, NV2t004306001.1, NV2t004306002.1
OG0008687	pdam_00017009-RA	NV2t004310001.1, NV2t004310002.1, NV2t004310003.1
OG0008688	pdam_00016710-RA	NV2t004371001.1, NV2t004371002.1, NV2t004371003.1
OG0008690	pdam_00020056-RA	NV2t004528003.1, NV2t004528001.1, NV2t004528002.1
OG0008691	pdam_00015811-RA	NV2t004658001.1, NV2t004658002.1, NV2t004658003.1
OG0008692	pdam_00024034-RA, pdam_00001468-RA, pdam_00023641-RA	NV2t004694001.1
OG0008695	pdam_00007727-RA	NV2t004918001.1, NV2t004927001.1, NV2t004927002.1
OG0008696	pdam_00016817-RA, pdam_00004707-RA	NV2t004921001.1, NV2t004929001.1
OG0008697	pdam_00011851-RA	NV2t004979001.1, NV2t004979002.1, NV2t004979003.1
OG0008698	pdam_00022779-RA	NV2t004990002.1, NV2t004990001.1, NV2t004990003.1
OG0008699	pdam_00010310-RA	NV2t005021001.1, NV2t005021002.1, NV2t005021003.1
OG0008701	pdam_00002569-RA	NV2t005173001.1
OG0008701	pdam_00014229-RA	NV2t005412001.1
OG0008702	pdam_00009117-RA, pdam_00004811-RA, pdam_00004810-RA	NV2t005299001.1
OG0008704	pdam_00014780-RA	NV2t005371001.1, NV2t005371002.1, NV2t005371003.1
OG0008707	pdam_00014937-RA	NV2t021337001.1, NV2t021337003.1, NV2t021337002.1
OG0008708	pdam_00009080-RA, pdam_00022622-RA, pdam_00002419-RA	NV2t021340001.1
OG0008711	pdam_00008004-RA	NV2t021630001.1, NV2t021631001.1, NV2t021635001.1
OG0008712	pdam_00001018-RA	NV2t021644003.1, NV2t021644001.1, NV2t021644002.1
OG0008714	pdam_00003990-RA, pdam_00003511-RA, pdam_00002938-RA	NV2t021764001.1
OG0008718	pdam_00000421-RA, pdam_00009717-RA	NV2t022099003.1, NV2t022957001.1
OG0008719	pdam_00001020-RA	NV2t022289001.1, NV2t022107001.1, NV2t022666001.1
OG0008720	pdam_00023837-RA	NV2t018662001.1, NV2t022189001.1, NV2t022190001.1
OG0008722	pdam_00003496-RA, pdam_00018769-RA, pdam_00013474-RA	NV2t022350001.1
OG0008723	pdam_00000974-RA, pdam_00014472-RA, pdam_00008643-RA	NV2t022362001.1
OG0008725	pdam_00001318-RA	NV2t022693001.1, NV2t022693002.1, NV2t022693003.1
OG0008726	pdam_00001245-RA	NV2t022695001.1, NV2t022695003.1, NV2t022695002.1
OG0008728	pdam_00008654-RA	NV2t010897001.1
OG0008728	pdam_00013043-RA	NV2t022721001.1
OG0008732	pdam_00014071-RA	NV2t022852001.1, NV2t022852002.1, NV2t022852003.1
OG0008739	pdam_00011419-RA, pdam_00000072-RA, pdam_00004730-RA	NV2t023189001.1
OG0008744	pdam_00020753-RA	NV2t023407003.1, NV2t023407001.1, NV2t023407002.1
OG0008745	pdam_00017496-RA, pdam_00015945-RA, pdam_00018588-RA	NV2t023473001.1
OG0008747	pdam_00000808-RA	NV2t023533001.1, NV2t023533003.1, NV2t023533002.1
OG0008750	pdam_00011389-RA	NV2t023741001.1, NV2t023741002.1, NV2t023741003.1
OG0008752	pdam_00000822-RA	NV2t023997001.1, NV2t023997002.1, NV2t023997003.1
OG0008754	pdam_00016740-RA	NV2t024117001.1, NV2t024117002.1, NV2t024117003.1
OG0008755	pdam_00010446-RA	NV2t024120001.1, NV2t024121001.1, NV2t024121002.1
OG0008758	pdam_00010381-RA	NV2t024220003.1, NV2t024220002.1, NV2t024220001.1
OG0008759	pdam_00009029-RA, pdam_00007312-RA, pdam_00018107-RA	NV2t024237001.1
OG0008761	pdam_00024590-RA	NV2t024532001.1, NV2t024532002.1, NV2t024532003.1
OG0008765	pdam_00005844-RA	NV2t024850002.1, NV2t024850001.1, NV2t024850003.1
OG0008766	pdam_00015725-RA, pdam_00015724-RA	NV2t024857001.1, NV2t024857002.1
OG0008767	pdam_00010689-RA	NV2t024968001.1
OG0008767	pdam_00010688-RA	NV2t025591001.1
OG0008768	pdam_00010692-RA	NV2t025007001.1, NV2t025007002.1, NV2t025007003.1
OG0008769	pdam_00018373-RA, pdam_00023538-RA, pdam_00023533-RA	NV2t025102001.1
OG0008770	pdam_00021218-RA	NV2t025162002.1, NV2t025162001.1, NV2t025162003.1
OG0008772	pdam_00013248-RA, pdam_00013249-RA	NV2t025339001.1, NV2t025340001.1
OG0008773	pdam_00016191-RA	NV2t025447002.1, NV2t025447001.1, NV2t025447003.1
OG0008775	pdam_00003342-RA	NV2t025720001.1, NV2t025720002.1, NV2t025720003.1
OG0008777	pdam_00021050-RA, pdam_00003633-RA, pdam_00004710-RA	NV2t013182001.1
OG0008778	pdam_00009997-RA	NV2t013296001.1, NV2t013296002.1, NV2t013296003.1
OG0008779	pdam_00000440-RA, pdam_00011350-RA, pdam_00009675-RA	NV2t013304001.1
OG0008781	pdam_00015164-RA, pdam_00015162-RA	NV2t013498001.1, NV2t013498002.1
OG0008782	pdam_00010429-RA	NV2t013557001.1, NV2t013557002.1, NV2t013557003.1
OG0008783	pdam_00004051-RA	NV2t013605001.1, NV2t014198001.1, NV2t014198002.1
OG0008785	pdam_00025441-RA, pdam_00024377-RA	NV2t013758001.1, NV2t018066001.1
OG0008786	pdam_00003099-RA	NV2t013770003.1, NV2t013770001.1, NV2t013770002.1
OG0008788	pdam_00006364-RA, pdam_00018267-RA	NV2t013999001.1, NV2t014000001.1
OG0008790	pdam_00001781-RA, pdam_00001778-RA, pdam_00001786-RA	NV2t014111001.1
OG0008792	pdam_00008288-RA, pdam_00008311-RA	NV2t014189002.1, NV2t014189001.1
OG0008793	pdam_00019042-RA	NV2t014194001.1, NV2t014195001.1, NV2t025996001.1
OG0008794	pdam_00007386-RA	NV2t014929001.1
OG0008794	pdam_00007387-RA	NV2t014342001.1
OG0008795	pdam_00021779-RA	NV2t014549001.1, NV2t014549002.1, NV2t014549003.1
OG0008797	pdam_00005231-RA	NV2t014595002.1, NV2t014595001.1, NV2t014595003.1
OG0008798	pdam_00006952-RA	NV2t014628001.1, NV2t014628003.1, NV2t014628002.1
OG0008800	pdam_00004072-RA	NV2t014941001.1, NV2t014941002.1, NV2t014941003.1
OG0008801	pdam_00004075-RA	NV2t014943002.1, NV2t014943001.1, NV2t014943003.1
OG0008802	pdam_00014773-RA	NV2t015033001.1, NV2t015033003.1, NV2t015033002.1
OG0008804	pdam_00000733-RA	NV2t015047001.1, NV2t015046001.1, NV2t015057001.1
OG0008806	pdam_00020551-RA	NV2t015186001.1, NV2t015330001.1, NV2t015191001.1
OG0008807	pdam_00014945-RA, pdam_00004472-RA, pdam_00014362-RA	NV2t015219001.1
OG0008808	pdam_00009005-RA, pdam_00025347-RA, pdam_00011221-RA	NV2t015291001.1
OG0008810	pdam_00024305-RA	NV2t015361001.1, NV2t015361002.1, NV2t015361003.1
OG0008812	pdam_00021590-RA	NV2t015672002.1, NV2t015672001.1, NV2t015672003.1
OG0008813	pdam_00008121-RA, pdam_00017337-RA, pdam_00017336-RA	NV2t015847001.1
OG0008815	pdam_00000359-RA	NV2t016031001.1, NV2t016031002.1, NV2t016033001.1
OG0008816	pdam_00018569-RA	NV2t016169002.1, NV2t016169001.1, NV2t016169003.1
OG0008818	pdam_00008135-RA, pdam_00008136-RA	NV2t016202001.1, NV2t016202002.1
OG0008821	pdam_00022586-RA, pdam_00008890-RA, pdam_00008889-RA	NV2t016462001.1
OG0008822	pdam_00014978-RA, pdam_00000328-RA, pdam_00000329-RA	NV2t016472001.1
OG0008824	pdam_00001477-RA	NV2t016671001.1, NV2t016669001.1, NV2t017101001.1
OG0008825	pdam_00008886-RA, pdam_00008887-RA, pdam_00016738-RA	NV2t016809001.1
OG0008826	pdam_00011349-RA, pdam_00021282-RA, pdam_00011348-RA	NV2t016868001.1
OG0008827	pdam_00013987-RA	NV2t017008001.1, NV2t017008002.1, NV2t017008003.1
OG0008828	pdam_00010239-RA	NV2t017037002.1, NV2t017037003.1, NV2t017037001.1
OG0008829	pdam_00000080-RA	NV2t017332002.1, NV2t017332001.1, NV2t017332003.1
OG0008830	pdam_00009378-RA	NV2t017340003.1, NV2t017340001.1, NV2t017340002.1
OG0008832	pdam_00015045-RA	NV2t017507001.1, NV2t017507004.1, NV2t017507002.1
OG0008833	pdam_00013788-RA	NV2t017572003.1, NV2t017572002.1, NV2t017572001.1
OG0008834	pdam_00011213-RA	NV2t017588003.1, NV2t017588001.1, NV2t017588002.1
OG0008835	pdam_00016146-RA	NV2t017607001.1, NV2t017607002.1, NV2t017607003.1
OG0008836	pdam_00003400-RA	NV2t017678001.1, NV2t017678002.1, NV2t017678003.1
OG0008838	pdam_00004985-RA	NV2t017720001.1, NV2t017720002.1, NV2t017720003.1
OG0008840	pdam_00002997-RA	NV2t017938001.1, NV2t017938002.1, NV2t017938003.1
OG0008841	pdam_00014966-RA, pdam_00014965-RA	NV2t018034001.1, NV2t018035001.1
OG0008843	pdam_00007998-RA	NV2t018699002.1, NV2t018699001.1, NV2t018702001.1
OG0008844	pdam_00019041-RA	NV2t018751001.1, NV2t018751002.1, NV2t018751003.1
OG0008845	pdam_00020373-RA, pdam_00019562-RA	NV2t018772001.1, NV2t018772002.1
OG0008849	pdam_00015034-RA	NV2t018919001.1, NV2t018919002.1, NV2t018919003.1
OG0008850	pdam_00013795-RA	NV2t019010001.1, NV2t019010002.1, NV2t019010003.1
OG0008851	pdam_00019540-RA	NV2t019018001.1, NV2t019018002.1, NV2t019018003.1
OG0008852	pdam_00004519-RA	NV2t019100002.1, NV2t019100001.1, NV2t019100003.1
OG0008853	pdam_00007535-RA, pdam_00010394-RA, pdam_00017051-RA	NV2t019171001.1
OG0008855	pdam_00014429-RA	NV2t019208001.1, NV2t019208003.1, NV2t019208002.1
OG0008857	pdam_00023116-RA, pdam_00006539-RA, pdam_00016488-RA	NV2t019366001.1
OG0008859	pdam_00017686-RA	NV2t019475003.1, NV2t019475001.1, NV2t019475002.1
OG0008862	pdam_00002346-RA, pdam_00002351-RA	NV2t019794001.1, NV2t019794002.1
OG0008863	pdam_00006243-RA	NV2t019797001.1, NV2t000711001.1, NV2t000714001.1
OG0008864	pdam_00001472-RA	NV2t020010001.1
OG0008864	pdam_00022266-RA	NV2t019902001.1
OG0008866	pdam_00007622-RA, pdam_00007623-RA	NV2t019976001.1, NV2t019977001.1
OG0008868	pdam_00017029-RA, pdam_00011844-RA	NV2t020037001.1, NV2t020037002.1
OG0008869	pdam_00022577-RA, pdam_00022575-RA, pdam_00022576-RA	NV2t020043001.1
OG0008871	pdam_00016683-RA	NV2t020208003.1, NV2t020208001.1, NV2t020208002.1
OG0008873	pdam_00012478-RA, pdam_00015230-RA	NV2t020352001.1, NV2t020352002.1
OG0008874	pdam_00015423-RA	NV2t020576001.1, NV2t020576003.1, NV2t020576002.1
OG0008875	pdam_00007765-RA, pdam_00002915-RA, pdam_00002916-RA	NV2t020598001.1
OG0008877	pdam_00015969-RA	NV2t020747001.1, NV2t020747002.1, NV2t020747003.1
OG0008878	pdam_00018371-RA	NV2t020876001.1, NV2t020876002.1, NV2t020876003.1
OG0008879	pdam_00007793-RA, pdam_00007792-RA	NV2t021065001.1, NV2t021082001.1
OG0008880	pdam_00015860-RA	NV2t000025002.1, NV2t000025001.1, NV2t000025003.1
OG0008881	pdam_00019644-RA	NV2t000041003.1, NV2t000041002.1, NV2t000041001.1
OG0008882	pdam_00002291-RA, pdam_00002293-RA, pdam_00015832-RA	NV2t000119001.1
OG0008883	pdam_00004966-RA, pdam_00004959-RA	NV2t000138001.1, NV2t000138002.1
OG0008884	pdam_00009273-RA	NV2t000194001.1, NV2t000194002.1, NV2t000194003.1
OG0008885	pdam_00017186-RA	NV2t000340002.1, NV2t000340001.1, NV2t000340003.1
OG0008886	pdam_00020070-RA	NV2t000394002.1, NV2t000394001.1, NV2t000394003.1
OG0008887	pdam_00020064-RA	NV2t000488001.1, NV2t000488002.1, NV2t000488003.1
OG0008888	pdam_00013519-RA, pdam_00002272-RA, pdam_00006870-RA	NV2t000550001.1
OG0008889	pdam_00010267-RA, pdam_00020589-RA, pdam_00010265-RA	NV2t000587001.1
OG0008890	pdam_00017704-RA	NV2t000672001.1, NV2t000672003.1, NV2t000672002.1
OG0008891	pdam_00009278-RA, pdam_00012962-RA, pdam_00012961-RA	NV2t000708002.1
OG0008894	pdam_00013161-RA, pdam_00013160-RA, pdam_00013159-RA	NV2t000917001.1
OG0008895	pdam_00004935-RA	NV2t001966001.1, NV2t000953001.1, NV2t001382001.1
OG0008896	pdam_00022515-RA, pdam_00008419-RA, pdam_00011134-RA	NV2t000977001.1
OG0008898	pdam_00021567-RA	NV2t001046002.1, NV2t001046001.1, NV2t001046003.1
OG0008899	pdam_00023070-RA	NV2t001105003.1, NV2t001105001.1, NV2t001105002.1
OG0008900	pdam_00022065-RA	NV2t001122001.1, NV2t001122002.1, NV2t001122003.1
OG0008901	pdam_00009297-RA	NV2t001236001.1, NV2t001236002.1, NV2t001236003.1
OG0008902	pdam_00008856-RA, pdam_00014474-RA, pdam_00008857-RA	NV2t001246001.1
OG0008903	pdam_00005336-RA	NV2t001365001.1, NV2t001365002.1, NV2t001365003.1
OG0008904	pdam_00017987-RA, pdam_00017988-RA	NV2t001690001.1, NV2t001690002.1
OG0008905	pdam_00018152-RA	NV2t001755002.1, NV2t001755003.1, NV2t001755001.1
OG0008907	pdam_00006039-RA	NV2t001832001.1, NV2t001832003.1, NV2t001832002.1
OG0008908	pdam_00017621-RA, pdam_00017620-RA, pdam_00013934-RA	NV2t001969001.1
OG0008910	pdam_00000241-RA, pdam_00000173-RA, pdam_00000240-RA	NV2t010641001.1
OG0008911	pdam_00019533-RA, pdam_00019534-RA	NV2t010646001.1, NV2t010646002.1
OG0008912	pdam_00009664-RA	NV2t010747001.1, NV2t010747002.1, NV2t010747003.1
OG0008913	pdam_00016902-RA	NV2t010792002.1, NV2t010792001.1, NV2t010792003.1
OG0008914	pdam_00020368-RA	NV2t010794001.1
OG0008914	pdam_00014301-RA	NV2t012471001.1
OG0008915	pdam_00012641-RA	NV2t010795001.1, NV2t010795002.1, NV2t010795003.1
OG0008916	pdam_00013196-RA, pdam_00013199-RA, pdam_00014494-RA	NV2t011077001.1
OG0008918	pdam_00008657-RA	NV2t011286003.1, NV2t011286001.1, NV2t011286002.1
OG0008919	pdam_00025286-RA, pdam_00018831-RA, pdam_00018832-RA	NV2t011321001.1
OG0008920	pdam_00007074-RA	NV2t011882001.1
OG0008920	pdam_00021613-RA	NV2t011394001.1
OG0008921	pdam_00004925-RA	NV2t011424003.1, NV2t011424001.1, NV2t011424002.1
OG0008922	pdam_00018888-RA, pdam_00017113-RA, pdam_00012640-RA	NV2t011434001.1
OG0008923	pdam_00004448-RA	NV2t011552003.1, NV2t011552001.1, NV2t011552002.1
OG0008924	pdam_00016816-RA	NV2t011622002.1, NV2t011622003.1, NV2t011622004.1
OG0008925	pdam_00010585-RA	NV2t011631002.1, NV2t011631001.1, NV2t011631003.1
OG0008926	pdam_00004879-RA	NV2t011634001.1, NV2t011634002.1, NV2t011634003.1
OG0008927	pdam_00020362-RA, pdam_00004835-RA, pdam_00020102-RA	NV2t011687001.1
OG0008928	pdam_00017081-RA	NV2t011876001.1
OG0008928	pdam_00017080-RA	NV2t011876002.1
OG0008929	pdam_00012602-RA, pdam_00011999-RA	NV2t011901001.1, NV2t011901002.1
OG0008930	pdam_00011610-RA, pdam_00016522-RA	NV2t011930001.1, NV2t011930002.1
OG0008931	pdam_00012994-RA	NV2t011972001.1, NV2t011972003.1, NV2t011972002.1
OG0008933	pdam_00005532-RA, pdam_00021229-RA, pdam_00010206-RA	NV2t012293001.1
OG0008934	pdam_00000711-RA	NV2t012362001.1, NV2t012362002.1, NV2t012362003.1
OG0008935	pdam_00010644-RA, pdam_00010636-RA, pdam_00010645-RA	NV2t012452001.1
OG0008936	pdam_00023380-RA, pdam_00008083-RA, pdam_00024697-RA	NV2t012528001.1
OG0008937	pdam_00012577-RA, pdam_00012576-RA	NV2t012621001.1, NV2t012623001.1
OG0008992	pdam_00012723-RA, pdam_00014637-RA	NV2t016955001.1
OG0009001	pdam_00000330-RA	NV2t015691001.1
OG0009002	pdam_00019407-RA	NV2t011257001.1
OG0009005	pdam_00004100-RA	NV2t000107001.1, NV2t000107002.1
OG0009007	pdam_00008920-RA	NV2t016402001.1
OG0009009	pdam_00020538-RA	NV2t017322001.1
OG0009013	pdam_00000305-RA	NV2t016937001.1
OG0009024	pdam_00016407-RA	NV2t006648001.1
OG0009028	pdam_00002121-RA	NV2t018155001.1
OG0009029	pdam_00012551-RA	NV2t003659001.1
OG0009034	pdam_00022286-RA	NV2t025270001.1
OG0009037	pdam_00002824-RA	NV2t020844001.1
OG0009039	pdam_00014904-RA	NV2t005888001.1
OG0009041	pdam_00018199-RA	NV2t004105001.1
OG0009044	pdam_00010168-RA	NV2t008932001.1
OG0009046	pdam_00014436-RA	NV2t018904001.1
OG0009064	pdam_00008130-RA	NV2t016994001.1
OG0009066	pdam_00004566-RA	NV2t008465001.1
OG0009072	pdam_00018618-RA	NV2t012760001.1
OG0009089	pdam_00006795-RA	NV2t021982001.1
OG0009114	pdam_00005526-RA	NV2t003118001.1
OG0009120	pdam_00008008-RA	NV2t022577001.1
OG0009124	pdam_00009346-RA	NV2t008011001.1
OG0009126	pdam_00002247-RA	NV2t001444001.1
OG0009141	pdam_00012886-RA	NV2t017635001.1
OG0009142	pdam_00014244-RA	NV2t020547001.1
OG0009145	pdam_00025236-RA	NV2t001143001.1
OG0009156	pdam_00004779-RA	NV2t005086002.1
OG0009164	pdam_00009081-RA	NV2t017900001.1
OG0009167	pdam_00001502-RA	NV2t011613001.1
OG0009174	pdam_00015240-RA	NV2t001883001.1
OG0009178	pdam_00015810-RA	NV2t004659001.1
OG0009180	pdam_00019037-RA	NV2t017978001.1
OG0009187	pdam_00014326-RA	NV2t002783001.1
OG0009191	pdam_00016609-RA	NV2t012899001.1
OG0009194	pdam_00002400-RA	NV2t004627001.1
OG0009209	pdam_00012058-RA	NV2t019174001.1
OG0009213	pdam_00012670-RA	NV2t010857001.1
OG0009217	pdam_00018644-RA	NV2t022292001.1
OG0009218	pdam_00018224-RA	NV2t004121001.1
OG0009219	pdam_00013596-RA	NV2t011218001.1
OG0009220	pdam_00008168-RA	NV2t012861001.1
OG0009224	pdam_00022866-RA	NV2t012969001.1
OG0009230	pdam_00009295-RA	NV2t001233001.1
OG0009239	pdam_00011457-RA	NV2t008827001.1
OG0009241	pdam_00022546-RA	NV2t002114001.1
OG0009251	pdam_00010035-RA	NV2t020088001.1
OG0009253	pdam_00009615-RA	NV2t016285001.1
OG0009259	pdam_00013209-RA	NV2t012448002.1
OG0009276	pdam_00011793-RA	NV2t006122001.1
OG0009279	pdam_00004171-RA	NV2t010368001.1
OG0009282	pdam_00009275-RA	NV2t000693001.1
OG0009292	pdam_00009383-RA	NV2t008052001.1
OG0009296	pdam_00000963-RA	NV2t022648001.1
OG0009303	pdam_00020742-RA	NV2t001938001.1
OG0009304	pdam_00007814-RA	NV2t025212001.1
OG0009321	pdam_00010405-RA	NV2t024257001.1
OG0009323	pdam_00002238-RA	NV2t000251001.1
OG0009333	pdam_00005351-RA	NV2t002263001.1
OG0009339	pdam_00015209-RA	NV2t020115001.1
OG0009355	pdam_00010227-RA	NV2t016743001.1
OG0009361	pdam_00003008-RA	NV2t007412001.1
OG0009366	pdam_00023012-RA	NV2t006365001.1
OG0009374	pdam_00005719-RA	NV2t007601001.1
OG0009405	pdam_00004563-RA	NV2t008900001.1
OG0009409	pdam_00024233-RA	NV2t012480001.1
OG0009412	pdam_00023189-RA	NV2t013105001.1
OG0009413	pdam_00003832-RA	NV2t020040001.1
OG0009417	pdam_00003407-RA	NV2t025710001.1
OG0009432	pdam_00017047-RA	NV2t024164001.1
OG0009444	pdam_00012835-RA	NV2t003081001.1
OG0009458	pdam_00009949-RA	NV2t010562001.1
OG0009484	pdam_00021542-RA	NV2t002899001.1
OG0009485	pdam_00012242-RA	NV2t000430001.1
OG0009488	pdam_00015409-RA	NV2t005479001.1
OG0009489	pdam_00012732-RA	NV2t015843001.1
OG0009496	pdam_00004762-RA	NV2t023845001.1
OG0009542	pdam_00020094-RA	NV2t001693001.1
OG0009547	pdam_00020623-RA	NV2t022636001.1
OG0009566	pdam_00002304-RA	NV2t000080001.1
OG0009588	pdam_00012093-RA	NV2t016649001.1
OG0009601	pdam_00004964-RA	NV2t001649001.1
OG0009609	pdam_00003553-RA	NV2t018894001.1
OG0009613	pdam_00004285-RA	NV2t002784001.1
OG0009627	pdam_00004582-RA	NV2t008346001.1
OG0009628	pdam_00005066-RA	NV2t003400001.1
OG0009631	pdam_00001416-RA	NV2t001452001.1
OG0009648	pdam_00002863-RA	NV2t021048001.1
OG0009675	pdam_00018697-RA	NV2t002534004.1
OG0009677	pdam_00022853-RA	NV2t001926001.1
OG0009679	pdam_00004679-RA	NV2t004504001.1
OG0009684	pdam_00012207-RA	NV2t002194001.1
OG0009690	pdam_00005191-RA	NV2t014993001.1
OG0009701	pdam_00010422-RA	NV2t013222001.1
OG0009703	pdam_00003306-RA	NV2t000991001.1
OG0009706	pdam_00005865-RA	NV2t025262001.1
OG0009711	pdam_00003700-RA	NV2t016319001.1, NV2t025946001.1
OG0009712	pdam_00003701-RA	NV2t016318001.1, NV2t025947001.1
OG0009715	pdam_00010763-RA	NV2t008258001.1, NV2t008258002.1
OG0009718	pdam_00011155-RA	NV2t008337001.1, NV2t008912001.1
OG0009719	pdam_00018916-RA, pdam_00008621-RA	NV2t008341001.1
OG0009720	pdam_00018722-RA	NV2t008344002.1, NV2t008344001.1
OG0009721	pdam_00008040-RA	NV2t008347001.1, NV2t008347002.1
OG0009725	pdam_00010767-RA, pdam_00010766-RA	NV2t008415001.1
OG0009727	pdam_00002053-RA	NV2t008429001.1, NV2t008428001.1
OG0009730	pdam_00004596-RA	NV2t008453001.1, NV2t008453002.1
OG0009733	pdam_00010144-RA	NV2t008563002.1, NV2t008563001.1
OG0009734	pdam_00007319-RA	NV2t008577001.1, NV2t008577002.1
OG0009735	pdam_00007322-RA	NV2t008581002.1, NV2t008581001.1
OG0009736	pdam_00010771-RA, pdam_00010770-RA	NV2t008631001.1
OG0009739	pdam_00004610-RA, pdam_00004613-RA	NV2t008735001.1
OG0009740	pdam_00001607-RA, pdam_00012420-RA	NV2t008747001.1
OG0009744	pdam_00010172-RA	NV2t008803003.1, NV2t008803002.1
OG0009747	pdam_00011452-RA, pdam_00020216-RA	NV2t008893001.1
OG0009748	pdam_00021371-RA	NV2t008911001.1, NV2t008911002.1
OG0009750	pdam_00003994-RA	NV2t008934001.1, NV2t008934002.1
OG0009752	pdam_00001995-RA	NV2t009017001.1, NV2t009017002.1
OG0009758	pdam_00008976-RA	NV2t009123001.1, NV2t009123002.1
OG0009760	pdam_00013329-RA, pdam_00018926-RA	NV2t009136001.1
OG0009765	pdam_00021447-RA, pdam_00008217-RA	NV2t009296001.1
OG0009766	pdam_00013311-RA	NV2t009383001.1, NV2t009383002.1
OG0009770	pdam_00006446-RA, pdam_00006447-RA	NV2t009596001.1
OG0009774	pdam_00002781-RA	NV2t009856001.1, NV2t009856002.1
OG0009775	pdam_00002701-RA	NV2t009860002.1, NV2t009860001.1
OG0009776	pdam_00003089-RA, pdam_00003088-RA	NV2t009878001.1
OG0009778	pdam_00007396-RA	NV2t009917001.1, NV2t009917002.1
OG0009779	pdam_00007395-RA	NV2t009918001.1, NV2t009918003.1
OG0009780	pdam_00001987-RA, pdam_00006683-RA	NV2t009970001.1
