Orthogroup	Nvec	Hsap
OG0005134	NV2t018942001.1	NOP14_HUMAN
OG0005167	NV2t021243001.1	BRCC3_HUMAN
OG0005184	NV2t021601001.1	T2FB_HUMAN
OG0005189	NV2t021619001.1, NV2t021619002.1	ZDH23_HUMAN
OG0005207	NV2t015541001.1, NV2t015541002.1	SDCB1_HUMAN
OG0005298	NV2t000350001.1, NV2t024270001.1, NV2t024270002.1	NDUB7_HUMAN
OG0005315	NV2t023905001.1, NV2t023910001.1, NV2t023905002.1	RT29_HUMAN
OG0005417	NV2t022773001.1, NV2t022772001.1	DYH2_HUMAN
OG0005433	NV2t025523001.1	EFMT4_HUMAN
OG0005451	NV2t011306001.1	FBXL7_HUMAN
OG0005467	NV2t014440001.1	S7A14_HUMAN
OG0005485	NV2t024568001.1	MICA1_HUMAN
OG0005501	NV2t014904001.1	PGBM_HUMAN
OG0005518	NV2t019875001.1	CHSTE_HUMAN
OG0005550	NV2t006399001.1	PDD2L_HUMAN
OG0005567	NV2t006563001.1	VTI1A_HUMAN
OG0005583	NV2t018444001.1	DRG2_HUMAN
OG0005601	NV2t009712001.1, NV2t009712002.1	WDR87_HUMAN
OG0005635	NV2t001789001.1	OSBL9_HUMAN
OG0005669	NV2t023646001.1	SPN1_HUMAN
OG0005142	NV2t019199001.1, NV2t019199002.1	COX17_HUMAN
OG0005160	NV2t010569001.1, NV2t010569002.1	NMDZ1_HUMAN
OG0005177	NV2t021456001.1, NV2t021456002.1	NUD18_HUMAN
OG0005182	NV2t021892001.1, NV2t021892002.1	FBX3_HUMAN
OG0005201	NV2t015959001.1, NV2t015959002.1	BUP1_HUMAN
OG0005218	NV2t016791001.1, NV2t016791002.1	EXO5_HUMAN
OG0005236	NV2t001740001.1	ACY2_HUMAN, ACY3_HUMAN
OG0005260	NV2t014415001.1	FES_HUMAN, FER_HUMAN
OG0005293	NV2t022643002.1, NV2t022643001.1, NV2t022643003.1, NV2t022643004.1	MIY4B_HUMAN
OG0005327	NV2t016733003.1, NV2t016733001.1, NV2t016733002.1	TM214_HUMAN
OG0005436	NV2t024797001.1	BIP_HUMAN
OG0005452	NV2t009622001.1	PPP6_HUMAN
OG0005470	NV2t016111001.1, NV2t016111002.1	ANR66_HUMAN
OG0005488	NV2t014759001.1	SAMD7_HUMAN
OG0005504	NV2t010846001.1	PDE11_HUMAN
OG0005520	NV2t000528001.1	HDAC3_HUMAN
OG0005536	NV2t005061001.1	CDK10_HUMAN
OG0005553	NV2t012925001.1	PDIA4_HUMAN
OG0005571	NV2t017557006.1	XPP1_HUMAN
OG0005589	NV2t001453001.1	SUCB2_HUMAN
OG0005607	NV2t010658001.1	DAZP2_HUMAN
OG0005625	NV2t015779001.1	RNH1_HUMAN
OG0005643	NV2t002678001.1	OFD1_HUMAN
OG0005660	NV2t012894001.1	IMB1_HUMAN
OG0005692	NV2t002128001.1	SPN90_HUMAN
OG0005037	NV2t009134001.1	MMS22_HUMAN
OG0005069	NV2t007510001.1	ECHM_HUMAN
OG0005087	NV2t007021001.1, NV2t007021002.1	LYRM1_HUMAN
OG0005103	NV2t001997001.1, NV2t001997002.1	ODPB_HUMAN
OG0005120	NV2t018398001.1	PSTK_HUMAN
OG0005153	NV2t009697001.1, NV2t009697004.1	EXT2_HUMAN
OG0005159	NV2t009780001.1, NV2t009780002.1	ADK_HUMAN
OG0005176	NV2t022752003.1, NV2t022752004.1	GRTP1_HUMAN
OG0005196	NV2t015870001.1	PXDNL_HUMAN, PXDN_HUMAN
OG0005214	NV2t015962001.1	RAN_HUMAN
OG0005302	NV2t014421001.1	OSB10_HUMAN, OSB11_HUMAN
OG0005336	NV2t001140001.1	ZY11B_HUMAN, ZY11A_HUMAN
OG0005423	NV2t012190001.1	CDK5_HUMAN
OG0005441	NV2t025134001.1	KLH20_HUMAN
OG0005458	NV2t013524001.1	ISK6_HUMAN
OG0005475	NV2t000411001.1	AK1A1_HUMAN
OG0005492	NV2t015083001.1	PLK1_HUMAN
OG0005509	NV2t021014001.1	KCNKC_HUMAN, KCNKD_HUMAN
OG0005525	NV2t018440001.1	SIR3_HUMAN
OG0005541	NV2t017023001.1	ODPX_HUMAN
OG0005558	NV2t004202001.1	TAF4_HUMAN, TAF4B_HUMAN
OG0005575	NV2t012430001.1	CPSM_HUMAN
OG0005592	NV2t007819001.1	RMD1_HUMAN
OG0005610	NV2t011607001.1	RCBT2_HUMAN
OG0005645	NV2t004548001.1	USB1_HUMAN
OG0005661	NV2t012888001.1	EFHB_HUMAN
OG0005678	NV2t006780001.1	HEMK2_HUMAN
OG0005694	NV2t000163001.1	SAMC_HUMAN
OG0005135	NV2t010356001.1	NPS3A_HUMAN, NPS3B_HUMAN
OG0005152	NV2t010437001.1, NV2t010437002.1	SC31A_HUMAN
OG0005169	NV2t021532001.1, NV2t021532002.1	THAP4_HUMAN
OG0005188	NV2t021614001.1, NV2t021614002.1	MRE11_HUMAN
OG0005222	NV2t015995001.1, NV2t015995002.1	SRSF1_HUMAN
OG0005228	NV2t015792001.1, NV2t015792002.1	RUSF1_HUMAN
OG0005246	NV2t025675001.1	CHODL_HUMAN, LAYN_HUMAN
OG0005299	NV2t007570001.1	NINJ1_HUMAN, NINJ2_HUMAN
OG0005334	NV2t017468001.1, NV2t017468003.1, NV2t017468002.1	WFS1_HUMAN
OG0005437	NV2t013867001.1	CEP19_HUMAN
OG0005453	NV2t005662001.1	S17A5_HUMAN
OG0005468	NV2t014848001.1	RB27B_HUMAN
OG0005486	NV2t024905001.1	ACBD6_HUMAN
OG0005502	NV2t006047001.1	AGRIN_HUMAN
OG0005519	NV2t006452001.1	KCTD6_HUMAN
OG0005535	NV2t005302001.1	PARP9_HUMAN
OG0005552	NV2t024310001.1	PDIA3_HUMAN
OG0005568	NV2t023561001.1	F227B_HUMAN
OG0005585	NV2t006628001.1	EF1DL_HUMAN, EF1D_HUMAN
OG0005602	NV2t005360001.1	DHX33_HUMAN
OG0005654	NV2t002538001.1	PWP2_HUMAN
OG0005672	NV2t023517001.1	GCP4_HUMAN
OG0005688	NV2t000240001.1	CEBPG_HUMAN
OG0005704	NV2t004335001.1	UBA3_HUMAN
OG0005722	NV2t006475001.1	GCP5_HUMAN
OG0005738	NV2t003073001.1	PPME1_HUMAN
OG0005757	NV2t001179001.1	MED20_HUMAN
OG0005774	NV2t002556001.1	VATL_HUMAN
OG0005186	NV2t022750001.1, NV2t022750002.1	RYK_HUMAN
OG0005203	NV2t016053001.1	ID2B_HUMAN, ID2_HUMAN
OG0005219	NV2t016891001.1, NV2t016891002.1	PTH2_HUMAN
OG0005289	NV2t012892001.1	THRSP_HUMAN, M1IP1_HUMAN
OG0005305	NV2t022430001.1	PAOX_HUMAN, SMOX_HUMAN
OG0005310	NV2t018781002.1, NV2t018781001.1, NV2t018781003.1	RHG19_HUMAN
OG0005326	NV2t016428001.1	TM14C_HUMAN, TM14B_HUMAN, TM14D_HUMAN
OG0005424	NV2t009785002.1	CDK1_HUMAN
OG0005440	NV2t003502001.1	NEK4_HUMAN
OG0005471	NV2t000212001.1	CL056_HUMAN
OG0005487	NV2t023131001.1	KLF13_HUMAN
OG0005503	NV2t018575001.1	IMP1L_HUMAN
OG0005508	NV2t009152001.1	SAMD5_HUMAN
OG0005522	NV2t008882001.1, NV2t008882002.1	FANCG_HUMAN
OG0005537	NV2t013667001.1	ZCPW1_HUMAN
OG0005551	NV2t020345001.1	PDCD2_HUMAN
OG0005566	NV2t020285001.1	VTI1B_HUMAN
OG0005570	NV2t024023001.1	XPP2_HUMAN
OG0005587	NV2t018905001.1	S39AD_HUMAN
OG0005604	NV2t022505001.1	RCC1L_HUMAN
OG0005655	NV2t019774001.1, NV2t019774002.1	TCPR2_HUMAN
OG0005686	NV2t014754001.1	CFA74_HUMAN
OG0005702	NV2t005222001.1	FA2H_HUMAN
OG0005720	NV2t005770001.1	ERGI3_HUMAN
OG0005734	NV2t003439001.1	RIBC2_HUMAN
OG0005750	NV2t012488001.1	PTF1A_HUMAN
OG0005781	NV2t018501001.1	DUS11_HUMAN
OG0005800	NV2t003395001.1	EDAR_HUMAN
OG0005805	NV2t016297001.1	GALE_HUMAN
OG0005821	NV2t017125001.1	RS21_HUMAN
OG0005255	NV2t011602002.1, NV2t011602001.1, NV2t011602003.1	DTD1_HUMAN
OG0005292	NV2t000264001.1	MIC19_HUMAN, MIC25_HUMAN
OG0005421	NV2t017801001.1	AMPL_HUMAN
OG0005434	NV2t014230001.1	ECEL1_HUMAN
OG0005449	NV2t007120001.1	H32_HUMAN
OG0005449	NV2t004452001.1	H32_HUMAN
OG0005465	NV2t003720001.1	TSSK4_HUMAN
OG0005469	NV2t018553001.1	FBX22_HUMAN
OG0005484	NV2t013825001.1	PTEN_HUMAN
OG0005500	NV2t022834001.1	WIPF3_HUMAN
OG0005516	NV2t018473001.1, NV2t018473002.1	SPA24_HUMAN
OG0005530	NV2t022911001.1	ARI1_HUMAN
OG0005545	NV2t023086001.1	IDHP_HUMAN
OG0005561	NV2t017116001.1	SNP29_HUMAN
OG0005577	NV2t002298001.1, NV2t002298002.1	MSRB3_HUMAN
OG0005593	NV2t015946001.1	TRAD1_HUMAN
OG0005609	NV2t011451001.1	BECN2_HUMAN
OG0005626	NV2t016351001.1	ELOC_HUMAN
OG0005659	NV2t010895001.1	ERLEC_HUMAN
OG0005674	NV2t002075001.1	CZIB_HUMAN
OG0005690	NV2t013469001.1	CTU2_HUMAN
OG0005705	NV2t004313001.1	SIAE_HUMAN
OG0005708	NV2t020116001.1	TTC27_HUMAN
OG0005724	NV2t006777001.1	TCPA_HUMAN
OG0005740	NV2t003774001.1	NDUA2_HUMAN
OG0005772	NV2t003621001.1	NDUA5_HUMAN
OG0005790	NV2t003351001.1	RAD52_HUMAN
OG0005824	NV2t016910001.1	IN80B_HUMAN
OG0005840	NV2t005277001.1	CENPT_HUMAN
OG0005855	NV2t009014002.1	PRP17_HUMAN
OG0005312	NV2t023836001.1	RN126_HUMAN, RN115_HUMAN
OG0005330	NV2t010781001.1	TMUB1_HUMAN, TMUB2_HUMAN
OG0005415	NV2t000360001.1	PTPRG_HUMAN
OG0005430	NV2t012225001.1	WNT1_HUMAN
OG0005435	NV2t018578001.1	HSPA9_HUMAN
OG0005450	NV2t008386001.1	HELLS_HUMAN
OG0005466	NV2t011315001.1	GLTL5_HUMAN
OG0005483	NV2t012261001.1	MYLK4_HUMAN
OG0005499	NV2t025615001.1	ABCA2_HUMAN
OG0005517	NV2t006588001.1	DYRK4_HUMAN
OG0005532	NV2t003490001.1	EFC10_HUMAN
OG0005548	NV2t002519001.1	RBX1_HUMAN
OG0005564	NV2t006092001.1	MAP11_HUMAN
OG0005580	NV2t015511001.1	ACSA_HUMAN
OG0005597	NV2t016586001.1	PPR42_HUMAN
OG0005613	NV2t002077001.1	RD3_HUMAN
OG0005662	NV2t012440001.1	DRC5_HUMAN
OG0005677	NV2t006249001.1	MSH6_HUMAN
OG0005693	NV2t000746001.1	ATPG_HUMAN
OG0005707	NV2t004332001.1	ANM5_HUMAN
OG0005723	NV2t006394001.1	ECHD3_HUMAN
OG0005739	NV2t003277001.1	NUMA1_HUMAN
OG0005755	NV2t001758001.1	S25A3_HUMAN
OG0005770	NV2t000081001.1	METL4_HUMAN
OG0005787	NV2t018499001.1	CC142_HUMAN
OG0005791	NV2t002460001.1	INT13_HUMAN
OG0005807	NV2t015442001.1	MED31_HUMAN
OG0005822	NV2t015926001.1	ELP3_HUMAN
OG0005838	NV2t005264001.1	OPLA_HUMAN
OG0005854	NV2t001991002.1	NU155_HUMAN
OG0005874	NV2t005263001.1	RUSD2_HUMAN
OG0005891	NV2t004576001.1	AKTIP_HUMAN
OG0005265	NV2t023348001.1	GOLM1_HUMAN, GOLM2_HUMAN
OG0005313	NV2t018036001.1	RN122_HUMAN, RNF24_HUMAN
OG0005411	NV2t012173001.1	FCER2_HUMAN
OG0005427	NV2t021183001.1	ARX_HUMAN
OG0005443	NV2t001738001.1	KLH12_HUMAN
OG0005459	NV2t025999001.1	FOXB1_HUMAN
OG0005476	NV2t008816001.1, NV2t008816002.1	IKBP1_HUMAN
OG0005491	NV2t010986001.1	RL27_HUMAN
OG0005507	NV2t016112001.1	MIB1_HUMAN
OG0005524	NV2t012721001.1	RB11B_HUMAN
OG0005540	NV2t004137001.1	CHM1A_HUMAN
OG0005556	NV2t009884001.1	SUMF2_HUMAN
OG0005572	NV2t013861001.1, NV2t013861002.1	AP2M1_HUMAN
OG0005588	NV2t025472001.1	S39A7_HUMAN
OG0005605	NV2t004723001.1	SHRPN_HUMAN
OG0005638	NV2t014425001.1	UBIA1_HUMAN
OG0005653	NV2t003208001.1	TRM7_HUMAN
OG0005668	NV2t023751001.1	GALT_HUMAN
OG0005684	NV2t015128001.1	NSUN6_HUMAN
OG0005699	NV2t004854001.1	FITM2_HUMAN
OG0005716	NV2t006540001.1	COASY_HUMAN
OG0005731	NV2t016503001.1	TIM10_HUMAN
OG0005747	NV2t000818001.1	PXK_HUMAN
OG0005797	NV2t003629001.1	CD033_HUMAN
OG0005814	NV2t015806001.1	NSMA3_HUMAN
OG0005830	NV2t003886001.1	ZNT9_HUMAN
OG0005846	NV2t000875001.1	GCDH_HUMAN
OG0005861	NV2t008307001.1	MBTP2_HUMAN
OG0005879	NV2t015945001.1	DDX52_HUMAN
OG0005895	NV2t004846001.1	KTNB1_HUMAN
OG0005912	NV2t001683001.1	IF4E3_HUMAN
OG0005928	NV2t003666001.1	RPA49_HUMAN
OG0005943	NV2t005353001.1	COTL1_HUMAN
OG0005506	NV2t017695001.1	ANR55_HUMAN
OG0005523	NV2t003546001.1	THEM6_HUMAN
OG0005539	NV2t008436001.1, NV2t008436002.1	PAAF1_HUMAN
OG0005554	NV2t019732001.1	TIM9_HUMAN
OG0005569	NV2t006937001.1, NV2t006937002.1	F227A_HUMAN
OG0005584	NV2t017186001.1	DRG1_HUMAN
OG0005600	NV2t009045001.1	NR2E3_HUMAN
OG0005636	NV2t016398001.1	PSB2_HUMAN
OG0005651	NV2t020494001.1	COG2_HUMAN
OG0005667	NV2t003990001.1	ZFAN1_HUMAN
OG0005682	NV2t014185001.1	CHRD_HUMAN
OG0005698	NV2t004174001.1	TIM21_HUMAN
OG0005714	NV2t006451001.1	ITFG2_HUMAN
OG0005729	NV2t016817001.1	LACTB_HUMAN
OG0005761	NV2t005669001.1	NDUV1_HUMAN
OG0005794	NV2t003548001.1	U3IP2_HUMAN
OG0005825	NV2t016912001.1	CBPD_HUMAN
OG0005842	NV2t000633001.1	EMC1_HUMAN
OG0005858	NV2t008596001.1	DJC28_HUMAN
OG0005873	NV2t024182001.1	IPO11_HUMAN
OG0005877	NV2t004736001.1	NSUN2_HUMAN
OG0005893	NV2t004847001.1	PEBB_HUMAN
OG0005911	NV2t001685001.1	AATF_HUMAN
OG0005927	NV2t002653001.1	SPAT4_HUMAN
OG0006005	NV2t006168001.1	SNR40_HUMAN
OG0006021	NV2t012340001.1	GMPPA_HUMAN
OG0006036	NV2t014937001.1	RHG39_HUMAN
OG0006050	NV2t002540001.1	TRAP1_HUMAN
OG0005412	NV2t005536001.1	DLL3_HUMAN
OG0005428	NV2t007777001.1	RDH14_HUMAN
OG0005445	NV2t000175001.1	IPP_HUMAN
OG0005461	NV2t015947001.1	NKRF_HUMAN
OG0005479	NV2t011806001.1	PPR27_HUMAN
OG0005495	NV2t017006001.1	DDX55_HUMAN
OG0005513	NV2t021979001.1	MORN4_HUMAN
OG0005529	NV2t017499001.1	SFXN2_HUMAN
OG0005546	NV2t017944001.1	PHRF1_HUMAN
OG0005563	NV2t013677001.1	LSG1_HUMAN
OG0005581	NV2t002840001.1	TIM8A_HUMAN
OG0005586	NV2t011157001.1	EF1B_HUMAN
OG0005603	NV2t025433001.1	DCTN3_HUMAN
OG0005656	NV2t019470001.1	GEMI6_HUMAN
OG0005671	NV2t023515001.1	HNRPK_HUMAN
OG0005687	NV2t002193001.1	MCM10_HUMAN
OG0005703	NV2t005106001.1	XYLB_HUMAN
OG0005721	NV2t006381001.1	SF3B6_HUMAN
OG0005737	NV2t003276001.1	LTOR1_HUMAN
OG0005773	NV2t003622001.1	SYIC_HUMAN
OG0005778	NV2t017916001.1	ERGI1_HUMAN
OG0005796	NV2t003721001.1	CC169_HUMAN
OG0005813	NV2t001168001.1	TTC41_HUMAN
OG0005831	NV2t004859001.1, NV2t004859002.1	GRRE1_HUMAN
OG0005847	NV2t001414001.1	MTREX_HUMAN
OG0005864	NV2t008289001.1	LYRM2_HUMAN
OG0005882	NV2t004575001.1	ARPC4_HUMAN
OG0005899	NV2t009355001.1	RL24_HUMAN
OG0005917	NV2t020162001.1	FANCM_HUMAN
OG0005950	NV2t004680001.1	GBRL2_HUMAN
OG0005966	NV2t014546002.1	ALG3_HUMAN
OG0005983	NV2t002424001.1	RM22_HUMAN
OG0005999	NV2t005979001.1	ZN474_HUMAN
OG0006020	NV2t012468001.1	NC2B_HUMAN
OG0005478	NV2t013393001.1	S2542_HUMAN
OG0005494	NV2t019898001.1	DDX47_HUMAN
OG0005510	NV2t002385001.1	DNJB9_HUMAN
OG0005526	NV2t003203001.1	CDKL2_HUMAN
OG0005559	NV2t004103001.1	SL9A8_HUMAN
OG0005576	NV2t017246001.1	PYR1_HUMAN
OG0005594	NV2t020054001.1	XAF1_HUMAN
OG0005598	NV2t018020001.1	LRIQ1_HUMAN
OG0005615	NV2t016708001.1	IF172_HUMAN
OG0005648	NV2t002079001.1	CCDC9_HUMAN
OG0005680	NV2t013102001.1	MTOR_HUMAN
OG0005712	NV2t006449001.1	FBXW2_HUMAN
OG0005744	NV2t002197001.1	BAP1_HUMAN
OG0005779	NV2t017707001.1	CFA43_HUMAN
OG0005798	NV2t003036001.1	CCD22_HUMAN
OG0005815	NV2t015408001.1	MIOX_HUMAN
OG0005832	NV2t004441001.1	FANCA_HUMAN
OG0005865	NV2t008290001.1, NV2t008290002.1	CF118_HUMAN
OG0005883	NV2t004894001.1	C1GLT_HUMAN
OG0005900	NV2t008667001.1	APEX1_HUMAN
OG0005918	NV2t020827001.1	SPRTN_HUMAN
OG0005934	NV2t000009001.1	UTP23_HUMAN
OG0005951	NV2t004685001.1	SYK_HUMAN
OG0005967	NV2t014019003.1	AL4A1_HUMAN
OG0005986	NV2t003164001.1	TRABD_HUMAN
OG0006002	NV2t005947001.1	RS8_HUMAN
OG0006018	NV2t012858001.1	BTBD7_HUMAN
OG0006038	NV2t015320001.1	PSMD2_HUMAN
OG0006053	NV2t003305001.1	HIRP3_HUMAN
OG0006078	NV2t003247001.1	PUR4_HUMAN
OG0005596	NV2t018304001.1	RPB2_HUMAN
OG0005612	NV2t021534001.1	XRCC1_HUMAN
OG0005650	NV2t020389001.1	MD2BP_HUMAN
OG0005666	NV2t016737001.1	NEIL1_HUMAN
OG0005681	NV2t013258001.1	PXL2B_HUMAN
OG0005715	NV2t006541001.1	MINY4_HUMAN
OG0005732	NV2t016178001.1	SFSWA_HUMAN
OG0005748	NV2t002091001.1	NSF_HUMAN
OG0005765	NV2t012326001.1	CNDG2_HUMAN
OG0005783	NV2t019265001.1	S68A1_HUMAN
OG0005802	NV2t002806001.1	NUDC2_HUMAN
OG0005818	NV2t017059001.1	RFA1_HUMAN
OG0005835	NV2t004895001.1	PABP2_HUMAN
OG0005851	NV2t001915001.1	PUM3_HUMAN
OG0005868	NV2t008385001.1	TM242_HUMAN
OG0005887	NV2t005453001.1	CMIP_HUMAN
OG0005892	NV2t004845001.1	CH082_HUMAN
OG0005910	NV2t001748001.1	LKHA4_HUMAN
OG0005925	NV2t003363001.1	CH048_HUMAN
OG0005941	NV2t004228001.1	TPX2_HUMAN
OG0005958	NV2t003050002.1	TM216_HUMAN
OG0005976	NV2t013485001.1	PDE9A_HUMAN
OG0005980	NV2t003725001.1	LRC59_HUMAN
OG0005996	NV2t006531001.1	EXT1_HUMAN
OG0006012	NV2t005935001.1	RPC10_HUMAN
OG0006030	NV2t012701001.1	DNJC7_HUMAN
OG0006047	NV2t024211001.1	LRRK1_HUMAN
OG0006059	NV2t012710001.1	AP4M1_HUMAN
OG0006071	NV2t012122001.1	PHB1_HUMAN
OG0006089	NV2t000898001.1	MIIP_HUMAN
OG0006105	NV2t024027001.1	ARMC6_HUMAN
OG0006122	NV2t005431001.1	PIGM_HUMAN
OG0006127	NV2t004566001.1	PDCD6_HUMAN
OG0005489	NV2t023613001.1	NEC1_HUMAN
OG0005505	NV2t020555001.1	IF4A3_HUMAN
OG0005521	NV2t003243001.1	CCNI2_HUMAN, CCNI_HUMAN
OG0005538	NV2t008932001.1	FAAH2_HUMAN
OG0005555	NV2t003244001.1	T10B_HUMAN
OG0005573	NV2t008373001.1	ASCC3_HUMAN
OG0005590	NV2t022502001.1	SUCB1_HUMAN
OG0005606	NV2t020572001.1	PHS_HUMAN
OG0005657	NV2t020007001.1	P2R3C_HUMAN
OG0005673	NV2t023782001.1	CLPX_HUMAN
OG0005689	NV2t013470001.1	FUCT1_HUMAN
OG0005706	NV2t004312001.1	DRC4_HUMAN
OG0005725	NV2t006545001.1	EFHC1_HUMAN
OG0005741	NV2t002838001.1	STA10_HUMAN
OG0005758	NV2t000326001.1	STIMA_HUMAN
OG0005775	NV2t003486001.1	ATG7_HUMAN
OG0005793	NV2t003644001.1	HDA10_HUMAN
OG0005799	NV2t003046001.1	PUR6_HUMAN
OG0005816	NV2t015801001.1	TNG2_HUMAN
OG0005833	NV2t005402001.1	F210B_HUMAN
OG0005866	NV2t008538001.1	RPGR_HUMAN
OG0005903	NV2t008988001.1	TNAP3_HUMAN
OG0005921	NV2t020798001.1	ADCK1_HUMAN
OG0005937	NV2t000012001.1	GRAP1_HUMAN
OG0005974	NV2t008900001.1	MDN1_HUMAN
OG0006008	NV2t006593001.1	DLG5_HUMAN
OG0006024	NV2t012869001.1	OGG1_HUMAN
OG0006040	NV2t013725001.1	IVD_HUMAN
OG0006068	NV2t011386001.1	TMX1_HUMAN
OG0006084	NV2t002579001.1	S2543_HUMAN
OG0006100	NV2t023110001.1	AGM1_HUMAN
OG0006117	NV2t003018001.1	RSAD2_HUMAN
OG0006134	NV2t004561001.1	SSNA1_HUMAN
OG0005560	NV2t010980001.1	SNP23_HUMAN
OG0005578	NV2t012524002.1	MSRB2_HUMAN
OG0005595	NV2t014607001.1	RPC2_HUMAN
OG0005611	NV2t011050001.1	HINT3_HUMAN
OG0005646	NV2t006695001.1	DJC27_HUMAN
OG0005663	NV2t012441001.1	MFHA1_HUMAN
OG0005695	NV2t011550001.1	BAZ2B_HUMAN
OG0005713	NV2t006450001.1	ELP6_HUMAN
OG0005730	NV2t016501001.1	RWDD4_HUMAN
OG0005746	NV2t002226002.1	APEX2_HUMAN
OG0005782	NV2t018500001.1	ROMO1_HUMAN
OG0005801	NV2t003902001.1	WBP4_HUMAN
OG0005817	NV2t016088001.1	RABE1_HUMAN
OG0005834	NV2t004761001.1	SEH1_HUMAN
OG0005850	NV2t001880001.1	FXL12_HUMAN
OG0005867	NV2t008539002.1	OTC_HUMAN
OG0005885	NV2t004987001.1	VIR_HUMAN
OG0005902	NV2t008987001.1	CRYL1_HUMAN
OG0005923	NV2t003224001.1	APC15_HUMAN
OG0005940	NV2t003973001.1	TMM64_HUMAN
OG0005957	NV2t003912001.1	RUVB1_HUMAN
OG0005973	NV2t015136001.1	MIC10_HUMAN
OG0005991	NV2t021652001.1	CFA91_HUMAN
OG0006007	NV2t005831001.1	ADCY3_HUMAN
OG0006025	NV2t010744001.1	FAAA_HUMAN
OG0006041	NV2t013089001.1	UBXN8_HUMAN
OG0006057	NV2t011181001.1	PAK4_HUMAN
OG0006069	NV2t011606001.1	CASD1_HUMAN
OG0006087	NV2t014455001.1	EXOC8_HUMAN
OG0006104	NV2t023728001.1	HVCN1_HUMAN
OG0006121	NV2t005434001.1	ANO10_HUMAN
OG0006138	NV2t025422001.1	HENMT_HUMAN
OG0005665	NV2t011685001.1	CCNY_HUMAN
OG0005683	NV2t015258001.1	ANR49_HUMAN
OG0005700	NV2t005109001.1	NELFD_HUMAN
OG0005735	NV2t003568001.1	BRCA2_HUMAN
OG0005753	NV2t011153001.1	TSN_HUMAN
OG0005769	NV2t002257001.1	TAL2_HUMAN
OG0005786	NV2t017965001.1	EXOS1_HUMAN
OG0005804	NV2t016835001.1	MYG1_HUMAN
OG0005836	NV2t005399001.1	TPC2L_HUMAN
OG0005852	NV2t000023001.1	PSMG3_HUMAN
OG0005856	NV2t008666001.1	HTSF1_HUMAN
OG0005872	NV2t023137001.1	FA81A_HUMAN
OG0005890	NV2t005059001.1	CY1_HUMAN
OG0005905	NV2t002217001.1	SYQ_HUMAN
OG0005909	NV2t000555001.1	MCM2_HUMAN
OG0005924	NV2t002686001.1	UBP38_HUMAN
OG0005939	NV2t003972001.1	METL9_HUMAN
OG0005989	NV2t003263001.1	SCOC_HUMAN
OG0006004	NV2t006671001.1	MRT4_HUMAN
OG0006019	NV2t012290001.1	LPPRC_HUMAN
OG0006035	NV2t013726001.1	BICC1_HUMAN
OG0006048	NV2t011748001.1	UB2G2_HUMAN
OG0006060	NV2t012292001.1	S35F5_HUMAN
OG0006072	NV2t011453001.1, NV2t011453002.1	COA1_HUMAN
OG0006088	NV2t014157001.1	UBE4B_HUMAN
OG0006103	NV2t024025001.1	PAR16_HUMAN
OG0006118	NV2t013546001.1	NOP2_HUMAN
OG0006135	NV2t004852001.1	TIP_HUMAN
OG0006152	NV2t024393001.1	TF2B_HUMAN
OG0006167	NV2t005543001.1	GBF1_HUMAN
OG0006184	NV2t016680001.1	PESC_HUMAN
OG0005685	NV2t014739001.1	SRPRB_HUMAN
OG0005701	NV2t005284001.1	TMPPE_HUMAN
OG0005719	NV2t006057001.1	STML1_HUMAN
OG0005736	NV2t003570001.1	ALG11_HUMAN
OG0005752	NV2t011103001.1	CLXN_HUMAN
OG0005768	NV2t001340001.1	BRX1_HUMAN
OG0005785	NV2t017790001.1	FANCI_HUMAN
OG0005803	NV2t015775001.1	RA54B_HUMAN
OG0005820	NV2t015860001.1	RTEL1_HUMAN
OG0005837	NV2t004328001.1	GTSF1_HUMAN
OG0005853	NV2t000895001.1	HMHA1_HUMAN
OG0005870	NV2t022853001.1	HAUS1_HUMAN
OG0005889	NV2t005058001.1	GPAA1_HUMAN
OG0005906	NV2t002218001.1	SMIP1_HUMAN
OG0005922	NV2t002793001.1	RPAC2_HUMAN
OG0005938	NV2t003971001.1	SLC31_HUMAN
OG0005954	NV2t012719001.1	WAC_HUMAN
OG0005969	NV2t015144001.1	DJC11_HUMAN
OG0006006	NV2t006098001.1	PDIA6_HUMAN
OG0006023	NV2t012802002.1	PA2G4_HUMAN
OG0006028	NV2t012561001.1	LTMD1_HUMAN
OG0006044	NV2t013694001.1	FPPS_HUMAN
OG0006049	NV2t011750001.1	LSM5_HUMAN
OG0006062	NV2t011645001.1	ENPP5_HUMAN
OG0006067	NV2t011378001.1	PARN_HUMAN
OG0006082	NV2t002583001.1	UFSP2_HUMAN
OG0006086	NV2t013376001.1	NUCL_HUMAN
OG0006102	NV2t023739001.1, NV2t023739002.1	PTAR1_HUMAN
OG0006119	NV2t019784001.1	RM38_HUMAN
OG0006137	NV2t025545001.1	GPI8_HUMAN
OG0006188	NV2t016872001.1	IF2A_HUMAN
OG0006205	NV2t020697001.1	RBGPR_HUMAN
OG0005608	NV2t011429001.1	SLX9_HUMAN
OG0005641	NV2t003613001.1	FXL14_HUMAN
OG0005658	NV2t020006001.1	S35B2_HUMAN
OG0005675	NV2t002076001.1	RT21_HUMAN
OG0005691	NV2t004036001.1	DPM3_HUMAN
OG0005709	NV2t020525001.1	PSA6_HUMAN
OG0005742	NV2t003925001.1	RN121_HUMAN
