Orthogroup	Nvec	Acer
OG0009224	NV2t011876002.1, NV2t011876001.1	KAK2552504.1
OG0009225	NV2t010736001.1, NV2t010733001.1	KAK2552519.1
OG0009226	NV2t011018002.1, NV2t011018001.1	KAK2552542.1
OG0009227	NV2t016168001.1, NV2t015766001.1	KAK2552543.1
OG0009229	NV2t002599001.1, NV2t002599002.1	KAK2552570.1
OG0009230	NV2t020131001.1	KAK2552634.1, KAK2552581.1
OG0009232	NV2t003413001.1, NV2t003413002.1	KAK2552594.1
OG0009236	NV2t003581001.1	KAK2552720.1, KAK2552742.1
OG0009237	NV2t014000001.1, NV2t013999001.1	KAK2552721.1
OG0009238	NV2t019862001.1, NV2t019855001.1	KAK2552723.1
OG0009239	NV2t023604001.1, NV2t023604002.1	KAK2552766.1
OG0009241	NV2t023845001.1	KAK2552877.1
OG0009242	NV2t009918001.1, NV2t009918003.1	KAK2552921.1
OG0009243	NV2t009917002.1, NV2t009917001.1	KAK2552923.1
OG0009245	NV2t023453001.1, NV2t010367001.1	KAK2552948.1
OG0009247	NV2t004742002.1, NV2t004742003.1	KAK2553083.1
OG0009248	NV2t004090001.1	KAK2553092.1
OG0009249	NV2t004007002.1, NV2t004007001.1	KAK2553102.1
OG0009250	NV2t004209001.1, NV2t004209002.1	KAK2553148.1
OG0009251	NV2t004121001.1	KAK2553168.1
OG0009252	NV2t025231001.1	KAK2553302.1, KAK2553218.1
OG0009253	NV2t025212001.1	KAK2553229.1
OG0009254	NV2t025356002.1, NV2t025356001.1	KAK2553250.1
OG0009255	NV2t025438002.1, NV2t025438001.1	KAK2553261.1
OG0009257	NV2t003424002.1, NV2t003424001.1	KAK2553321.1
OG0009258	NV2t003311001.1	KAK2553324.1, KAK2553327.1
OG0009260	NV2t002534004.1	KAK2553339.1
OG0009261	NV2t002528001.1	KAK2563094.1, KAK2553373.1
OG0009263	NV2t004549001.1	KAK2559078.1, KAK2553469.1
OG0009264	NV2t006365001.1	KAK2553481.1
OG0009265	NV2t006177002.1, NV2t006177001.1	KAK2553491.1
OG0009269	NV2t000607001.1	KAK2553634.1, KAK2553570.1
OG0009271	NV2t015844001.1, NV2t015844002.1	KAK2553672.1
OG0009273	NV2t018101002.1, NV2t018101001.1	KAK2553713.1
OG0009275	NV2t016349002.1, NV2t016349001.1	KAK2553745.1
OG0009276	NV2t020107002.1, NV2t020107001.1	KAK2553762.1
OG0009277	NV2t008962001.1	KAK2553778.1, KAK2565010.1
OG0009278	NV2t020075002.1, NV2t020075001.1	KAK2553781.1
OG0009279	NV2t021065001.1, NV2t021082001.1	KAK2553809.1
OG0009281	NV2t015875001.1, NV2t013553001.1	KAK2553862.1
OG0009282	NV2t008172001.1	KAK2555856.1, KAK2553881.1
OG0009283	NV2t002203002.1, NV2t002203001.1	KAK2553921.1
OG0009284	NV2t001221002.1, NV2t001221001.1	KAK2553946.1
OG0009285	NV2t000566001.1	KAK2553981.1, KAK2553975.1
OG0009286	NV2t002095001.1, NV2t002095002.1	KAK2553997.1
OG0009288	NV2t015368001.1	KAK2554079.1, KAK2570384.1
OG0009289	NV2t012838001.1	KAK2557472.1, KAK2554103.1
OG0009291	NV2t020611001.1, NV2t020611002.1	KAK2554143.1
OG0009294	NV2t010737001.1, NV2t010734001.1	KAK2554304.1
OG0009295	NV2t006998001.1, NV2t006998002.1	KAK2554308.1
OG0009296	NV2t011538001.1, NV2t011538002.1	KAK2554317.1
OG0009297	NV2t005479001.1	KAK2554350.1
OG0009298	NV2t004072001.1	KAK2554365.1, KAK2556880.1
OG0009299	NV2t004937001.1	KAK2554386.1, KAK2554443.1
OG0009300	NV2t005275001.1	KAK2554419.1, KAK2554414.1
OG0009301	NV2t005183001.1	KAK2554464.1, KAK2554447.1
OG0009302	NV2t004066001.1, NV2t004066002.1	KAK2554452.1
OG0009304	NV2t004659001.1	KAK2554472.1
OG0009305	NV2t024139001.1, NV2t024139002.1	KAK2554552.1
OG0009306	NV2t024137001.1	KAK2554555.1, KAK2554554.1
OG0009308	NV2t000430001.1	KAK2554604.1
OG0009310	NV2t001262001.1	KAK2554626.1, KAK2554628.1
OG0009313	NV2t004921001.1, NV2t004929001.1	KAK2554695.1
OG0009314	NV2t017523001.1, NV2t017520001.1	KAK2554699.1
OG0009315	NV2t002754001.1	KAK2563606.1, KAK2554759.1
OG0009316	NV2t005001001.1, NV2t005001002.1	KAK2554763.1
OG0009319	NV2t004742001.1, NV2t004742005.1	KAK2554796.1
OG0009321	NV2t009467001.1	KAK2554849.1, KAK2564096.1
OG0009322	NV2t000740001.1, NV2t002043001.1	KAK2554916.1
OG0009323	NV2t020058001.1	KAK2555013.1, KAK2569786.1
OG0009325	NV2t001926001.1	KAK2555088.1
OG0009326	NV2t000251001.1	KAK2555095.1
OG0009328	NV2t001384002.1, NV2t001384001.1	KAK2555153.1
OG0009329	NV2t002647001.1, NV2t019328001.1	KAK2555278.1
OG0009330	NV2t024261001.1, NV2t024261002.1	KAK2555303.1
OG0009331	NV2t024246002.1, NV2t024246001.1	KAK2555313.1
OG0009332	NV2t023184001.1, NV2t022835001.1	KAK2555336.1
OG0009334	NV2t008169001.1	KAK2555391.1, KAK2555769.1
OG0009335	NV2t009636001.1	KAK2555392.1, KAK2570223.1
OG0009337	NV2t024389002.1, NV2t024389001.1	KAK2555430.1
OG0009339	NV2t025723003.1, NV2t025723002.1	KAK2555551.1
OG0009340	NV2t002072001.1	KAK2555687.1, KAK2555628.1
OG0009342	NV2t001784002.1, NV2t001784001.1	KAK2555659.1
OG0009344	NV2t012480001.1	KAK2555835.1
OG0009345	NV2t012448002.1	KAK2555848.1
OG0009346	NV2t008098001.1	KAK2562764.1, KAK2555900.1
OG0009347	NV2t010478001.1	KAK2555928.1, KAK2564486.1
OG0009349	NV2t003632001.1	KAK2555998.1, KAK2556055.1
OG0009350	NV2t003527001.1, NV2t003527002.1	KAK2556009.1
OG0009351	NV2t023896001.1, NV2t023896002.1	KAK2556032.1
OG0009352	NV2t003400001.1	KAK2556053.1
OG0009353	NV2t003600001.1	KAK2556057.1, KAK2563073.1
OG0009354	NV2t003388002.1, NV2t003388001.1	KAK2556071.1
OG0009355	NV2t016585002.1, NV2t016585001.1	KAK2556141.1
OG0009359	NV2t013105001.1	KAK2556481.1
OG0009361	NV2t014215002.1, NV2t014215001.1	KAK2556517.1
OG0009362	NV2t014379001.1	KAK2563627.1, KAK2556518.1
OG0009363	NV2t010044002.1, NV2t010044001.1	KAK2556535.1
OG0009364	NV2t015093001.1	KAK2556541.1, KAK2556544.1
OG0009367	NV2t025710001.1	KAK2556607.1
OG0009369	NV2t001233001.1	KAK2556659.1
OG0009370	NV2t001035001.1, NV2t001035002.1	KAK2556692.1
OG0009374	NV2t004343001.1, NV2t004343002.1	KAK2556854.1
OG0009376	NV2t004790001.1	KAK2556863.1
OG0009377	NV2t005002001.1, NV2t005002002.1	KAK2556876.1
OG0009378	NV2t006603001.1	KAK2556956.1
OG0009380	NV2t007254001.1, NV2t007254002.1	KAK2557106.1
OG0009381	NV2t007255001.1, NV2t007255002.1	KAK2557110.1
OG0009385	NV2t007412001.1	KAK2557190.1
OG0009387	NV2t007327001.1, NV2t007313001.1	KAK2557214.1
OG0009388	NV2t008032002.1, NV2t008032003.1	KAK2557223.1
OG0009389	NV2t007524001.1, NV2t007524002.1	KAK2557231.1
OG0009390	NV2t007020002.1, NV2t007020001.1	KAK2557240.1
OG0009391	NV2t007647001.1, NV2t007647002.1	KAK2557259.1
OG0009392	NV2t014302002.1, NV2t014302003.1	KAK2557267.1
OG0009393	NV2t014207002.1, NV2t014207001.1	KAK2557308.1
OG0009394	NV2t014302001.1, NV2t014302004.1	KAK2557351.1
OG0009395	NV2t013821001.1, NV2t013823001.1	KAK2557358.1
OG0009396	NV2t010368001.1	KAK2557368.1
OG0009397	NV2t014126002.1, NV2t014126001.1	KAK2557402.1
OG0009400	NV2t013714001.1, NV2t013702001.1	KAK2557427.1
OG0009401	NV2t003004001.1, NV2t003004002.1	KAK2557624.1
OG0009402	NV2t013293002.1, NV2t013293001.1	KAK2557660.1
OG0009405	NV2t014496001.1	KAK2557742.1
OG0009407	NV2t013369002.1, NV2t013369001.1	KAK2557756.1
OG0009408	NV2t014319002.1, NV2t014319001.1	KAK2557777.1
OG0009409	NV2t006640001.1, NV2t006640002.1	KAK2557779.1
OG0009410	NV2t005818001.1, NV2t005818002.1	KAK2557858.1
OG0009411	NV2t005977001.1, NV2t005977002.1	KAK2557934.1
OG0009412	NV2t008552003.1, NV2t008552002.1	KAK2557972.1
OG0009413	NV2t008417001.1	KAK2557992.1, KAK2557997.1
OG0009414	NV2t008347001.1, NV2t008347002.1	KAK2558021.1
OG0009415	NV2t008346001.1	KAK2558029.1
OG0009416	NV2t008382002.1, NV2t008382001.1	KAK2558035.1
OG0009417	NV2t008380001.1	KAK2558103.1, KAK2558117.1
OG0009418	NV2t008258002.1, NV2t008258001.1	KAK2558142.1
OG0009419	NV2t015843001.1	KAK2558167.1
OG0009421	NV2t024163001.1	KAK2558225.1, KAK2567224.1
OG0009422	NV2t016747002.1, NV2t016747001.1	KAK2558274.1
OG0009423	NV2t017046002.1, NV2t017046001.1	KAK2558278.1
OG0009424	NV2t016848001.1, NV2t016848002.1	KAK2558296.1
OG0009425	NV2t016099002.1, NV2t016099001.1	KAK2558299.1
OG0009427	NV2t016955001.1	KAK2562938.1, KAK2558331.1
OG0009428	NV2t018645002.1, NV2t018645001.1	KAK2558392.1
OG0009429	NV2t017645001.1	KAK2558465.1
OG0009432	NV2t018585001.1, NV2t018585002.1	KAK2558540.1
OG0009433	NV2t018066001.1, NV2t013758001.1	KAK2558655.1
OG0009436	NV2t010076002.1, NV2t024983001.1	KAK2559120.1
OG0009437	NV2t019188001.1, NV2t019188002.1	KAK2559146.1
OG0009438	NV2t015630001.1	KAK2565670.1, KAK2559192.1
OG0009442	NV2t013265001.1, NV2t013268001.1	KAK2559469.1
OG0009443	NV2t013489002.1, NV2t013489001.1	KAK2559537.1
OG0009444	NV2t004300001.1, NV2t004300002.1	KAK2559573.1
OG0009445	NV2t004794001.1	KAK2559582.1, KAK2559579.1
OG0009446	NV2t005086002.1	KAK2559595.1
OG0009447	NV2t024659001.1, NV2t024659002.1	KAK2559689.1
OG0009451	NV2t006402001.1, NV2t006402002.1	KAK2559858.1
OG0009452	NV2t005899024.1	KAK2559892.1
OG0009456	NV2t006534002.1, NV2t006534001.1	KAK2560111.1
OG0009458	NV2t006122001.1	KAK2560214.1
OG0009463	NV2t010854002.1, NV2t010854001.1	KAK2560406.1
OG0009467	NV2t011628001.1	KAK2560553.1, KAK2560555.1
OG0009468	NV2t012247001.1, NV2t012247002.1	KAK2560580.1
OG0009469	NV2t012760001.1	KAK2560586.1
OG0009471	NV2t012346001.1	KAK2560613.1, KAK2560612.1
OG0009474	NV2t004432002.1, NV2t004432001.1	KAK2560794.1
OG0009475	NV2t004341001.1, NV2t004341002.1	KAK2560825.1
OG0009476	NV2t019676002.1, NV2t019676001.1	KAK2560863.1
OG0009477	NV2t020575001.1, NV2t020575002.1	KAK2560882.1
OG0009479	NV2t021034001.1, NV2t021034002.1	KAK2560931.1
OG0009482	NV2t019525002.1, NV2t019525001.1	KAK2560980.1
OG0009483	NV2t020536001.1	KAK2561038.1, KAK2561188.1
OG0009484	NV2t020393001.1	KAK2561041.1, KAK2561040.1
OG0009485	NV2t019759002.1, NV2t019759001.1	KAK2561071.1
OG0009486	NV2t016171002.1, NV2t016171001.1	KAK2561086.1
OG0009487	NV2t018772001.1, NV2t018772002.1	KAK2561099.1
OG0009489	NV2t015194001.1	KAK2561132.1, KAK2561133.1
OG0009495	NV2t011688002.1, NV2t011688001.1	KAK2561323.1
OG0009496	NV2t012217002.1, NV2t012217001.1	KAK2561357.1
OG0009497	NV2t014581001.1, NV2t014581002.1	KAK2561366.1
OG0009498	NV2t011487001.1, NV2t011487002.1	KAK2561427.1
OG0009499	NV2t011529001.1, NV2t011525001.1	KAK2561428.1
OG0009500	NV2t012817001.1	KAK2561431.1, KAK2561430.1
OG0009502	NV2t012144002.1, NV2t012144001.1	KAK2561587.1
OG0009503	NV2t012969001.1	KAK2561616.1
OG0009504	NV2t012696001.1, NV2t012696002.1	KAK2561623.1
OG0009507	NV2t020708001.1, NV2t020708002.1	KAK2561838.1
OG0009508	NV2t020040001.1	KAK2561941.1
OG0009510	NV2t012226001.1, NV2t010800001.1	KAK2562020.1
OG0009511	NV2t012481001.1, NV2t012481002.1	KAK2562099.1
OG0009512	NV2t012118002.1, NV2t012118001.1	KAK2562121.1
OG0009513	NV2t012525002.1, NV2t012525001.1	KAK2562146.1
OG0009514	NV2t010679001.1	KAK2562213.1
OG0009515	NV2t011093001.1, NV2t011093002.1	KAK2562214.1
OG0009516	NV2t016650001.1, NV2t016650002.1	KAK2562222.1
OG0009517	NV2t015882002.1, NV2t015882001.1	KAK2562227.1
OG0009518	NV2t017065002.1, NV2t017065001.1	KAK2562263.1
OG0009520	NV2t016649001.1	KAK2562338.1
OG0009521	NV2t016279001.1, NV2t016279002.1	KAK2562343.1
OG0009522	NV2t016743001.1	KAK2562389.1
OG0009524	NV2t011155001.1, NV2t011155002.1	KAK2562436.1
OG0009525	NV2t012856001.1	KAK2562595.1, KAK2562598.1
OG0009526	NV2t022271004.1	KAK2562657.1, KAK2562658.1
OG0009527	NV2t024106001.1, NV2t024106002.1	KAK2562773.1
OG0009530	NV2t024164001.1	KAK2562918.1
OG0009531	NV2t024165002.1, NV2t024165001.1	KAK2562922.1
OG0009532	NV2t023866002.1, NV2t023866001.1	KAK2562935.1
OG0009534	NV2t024185001.1	KAK2562985.1, KAK2562993.1
OG0009535	NV2t023245002.1, NV2t023245001.1	KAK2563035.1
OG0009536	NV2t005659002.1, NV2t005659001.1	KAK2563040.1
OG0009538	NV2t003102001.1, NV2t003105001.1	KAK2563079.1
OG0009539	NV2t002685002.1, NV2t002685001.1	KAK2563128.1
OG0009540	NV2t003330001.1, NV2t003330002.1	KAK2563144.1
OG0009541	NV2t002731001.1	KAK2563145.1
OG0009542	NV2t002853001.1	KAK2563179.1
OG0009543	NV2t002378001.1	KAK2563214.1, KAK2563217.1
OG0009544	NV2t003279003.1, NV2t003279002.1	KAK2563215.1
OG0009545	NV2t016264001.1	KAK2573726.1, KAK2563324.1
OG0009547	NV2t002783001.1	KAK2563376.1
OG0009548	NV2t003934001.1, NV2t003934002.1	KAK2563377.1
OG0009550	NV2t002444001.1, NV2t002444004.1	KAK2563400.1
OG0009551	NV2t003337002.1, NV2t003337001.1	KAK2563406.1
OG0009552	NV2t003338002.1, NV2t003338001.1	KAK2563409.1
OG0009554	NV2t003564001.1	KAK2563435.1, KAK2563434.1
OG0009555	NV2t003189002.1, NV2t003189001.1	KAK2563461.1
OG0009556	NV2t003261001.1, NV2t003261002.1	KAK2563466.1
OG0009557	NV2t003893001.1, NV2t003893003.1	KAK2563508.1
OG0009559	NV2t003295001.1, NV2t003295002.1	KAK2563551.1
OG0009560	NV2t002644001.1	KAK2563562.1, KAK2563563.1
OG0009561	NV2t000887001.1	KAK2563567.1, KAK2563565.1
OG0009562	NV2t003081001.1	KAK2563601.1
OG0009563	NV2t002981001.1, NV2t002981002.1	KAK2563622.1
OG0009564	NV2t010207001.1, NV2t010207002.1	KAK2563674.1
OG0009565	NV2t018234002.1, NV2t018234001.1	KAK2563687.1
OG0009566	NV2t010077001.1, NV2t010077002.1	KAK2563703.1
OG0009568	NV2t009860001.1, NV2t009860002.1	KAK2563735.1
OG0009569	NV2t010311001.1, NV2t010312001.1	KAK2563755.1
OG0009570	NV2t010562001.1	KAK2563771.1
OG0009572	NV2t013183002.1, NV2t013183001.1	KAK2563866.1
OG0009573	NV2t014909001.1, NV2t014908001.1	KAK2563869.1
OG0009574	NV2t014189001.1, NV2t014189002.1	KAK2563890.1
OG0009575	NV2t010388002.1, NV2t010388001.1	KAK2563930.1
OG0009576	NV2t001192001.1	KAK2563933.1, KAK2563936.1
OG0009578	NV2t008011001.1	KAK2564001.1
OG0009580	NV2t007441001.1, NV2t007441002.1	KAK2564139.1
OG0009581	NV2t008052001.1	KAK2564204.1
OG0009585	NV2t024257001.1	KAK2564631.1
OG0009586	NV2t023216001.1, NV2t023219001.1	KAK2564636.1
OG0009589	NV2t011772001.1, NV2t011772002.1	KAK2564739.1
OG0009590	NV2t022332001.1, NV2t022334001.1	KAK2564744.1
OG0009591	NV2t022080001.1, NV2t022080002.1	KAK2564794.1
OG0009592	NV2t012704001.1, NV2t012704002.1	KAK2564836.1
OG0009594	NV2t012572001.1, NV2t012572002.1	KAK2564847.1
OG0009595	NV2t012681002.1, NV2t012681001.1	KAK2564870.1
OG0009596	NV2t021271001.1, NV2t021271002.1	KAK2564874.1
OG0009598	NV2t012830001.1, NV2t012830002.1	KAK2564969.1
OG0009600	NV2t011570001.1, NV2t011570002.1	KAK2565008.1
OG0009601	NV2t022577001.1	KAK2565041.1
OG0009602	NV2t013786001.1, NV2t013786002.1	KAK2565074.1
OG0009603	NV2t010157002.1, NV2t010157001.1	KAK2565108.1
OG0009604	NV2t012082001.1, NV2t011804001.1	KAK2565113.1
OG0009605	NV2t009708001.1	KAK2565132.1, KAK2565133.1
OG0009606	NV2t010304001.1, NV2t021637001.1	KAK2565135.1
OG0009608	NV2t013706001.1, NV2t013700001.1	KAK2565166.1
OG0009610	NV2t014559002.1, NV2t014559001.1	KAK2565246.1
OG0009611	NV2t009999001.1, NV2t009999002.1	KAK2565325.1
OG0009612	NV2t013058001.1, NV2t013058002.1	KAK2565327.1
OG0009613	NV2t013918006.1, NV2t013918007.1	KAK2565364.1
OG0009615	NV2t014261001.1, NV2t014261002.1	KAK2565387.1
OG0009617	NV2t017892001.1, NV2t017892002.1	KAK2565405.1
OG0009618	NV2t024318001.1	KAK2565450.1, KAK2565529.1
OG0009619	NV2t001669001.1, NV2t001667001.1	KAK2565553.1
OG0009620	NV2t017407001.1, NV2t017407002.1	KAK2565637.1
OG0009621	NV2t017841001.1	KAK2565657.1, KAK2565654.1
OG0009622	NV2t018711001.1	KAK2565750.1
OG0009627	NV2t008018002.1, NV2t008018001.1	KAK2565936.1
OG0009629	NV2t024610002.1, NV2t024610001.1	KAK2565963.1
OG0009630	NV2t025262001.1	KAK2565985.1
OG0009631	NV2t025378001.1, NV2t025378002.1	KAK2566018.1
OG0009632	NV2t024851002.1, NV2t024851001.1	KAK2566023.1
OG0009633	NV2t024821002.1, NV2t024821001.1	KAK2566042.1
OG0009636	NV2t024529001.1	KAK2566068.1
OG0009637	NV2t025701002.1, NV2t025701003.1	KAK2566092.1
OG0009638	NV2t025037001.1, NV2t025037002.1	KAK2566093.1
OG0009639	NV2t020837001.1, NV2t020838001.1	KAK2566097.1
OG0009640	NV2t014611001.1, NV2t014611002.1	KAK2566162.1
OG0009641	NV2t014357001.1, NV2t014357002.1	KAK2566209.1
OG0009643	NV2t014690001.1	KAK2566230.1, KAK2566224.1
OG0009645	NV2t015152002.1, NV2t015152001.1	KAK2566271.1
OG0009649	NV2t014362001.1	KAK2566468.1
OG0009650	NV2t021419001.1	KAK2566502.1, KAK2566620.1
OG0009651	NV2t021778001.1, NV2t021778002.1	KAK2566512.1
OG0009652	NV2t022497001.1	KAK2566520.1
OG0009653	NV2t001411001.1, NV2t001860001.1	KAK2566522.1
OG0009654	NV2t022636001.1	KAK2566524.1
OG0009655	NV2t022486001.1	KAK2566526.1, KAK2566525.1
OG0009656	NV2t020074001.1, NV2t006635001.1	KAK2566528.1
OG0009657	NV2t022572002.1, NV2t022572001.1	KAK2566572.1
OG0009660	NV2t022318002.1, NV2t022318001.1	KAK2566805.1
OG0009662	NV2t024978002.1, NV2t024978001.1	KAK2566870.1
OG0009665	NV2t023386001.1, NV2t023386002.1	KAK2566928.1
OG0009667	NV2t024662002.1, NV2t024662001.1	KAK2567004.1
OG0009668	NV2t025669002.1, NV2t025669001.1	KAK2567008.1
OG0009669	NV2t025662001.1	KAK2567009.1, KAK2567010.1
OG0009672	NV2t025461001.1, NV2t025457001.1	KAK2567091.1
OG0009673	NV2t025542001.1, NV2t025542003.1	KAK2567108.1
OG0009674	NV2t023425001.1, NV2t023426001.1	KAK2567121.1
OG0009676	NV2t024896002.1, NV2t024896001.1	KAK2567230.1
OG0009677	NV2t025336001.1, NV2t025336002.1	KAK2567262.1
OG0009678	NV2t025655001.1, NV2t025656001.1	KAK2567276.1
OG0009679	NV2t021137001.1, NV2t021095001.1	KAK2567342.1
OG0009680	NV2t019534002.1, NV2t019534001.1	KAK2567374.1
OG0009681	NV2t020520002.1, NV2t020520001.1	KAK2567380.1
OG0009682	NV2t020151001.1	KAK2567394.1, KAK2567699.1
OG0009684	NV2t020351001.1, NV2t020351002.1	KAK2567510.1
OG0009685	NV2t020364001.1, NV2t020364002.1	KAK2567515.1
OG0009686	NV2t019822002.1, NV2t019822001.1	KAK2567534.1
OG0009690	NV2t008341001.1	KAK2570498.1, KAK2567597.1
OG0009691	NV2t020088001.1	KAK2567601.1
OG0009695	NV2t024234001.1, NV2t022997001.1	KAK2567886.1
OG0009697	NV2t024142001.1, NV2t024142002.1	KAK2567953.1
OG0009698	NV2t023994001.1, NV2t023994002.1	KAK2567986.1
OG0009699	NV2t003211002.1, NV2t003211001.1	KAK2568000.1
OG0009700	NV2t002671002.1, NV2t002671001.1	KAK2568020.1
OG0009701	NV2t003123001.1, NV2t002546001.1	KAK2568030.1
OG0009703	NV2t023274001.1	KAK2568107.1, KAK2568103.1
OG0009705	NV2t014915001.1	KAK2568144.1
OG0009706	NV2t010251001.1	KAK2568157.1, KAK2568158.1
OG0009707	NV2t013827001.1, NV2t013826001.1	KAK2568171.1
OG0009708	NV2t014489001.1, NV2t014488001.1	KAK2568220.1
OG0009711	NV2t018712002.1, NV2t018712001.1	KAK2568264.1
OG0009712	NV2t014958001.1, NV2t014958003.1	KAK2568325.1
OG0009713	NV2t013222001.1	KAK2568376.1
OG0009714	NV2t013087002.1, NV2t013087001.1	KAK2568377.1
OG0009715	NV2t015135002.1, NV2t015135001.1	KAK2568420.1
OG0009716	NV2t014192002.1, NV2t014192001.1	KAK2568463.1
OG0009718	NV2t020552001.1, NV2t020552003.1	KAK2568616.1
OG0009719	NV2t018358001.1, NV2t019652001.1	KAK2568636.1
OG0009720	NV2t019906002.1, NV2t019906001.1	KAK2568656.1
OG0009723	NV2t020547001.1	KAK2568717.1
OG0009725	NV2t019765001.1, NV2t019765002.1	KAK2568772.1
OG0009728	NV2t019755001.1, NV2t019755002.1	KAK2568894.1
OG0009729	NV2t011901002.1, NV2t011901001.1	KAK2568924.1
OG0009730	NV2t021048001.1	KAK2568945.1
OG0009733	NV2t006527001.1, NV2t006527002.1	KAK2569043.1
OG0009735	NV2t007959001.1	KAK2569078.1
OG0009736	NV2t017729002.1, NV2t017729001.1	KAK2569094.1
OG0009737	NV2t019051001.1, NV2t019051002.1	KAK2569113.1
OG0009740	NV2t018354002.1, NV2t018354001.1	KAK2569305.1
OG0009741	NV2t017629002.1, NV2t017629001.1	KAK2569343.1
OG0009742	NV2t019011002.1, NV2t019011001.1	KAK2569357.1
OG0009744	NV2t018561002.1, NV2t018561001.1	KAK2569377.1
OG0009745	NV2t002996001.1, NV2t017739001.1	KAK2569385.1
OG0009746	NV2t019174001.1	KAK2569424.1
OG0009747	NV2t019008001.1, NV2t019008002.1	KAK2569427.1
OG0009749	NV2t000693001.1	KAK2569519.1
OG0009753	NV2t001972004.1, NV2t001972002.1	KAK2569538.1
OG0009755	NV2t000197003.1, NV2t000197001.1	KAK2569573.1
OG0009757	NV2t019233001.1, NV2t017603001.1	KAK2569659.1
OG0009759	NV2t001938001.1	KAK2569685.1
OG0009760	NV2t000564001.1, NV2t000564002.1	KAK2569722.1
OG0009762	NV2t025340001.1, NV2t025339001.1	KAK2569752.1
OG0009763	NV2t001082001.1, NV2t001082002.1	KAK2569757.1
OG0009764	NV2t001146002.1, NV2t001146001.1	KAK2569779.1
OG0009765	NV2t000189002.1, NV2t000189001.1	KAK2569803.1
OG0009766	NV2t000351002.1, NV2t000351001.1	KAK2569834.1
OG0009767	NV2t001316002.1, NV2t001316001.1	KAK2569889.1
OG0009768	NV2t000334001.1	KAK2569900.1
OG0009769	NV2t000553001.1, NV2t000553002.1	KAK2569918.1
OG0009770	NV2t000675002.1, NV2t000675001.1	KAK2569921.1
OG0009774	NV2t000080001.1	KAK2570005.1
OG0009775	NV2t011892001.1	KAK2570375.1, KAK2570021.1
OG0009776	NV2t012623001.1, NV2t012621001.1	KAK2570057.1
OG0009777	NV2t011820001.1	KAK2570374.1, KAK2570058.1
OG0009779	NV2t011494001.1	KAK2570120.1, KAK2570441.1
OG0009780	NV2t012635001.1	KAK2570252.1, KAK2570254.1
OG0009781	NV2t012597002.1, NV2t012597001.1	KAK2570287.1
OG0009782	NV2t011613001.1	KAK2570303.1
OG0009783	NV2t011782001.1, NV2t019505001.1	KAK2570366.1
OG0009784	NV2t012861001.1	KAK2570376.1
OG0009785	NV2t012863002.1, NV2t012863001.1	KAK2570415.1
OG0009786	NV2t012742001.1, NV2t012741001.1	KAK2570423.1
OG0009787	NV2t008657002.1, NV2t008657001.1	KAK2570540.1
OG0009788	NV2t007453001.1	KAK2570773.1, KAK2570562.1
OG0009789	NV2t008577002.1, NV2t008577001.1	KAK2570571.1
OG0009790	NV2t008827001.1	KAK2570590.1
OG0009792	NV2t009383001.1, NV2t009383002.1	KAK2570612.1
OG0009793	NV2t008453001.1, NV2t008453002.1	KAK2570713.1
OG0009795	NV2t009017002.1, NV2t009017001.1	KAK2570789.1
OG0009798	NV2t008912001.1, NV2t008337001.1	KAK2570906.1
OG0009800	NV2t008934001.1, NV2t008934002.1	KAK2570935.1
OG0009802	NV2t002313001.1, NV2t002313003.1	KAK2571125.1
OG0009803	NV2t000798001.1, NV2t000798002.1	KAK2571183.1
OG0009804	NV2t001452001.1	KAK2571249.1
OG0009805	NV2t017101001.1, NV2t016671001.1	KAK2571264.1
OG0009807	NV2t000237001.1	KAK2571338.1, KAK2571344.1
OG0009808	NV2t000138001.1, NV2t000138002.1	KAK2571365.1
OG0009809	NV2t001649001.1	KAK2571372.1
OG0009810	NV2t000393001.1, NV2t000393002.1	KAK2571377.1
OG0009812	NV2t000920001.1, NV2t000920002.1	KAK2571433.1
OG0009813	NV2t001693001.1	KAK2571518.1
OG0009814	NV2t000157002.1, NV2t000157001.1	KAK2571527.1
OG0009816	NV2t000991001.1	KAK2571543.1
OG0009817	NV2t007727003.1, NV2t007727001.1	KAK2571584.1
OG0009819	NV2t019377001.1	KAK2571650.1, KAK2572088.1
OG0009820	NV2t007838002.1, NV2t007838001.1	KAK2571680.1
OG0009821	NV2t007952002.1, NV2t007952001.1	KAK2571751.1
OG0009825	NV2t024026001.1	KAK2571903.1, KAK2571902.1
OG0009827	NV2t007456001.1, NV2t007456002.1	KAK2572025.1
OG0009829	NV2t017868001.1, NV2t017868002.1	KAK2572116.1
OG0009831	NV2t018762002.1, NV2t018762001.1	KAK2572144.1
OG0009832	NV2t018894001.1	KAK2572201.1
OG0009833	NV2t017552001.1, NV2t017552002.1	KAK2572206.1
OG0009834	NV2t017844002.1, NV2t017844001.1	KAK2572215.1
OG0009835	NV2t018792001.1, NV2t018792002.1	KAK2572282.1
OG0009836	NV2t010239001.1, NV2t007748001.1	KAK2572298.1
OG0009837	NV2t018821002.1, NV2t018821001.1	KAK2572307.1
OG0009839	NV2t019173002.1, NV2t019173001.1	KAK2572371.1
OG0009841	NV2t001246001.1	KAK2572394.1, KAK2572395.1
OG0009843	NV2t017504001.1	KAK2572421.1
OG0009845	NV2t017908001.1, NV2t017908002.1	KAK2572477.1
