Orthogroup	Nvec	Pdam
OG0007195	NV2t018795001.1	pdam_00012365-RA
OG0007196	NV2t009332001.1	pdam_00002043-RA
OG0007197	NV2t011448001.1	pdam_00021211-RA
OG0007198	NV2t012579001.1	pdam_00005271-RA
OG0007199	NV2t024886001.1	pdam_00010723-RA
OG0007200	NV2t010914001.1	pdam_00020365-RA
OG0007201	NV2t024437001.1	pdam_00022816-RA
OG0007202	NV2t020593001.1	pdam_00016008-RA
OG0007203	NV2t017023001.1	pdam_00019496-RA
OG0007204	NV2t002678001.1	pdam_00006048-RA
OG0007205	NV2t010976001.1	pdam_00009834-RA
OG0007206	NV2t003370001.1	pdam_00001710-RA
OG0007207	NV2t000357001.1	pdam_00017221-RA
OG0007208	NV2t017283001.1	pdam_00025356-RA
OG0007209	NV2t012869001.1	pdam_00016906-RA
OG0007210	NV2t010912001.1	pdam_00009230-RA
OG0007211	NV2t020249001.1	pdam_00016175-RA
OG0007213	NV2t002169001.1	pdam_00002268-RA
OG0007214	NV2t011465001.1	pdam_00007090-RA
OG0007215	NV2t010879001.1	pdam_00004440-RA
OG0007216	NV2t022321001.1	pdam_00014269-RA
OG0007217	NV2t012627001.1	pdam_00012582-RA
OG0007218	NV2t001789001.1	pdam_00022396-RA
OG0007219	NV2t016566001.1	pdam_00014733-RA
OG0007220	NV2t013503001.1	pdam_00011888-RA
OG0007222	NV2t009784001.1	pdam_00001989-RA
OG0007223	NV2t009338001.1	pdam_00002072-RA
OG0007224	NV2t008539002.1	pdam_00018733-RA
OG0007225	NV2t017511001.1	pdam_00005469-RA
OG0007226	NV2t025068001.1	pdam_00011896-RA
OG0007227	NV2t003770001.1	pdam_00007528-RA
OG0007228	NV2t012825003.1	pdam_00005182-RA
OG0007229	NV2t005150001.1	pdam_00015809-RA
OG0007230	NV2t012618001.1	pdam_00004859-RA
OG0007231	NV2t020007001.1	pdam_00011813-RA
OG0007232	NV2t012802002.1	pdam_00000709-RA
OG0007233	NV2t008436001.1, NV2t008436002.1	pdam_00008046-RA
OG0007234	NV2t004895001.1	pdam_00011378-RA
OG0007235	NV2t025064001.1	pdam_00020965-RA
OG0007236	NV2t018233001.1	pdam_00011705-RA
OG0007237	NV2t017333001.1	pdam_00008562-RA
OG0007238	NV2t006704001.1	pdam_00023517-RA
OG0007239	NV2t020896001.1	pdam_00012023-RA
OG0007240	NV2t003124001.1	pdam_00009940-RA
OG0007241	NV2t010050001.1	pdam_00002748-RA
OG0007242	NV2t018442004.1	pdam_00008561-RA
OG0007243	NV2t003585001.1	pdam_00001682-RA
OG0007244	NV2t022118001.1	pdam_00018789-RA
OG0007245	NV2t012113001.1	pdam_00009653-RA
OG0007246	NV2t025632001.1	pdam_00018611-RA
OG0007247	NV2t013331001.1	pdam_00020294-RA
OG0007248	NV2t006231001.1	pdam_00011296-RA
OG0007249	NV2t024025001.1	pdam_00020081-RA
OG0007250	NV2t022013001.1	pdam_00003478-RA
OG0007251	NV2t011378001.1	pdam_00011591-RA
OG0007252	NV2t019989001.1	pdam_00020442-RA
OG0007253	NV2t004913001.1	pdam_00003598-RA
OG0007254	NV2t008369001.1	pdam_00008036-RA
OG0007255	NV2t013633001.1	pdam_00010456-RA
OG0007256	NV2t001126001.1	pdam_00021032-RA
OG0007258	NV2t022678002.1	pdam_00020620-RA
OG0007259	NV2t011698001.1	pdam_00018996-RA
OG0007260	NV2t003265001.1	pdam_00008212-RA
OG0007261	NV2t018376001.1	pdam_00012425-RA
OG0007262	NV2t004693001.1	pdam_00004795-RA
OG0007263	NV2t022541001.1	pdam_00000969-RA
OG0007264	NV2t009151001.1	pdam_00021177-RA
OG0007265	NV2t017084001.1	pdam_00003680-RA
OG0007266	NV2t021784001.1	pdam_00012947-RA
OG0007267	NV2t011219001.1	pdam_00015525-RA
OG0007268	NV2t020345001.1	pdam_00006530-RA
OG0007269	NV2t006399001.1	pdam_00013622-RA
OG0007270	NV2t011175001.1	pdam_00022875-RA
OG0007271	NV2t015205001.1	pdam_00021781-RA
OG0007272	NV2t006098001.1	pdam_00002588-RA
OG0007273	NV2t003933001.1	pdam_00007222-RA
OG0007274	NV2t004287001.1	pdam_00004704-RA
OG0007275	NV2t003980001.1	pdam_00018905-RA
OG0007276	NV2t008733001.1	pdam_00007304-RA
OG0007277	NV2t018798001.1	pdam_00012366-RA
OG0007278	NV2t002482001.1	pdam_00012862-RA
OG0007279	NV2t004847001.1	pdam_00018556-RA
OG0007280	NV2t011464001.1	pdam_00007077-RA
OG0007281	NV2t004290001.1	pdam_00004705-RA
OG0007282	NV2t021689001.1	pdam_00003473-RA
OG0007283	NV2t022089001.1	pdam_00014536-RA
OG0007285	NV2t016680001.1	pdam_00009592-RA
OG0007286	NV2t012482001.1	pdam_00000606-RA
OG0007287	NV2t016870001.1	pdam_00000259-RA
OG0007288	NV2t022548001.1	pdam_00014267-RA
OG0007289	NV2t021953001.1	pdam_00000967-RA
OG0007290	NV2t013295001.1	pdam_00009996-RA
OG0007291	NV2t020488001.1	pdam_00002348-RA
OG0007292	NV2t009002001.1	pdam_00002029-RA
OG0007293	NV2t018008001.1	pdam_00012065-RA
OG0007294	NV2t021242001.1	pdam_00001842-RA
OG0007295	NV2t009146001.1	pdam_00007334-RA
OG0007296	NV2t011532001.1	pdam_00004873-RA
OG0007297	NV2t024487001.1	pdam_00010095-RA
OG0007298	NV2t003182001.1	pdam_00005029-RA
OG0007299	NV2t015877001.1	pdam_00010490-RA
OG0007300	NV2t011249001.1	pdam_00013226-RA
OG0007301	NV2t017971001.1	pdam_00000293-RA
OG0007302	NV2t025620001.1	pdam_00021939-RA
OG0007303	NV2t022995001.1	pdam_00015015-RA
OG0007304	NV2t007460001.1	pdam_00012081-RA
OG0007305	NV2t022676001.1	pdam_00020030-RA
OG0007307	NV2t025631001.1	pdam_00013751-RA
OG0007308	NV2t004135001.1	pdam_00015283-RA
OG0007309	NV2t015153001.1	pdam_00021771-RA
OG0007310	NV2t012122001.1	pdam_00011584-RA
OG0007311	NV2t013473001.1	pdam_00010989-RA
OG0007312	NV2t015607001.1	pdam_00000321-RA
OG0007313	NV2t008174001.1	pdam_00006227-RA
OG0007314	NV2t022674001.1	pdam_00007129-RA
OG0007315	NV2t000258001.1	pdam_00020095-RA
OG0007316	NV2t011062001.1	pdam_00012663-RA
OG0007317	NV2t025637001.1	pdam_00023576-RA
OG0007318	NV2t025627001.1	pdam_00018131-RA
OG0007319	NV2t009209001.1	pdam_00003970-RA
OG0007320	NV2t007865001.1	pdam_00018502-RA
OG0007321	NV2t000755001.1	pdam_00015378-RA
OG0007323	NV2t005431001.1	pdam_00013410-RA
OG0007324	NV2t018472001.1	pdam_00009089-RA
OG0007325	NV2t013213001.1	pdam_00005210-RA
OG0007326	NV2t007535001.1	pdam_00010079-RA
OG0007327	NV2t001368001.1	pdam_00011242-RA
OG0007328	NV2t021609001.1	pdam_00001212-RA
OG0007329	NV2t015080001.1	pdam_00003187-RA
OG0007330	NV2t009137001.1	pdam_00004590-RA
OG0007331	NV2t007776001.1	pdam_00005665-RA
OG0007332	NV2t003595001.1	pdam_00001695-RA
OG0007334	NV2t014169001.1	pdam_00006347-RA
OG0007335	NV2t013484001.1	pdam_00021046-RA
OG0007337	NV2t015989001.1	pdam_00003685-RA
OG0007339	NV2t025715001.1	pdam_00010708-RA
OG0007341	NV2t024818001.1	pdam_00010120-RA
OG0007342	NV2t017072001.1	pdam_00018856-RA
OG0007343	NV2t014670001.1	pdam_00013643-RA
OG0007344	NV2t007624001.1	pdam_00008775-RA
OG0007345	NV2t003566001.1	pdam_00012133-RA
OG0007346	NV2t018895001.1	pdam_00003552-RA
OG0007347	NV2t008561001.1	pdam_00000589-RA
OG0007348	NV2t003657001.1	pdam_00005523-RA
OG0007349	NV2t001341001.1	pdam_00012267-RA
OG0007350	NV2t007640001.1	pdam_00020498-RA
OG0007351	NV2t004904001.1	pdam_00004662-RA
OG0007352	NV2t007046001.1	pdam_00000568-RA
OG0007353	NV2t020845001.1	pdam_00002813-RA
OG0007354	NV2t014673001.1	pdam_00017968-RA
OG0007355	NV2t005864001.1	pdam_00011291-RA
OG0007356	NV2t016996001.1	pdam_00008129-RA
OG0007357	NV2t020122001.1	pdam_00016988-RA
OG0007358	NV2t004456001.1	pdam_00004785-RA
OG0007359	NV2t012120001.1	pdam_00017193-RA
OG0007361	NV2t014276001.1	pdam_00010551-RA
OG0007362	NV2t002555001.1	pdam_00011956-RA
OG0007363	NV2t020814001.1	pdam_00020669-RA
OG0007364	NV2t013212001.1	pdam_00005209-RA
OG0007365	NV2t025481001.1	pdam_00013770-RA
OG0007366	NV2t021999001.1	pdam_00020028-RA
OG0007367	NV2t012476001.1	pdam_00021191-RA
OG0007368	NV2t019950001.1	pdam_00003796-RA
OG0007369	NV2t012912001.1	pdam_00007066-RA
OG0007370	NV2t011395001.1	pdam_00021611-RA
OG0007371	NV2t003194001.1	pdam_00009554-RA
OG0007372	NV2t022963001.1	pdam_00000833-RA
OG0007373	NV2t014986001.1	pdam_00014338-RA
OG0007374	NV2t025605001.1	pdam_00016736-RA
OG0007375	NV2t008840001.1	pdam_00004006-RA
OG0007376	NV2t015965001.1	pdam_00006614-RA
OG0007377	NV2t015581001.1	pdam_00022392-RA
OG0007378	NV2t003073001.1	pdam_00009727-RA
OG0007379	NV2t021669001.1	pdam_00006301-RA
OG0007380	NV2t011484001.1	pdam_00009228-RA
OG0007381	NV2t022760001.1	pdam_00001038-RA
OG0007382	NV2t019323001.1	pdam_00012038-RA
OG0007383	NV2t015425001.1	pdam_00012904-RA
OG0007384	NV2t017793001.1	pdam_00015041-RA
OG0007385	NV2t001761001.1	pdam_00025417-RA
OG0007386	NV2t018011001.1	pdam_00008589-RA
OG0007387	NV2t001548001.1	pdam_00012263-RA
OG0007388	NV2t025219002.1	pdam_00026028-RA
OG0007389	NV2t022277001.1	pdam_00001855-RA
OG0007390	NV2t025746001.1	pdam_00007006-RA
OG0007391	NV2t008421001.1	pdam_00008964-RA
OG0007392	NV2t008339001.1	pdam_00018913-RA
OG0007396	NV2t018085001.1	pdam_00002197-RA
OG0007397	NV2t008264001.1	pdam_00008969-RA
OG0007398	NV2t010648001.1	pdam_00013689-RA
OG0007399	NV2t008888001.1	pdam_00020886-RA
OG0007400	NV2t004790001.1	pdam_00025604-RA, pdam_00010301-RA
OG0007401	NV2t009014002.1	pdam_00002020-RA
OG0007402	NV2t001473001.1	pdam_00017984-RA
OG0007403	NV2t020305001.1	pdam_00015441-RA
OG0007404	NV2t016232001.1	pdam_00020809-RA
OG0007405	NV2t004746001.1	pdam_00015280-RA
OG0007406	NV2t005446001.1	pdam_00009114-RA
OG0007407	NV2t015526001.1	pdam_00014182-RA
OG0007408	NV2t021403001.1	pdam_00001335-RA
OG0007411	NV2t019318002.1	pdam_00019839-RA
OG0007412	NV2t021977001.1	pdam_00001871-RA
OG0007413	NV2t022900001.1	pdam_00000203-RA
OG0007414	NV2t011991001.1	pdam_00004899-RA
OG0007415	NV2t020947001.1	pdam_00016686-RA
OG0007416	NV2t023118001.1	pdam_00013395-RA
OG0007417	NV2t001707001.1	pdam_00016066-RA
OG0007418	NV2t020525001.1	pdam_00002853-RA
OG0007419	NV2t025649001.1	pdam_00012775-RA
OG0007420	NV2t016398001.1	pdam_00008917-RA
OG0007421	NV2t011001001.1	pdam_00000664-RA
OG0007422	NV2t013466001.1	pdam_00010905-RA
OG0007423	NV2t012950001.1	pdam_00020311-RA
OG0007424	NV2t007660001.1	pdam_00019355-RA
OG0007425	NV2t009936001.1	pdam_00002710-RA
OG0007426	NV2t006223001.1	pdam_00021092-RA
OG0007427	NV2t019705001.1	pdam_00020673-RA
OG0007428	NV2t004170001.1	pdam_00002393-RA
OG0007429	NV2t004391001.1	pdam_00009106-RA
OG0007430	NV2t022736001.1	pdam_00015650-RA
OG0007431	NV2t015320001.1	pdam_00020149-RA
OG0007432	NV2t011154001.1	pdam_00013004-RA
OG0007433	NV2t025379001.1	pdam_00020874-RA
OG0007434	NV2t001680001.1	pdam_00001417-RA
OG0007435	NV2t011173001.1	pdam_00016317-RA
OG0007436	NV2t019671001.1	pdam_00002909-RA
OG0007437	NV2t010697001.1	pdam_00002215-RA
OG0007438	NV2t011026001.1	pdam_00007682-RA
OG0007439	NV2t006087001.1	pdam_00016230-RA
OG0007440	NV2t008546001.1	pdam_00001604-RA
OG0007441	NV2t003991001.1	pdam_00017243-RA
OG0007442	NV2t000023001.1	pdam_00015854-RA
OG0007443	NV2t003998001.1	pdam_00017657-RA
OG0007444	NV2t018398001.1	pdam_00003514-RA
OG0007445	NV2t001614001.1	pdam_00010785-RA
OG0007446	NV2t018333001.1	pdam_00009093-RA
OG0007447	NV2t013825001.1	pdam_00003212-RA
OG0007448	NV2t016291001.1	pdam_00006967-RA
OG0007449	NV2t013916001.1	pdam_00004591-RA
OG0007450	NV2t018914001.1	pdam_00015750-RA
OG0007451	NV2t025454001.1	pdam_00005819-RA
OG0007452	NV2t020268001.1	pdam_00003762-RA
OG0007453	NV2t012637001.1	pdam_00023553-RA
OG0007454	NV2t024123001.1	pdam_00013379-RA
OG0007456	NV2t001915001.1	pdam_00005329-RA
OG0007457	NV2t003247001.1	pdam_00009571-RA
OG0007458	NV2t003046001.1	pdam_00016120-RA
OG0007459	NV2t008031001.1	pdam_00013851-RA
OG0007460	NV2t020656001.1	pdam_00013473-RA
OG0007461	NV2t002741001.1	pdam_00001637-RA
OG0007462	NV2t010092001.1	pdam_00006682-RA
OG0007463	NV2t002538001.1	pdam_00005506-RA
OG0007464	NV2t013395001.1	pdam_00017924-RA
OG0007465	NV2t000818001.1	pdam_00009506-RA
OG0007466	NV2t017298001.1	pdam_00024468-RA
OG0007467	NV2t023977001.1	pdam_00010389-RA
OG0007468	NV2t024056001.1	pdam_00009054-RA
OG0007469	NV2t004079001.1	pdam_00015198-RA
OG0007470	NV2t005387001.1	pdam_00003663-RA
OG0007471	NV2t007451001.1	pdam_00005401-RA
OG0007472	NV2t006094001.1	pdam_00007169-RA
OG0007473	NV2t002635001.1	pdam_00019290-RA
OG0007474	NV2t016518001.1	pdam_00000290-RA
OG0007475	NV2t003574001.1	pdam_00016843-RA
OG0007476	NV2t008583001.1	pdam_00007327-RA
OG0007477	NV2t008488001.1	pdam_00021373-RA, pdam_00014370-RA
OG0007478	NV2t024802001.1	pdam_00007654-RA
OG0007479	NV2t000481001.1	pdam_00020068-RA
OG0007480	NV2t001612001.1	pdam_00010787-RA
OG0007481	NV2t021115001.1	pdam_00010024-RA
OG0007482	NV2t017028001.1	pdam_00023401-RA
OG0007483	NV2t015775001.1	pdam_00006594-RA
OG0007484	NV2t025015001.1	pdam_00004379-RA
OG0007486	NV2t010111001.1	pdam_00014616-RA
OG0007487	NV2t016724001.1	pdam_00024938-RA
OG0007488	NV2t018133001.1	pdam_00005002-RA
OG0007489	NV2t001594001.1	pdam_00001379-RA
OG0007490	NV2t001220001.1	pdam_00023154-RA
OG0007491	NV2t017895001.1	pdam_00019517-RA
OG0007492	NV2t016440001.1	pdam_00003695-RA
OG0007493	NV2t024427001.1	pdam_00016183-RA
OG0007494	NV2t010086001.1	pdam_00018642-RA
OG0007495	NV2t000020001.1	pdam_00015855-RA
OG0007496	NV2t001694001.1	pdam_00003304-RA
OG0007497	NV2t017299001.1	pdam_00008113-RA
OG0007498	NV2t025436001.1	pdam_00000099-RA
OG0007499	NV2t003351001.1	pdam_00022346-RA
OG0007500	NV2t015671001.1	pdam_00008100-RA
OG0007501	NV2t016431001.1	pdam_00008926-RA
OG0007502	NV2t016195001.1	pdam_00000382-RA
OG0007503	NV2t014848001.1	pdam_00016768-RA
OG0007504	NV2t021875001.1	pdam_00020392-RA
OG0007505	NV2t006830001.1	pdam_00011836-RA
OG0007506	NV2t000465001.1	pdam_00010788-RA
OG0007507	NV2t005366001.1	pdam_00014801-RA
OG0007508	NV2t020697001.1	pdam_00012040-RA
OG0007509	NV2t004562001.1	pdam_00018902-RA
OG0007510	NV2t016643001.1	pdam_00022452-RA
OG0007511	NV2t013730001.1	pdam_00004043-RA
OG0007512	NV2t004734001.1	pdam_00021708-RA
OG0007513	NV2t012567001.1	pdam_00008415-RA
OG0007515	NV2t004138001.1	pdam_00017023-RA
OG0007516	NV2t022537001.1	pdam_00008025-RA
OG0007517	NV2t024097001.1	pdam_00015009-RA
OG0007518	NV2t022661001.1	pdam_00001763-RA
OG0007519	NV2t022050001.1	pdam_00001256-RA
OG0007520	NV2t006221001.1	pdam_00011308-RA
OG0007521	NV2t002077001.1	pdam_00015242-RA
OG0007522	NV2t010775001.1	pdam_00015703-RA
OG0007523	NV2t005379001.1	pdam_00004698-RA
OG0007524	NV2t025712001.1	pdam_00020963-RA
OG0007525	NV2t023847001.1	pdam_00021405-RA
OG0007526	NV2t004134001.1	pdam_00015284-RA
OG0007527	NV2t016716001.1	pdam_00008140-RA
OG0007528	NV2t021401001.1	pdam_00001184-RA
OG0007529	NV2t013144001.1	pdam_00004154-RA
OG0007530	NV2t010749001.1	pdam_00005572-RA
OG0007531	NV2t014799001.1	pdam_00013503-RA
OG0007532	NV2t014876001.1	pdam_00018489-RA
OG0007533	NV2t017704001.1	pdam_00012387-RA
OG0007534	NV2t017059001.1	pdam_00021595-RA
OG0007535	NV2t011689001.1	pdam_00011658-RA
OG0007536	NV2t015850001.1	pdam_00017338-RA
OG0007537	NV2t021673001.1	pdam_00007989-RA
OG0007538	NV2t016887001.1	pdam_00006970-RA
OG0007539	NV2t017215001.1	pdam_00010250-RA
OG0007540	NV2t013015001.1	pdam_00004870-RA
OG0007541	NV2t014363001.1	pdam_00022706-RA
OG0007542	NV2t014165001.1	pdam_00016758-RA
OG0007543	NV2t014359001.1	pdam_00007963-RA
OG0007544	NV2t011711001.1	pdam_00010641-RA
OG0007545	NV2t024059001.1	pdam_00009050-RA
OG0007546	NV2t016617001.1	pdam_00000335-RA
OG0007547	NV2t004090001.1	pdam_00013411-RA, pdam_00013412-RA
OG0007548	NV2t010798001.1	pdam_00010612-RA
OG0007549	NV2t012096001.1	pdam_00015304-RA
OG0007550	NV2t014937001.1	pdam_00015170-RA
OG0007551	NV2t023424001.1	pdam_00010285-RA
OG0007552	NV2t003439001.1	pdam_00019096-RA
OG0007553	NV2t002137001.1	pdam_00023258-RA
OG0007554	NV2t012595001.1	pdam_00005548-RA
OG0007556	NV2t001676001.1	pdam_00020944-RA
OG0007557	NV2t007695001.1	pdam_00011819-RA
OG0007558	NV2t025246001.1	pdam_00016187-RA
OG0007559	NV2t023681001.1	pdam_00014983-RA
OG0007560	NV2t019879001.1	pdam_00007764-RA
OG0007561	NV2t008469001.1	pdam_00007316-RA
OG0007562	NV2t017293001.1	pdam_00021835-RA
OG0007563	NV2t003447001.1	pdam_00020902-RA
OG0007564	NV2t005712001.1	pdam_00014167-RA
OG0007565	NV2t014826001.1	pdam_00001938-RA
OG0007566	NV2t006548001.1	pdam_00002676-RA
OG0007567	NV2t014792001.1	pdam_00007957-RA
OG0007568	NV2t004360001.1	pdam_00015795-RA
OG0007569	NV2t004738001.1	pdam_00010304-RA
OG0007570	NV2t013741001.1	pdam_00007406-RA
OG0007571	NV2t000132001.1	pdam_00014008-RA
OG0007572	NV2t007080001.1	pdam_00009001-RA
OG0007573	NV2t006672001.1	pdam_00014132-RA
OG0007574	NV2t007196001.1	pdam_00004214-RA
OG0007575	NV2t002816001.1	pdam_00008684-RA
OG0007576	NV2t007279001.1	pdam_00024707-RA
OG0007577	NV2t016453001.1	pdam_00014180-RA
OG0007578	NV2t011574001.1	pdam_00008183-RA
OG0007579	NV2t009355001.1	pdam_00021365-RA
OG0007580	NV2t018467001.1	pdam_00014963-RA
OG0007581	NV2t025320001.1	pdam_00017410-RA
OG0007582	NV2t001163001.1	pdam_00012462-RA
OG0007583	NV2t006199001.1	pdam_00002618-RA
OG0007584	NV2t003883001.1	pdam_00001732-RA
OG0007585	NV2t013111001.1	pdam_00015136-RA
OG0007586	NV2t022034001.1	pdam_00001342-RA
OG0007587	NV2t023687001.1	pdam_00013382-RA
OG0007588	NV2t011636001.1	pdam_00004878-RA
OG0007589	NV2t000196001.1	pdam_00017436-RA
OG0007590	NV2t006876001.1	pdam_00005431-RA
OG0007591	NV2t014258001.1	pdam_00003887-RA
OG0007592	NV2t017007001.1	pdam_00013985-RA
OG0007593	NV2t006333001.1	pdam_00011277-RA
OG0007594	NV2t021707001.1	pdam_00003459-RA
OG0007595	NV2t003196001.1	pdam_00012825-RA
OG0007596	NV2t016602001.1	pdam_00016913-RA
OG0007597	NV2t020079001.1	pdam_00018766-RA
OG0007598	NV2t024033001.1	pdam_00008338-RA
OG0007599	NV2t006056001.1	pdam_00013608-RA
OG0007601	NV2t004147001.1	pdam_00017008-RA
OG0007602	NV2t015031001.1	pdam_00003348-RA
OG0007603	NV2t012042001.1	pdam_00013672-RA
OG0007604	NV2t019507001.1	pdam_00019724-RA
OG0007605	NV2t007760001.1	pdam_00004240-RA
OG0007606	NV2t013739001.1	pdam_00007404-RA
OG0007607	NV2t012703001.1	pdam_00004909-RA
OG0007608	NV2t022025001.1	pdam_00015495-RA
OG0007609	NV2t016780001.1	pdam_00020811-RA
OG0007610	NV2t009051001.1	pdam_00003997-RA
OG0007611	NV2t013414001.1	pdam_00000462-RA
OG0007612	NV2t002424001.1	pdam_00004284-RA
OG0007613	NV2t023596001.1	pdam_00013372-RA
OG0007614	NV2t006852001.1	pdam_00017907-RA
OG0007615	NV2t017728001.1	pdam_00014973-RA
OG0007616	NV2t020156001.1	pdam_00022950-RA
OG0007617	NV2t011860001.1	pdam_00009663-RA
OG0007618	NV2t020041001.1	pdam_00003833-RA
OG0007619	NV2t019784001.1	pdam_00015546-RA
OG0007620	NV2t020810001.1	pdam_00002371-RA
OG0007621	NV2t012245001.1	pdam_00008150-RA
OG0007622	NV2t017016001.1	pdam_00017332-RA
OG0007623	NV2t011894001.1	pdam_00008410-RA
OG0007624	NV2t001849001.1	pdam_00011045-RA
OG0007625	NV2t009222001.1	pdam_00022071-RA
OG0007626	NV2t006544001.1	pdam_00002686-RA
OG0007627	NV2t016590001.1	pdam_00012913-RA
OG0007628	NV2t000524001.1	pdam_00002329-RA
OG0007629	NV2t017223001.1	pdam_00014193-RA
OG0007630	NV2t003925001.1	pdam_00009752-RA
OG0007631	NV2t018922001.1	pdam_00004485-RA
OG0007632	NV2t017850001.1	pdam_00019439-RA
OG0007633	NV2t021682001.1	pdam_00003474-RA
OG0007634	NV2t000018001.1	pdam_00015857-RA
OG0007635	NV2t002821001.1	pdam_00010556-RA
OG0007636	NV2t005692001.1	pdam_00002940-RA
OG0007638	NV2t016634001.1	pdam_00022756-RA
OG0007639	NV2t002928001.1	pdam_00009573-RA
OG0007640	NV2t008846001.1	pdam_00004010-RA
OG0007641	NV2t004903001.1	pdam_00004663-RA
OG0007642	NV2t012214001.1	pdam_00010199-RA
OG0007643	NV2t015852001.1	pdam_00017340-RA
OG0007644	NV2t015779001.1	pdam_00012747-RA
OG0007645	NV2t008115001.1	pdam_00020971-RA
OG0007646	NV2t008092001.1	pdam_00018250-RA
OG0007647	NV2t011754001.1	pdam_00016429-RA
OG0007648	NV2t018167001.1	pdam_00007187-RA
OG0007649	NV2t007937001.1	pdam_00000535-RA
OG0007651	NV2t019506001.1	pdam_00019722-RA
OG0007652	NV2t025216001.1	pdam_00015976-RA
OG0007653	NV2t016973001.1	pdam_00008118-RA
OG0007654	NV2t018500001.1	pdam_00004987-RA
OG0007655	NV2t014551001.1	pdam_00010531-RA
OG0007656	NV2t001725001.1	pdam_00018021-RA
OG0007657	NV2t012406001.1	pdam_00004864-RA
OG0007658	NV2t003666001.1	pdam_00011933-RA
OG0007659	NV2t022576001.1	pdam_00008007-RA
OG0007660	NV2t006564001.1	pdam_00007749-RA
OG0007661	NV2t021452001.1	pdam_00014294-RA
OG0007662	NV2t025408001.1	pdam_00010732-RA
OG0007663	NV2t000274001.1	pdam_00001362-RA
OG0007664	NV2t023536001.1	pdam_00000816-RA
OG0007665	NV2t022512001.1	pdam_00001292-RA
OG0007666	NV2t019476001.1	pdam_00017834-RA
OG0007667	NV2t005935001.1	pdam_00014116-RA
OG0007668	NV2t006603001.1, NV2t006605001.1	pdam_00017787-RA
OG0007669	NV2t007141001.1	pdam_00016298-RA
OG0007670	NV2t010188001.1	pdam_00019824-RA
OG0007671	NV2t016435001.1	pdam_00022448-RA
OG0007672	NV2t008842001.1	pdam_00004008-RA
OG0007673	NV2t008538001.1	pdam_00018734-RA
OG0007674	NV2t019704001.1	pdam_00020764-RA
OG0007675	NV2t003185001.1	pdam_00018709-RA
OG0007676	NV2t023323001.1	pdam_00021851-RA
OG0007677	NV2t007092001.1	pdam_00013841-RA
OG0007678	NV2t004206001.1	pdam_00015276-RA
OG0007679	NV2t022539001.1	pdam_00013882-RA
OG0007680	NV2t004866001.1	pdam_00018216-RA
OG0007681	NV2t004472001.1	pdam_00011855-RA
OG0007682	NV2t006977001.1	pdam_00003007-RA
OG0007683	NV2t004295001.1	pdam_00004706-RA
OG0007684	NV2t018955001.1	pdam_00006776-RA
OG0007685	NV2t018865001.1	pdam_00009365-RA
OG0007686	NV2t017456001.1	pdam_00018294-RA
OG0007687	NV2t014469001.1	pdam_00015892-RA
OG0007688	NV2t011122001.1	pdam_00004898-RA
OG0007689	NV2t013311001.1	pdam_00005079-RA
OG0007690	NV2t007223003.1	pdam_00000557-RA
OG0007691	NV2t024090001.1	pdam_00010387-RA
OG0007692	NV2t018364002.1	pdam_00005110-RA
OG0007693	NV2t024396001.1	pdam_00013747-RA
OG0007694	NV2t021794001.1	pdam_00014285-RA
OG0007695	NV2t016710001.1	pdam_00006612-RA
OG0007696	NV2t017125001.1	pdam_00003718-RA
OG0007697	NV2t022180001.1	pdam_00006323-RA
OG0007698	NV2t020473001.1	pdam_00015396-RA
OG0007699	NV2t007107001.1	pdam_00021718-RA
OG0007700	NV2t020315001.1	pdam_00021105-RA
OG0007701	NV2t003454001.1	pdam_00012840-RA
OG0007702	NV2t025180001.1	pdam_00010671-RA
OG0007703	NV2t023518001.1	pdam_00000797-RA
OG0007704	NV2t016725001.1	pdam_00024937-RA
OG0007705	NV2t005947001.1	pdam_00013603-RA
OG0007706	NV2t007821001.1	pdam_00018266-RA
OG0007707	NV2t003018001.1	pdam_00010181-RA
OG0007708	NV2t014584001.1	pdam_00015118-RA
OG0007709	NV2t019782002.1	pdam_00013800-RA
OG0007710	NV2t011142001.1	pdam_00012606-RA
OG0007711	NV2t024730001.1	pdam_00016003-RA
OG0007712	NV2t000051001.1	pdam_00003971-RA
OG0007713	NV2t024260001.1	pdam_00014024-RA
OG0007714	NV2t001847001.1	pdam_00006184-RA
OG0007716	NV2t025561001.1	pdam_00015608-RA
OG0007717	NV2t004626001.1	pdam_00015802-RA
OG0007718	NV2t025482001.1	pdam_00013769-RA
OG0007719	NV2t002076001.1	pdam_00022402-RA
OG0007720	NV2t013475001.1	pdam_00023818-RA
OG0007721	NV2t007399001.1	pdam_00011821-RA
OG0007722	NV2t006144001.1	pdam_00011772-RA
OG0007723	NV2t003565001.1	pdam_00012134-RA
OG0007724	NV2t008763001.1	pdam_00010139-RA
OG0007725	NV2t017014001.1	pdam_00017333-RA
OG0007726	NV2t002020001.1	pdam_00021481-RA
OG0007727	NV2t000822001.1	pdam_00011915-RA
OG0007728	NV2t015860001.1	pdam_00003720-RA
OG0007729	NV2t018217001.1	pdam_00012422-RA
OG0007730	NV2t005325001.1	pdam_00007729-RA
OG0007731	NV2t018283001.1	pdam_00011758-RA
OG0007732	NV2t015081001.1	pdam_00003186-RA
OG0007733	NV2t014328002.1	pdam_00007958-RA
