Orthogroup	Nvec	Mmus
OG0005913	NV2t019846001.1	ABCBA_MOUSE
OG0005914	NV2t001473001.1	PRP18_MOUSE
OG0005915	NV2t002451001.1	BLTP1_MOUSE
OG0005916	NV2t018250001.1	ZDH16_MOUSE
OG0005917	NV2t016013001.1	TRM44_MOUSE
OG0005918	NV2t020145001.1	GLRX5_MOUSE
OG0005919	NV2t000959001.1	DPP2_MOUSE
OG0005920	NV2t005595001.1	CASP8_MOUSE
OG0005921	NV2t006672001.1	RL19_MOUSE
OG0005922	NV2t025353001.1	INP5E_MOUSE
OG0005923	NV2t021608001.1	GPAM1_MOUSE
OG0005924	NV2t004391001.1	PSF3_MOUSE
OG0005925	NV2t011831002.1	SENP1_MOUSE
OG0005926	NV2t011203001.1	DLEC1_MOUSE
OG0005927	NV2t018992001.1	UBC12_MOUSE
OG0005928	NV2t018554001.1	K0930_MOUSE
OG0005929	NV2t014799001.1	REV1_MOUSE
OG0005931	NV2t015827001.1	TGS1_MOUSE
OG0005932	NV2t010744001.1	FAAA_MOUSE
OG0005933	NV2t007306001.1	CRYM_MOUSE
OG0005934	NV2t023609001.1	CSN2_MOUSE
OG0005935	NV2t012465001.1	TMX2_MOUSE
OG0005936	NV2t019850001.1	BTBD9_MOUSE
OG0005937	NV2t019989001.1	PARP1_MOUSE
OG0005938	NV2t011705001.1	3HIDH_MOUSE
OG0005939	NV2t018623001.1	SUV3_MOUSE
OG0005940	NV2t012271001.1	SESD1_MOUSE
OG0005941	NV2t020435001.1	CMKMT_MOUSE
OG0005942	NV2t001410001.1	LEG1H_MOUSE
OG0005943	NV2t001248001.1	S35B4_MOUSE
OG0005944	NV2t012080001.1	SOAT1_MOUSE
OG0005946	NV2t000634001.1	NDC1_MOUSE
OG0005948	NV2t024765001.1	CSK2B_MOUSE
OG0005949	NV2t009051001.1	RM19_MOUSE
OG0005950	NV2t014781001.1	CERS1_MOUSE
OG0005951	NV2t007821001.1	RS9_MOUSE
OG0005953	NV2t006539001.1	NADE_MOUSE
OG0005954	NV2t012574001.1	ALKB1_MOUSE
OG0005955	NV2t006394001.1	ECHD3_MOUSE
OG0005956	NV2t006420001.1	ERIC3_MOUSE
OG0005958	NV2t020858001.1	APMAP_MOUSE
OG0005959	NV2t008530001.1	VTA1_MOUSE
OG0005960	NV2t017718001.1	WDR6_MOUSE
OG0005961	NV2t025489001.1	TM237_MOUSE
OG0005962	NV2t008257001.1	GPN2_MOUSE
OG0005963	NV2t014617001.1	CB5D1_MOUSE
OG0005964	NV2t012041001.1	NDUB3_MOUSE
OG0005966	NV2t021926001.1	MEGF8_MOUSE
OG0005967	NV2t014660001.1	COX7C_MOUSE
OG0005968	NV2t016873001.1	MTFP1_MOUSE
OG0005969	NV2t018327001.1	CBCO1_MOUSE
OG0005970	NV2t000272001.1	TF3C6_MOUSE
OG0005971	NV2t014217001.1	MI4GD_MOUSE
OG0005972	NV2t021653001.1	CFA68_MOUSE
OG0005974	NV2t020759001.1	BPNT1_MOUSE
OG0005975	NV2t004167001.1	CDCA7_MOUSE
OG0005976	NV2t025408001.1	RPAP2_MOUSE
OG0005977	NV2t002903001.1	TTC29_MOUSE
OG0005978	NV2t014777001.1	SQOR_MOUSE
OG0005979	NV2t006878001.1	CL16A_MOUSE
OG0005980	NV2t003460001.1	VMA21_MOUSE
OG0005981	NV2t007376001.1	TEFM_MOUSE
OG0005982	NV2t013208001.1	SDHB_MOUSE
OG0005983	NV2t018031001.1	GAL3A_MOUSE
OG0005984	NV2t002953001.1	T184C_MOUSE
OG0005985	NV2t019567001.1	SEN34_MOUSE
OG0005986	NV2t006630001.1	KDM1B_MOUSE
OG0005987	NV2t020116001.1	TTC27_MOUSE
OG0005988	NV2t011738001.1	ABD18_MOUSE
OG0005989	NV2t019228001.1	CPPED_MOUSE
OG0005990	NV2t008511001.1	PA24A_MOUSE
OG0005991	NV2t025068001.1	OTUD3_MOUSE
OG0005992	NV2t019898001.1	DDX47_MOUSE
OG0005993	NV2t008009001.1	AIMP2_MOUSE
OG0005995	NV2t015081001.1	RU1C_MOUSE
OG0005996	NV2t011045001.1	SNUT1_MOUSE
OG0005997	NV2t010758001.1	ANKL2_MOUSE
OG0005998	NV2t014942002.1	SPT5H_MOUSE
OG0006000	NV2t016391001.1	SLX1_MOUSE
OG0006001	NV2t019753001.1	NENF_MOUSE
OG0006002	NV2t003022001.1	VPS36_MOUSE
OG0006003	NV2t012425001.1	ESF1_MOUSE
OG0006004	NV2t016582001.1	CC178_MOUSE
OG0006005	NV2t018013001.1	ACSS3_MOUSE
OG0006006	NV2t020924001.1	KNTC1_MOUSE
OG0006007	NV2t007903001.1	EIF3L_MOUSE
OG0006008	NV2t015243001.1	SHOC2_MOUSE
OG0006009	NV2t016555001.1	SRRM2_MOUSE
OG0006010	NV2t021131001.1	GNA1_MOUSE
OG0006011	NV2t000348001.1	EIF2D_MOUSE
OG0006012	NV2t016455001.1	ALKB4_MOUSE
OG0006013	NV2t006920001.1	ECSIT_MOUSE
OG0006014	NV2t003384001.1	AIFM1_MOUSE
OG0006015	NV2t004383001.1	TMM70_MOUSE
OG0006016	NV2t001901001.1	DPOE4_MOUSE
OG0006017	NV2t020494001.1	COG2_MOUSE
OG0006018	NV2t008387001.1	LTN1_MOUSE
OG0006019	NV2t019570001.1	MED17_MOUSE
OG0006020	NV2t004544001.1	ZTRF1_MOUSE
OG0006022	NV2t013491001.1	FICD_MOUSE
OG0006023	NV2t012609001.1	ERP44_MOUSE
OG0006024	NV2t008787001.1	NT5D1_MOUSE
OG0006025	NV2t003046001.1	PUR6_MOUSE
OG0006026	NV2t004693001.1	PCH2_MOUSE
OG0006027	NV2t013470001.1	FUCT1_MOUSE
OG0006028	NV2t010813001.1	CCD89_MOUSE
OG0006029	NV2t024980001.1	SEP15_MOUSE
OG0006031	NV2t022298001.1	WHR1_MOUSE
OG0006032	NV2t003968001.1	S66A2_MOUSE
OG0006033	NV2t023610001.1	MBLC2_MOUSE
OG0006034	NV2t025014001.1	EHBP1_MOUSE
OG0006035	NV2t003912001.1	RUVB1_MOUSE
OG0006038	NV2t021601001.1	T2FB_MOUSE
OG0006039	NV2t015403001.1	ANKUB_MOUSE
OG0006040	NV2t009720001.1	NDK5_MOUSE
OG0006041	NV2t015684003.1	RS12_MOUSE
OG0006042	NV2t015160001.1	TRMB_MOUSE
OG0006043	NV2t007760001.1	RM12_MOUSE
OG0006044	NV2t004508001.1	SCLY_MOUSE
OG0006045	NV2t014276001.1	POC5_MOUSE
OG0006046	NV2t012567001.1	RBM33_MOUSE
OG0006047	NV2t010277001.1	TM258_MOUSE
OG0006048	NV2t016474001.1	SIM14_MOUSE
OG0006050	NV2t011410001.1	TACO1_MOUSE
OG0006053	NV2t005212001.1	DDX1_MOUSE
OG0006054	NV2t022118001.1	PANK4_MOUSE
OG0006056	NV2t024010001.1	AMACR_MOUSE
OG0006057	NV2t010797001.1	KANL2_MOUSE
OG0006058	NV2t014500001.1	G6PE_MOUSE
OG0006059	NV2t014216001.1	SMU1_MOUSE
OG0006060	NV2t022217001.1	LIPT2_MOUSE
OG0006061	NV2t010875001.1	ANKZ1_MOUSE
OG0006063	NV2t004575001.1	ARPC4_MOUSE
OG0006064	NV2t015320001.1	PSMD2_MOUSE
OG0006065	NV2t025009002.1	SPCS2_MOUSE
OG0006066	NV2t003873001.1	TFPT_MOUSE
OG0006067	NV2t008990001.1	NB5R4_MOUSE
OG0006068	NV2t023992001.1	MRNIP_MOUSE
OG0006069	NV2t007790001.1	DUS1L_MOUSE
OG0006071	NV2t024033001.1	RLP24_MOUSE
OG0006073	NV2t024018001.1	GNB5_MOUSE
OG0006074	NV2t024476001.1	FXRD1_MOUSE
OG0006075	NV2t004578001.1	ANLN_MOUSE
OG0006076	NV2t011097001.1	NDUA8_MOUSE
OG0006077	NV2t014679001.1	TM101_MOUSE
OG0006078	NV2t000048001.1	UBP24_MOUSE
OG0006079	NV2t004660001.1	TTC5_MOUSE
OG0006080	NV2t019323001.1	PPR36_MOUSE
OG0006081	NV2t004305001.1	LYRM4_MOUSE
OG0006082	NV2t009778001.1	INCE_MOUSE
OG0006083	NV2t006305001.1	UQCC1_MOUSE
OG0006084	NV2t004360001.1	RL13_MOUSE
OG0006085	NV2t006553001.1	AP5S1_MOUSE
OG0006086	NV2t014169001.1	PKHM2_MOUSE
OG0006087	NV2t018217001.1	RTF2_MOUSE
OG0006088	NV2t016628001.1	CF119_MOUSE
OG0006090	NV2t000374001.1	ALG2_MOUSE
OG0006091	NV2t006798001.1	NUP42_MOUSE
OG0006092	NV2t006988001.1	ATG12_MOUSE
OG0006093	NV2t025076002.1	KIF14_MOUSE
OG0006094	NV2t008179001.1	NDUA3_MOUSE
OG0006095	NV2t004135001.1	PHAF1_MOUSE
OG0006096	NV2t025585001.1	MPPA_MOUSE
OG0006097	NV2t019835001.1	ACS2L_MOUSE
OG0006098	NV2t007535001.1	PIGX_MOUSE
OG0006099	NV2t005711001.1	USPL1_MOUSE
OG0006100	NV2t015442001.1	MED31_MOUSE
OG0006101	NV2t015214001.1	GSTK1_MOUSE
OG0006102	NV2t021254001.1	UFC1_MOUSE
OG0006103	NV2t023998001.1	IQCH_MOUSE
OG0006104	NV2t025324001.1	STX6_MOUSE
OG0006105	NV2t015116001.1	BORA_MOUSE
OG0006106	NV2t024368001.1	U1SBP_MOUSE
OG0006108	NV2t012514001.1	AAKG1_MOUSE
OG0006110	NV2t016738001.1	CF062_MOUSE
OG0006111	NV2t016533002.1	PRI2_MOUSE
OG0006112	NV2t021115001.1	RA51B_MOUSE
OG0006113	NV2t012886001.1	JAZF1_MOUSE
OG0006114	NV2t021691001.1	COG3_MOUSE
OG0006115	NV2t018888001.1	ARMD3_MOUSE
OG0006116	NV2t006671001.1	MRT4_MOUSE
OG0006117	NV2t009214001.1	C8AP2_MOUSE
OG0006118	NV2t019467001.1	ERG24_MOUSE
OG0006119	NV2t012096001.1	RHG15_MOUSE
OG0006120	NV2t010992001.1	TYW5_MOUSE
OG0006121	NV2t018199001.1	DNAI7_MOUSE
OG0006122	NV2t007107001.1	RS2_MOUSE
OG0006123	NV2t007142001.1	ICT1_MOUSE
OG0006124	NV2t018215001.1	DDRGK_MOUSE
OG0006125	NV2t023252001.1	KCC4_MOUSE
OG0006126	NV2t000274001.1	RPAP3_MOUSE
OG0006127	NV2t004137001.1	CHM1A_MOUSE
OG0006128	NV2t019507001.1	RM11_MOUSE
OG0006129	NV2t003576001.1	NUP58_MOUSE
OG0006130	NV2t020704001.1	NEK9_MOUSE
OG0006131	NV2t011173001.1	PSMD7_MOUSE
OG0006132	NV2t016283002.1	CDC45_MOUSE
OG0006133	NV2t016709001.1	ARAID_MOUSE
OG0006134	NV2t022617001.1	CFA45_MOUSE
OG0006135	NV2t007510001.1	ECHM_MOUSE
OG0006136	NV2t005843001.1	GEMI7_MOUSE
OG0006137	NV2t004631001.1	VPS35_MOUSE
OG0006139	NV2t004280001.1	MAF1_MOUSE
OG0006141	NV2t003787001.1	YIPF6_MOUSE
OG0006142	NV2t000515001.1	WDR18_MOUSE
OG0006143	NV2t010810001.1	SAP18_MOUSE
OG0006144	NV2t010113001.1	ABT1_MOUSE
OG0006145	NV2t023914001.1	ABCD4_MOUSE
OG0006146	NV2t012408001.1	TXTP_MOUSE
OG0006147	NV2t021978001.1	BIVM_MOUSE
OG0006148	NV2t001789001.1	OSBL9_MOUSE
OG0006149	NV2t022149001.1	AMERL_MOUSE
OG0006150	NV2t014028001.1	CH033_MOUSE
OG0006151	NV2t023687001.1	RL36_MOUSE
OG0006152	NV2t022751001.1	WDR44_MOUSE
OG0006154	NV2t024764001.1	DPOE3_MOUSE
OG0006155	NV2t006146001.1	NCOA4_MOUSE
OG0006157	NV2t015032001.1	CC150_MOUSE
OG0006158	NV2t006681001.1	ZGRF1_MOUSE
OG0006159	NV2t019781001.1	NUD22_MOUSE
OG0006160	NV2t014937001.1	RHG39_MOUSE
OG0006161	NV2t006482001.1	CF299_MOUSE
OG0006162	NV2t003502001.1	NEK4_MOUSE
OG0006163	NV2t019671001.1	PSMD8_MOUSE
OG0006164	NV2t020020001.1	STN1_MOUSE
OG0006165	NV2t014793001.1	C42S2_MOUSE
OG0006166	NV2t012728002.1	TAF5_MOUSE
OG0006167	NV2t007776001.1	PITH1_MOUSE
OG0006168	NV2t008786001.1	CF298_MOUSE
OG0006169	NV2t008673001.1	TIM13_MOUSE
OG0006171	NV2t003777001.1	B9D1_MOUSE
OG0006172	NV2t000406001.1	MYSM1_MOUSE
OG0006173	NV2t003774001.1	NDUA2_MOUSE
OG0006174	NV2t014096001.1	CDO1_MOUSE
OG0006175	NV2t002269001.1	DNJC2_MOUSE
OG0006176	NV2t024232001.1	TIM44_MOUSE
OG0006177	NV2t006701001.1	MCM3_MOUSE
OG0006178	NV2t008580001.1	ATPO_MOUSE
OG0006180	NV2t011465001.1	ORC2_MOUSE
OG0006181	NV2t011777001.1	CH10_MOUSE
OG0006182	NV2t000886001.1	GP143_MOUSE
OG0006183	NV2t007391001.1	UTP6_MOUSE
OG0006184	NV2t014258001.1	RL4_MOUSE
OG0006185	NV2t012710001.1	AP4M1_MOUSE
OG0006186	NV2t011189001.1	DONS_MOUSE
OG0006187	NV2t022674001.1	PHLD_MOUSE
OG0006188	NV2t015811002.1	ARFRP_MOUSE
OG0006189	NV2t015671001.1	RAD9A_MOUSE
OG0006190	NV2t008264001.1	PRKN_MOUSE
OG0006191	NV2t014740001.1	DCA10_MOUSE
OG0006192	NV2t024480001.1	INT5_MOUSE
OG0006194	NV2t018857001.1	TRM1_MOUSE
OG0006195	NV2t002080001.1	FACD2_MOUSE
OG0006196	NV2t003989001.1	SHCBP_MOUSE
OG0006198	NV2t021953001.1	PEX1_MOUSE
OG0006199	NV2t025044001.1	DUS12_MOUSE
OG0006200	NV2t015989001.1	PKRI1_MOUSE
OG0006201	NV2t002556001.1	VATL_MOUSE
OG0006203	NV2t022736001.1	PSMD1_MOUSE
OG0006204	NV2t016512001.1	BSDC1_MOUSE
OG0006205	NV2t016741001.1	NOL10_MOUSE
OG0006206	NV2t008667001.1	APEX1_MOUSE
OG0006207	NV2t017476001.1	ARL3_MOUSE
OG0006208	NV2t019409001.1	BAZ1A_MOUSE
OG0006210	NV2t006147001.1	IDLC_MOUSE
OG0006211	NV2t014574001.1	BL1S6_MOUSE
OG0006212	NV2t000081001.1	METL4_MOUSE
OG0006213	NV2t021238001.1	HYOU1_MOUSE
OG0006214	NV2t021172001.1	NAA50_MOUSE
OG0006217	NV2t020792001.1	FANCL_MOUSE
OG0006219	NV2t011929001.1	RPP30_MOUSE
OG0006220	NV2t024396001.1	RS18_MOUSE
OG0006221	NV2t022899001.1	CC112_MOUSE
OG0006222	NV2t019273001.1	KIFC1_MOUSE
OG0006223	NV2t014019003.1	AL4A1_MOUSE
OG0006224	NV2t003447001.1	RIR1_MOUSE
OG0006225	NV2t013496001.1	F199X_MOUSE
OG0006226	NV2t016995001.1	ANR31_MOUSE
OG0006227	NV2t001215001.1	MIA40_MOUSE
OG0006228	NV2t001838001.1	SPEF2_MOUSE
OG0006229	NV2t016849001.1	GLTP_MOUSE
OG0006230	NV2t006996001.1	AP5Z1_MOUSE
OG0006231	NV2t000482001.1	ARIP4_MOUSE
OG0006232	NV2t025630001.1	UCHL5_MOUSE
OG0006233	NV2t006928001.1	THG1_MOUSE
OG0006235	NV2t001099001.1	SPTC1_MOUSE
OG0006237	NV2t007525001.1	GRB2_MOUSE
OG0006238	NV2t011435001.1	MCM9_MOUSE
OG0006239	NV2t007624001.1	PLD6_MOUSE
OG0006240	NV2t006563001.1	VTI1A_MOUSE
OG0006241	NV2t003568001.1	BRCA2_MOUSE
OG0006242	NV2t019877001.1	GCP60_MOUSE
OG0006243	NV2t016232001.1	PRP8_MOUSE
OG0006244	NV2t006876001.1	RL38_MOUSE
OG0006245	NV2t001145001.1	SOSSC_MOUSE
OG0006246	NV2t012545001.1	SPC25_MOUSE
OG0006248	NV2t015876001.1	BKGD_MOUSE
OG0006250	NV2t015806001.1	NSMA3_MOUSE
OG0006251	NV2t012113001.1	PAPD1_MOUSE
OG0006254	NV2t016223001.1	ERP29_MOUSE
OG0006255	NV2t003051001.1	NSUN7_MOUSE
OG0006256	NV2t002686001.1	UBP38_MOUSE
OG0006257	NV2t017821001.1	MSH4_MOUSE
OG0006258	NV2t013921001.1	KTI12_MOUSE
OG0006259	NV2t021389001.1	HEM3_MOUSE
OG0006260	NV2t011752001.1	CF210_MOUSE
OG0006261	NV2t002374001.1	SNW1_MOUSE
OG0006264	NV2t007076001.1	ACPM_MOUSE
OG0006265	NV2t007230001.1	TSC2_MOUSE
OG0006266	NV2t007895002.1	DMC1_MOUSE
OG0006267	NV2t017116001.1	SNP29_MOUSE
OG0006268	NV2t002741001.1	PUS3_MOUSE
OG0006269	NV2t016550001.1	ESCO2_MOUSE
OG0006270	NV2t016398001.1	PSB2_MOUSE
OG0006271	NV2t012546001.1	NOSTN_MOUSE
OG0006272	NV2t015898001.1	MUL1_MOUSE
OG0006273	NV2t017049001.1	KIME_MOUSE
OG0006274	NV2t021542001.1	ZBBX_MOUSE
OG0006275	NV2t006027001.1	USO1_MOUSE
OG0006276	NV2t001657001.1	T2FA_MOUSE
OG0006277	NV2t019852001.1	MBIP1_MOUSE
OG0006278	NV2t005129001.1	SAHH_MOUSE
OG0006279	NV2t012491001.1	UBP40_MOUSE
OG0006280	NV2t009894001.1	WIPI4_MOUSE
OG0006281	NV2t001548001.1	PR38A_MOUSE
OG0006283	NV2t016172002.1	BCAS3_MOUSE
OG0006284	NV2t016518001.1	QCR9_MOUSE
OG0006285	NV2t000113001.1	TM209_MOUSE
OG0006286	NV2t003031001.1	UTP18_MOUSE
OG0006287	NV2t012662001.1	THUM1_MOUSE
OG0006288	NV2t014030001.1	CLCN6_MOUSE
OG0006289	NV2t025540001.1	NELFB_MOUSE
OG0006290	NV2t010259001.1	CUED2_MOUSE
OG0006292	NV2t011202001.1	VPS25_MOUSE
OG0006293	NV2t006830001.1	RBBP6_MOUSE
OG0006294	NV2t016454001.1	LRWD1_MOUSE
OG0006295	NV2t015636001.1	VPS28_MOUSE
OG0006296	NV2t003513001.1	ZN277_MOUSE
OG0006297	NV2t012869001.1	OGG1_MOUSE
OG0006298	NV2t004866001.1	RPP40_MOUSE
OG0006299	NV2t003668001.1	MA2C1_MOUSE
OG0006300	NV2t000273001.1	TMM43_MOUSE
OG0006301	NV2t021044001.1	COA6_MOUSE
OG0006302	NV2t000572001.1	EDEM1_MOUSE
OG0006304	NV2t009348002.1	HDAC8_MOUSE
OG0006305	NV2t002087001.1	XRP2_MOUSE
OG0006306	NV2t000266001.1	TBC30_MOUSE
OG0006307	NV2t017779001.1	ELMD3_MOUSE
OG0006308	NV2t020697001.1	RBGPR_MOUSE
OG0006309	NV2t019604001.1	CLSPN_MOUSE
OG0006310	NV2t023262001.1	SMG5_MOUSE
OG0006311	NV2t013466001.1	PSB6_MOUSE
OG0006312	NV2t008959001.1	AGT1_MOUSE
OG0006313	NV2t025702002.1	KAT3_MOUSE
OG0006314	NV2t011182001.1	SIM15_MOUSE
OG0006315	NV2t014767001.1	KIF27_MOUSE
OG0006316	NV2t015965001.1	PPM1D_MOUSE
OG0006318	NV2t025335001.1	HS2ST_MOUSE
OG0006319	NV2t010188001.1	RPC8_MOUSE
OG0006321	NV2t015144001.1	DJC11_MOUSE
OG0006322	NV2t017916001.1	ERGI1_MOUSE
OG0006323	NV2t005813001.1	LKAM1_MOUSE
OG0006324	NV2t006880001.1	HID1_MOUSE
OG0006325	NV2t019950001.1	PPCEL_MOUSE
OG0006327	NV2t003590006.1	TM9S3_MOUSE
OG0006328	NV2t000010001.1	SSRD_MOUSE
OG0006329	NV2t013213001.1	PIGP_MOUSE
OG0006331	NV2t016435001.1	RPC9_MOUSE
OG0006332	NV2t012811001.1	AB1IP_MOUSE
OG0006333	NV2t016872001.1	IF2A_MOUSE
OG0006334	NV2t018855001.1	MARH5_MOUSE
OG0006336	NV2t012483001.1	DJC22_MOUSE
OG0006337	NV2t010845001.1	BBS5_MOUSE
OG0006338	NV2t021404001.1	ACER3_MOUSE
OG0006339	NV2t021613001.1	FSTL1_MOUSE
OG0006340	NV2t017072001.1	PLCE_MOUSE
OG0006341	NV2t018416001.1	HHEX_MOUSE
OG0006342	NV2t016935001.1	TXN4A_MOUSE
OG0006343	NV2t006187001.1	TRM11_MOUSE
OG0006344	NV2t013473001.1	PHB2_MOUSE
OG0006345	NV2t015860001.1	RTEL1_MOUSE
OG0006346	NV2t004361001.1	TMX3_MOUSE
OG0006348	NV2t003049001.1	LRC51_MOUSE
OG0006350	NV2t020047001.1	BIRC6_MOUSE
OG0006351	NV2t014782001.1	CDK20_MOUSE
OG0006352	NV2t003801001.1	GLIS2_MOUSE
OG0006353	NV2t009991001.1	CCD34_MOUSE
OG0006355	NV2t008736001.1	ADX_MOUSE
OG0006356	NV2t022661001.1	RBMX2_MOUSE
OG0006357	NV2t013192001.1	UBP39_MOUSE
OG0006358	NV2t022310001.1	MMAC_MOUSE
OG0006359	NV2t016822001.1	HAUS7_MOUSE
OG0006360	NV2t010799001.1	CNPY2_MOUSE
OG0006361	NV2t020035001.1	FOXG1_MOUSE
OG0006362	NV2t006837001.1	SMYD3_MOUSE
OG0006363	NV2t004573001.1	CNOT1_MOUSE
OG0006364	NV2t001717001.1	KDM7A_MOUSE
OG0006365	NV2t020541004.1	UGPA_MOUSE
OG0006366	NV2t005453001.1	CMIP_MOUSE
OG0006368	NV2t013132001.1	DJC25_MOUSE
OG0006369	NV2t011937001.1	DCAKD_MOUSE
OG0006370	NV2t024143001.1	SYFM_MOUSE
OG0006371	NV2t024211001.1	LRRK1_MOUSE
OG0006372	NV2t011810001.1	SODM_MOUSE
OG0006373	NV2t020156001.1	RM30_MOUSE
OG0006374	NV2t013380001.1	WRP73_MOUSE
OG0006375	NV2t010986001.1	RL27_MOUSE
OG0006376	NV2t010650001.1	NPHP3_MOUSE
OG0006377	NV2t020015001.1	MAP10_MOUSE
OG0006378	NV2t011991001.1	PSA2_MOUSE
OG0006379	NV2t016116001.1	CD2B2_MOUSE
OG0006381	NV2t011231001.1	TM245_MOUSE
OG0006382	NV2t016973001.1	ROGDI_MOUSE
OG0006383	NV2t012507001.1	CDC27_MOUSE
OG0006384	NV2t009187001.1	TRIA1_MOUSE
OG0006385	NV2t008178001.1	ATGA1_MOUSE
OG0006386	NV2t016182001.1	SELB_MOUSE
OG0006387	NV2t003627001.1	URAD_MOUSE
OG0006388	NV2t004597001.1	D39U1_MOUSE
OG0006389	NV2t015153001.1	PHAX_MOUSE
OG0006390	NV2t014584001.1	RSP14_MOUSE
OG0006392	NV2t002210001.1	TEAN2_MOUSE
OG0006393	NV2t011103001.1	CLXN_MOUSE
OG0006394	NV2t011386001.1	TMX1_MOUSE
OG0006395	NV2t012141001.1	CDC6_MOUSE
OG0006396	NV2t006852001.1	RM27_MOUSE
OG0006397	NV2t014798001.1	LRC23_MOUSE
OG0006398	NV2t000879002.1	PINLY_MOUSE
OG0006399	NV2t025276001.1	NUBPL_MOUSE
OG0006400	NV2t002429001.1	EFC11_MOUSE
OG0006401	NV2t020656001.1	PUS10_MOUSE
OG0006402	NV2t024799001.1	COP1_MOUSE
OG0006403	NV2t012544001.1	MIOS_MOUSE
OG0006404	NV2t010213001.1	STPG2_MOUSE
OG0006405	NV2t007137001.1	MP2K4_MOUSE
OG0006407	NV2t006475001.1	GCP5_MOUSE
OG0006408	NV2t025561001.1	RT16_MOUSE
OG0006409	NV2t005895001.1	SETD4_MOUSE
OG0006410	NV2t016912001.1	CBPD_MOUSE
OG0006411	NV2t017736003.1	LHPP_MOUSE
OG0006412	NV2t008649001.1	ERCC8_MOUSE
OG0006413	NV2t000260001.1	CCD77_MOUSE
OG0006414	NV2t017118001.1	UBP32_MOUSE
OG0006416	NV2t008754001.1	CHRD1_MOUSE
OG0006417	NV2t005398001.1	THTPA_MOUSE
OG0006419	NV2t017824001.1	SUFU_MOUSE
OG0006420	NV2t018500001.1	ROMO1_MOUSE
OG0006421	NV2t014148003.1	CLCN2_MOUSE
OG0006422	NV2t001021001.1	FXL13_MOUSE
OG0006423	NV2t007873001.1	GTPB1_MOUSE
OG0006424	NV2t007946001.1	GPN1_MOUSE
OG0006425	NV2t023186001.1	KATL2_MOUSE
OG0006426	NV2t013109001.1	TAF10_MOUSE
OG0006427	NV2t016731001.1	PROD_MOUSE
OG0006428	NV2t024090001.1	RS15_MOUSE
OG0006430	NV2t006057001.1	STML1_MOUSE
OG0006431	NV2t013311001.1	RS14_MOUSE
OG0006432	NV2t020134001.1	SYMPK_MOUSE
OG0006433	NV2t022579001.1	KTHY_MOUSE
OG0006435	NV2t015895001.1	NCPR_MOUSE
OG0006436	NV2t008842001.1	RPF2_MOUSE
OG0006437	NV2t022165001.1	A16L1_MOUSE
OG0006438	NV2t024410001.1	WDR46_MOUSE
OG0006439	NV2t010782001.1	MFSD6_MOUSE
OG0006440	NV2t007451001.1	QCR2_MOUSE
OG0006441	NV2t018251001.1	FHI2A_MOUSE
OG0006442	NV2t002816001.1	RL21_MOUSE
OG0006443	NV2t011812001.1	CHMP5_MOUSE
OG0006444	NV2t019389001.1	DTL_MOUSE
OG0006445	NV2t010768001.1	BL1S1_MOUSE
OG0006446	NV2t004501001.1	CTDP1_MOUSE
OG0006447	NV2t015990001.1	C1QBP_MOUSE
OG0006448	NV2t020594001.1	WDR26_MOUSE
OG0006449	NV2t014610001.1	F185A_MOUSE
OG0006451	NV2t006005001.1	IMPCT_MOUSE
OG0006452	NV2t021669001.1	PPOX_MOUSE
OG0006453	NV2t014792001.1	RL12_MOUSE
OG0006454	NV2t018563001.1	USH1C_MOUSE
OG0006455	NV2t025036001.1	STPG3_MOUSE
OG0006456	NV2t013102001.1	MTOR_MOUSE
OG0006457	NV2t004987001.1	VIR_MOUSE
OG0006458	NV2t005493001.1	EI2BD_MOUSE
OG0006459	NV2t008886002.1	LSM10_MOUSE
OG0006460	NV2t004940001.1	DERL1_MOUSE
OG0006462	NV2t015998001.1	FBX21_MOUSE
OG0006464	NV2t006367001.1	ABHDD_MOUSE
OG0006465	NV2t023655001.1	CFA97_MOUSE
OG0006466	NV2t014394001.1	YIPF3_MOUSE
OG0006467	NV2t014986001.1	PPIH_MOUSE
OG0006470	NV2t013404001.1	KBL_MOUSE
OG0006471	NV2t011072001.1	SRP14_MOUSE
OG0006472	NV2t003985001.1	G6PI_MOUSE
OG0006473	NV2t010757001.1	BAHD1_MOUSE
OG0006474	NV2t021026001.1	F161B_MOUSE
OG0006475	NV2t013694001.1	FPPS_MOUSE
OG0006476	NV2t001750001.1	NDUAB_MOUSE
OG0006477	NV2t015741001.1	SPT6H_MOUSE
OG0006478	NV2t024196001.1	KXDL1_MOUSE
OG0006479	NV2t015006001.1	TGFA1_MOUSE
OG0006480	NV2t000889001.1	TYW2_MOUSE
OG0006481	NV2t006335001.1	FBX16_MOUSE
OG0006482	NV2t025649001.1	PSB1_MOUSE
OG0006483	NV2t025631001.1	PGTB2_MOUSE
OG0006484	NV2t008174001.1	PHF5A_MOUSE
OG0006485	NV2t023519001.1	DET1_MOUSE
OG0006486	NV2t016724001.1	RAB23_MOUSE
OG0006487	NV2t024380001.1	ZMAT2_MOUSE
OG0006489	NV2t014435001.1	M2OM_MOUSE
OG0006490	NV2t001157001.1	TMCO6_MOUSE
OG0006491	NV2t000279001.1	TIDC1_MOUSE
OG0006492	NV2t023672001.1	NDUA9_MOUSE
OG0006493	NV2t002821001.1	RN180_MOUSE
OG0006494	NV2t013591001.1	HEMH_MOUSE
