Orthogroup	Nvec	Gfas
OG0008996	NV2t005818002.1, NV2t005818001.1	gfas1.m1.10162.m1
OG0008997	NV2t003105001.1, NV2t003102001.1	gfas1.m1.3147.m1
OG0009000	NV2t001306001.1	gfas1.m1.7180.m1, gfas1.m1.5582.m1
OG0009003	NV2t008258002.1, NV2t008258001.1	gfas1.m1.20645.m1
OG0009004	NV2t020537002.1, NV2t020537001.1	gfas1.m1.3129.m1
OG0009005	NV2t006295002.1, NV2t006295001.1	gfas1.m1.645.m1
OG0009008	NV2t021770001.1	gfas1.m1.12384.m1, gfas1.m1.19024.m1
OG0009009	NV2t020552003.1, NV2t020552001.1	gfas1.m1.10426.m1
OG0009010	NV2t015590001.1	gfas1.m1.7943.m1, gfas1.m1.11169.m1
OG0009011	NV2t017129001.1	gfas1.m1.18422.m1, gfas1.m1.21701.m1
OG0009012	NV2t019658001.1	gfas1.m1.4265.m1, gfas1.m1.22945.m1
OG0009014	NV2t024257001.1	gfas1.m1.5359.m1
OG0009015	NV2t022309001.1	gfas1.m1.17805.m1, gfas1.m1.21690.m1
OG0009016	NV2t008893001.1, NV2t008747001.1	gfas1.m1.16887.m1
OG0009017	NV2t010443001.1	gfas1.m1.7387.m1, gfas1.m1.17458.m1
OG0009019	NV2t020022001.1	gfas1.m1.16617.m1, gfas1.m1.16624.m1
OG0009022	NV2t016461001.1, NV2t016468001.1	gfas1.m1.13529.m1
OG0009025	NV2t021981001.1, NV2t021981002.1	gfas1.m1.2592.m1
OG0009027	NV2t012904001.1	gfas1.m1.1325.m1, gfas1.m1.15405.m1
OG0009028	NV2t024185001.1	gfas1.m1.6334.m1, gfas1.m1.6336.m1
OG0009029	NV2t008572001.1	gfas1.m1.9931.m1, gfas1.m1.11420.m1
OG0009030	NV2t014559001.1, NV2t014559002.1	gfas1.m1.11948.m1
OG0009031	NV2t013665001.1	gfas1.m1.891.m1, gfas1.m1.23130.m1
OG0009035	NV2t002590001.1	gfas1.m1.2089.m1, gfas1.m1.2092.m1
OG0009036	NV2t001926001.1	gfas1.m1.533.m1
OG0009037	NV2t006582001.1, NV2t006035001.1	gfas1.m1.12622.m1
OG0009038	NV2t022648001.1	gfas1.m1.6348.m1
OG0009039	NV2t001795001.1	gfas1.m1.5586.m1, gfas1.m1.19914.m1
OG0009040	NV2t004143001.1, NV2t004143002.1	gfas1.m1.6972.m1
OG0009042	NV2t014140001.1	gfas1.m1.10714.m1, gfas1.m1.22867.m1
OG0009043	NV2t024164001.1	gfas1.m1.23576.m1
OG0009046	NV2t017949002.1, NV2t017949001.1	gfas1.m1.15021.m1
OG0009047	NV2t003461001.1, NV2t003461002.1	gfas1.m1.6794.m1
OG0009048	NV2t002114001.1	gfas1.m1.4596.m1
OG0009052	NV2t016360001.1, NV2t016360002.1	gfas1.m1.17982.m1
OG0009053	NV2t018155001.1	gfas1.m1.14077.m1
OG0009057	NV2t025710001.1	gfas1.m1.130.m1
OG0009058	NV2t015844002.1, NV2t015844001.1	gfas1.m1.674.m1
OG0009059	NV2t024037001.1	gfas1.m1.16779.m1, gfas1.m1.4945.m1
OG0009060	NV2t024308001.1	gfas1.m1.5809.m1, gfas1.m1.18852.m1
OG0009061	NV2t011361002.1, NV2t011361001.1	gfas1.m1.4723.m1
OG0009062	NV2t006148002.1, NV2t006148001.1	gfas1.m1.16194.m1
OG0009064	NV2t008766001.1	gfas1.m1.4836.m1, gfas1.m1.4835.m1
OG0009065	NV2t020597001.1	gfas1.m1.7573.m1, gfas1.m1.18362.m1
OG0009066	NV2t025515001.1	gfas1.m1.11138.m1, gfas1.m1.3043.m1
OG0009067	NV2t007363001.1	gfas1.m1.2053.m1, gfas1.m1.19027.m1
OG0009068	NV2t024106001.1, NV2t024106002.1	gfas1.m1.13969.m1
OG0009069	NV2t007313001.1, NV2t007327001.1	gfas1.m1.2838.m1
OG0009070	NV2t003388001.1, NV2t003388002.1	gfas1.m1.18224.m1
OG0009071	NV2t010670001.1, NV2t010670002.1	gfas1.m1.22013.m1
OG0009072	NV2t010339001.1	gfas1.m1.14563.m1, gfas1.m1.14564.m1
OG0009073	NV2t000693001.1	gfas1.m1.7259.m1
OG0009075	NV2t016058001.1	gfas1.m1.6489.m1, gfas1.m1.6488.m1
OG0009076	NV2t011375001.1	gfas1.m1.17632.m1, gfas1.m1.17631.m1
OG0009077	NV2t025655001.1, NV2t025656001.1	gfas1.m1.6875.m1
OG0009080	NV2t002899001.1	gfas1.m1.14793.m1
OG0009081	NV2t018712001.1, NV2t018712002.1	gfas1.m1.10260.m1
OG0009082	NV2t018546001.1, NV2t018538001.1	gfas1.m1.9774.m1
OG0009085	NV2t013702001.1, NV2t013714001.1	gfas1.m1.17011.m1
OG0009086	NV2t020001001.1	gfas1.m1.1280.m1, gfas1.m1.11594.m1
OG0009088	NV2t004107001.1, NV2t004107002.1	gfas1.m1.2295.m1
OG0009091	NV2t005145001.1	gfas1.m1.6796.m1, gfas1.m1.6798.m1
OG0009095	NV2t012480001.1	gfas1.m1.4215.m1
OG0009096	NV2t013831001.1, NV2t013834001.1	gfas1.m1.4589.m1
OG0009098	NV2t015053001.1, NV2t015060001.1	gfas1.m1.13584.m1
OG0009101	NV2t016279002.1, NV2t016279001.1	gfas1.m1.1995.m1
OG0009102	NV2t007237001.1, NV2t007237002.1	gfas1.m1.17412.m1
OG0009104	NV2t002534004.1	gfas1.m1.1711.m1
OG0009107	NV2t020957001.1	gfas1.m1.18055.m1, gfas1.m1.9729.m1
OG0009108	NV2t009396001.1, NV2t025778001.1	gfas1.m1.12371.m1
OG0009109	NV2t000573001.1	gfas1.m1.21231.m1, gfas1.m1.344.m1
OG0009111	NV2t003893003.1, NV2t003893001.1	gfas1.m1.20790.m1
OG0009113	NV2t016585002.1, NV2t016585001.1	gfas1.m1.854.m1
OG0009114	NV2t001784002.1, NV2t001784001.1	gfas1.m1.21737.m1
OG0009116	NV2t008552002.1, NV2t008552003.1	gfas1.m1.3272.m1
OG0009117	NV2t019328001.1, NV2t002647001.1	gfas1.m1.6223.m1
OG0009118	NV2t015869002.1, NV2t015869001.1	gfas1.m1.17120.m1
OG0009119	NV2t009431001.1	gfas1.m1.19507.m1, gfas1.m1.4849.m1
OG0009120	NV2t013222001.1	gfas1.m1.30.m1
OG0009121	NV2t023274001.1	gfas1.m1.6957.m1, gfas1.m1.19366.m1
OG0009123	NV2t020935001.1	gfas1.m1.5858.m1, gfas1.m1.7976.m1
OG0009124	NV2t012032001.1, NV2t012034001.1	gfas1.m1.4718.m1
OG0009125	NV2t007412001.1	gfas1.m1.3192.m1
OG0009126	NV2t012846002.1, NV2t012846001.1	gfas1.m1.6134.m1
OG0009127	NV2t017868001.1, NV2t017868002.1	gfas1.m1.5338.m1
OG0009128	NV2t025319001.1	gfas1.m1.18240.m1, gfas1.m1.18241.m1
OG0009129	NV2t012063001.1	gfas1.m1.20412.m1, gfas1.m1.20414.m1
OG0009130	NV2t024715001.1	gfas1.m1.18089.m1, gfas1.m1.20280.m1
OG0009131	NV2t014568001.1, NV2t014568002.1	gfas1.m1.22499.m1
OG0009132	NV2t018783002.1, NV2t018783001.1	gfas1.m1.2770.m1
OG0009135	NV2t011832002.1, NV2t011832001.1	gfas1.m1.750.m1
OG0009136	NV2t007008002.1, NV2t007008001.1	gfas1.m1.17802.m1
OG0009137	NV2t012448002.1	gfas1.m1.4224.m1
OG0009139	NV2t013447001.1	gfas1.m1.4951.m1, gfas1.m1.5995.m1
OG0009142	NV2t002731001.1	gfas1.m1.1458.m1
OG0009145	NV2t007273001.1	gfas1.m1.14568.m1, gfas1.m1.14445.m1
OG0009146	NV2t014126001.1, NV2t014126002.1	gfas1.m1.14573.m1
OG0009147	NV2t023507001.1, NV2t023502001.1	gfas1.m1.14501.m1
OG0009148	NV2t019531002.1, NV2t019531001.1	gfas1.m1.480.m1
OG0009149	NV2t019880002.1, NV2t019880001.1	gfas1.m1.1609.m1
OG0009150	NV2t025438002.1, NV2t025438001.1	gfas1.m1.1872.m1
OG0009152	NV2t016743001.1	gfas1.m1.17196.m1
OG0009153	NV2t009842001.1	gfas1.m1.19161.m1, gfas1.m1.6950.m1
OG0009155	NV2t023689001.1, NV2t023689002.1	gfas1.m1.10258.m1
OG0009157	NV2t015843001.1	gfas1.m1.6327.m1
OG0009159	NV2t008934001.1, NV2t008934002.1	gfas1.m1.14706.m1
OG0009160	NV2t007254002.1, NV2t007254001.1	gfas1.m1.9070.m1
OG0009161	NV2t004157002.1, NV2t004157001.1	gfas1.m1.19693.m1
OG0009162	NV2t020847002.1, NV2t020847001.1	gfas1.m1.18330.m1
OG0009163	NV2t004600001.1	gfas1.m1.16586.m1, gfas1.m1.13202.m1
OG0009166	NV2t020611001.1, NV2t020611002.1	gfas1.m1.11166.m1
OG0009168	NV2t013067002.1, NV2t013067001.1	gfas1.m1.19229.m1
OG0009169	NV2t010204001.1	gfas1.m1.3660.m1, gfas1.m1.23676.m1
OG0009170	NV2t019354001.1, NV2t019352001.1	gfas1.m1.15604.m1
OG0009171	NV2t000524001.1	gfas1.m1.11417.m1, gfas1.m1.11863.m1
OG0009173	NV2t019525002.1, NV2t019525001.1	gfas1.m1.9991.m1
OG0009174	NV2t021048001.1	gfas1.m1.14622.m1
OG0009175	NV2t002599001.1, NV2t002599002.1	gfas1.m1.2068.m1
OG0009177	NV2t017261002.1, NV2t017261001.1	gfas1.m1.14253.m1
OG0009178	NV2t024529001.1	gfas1.m1.20111.m1
OG0009182	NV2t005885001.1	gfas1.m1.3071.m1, gfas1.m1.3074.m1
OG0009183	NV2t013735001.1	gfas1.m1.8351.m1, gfas1.m1.8237.m1
OG0009184	NV2t021826001.1, NV2t021804001.1	gfas1.m1.14464.m1
OG0009185	NV2t001143001.1	gfas1.m1.21775.m1
OG0009186	NV2t008911002.1, NV2t008911001.1	gfas1.m1.14979.m1
OG0009187	NV2t023192001.1, NV2t023192002.1	gfas1.m1.1770.m1
OG0009188	NV2t022458001.1, NV2t022458002.1	gfas1.m1.3056.m1
OG0009190	NV2t000671001.1, NV2t000671002.1	gfas1.m1.15509.m1
OG0009191	NV2t025039001.1	gfas1.m1.21359.m1, gfas1.m1.20423.m1
OG0009193	NV2t022636001.1	gfas1.m1.18536.m1
OG0009194	NV2t002784001.1	gfas1.m1.20269.m1
OG0009195	NV2t004790001.1	gfas1.m1.18040.m1
OG0009197	NV2t022611001.1, NV2t008175001.1	gfas1.m1.22230.m1
OG0009198	NV2t002439002.1	gfas1.m1.2955.m1, gfas1.m1.2956.m1
OG0009200	NV2t020201003.1	gfas1.m1.20197.m1, gfas1.m1.20198.m1
OG0009201	NV2t021578001.1	gfas1.m1.4306.m1, gfas1.m1.4305.m1
OG0009206	NV2t003253001.1, NV2t003253002.1	gfas1.m1.19207.m1
OG0009207	NV2t024435001.1, NV2t024435002.1	gfas1.m1.21420.m1
OG0009208	NV2t006603001.1	gfas1.m1.3562.m1
OG0009209	NV2t020517001.1	gfas1.m1.17073.m1, gfas1.m1.19623.m1
OG0009210	NV2t002444004.1, NV2t002444001.1	gfas1.m1.6910.m1
OG0009211	NV2t022302002.1, NV2t022302001.1	gfas1.m1.895.m1
OG0009213	NV2t001610003.1, NV2t001610001.1	gfas1.m1.4851.m1
OG0009214	NV2t018695001.1	gfas1.m1.15372.m1, gfas1.m1.15371.m1
OG0009215	NV2t021394002.1, NV2t021394001.1	gfas1.m1.3028.m1
OG0009216	NV2t004343001.1, NV2t004343002.1	gfas1.m1.4380.m1
OG0009217	NV2t018101002.1, NV2t018101001.1	gfas1.m1.2862.m1
OG0009218	NV2t023845001.1	gfas1.m1.14650.m1
OG0009221	NV2t001233001.1	gfas1.m1.379.m1
OG0009222	NV2t022427002.1	gfas1.m1.13082.m1, gfas1.m1.11745.m1
OG0009223	NV2t020088001.1	gfas1.m1.16403.m1
OG0009224	NV2t002263001.1	gfas1.m1.18774.m1
OG0009225	NV2t010387001.1	gfas1.m1.22941.m1, gfas1.m1.4489.m1
OG0009226	NV2t000503001.1	gfas1.m1.17945.m1, gfas1.m1.3837.m1
OG0009227	NV2t021163002.1, NV2t021163001.1	gfas1.m1.13284.m1
OG0009228	NV2t010271001.1	gfas1.m1.9131.m1, gfas1.m1.18933.m1
OG0009231	NV2t025550001.1	gfas1.m1.15091.m1, gfas1.m1.15100.m1
OG0009232	NV2t020791001.1	gfas1.m1.5728.m1, gfas1.m1.14040.m1
OG0009233	NV2t001604001.1	gfas1.m1.9367.m1, gfas1.m1.5926.m1
OG0009234	NV2t008827001.1	gfas1.m1.14600.m1
OG0009237	NV2t005002002.1, NV2t005002001.1	gfas1.m1.19497.m1
OG0009239	NV2t014197001.1, NV2t014197002.1	gfas1.m1.17625.m1
OG0009240	NV2t000080001.1	gfas1.m1.15305.m1
OG0009241	NV2t006086001.1, NV2t024602001.1	gfas1.m1.11329.m1
OG0009242	NV2t012572001.1, NV2t012572002.1	gfas1.m1.15602.m1
OG0009243	NV2t009383001.1, NV2t009383002.1	gfas1.m1.5181.m1
OG0009248	NV2t020213001.1	gfas1.m1.21761.m1, gfas1.m1.10719.m1
OG0009249	NV2t011317001.1, NV2t011317002.1	gfas1.m1.19410.m1
OG0009250	NV2t016537001.1	gfas1.m1.19029.m1, gfas1.m1.14958.m1
OG0009251	NV2t000553001.1, NV2t000553002.1	gfas1.m1.8181.m1
OG0009253	NV2t020539002.1, NV2t020539001.1	gfas1.m1.1278.m1
OG0009254	NV2t007003001.1, NV2t025537001.1	gfas1.m1.10102.m1
OG0009255	NV2t002225001.1, NV2t002225002.1	gfas1.m1.8099.m1
OG0009257	NV2t020040001.1	gfas1.m1.10291.m1
OG0009259	NV2t008389001.1	gfas1.m1.7886.m1, gfas1.m1.7884.m1
OG0009260	NV2t002853001.1	gfas1.m1.1476.m1
OG0009261	NV2t011665001.1	gfas1.m1.18494.m1, gfas1.m1.15612.m1
OG0009262	NV2t021720002.1, NV2t021720003.1	gfas1.m1.1198.m1
OG0009263	NV2t003157001.1	gfas1.m1.19457.m1, gfas1.m1.16728.m1
OG0009264	NV2t018551001.1, NV2t018551002.1	gfas1.m1.18668.m1
OG0009265	NV2t014207002.1, NV2t014207001.1	gfas1.m1.6182.m1
OG0009266	NV2t023866001.1, NV2t023866002.1	gfas1.m1.4518.m1
OG0009267	NV2t022077001.1	gfas1.m1.3260.m1, gfas1.m1.3257.m1
OG0009269	NV2t022076001.1, NV2t022076002.1	gfas1.m1.3256.m1
OG0009270	NV2t000124001.1	gfas1.m1.14574.m1, gfas1.m1.21801.m1
OG0009272	NV2t010737001.1, NV2t010734001.1	gfas1.m1.15488.m1
OG0009273	NV2t005355001.1	gfas1.m1.6968.m1
OG0009274	NV2t008344002.1, NV2t008344001.1	gfas1.m1.13737.m1
OG0009275	NV2t022284001.1	gfas1.m1.11552.m1, gfas1.m1.21962.m1
OG0009276	NV2t020708002.1, NV2t020708001.1	gfas1.m1.5647.m1
OG0009277	NV2t001804001.1	gfas1.m1.12787.m1, gfas1.m1.12943.m1
OG0009279	NV2t009918003.1, NV2t009918001.1	gfas1.m1.18789.m1
OG0009280	NV2t005271001.1	gfas1.m1.5584.m1, gfas1.m1.3911.m1
OG0009281	NV2t020575001.1, NV2t020575002.1	gfas1.m1.13485.m1
OG0009285	NV2t019174001.1	gfas1.m1.15153.m1
OG0009286	NV2t007647002.1, NV2t007647001.1	gfas1.m1.7147.m1
OG0009288	NV2t016338001.1, NV2t016338002.1	gfas1.m1.2725.m1
OG0009289	NV2t002783001.1	gfas1.m1.16957.m1
OG0009290	NV2t003211001.1, NV2t003211002.1	gfas1.m1.8845.m1
OG0009292	NV2t024428001.1, NV2t024428002.1	gfas1.m1.12424.m1
OG0009293	NV2t000351001.1, NV2t000351002.1	gfas1.m1.7658.m1
OG0009294	NV2t025686001.1, NV2t025685001.1	gfas1.m1.16281.m1
OG0009295	NV2t021878002.1, NV2t021878001.1	gfas1.m1.10750.m1
OG0009296	NV2t014993001.1	gfas1.m1.5886.m1
OG0009297	NV2t002755001.1	gfas1.m1.21081.m1, gfas1.m1.1824.m1
OG0009299	NV2t002095002.1, NV2t002095001.1	gfas1.m1.13892.m1
OG0009300	NV2t011928001.1	gfas1.m1.3914.m1, gfas1.m1.3919.m1
OG0009301	NV2t019616001.1, NV2t019616002.1	gfas1.m1.6880.m1
OG0009303	NV2t010679001.1	gfas1.m1.999.m1
OG0009304	NV2t009860002.1, NV2t009860001.1	gfas1.m1.13700.m1
OG0009305	NV2t006205001.1	gfas1.m1.8457.m1, gfas1.m1.8459.m1
OG0009306	NV2t008488001.1	gfas1.m1.14977.m1
OG0009307	NV2t013204001.1	gfas1.m1.9483.m1, gfas1.m1.9482.m1
OG0009309	NV2t020043001.1	gfas1.m1.14640.m1, gfas1.m1.14641.m1
OG0009310	NV2t005086002.1	gfas1.m1.23293.m1
OG0009312	NV2t013700001.1, NV2t013706001.1	gfas1.m1.2143.m1
OG0009313	NV2t021239002.1, NV2t021239004.1	gfas1.m1.23718.m1
OG0009314	NV2t008337001.1, NV2t008912001.1	gfas1.m1.3878.m1
OG0009315	NV2t010646001.1, NV2t010646002.1	gfas1.m1.13954.m1
OG0009316	NV2t019008002.1, NV2t019008001.1	gfas1.m1.3410.m1
OG0009317	NV2t010854001.1, NV2t010854002.1	gfas1.m1.796.m1
OG0009318	NV2t008900001.1	gfas1.m1.3015.m1
OG0009319	NV2t006402002.1, NV2t006402001.1	gfas1.m1.17229.m1
OG0009320	NV2t012163003.1, NV2t012163001.1	gfas1.m1.8246.m1
OG0009321	NV2t011307001.1, NV2t011307002.1	gfas1.m1.17769.m1
OG0009323	NV2t015534002.1, NV2t015534001.1	gfas1.m1.1640.m1
OG0009324	NV2t021073001.1, NV2t021091001.1	gfas1.m1.5777.m1
OG0009325	NV2t010857001.1	gfas1.m1.9528.m1
OG0009326	NV2t003330001.1, NV2t003330002.1	gfas1.m1.15829.m1
OG0009327	NV2t005073002.1, NV2t005073001.1	gfas1.m1.3906.m1
OG0009328	NV2t023962001.1	gfas1.m1.14781.m1, gfas1.m1.14774.m1
OG0009329	NV2t004007001.1, NV2t004007002.1	gfas1.m1.13814.m1
OG0009330	NV2t010324001.1	gfas1.m1.14117.m1, gfas1.m1.13802.m1
OG0009331	NV2t008346001.1	gfas1.m1.9740.m1
OG0009332	NV2t016758001.1, NV2t016758002.1	gfas1.m1.6737.m1
OG0009333	NV2t016099001.1, NV2t016099002.1	gfas1.m1.9606.m1
OG0009335	NV2t007101002.1, NV2t007101001.1	gfas1.m1.10512.m1
OG0009338	NV2t012758001.1	gfas1.m1.17272.m1, gfas1.m1.10494.m1
OG0009339	NV2t017863001.1	gfas1.m1.5340.m1, gfas1.m1.5706.m1
OG0009340	NV2t011773001.1	gfas1.m1.8116.m1, gfas1.m1.13943.m1
OG0009341	NV2t017978001.1	gfas1.m1.2775.m1
OG0009344	NV2t010039001.1, NV2t010039002.1	gfas1.m1.5939.m1
OG0009346	NV2t022024002.1, NV2t022024001.1	gfas1.m1.15101.m1
OG0009347	NV2t019822002.1, NV2t019822001.1	gfas1.m1.3126.m1
OG0009348	NV2t015519002.1, NV2t015519001.1	gfas1.m1.7025.m1
OG0009349	NV2t013216001.1	gfas1.m1.22528.m1, gfas1.m1.22315.m1
OG0009350	NV2t003775001.1	gfas1.m1.20951.m1, gfas1.m1.20949.m1
OG0009351	NV2t013105001.1	gfas1.m1.8926.m1
OG0009352	NV2t012704002.1, NV2t012704001.1	gfas1.m1.18391.m1
OG0009353	NV2t016469001.1	gfas1.m1.13524.m1, gfas1.m1.14167.m1
OG0009354	NV2t019925001.1, NV2t018998001.1	gfas1.m1.23602.m1
OG0009355	NV2t008052001.1	gfas1.m1.14852.m1
OG0009356	NV2t019366001.1	gfas1.m1.7428.m1, gfas1.m1.8797.m1
OG0009358	NV2t004070001.1	gfas1.m1.305.m1, gfas1.m1.304.m1
OG0009359	NV2t023245001.1, NV2t023245002.1	gfas1.m1.13977.m1
OG0009361	NV2t009265001.1, NV2t009265002.1	gfas1.m1.11812.m1
OG0009362	NV2t025693001.1, NV2t025693002.1	gfas1.m1.10445.m1
OG0009363	NV2t017046002.1, NV2t017046001.1	gfas1.m1.211.m1
OG0009364	NV2t012481001.1, NV2t012481002.1	gfas1.m1.16120.m1
OG0009365	NV2t003066002.1, NV2t003066001.1	gfas1.m1.22290.m1
OG0009366	NV2t021271002.1, NV2t021271001.1	gfas1.m1.4307.m1
OG0009367	NV2t000899002.1, NV2t000899001.1	gfas1.m1.4604.m1
OG0009368	NV2t000037002.1, NV2t000037001.1	gfas1.m1.23243.m1
OG0009369	NV2t000607002.1, NV2t000607001.1	gfas1.m1.2123.m1
OG0009374	NV2t012014001.1, NV2t012014002.1	gfas1.m1.13641.m1
OG0009375	NV2t024246002.1, NV2t024246001.1	gfas1.m1.14345.m1
OG0009376	NV2t018561002.1, NV2t018561001.1	gfas1.m1.8820.m1
OG0009377	NV2t004986002.1, NV2t004986001.1	gfas1.m1.4417.m1
OG0009379	NV2t010853002.1, NV2t010853001.1	gfas1.m1.12354.m1
OG0009380	NV2t017878001.1	gfas1.m1.18184.m1, gfas1.m1.16921.m1
OG0009382	NV2t006163001.1	gfas1.m1.4579.m1, gfas1.m1.21139.m1
OG0009383	NV2t025336002.1, NV2t025336001.1	gfas1.m1.14589.m1
OG0009384	NV2t010207002.1, NV2t010207001.1	gfas1.m1.17442.m1
OG0009385	NV2t008581002.1, NV2t008581001.1	gfas1.m1.20020.m1
OG0009386	NV2t025947001.1, NV2t016318001.1	gfas1.m1.7505.m1
OG0009388	NV2t000878002.1, NV2t000878001.1	gfas1.m1.19227.m1
OG0009389	NV2t010562001.1	gfas1.m1.17385.m1
OG0009390	NV2t013489002.1, NV2t013489001.1	gfas1.m1.9698.m1
OG0009391	NV2t014225002.1, NV2t014225001.1	gfas1.m1.4471.m1
OG0009392	NV2t008577002.1, NV2t008577001.1	gfas1.m1.20019.m1
OG0009394	NV2t016825001.1, NV2t016826001.1	gfas1.m1.6325.m1
OG0009395	NV2t020075002.1, NV2t020075001.1	gfas1.m1.1578.m1
OG0009396	NV2t003934001.1, NV2t003934002.1	gfas1.m1.16955.m1
OG0009397	NV2t007628001.1	gfas1.m1.7394.m1, gfas1.m1.18102.m1
OG0009398	NV2t012696001.1, NV2t012696002.1	gfas1.m1.1030.m1
OG0009399	NV2t010560001.1	gfas1.m1.13688.m1, gfas1.m1.8066.m1
OG0009401	NV2t001972004.1, NV2t001972002.1	gfas1.m1.2055.m1
OG0009402	NV2t012308001.1, NV2t012308002.1	gfas1.m1.3025.m1
OG0009405	NV2t002934001.1	gfas1.m1.6572.m1, gfas1.m1.4547.m1
OG0009406	NV2t008341001.1	gfas1.m1.1393.m1, gfas1.m1.20786.m1
OG0009408	NV2t001845002.1, NV2t001845001.1	gfas1.m1.20552.m1
OG0009410	NV2t002548001.1, NV2t030001001.1	gfas1.m1.4550.m1
OG0009411	NV2t011544001.1	gfas1.m1.3775.m1, gfas1.m1.1434.m1
OG0009412	NV2t022155001.1, NV2t022155002.1	gfas1.m1.23324.m1
OG0009413	NV2t019906002.1, NV2t019906001.1	gfas1.m1.13785.m1
OG0009414	NV2t014357002.1, NV2t014357001.1	gfas1.m1.97.m1
OG0009415	NV2t011093001.1, NV2t011093002.1	gfas1.m1.1000.m1
OG0009418	NV2t021982001.1	gfas1.m1.2598.m1
OG0009419	NV2t022318002.1, NV2t022318001.1	gfas1.m1.12088.m1
OG0009420	NV2t009136001.1	gfas1.m1.18396.m1, gfas1.m1.9065.m1
OG0009422	NV2t014320001.1	gfas1.m1.13022.m1, gfas1.m1.17027.m1
OG0009423	NV2t001082001.1, NV2t001082002.1	gfas1.m1.17733.m1
OG0009424	NV2t018007001.1, NV2t018007002.1	gfas1.m1.3634.m1
OG0009425	NV2t016285001.1	gfas1.m1.5958.m1
OG0009427	NV2t007524002.1, NV2t007524001.1	gfas1.m1.9706.m1
OG0009428	NV2t025421001.1	gfas1.m1.22489.m1, gfas1.m1.20830.m1
OG0009429	NV2t020838001.1, NV2t020837001.1	gfas1.m1.23526.m1
OG0009430	NV2t004011001.1	gfas1.m1.16868.m1, gfas1.m1.16873.m1
OG0009431	NV2t000887001.1	gfas1.m1.18806.m1, gfas1.m1.18803.m1
OG0009433	NV2t023311001.1, NV2t023311002.1	gfas1.m1.7877.m1
OG0009435	NV2t016124001.1, NV2t016123001.1	gfas1.m1.1975.m1
OG0009436	NV2t013650001.1, NV2t013650002.1	gfas1.m1.17215.m1
OG0009437	NV2t024007002.1, NV2t024007001.1	gfas1.m1.13387.m1
OG0009440	NV2t009552002.1, NV2t009552001.1	gfas1.m1.4789.m1
OG0009441	NV2t019173001.1, NV2t019173002.1	gfas1.m1.17327.m1
OG0009442	NV2t011772001.1, NV2t011772002.1	gfas1.m1.5224.m1
OG0009444	NV2t024892001.1, NV2t024890001.1	gfas1.m1.16254.m1
OG0009445	NV2t013821001.1, NV2t013823001.1	gfas1.m1.17014.m1
OG0009446	NV2t025723002.1, NV2t025723003.1	gfas1.m1.8701.m1
OG0009447	NV2t005421001.1	gfas1.m1.14405.m1, gfas1.m1.20067.m1
OG0009449	NV2t000382001.1	gfas1.m1.22685.m1, gfas1.m1.20295.m1
OG0009450	NV2t011218001.1	gfas1.m1.5198.m1
OG0009452	NV2t007523001.1, NV2t007523002.1	gfas1.m1.9707.m1
OG0009454	NV2t024851002.1, NV2t024851001.1	gfas1.m1.1369.m1
OG0009455	NV2t003189002.1, NV2t003189001.1	gfas1.m1.2960.m1
OG0009456	NV2t025291002.1, NV2t025291001.1	gfas1.m1.16161.m1
OG0009457	NV2t013058002.1, NV2t013058001.1	gfas1.m1.5325.m1
OG0009458	NV2t004432001.1, NV2t004432002.1	gfas1.m1.8522.m1
OG0009459	NV2t002313003.1, NV2t002313001.1	gfas1.m1.18882.m1
OG0009460	NV2t001965002.1, NV2t001965001.1	gfas1.m1.16049.m1
OG0009461	NV2t021530001.1, NV2t021530002.1	gfas1.m1.1210.m1
OG0009462	NV2t006365001.1	gfas1.m1.14686.m1
OG0009463	NV2t002654001.1, NV2t002654002.1	gfas1.m1.20255.m1
OG0009466	NV2t002685001.1, NV2t002685002.1	gfas1.m1.9997.m1
OG0009467	NV2t000430001.1	gfas1.m1.5052.m1
OG0009468	NV2t010666001.1	gfas1.m1.16132.m1
OG0009470	NV2t001444001.1	gfas1.m1.1951.m1
OG0009471	NV2t017908002.1, NV2t017908001.1	gfas1.m1.9490.m1
OG0009472	NV2t008453001.1, NV2t008453002.1	gfas1.m1.3008.m1
OG0009473	NV2t004964002.1, NV2t004964001.1	gfas1.m1.2988.m1
OG0009474	NV2t002981002.1, NV2t002981001.1	gfas1.m1.13921.m1
OG0009475	NV2t012217002.1, NV2t012217001.1	gfas1.m1.15241.m1
OG0009476	NV2t012694001.1	gfas1.m1.7413.m1, gfas1.m1.20190.m1
OG0009478	NV2t002740001.1	gfas1.m1.20329.m1, gfas1.m1.4890.m1
OG0009480	NV2t011613001.1	gfas1.m1.20598.m1
OG0009481	NV2t001883001.1	gfas1.m1.6191.m1
OG0009482	NV2t001366001.1, NV2t001366002.1	gfas1.m1.2523.m1
OG0009485	NV2t025356001.1, NV2t025356002.1	gfas1.m1.4337.m1
OG0009488	NV2t000920001.1, NV2t000920002.1	gfas1.m1.9581.m1
OG0009490	NV2t012525001.1, NV2t012525002.1	gfas1.m1.18115.m1
OG0009493	NV2t022997001.1, NV2t024234001.1	gfas1.m1.14437.m1
OG0009494	NV2t003527001.1, NV2t003527002.1	gfas1.m1.1478.m1
OG0009495	NV2t000251001.1	gfas1.m1.5236.m1
OG0009496	NV2t011018002.1, NV2t011018001.1	gfas1.m1.1319.m1
