Orthogroup	Mmus	Acer
OG0007518	EIF3F_MOUSE	KAK2566704.1
OG0007534	B3GT6_MOUSE	KAK2566850.1
OG0007551	UBR4_MOUSE	KAK2566994.1
OG0007567	AJM1_MOUSE	KAK2567083.1
OG0007624	CIA30_MOUSE	KAK2567444.1
OG0007642	STIP1_MOUSE	KAK2567503.1
OG0007658	IF2M_MOUSE	KAK2567652.1
OG0007674	CC171_MOUSE	KAK2567797.1
OG0007690	IDH3A_MOUSE	KAK2567983.1
OG0007706	PAXI1_MOUSE	KAK2568143.1
OG0007724	INT12_MOUSE	KAK2568265.1
OG0007741	LIX1L_MOUSE	KAK2568408.1
OG0007747	DAAF1_MOUSE	KAK2568453.1
OG0007751	XRP2_MOUSE	KAK2568491.1
OG0007769	NU133_MOUSE	KAK2568721.1
OG0007211	NDK5_MOUSE	KAK2563787.1
OG0007227	MOGS_MOUSE	KAK2563897.1
OG0007243	RS2_MOUSE	KAK2564060.1
OG0007259	GKAP1_MOUSE	KAK2564397.1
OG0007291	S35B1_MOUSE	KAK2564799.1
OG0007323	LRC46_MOUSE	KAK2565014.1
OG0007340	NTAQ1_MOUSE	KAK2565158.1
OG0007374	SIR7_MOUSE	KAK2565511.1
OG0007390	K0930_MOUSE	KAK2565641.1
OG0007406	TM115_MOUSE	KAK2565801.1
OG0007424	URM1_MOUSE	KAK2565898.1
OG0007460	RFX6_MOUSE	KAK2566152.1
OG0007477	BET1L_MOUSE	KAK2566322.1
OG0007493	RM17_MOUSE	KAK2566509.1
OG0007509	PCCB_MOUSE	KAK2566626.1
OG0007525	COPD_MOUSE	KAK2566785.1
OG0007542	PLAP_MOUSE	KAK2566914.1
OG0007559	DAAF5_MOUSE	KAK2567034.1
OG0007593	CDC73_MOUSE	KAK2567234.1
OG0007599	MPP10_MOUSE	KAK2567270.1
OG0007614	EXOG_MOUSE	KAK2567361.1
OG0007631	BUB1_MOUSE	KAK2567465.1
OG0007648	FIBP_MOUSE	KAK2567554.1
OG0007665	MEN1_MOUSE	KAK2567684.1
OG0007682	VMA21_MOUSE	KAK2567868.1
OG0007700	GLCTK_MOUSE	KAK2568119.1
OG0007716	TRDMT_MOUSE	KAK2568223.1
OG0007733	UBE2T_MOUSE	KAK2568311.1
OG0007752	TAF8_MOUSE	KAK2568509.1
OG0007770	ZNRD2_MOUSE	KAK2568722.1
OG0007788	PALS1_MOUSE	KAK2568822.1
OG0007806	FNBP4_MOUSE	KAK2569024.1
OG0007822	FUZZY_MOUSE	KAK2569127.1
OG0007839	ELMD3_MOUSE	KAK2569255.1
OG0007288	CX058_MOUSE	KAK2564788.1
OG0007305	HROB_MOUSE	KAK2564871.1
OG0007322	CB076_MOUSE	KAK2565011.1
OG0007339	WDR7_MOUSE	KAK2565148.1
OG0007355	LSM7_MOUSE	KAK2565276.1
OG0007373	RS16_MOUSE	KAK2565494.1
OG0007389	SAAL1_MOUSE	KAK2565639.1
OG0007408	RT16_MOUSE	KAK2565804.1
OG0007427	PAPP1_MOUSE	KAK2565917.1
OG0007431	SCAI_MOUSE	KAK2565926.1
OG0007446	TIM14_MOUSE	KAK2566016.1
OG0007463	REXO4_MOUSE	KAK2566183.1
OG0007480	RFWD3_MOUSE	KAK2566406.1
OG0007496	ERCC5_MOUSE	KAK2566539.1
OG0007529	DRC9_MOUSE	KAK2566827.1
OG0007544	KBP_MOUSE	KAK2566942.1
OG0007560	CR2_MOUSE	KAK2567041.1
OG0007576	CF157_MOUSE	KAK2567133.1
OG0007592	SWI5_MOUSE	KAK2567232.1
OG0007596	UXT_MOUSE	KAK2567252.1
OG0007610	PTK7_MOUSE	KAK2567329.1
OG0007628	AP4S1_MOUSE	KAK2567454.1
OG0007645	CB042_MOUSE	KAK2567539.1
OG0007659	DJC17_MOUSE	KAK2567668.1
OG0007675	NDUAD_MOUSE	KAK2567798.1
OG0007692	SPDLY_MOUSE	KAK2568047.1
OG0007725	RU1C_MOUSE	KAK2568271.1
OG0007742	JMJD6_MOUSE	KAK2568426.1
OG0007761	ZCHC8_MOUSE	KAK2568664.1
OG0007780	DPOA2_MOUSE	KAK2568764.1
OG0007796	DESI2_MOUSE	KAK2568916.1
OG0007813	IFTAP_MOUSE	KAK2569070.1
OG0007831	PR15A_MOUSE	KAK2569199.1
OG0007846	TYSY_MOUSE	KAK2569339.1
OG0007338	TXNL1_MOUSE	KAK2565145.1
OG0007353	HEMH_MOUSE	KAK2565259.1
OG0007387	CTR9_MOUSE	KAK2565621.1
OG0007404	SURF1_MOUSE	KAK2565793.1
OG0007421	CCD18_MOUSE	KAK2565887.1
OG0007426	FXRD1_MOUSE	KAK2565912.1
OG0007444	ASSY_MOUSE	KAK2566001.1
OG0007461	FICD_MOUSE	KAK2566169.1
OG0007478	ZCH24_MOUSE	KAK2566350.1
OG0007494	C560_MOUSE	KAK2566536.1
OG0007510	RN168_MOUSE	KAK2566627.1
OG0007526	CFA45_MOUSE	KAK2566800.1
OG0007543	TBC13_MOUSE	KAK2566926.1
OG0007561	NEP1_MOUSE	KAK2567054.1
OG0007577	PSB1_MOUSE	KAK2567138.1
OG0007582	RT18B_MOUSE	KAK2567158.1
OG0007598	ODFP2_MOUSE	KAK2567261.1
OG0007613	SDCG8_MOUSE	KAK2567360.1
OG0007630	PARP1_MOUSE	KAK2567464.1
OG0007636	SPDYA_MOUSE	KAK2567483.1
OG0007652	CDAN1_MOUSE	KAK2567588.1
OG0007668	MBIP1_MOUSE	KAK2567689.1
OG0007684	RL9_MOUSE	KAK2567881.1
OG0007688	PYM1_MOUSE	KAK2567890.1
OG0007705	GEN_MOUSE	KAK2568134.1
OG0007722	SHOC2_MOUSE	KAK2568260.1
OG0007727	DIAC_MOUSE	KAK2568273.1
OG0007744	GID8_MOUSE	KAK2568443.1
OG0007763	RSPH9_MOUSE	KAK2568680.1
OG0007783	ZFYV1_MOUSE	KAK2568788.1
OG0007801	TOM20_MOUSE	KAK2568987.1
OG0007823	MED25_MOUSE	KAK2569128.1
OG0007838	RM28_MOUSE	KAK2569244.1
OG0007856	ACSS3_MOUSE	KAK2569402.1
OG0007224	STRAP_MOUSE	KAK2563878.1
OG0007240	AIMP2_MOUSE	KAK2564002.1
OG0007256	CRLF3_MOUSE	KAK2564340.1
OG0007274	ASNS_MOUSE	KAK2564703.1
OG0007290	MK67I_MOUSE	KAK2564797.1
OG0007307	DCTN2_MOUSE	KAK2564894.1
OG0007342	BAP18_MOUSE	KAK2565161.1
OG0007358	RL10A_MOUSE	KAK2565348.1
OG0007376	KRR1_MOUSE	KAK2565519.1
OG0007409	MKKS_MOUSE	KAK2565805.1
OG0007465	FEN1_MOUSE	KAK2566194.1
OG0007481	RL12_MOUSE	KAK2566414.1
OG0007497	EFHC2_MOUSE	KAK2566545.1
OG0007515	PANK4_MOUSE	KAK2566673.1
OG0007533	NCBP2_MOUSE	KAK2566849.1
OG0007550	DNMT1_MOUSE	KAK2566987.1
OG0007555	TTC16_MOUSE	KAK2567014.1
OG0007571	U1SBP_MOUSE	KAK2567094.1
OG0007588	CYC_MOUSE	KAK2567204.1
OG0007605	MED6_MOUSE	KAK2567302.1
OG0007638	SRF_MOUSE	KAK2567485.1
OG0007644	LYST_MOUSE	KAK2567524.1
OG0007678	S35D4_MOUSE	KAK2567829.1
OG0007696	PAF15_MOUSE	KAK2568075.1
OG0007750	HIKES_MOUSE	KAK2568481.1
OG0007768	NAA40_MOUSE	KAK2568704.1
OG0007786	APC1_MOUSE	KAK2568816.1
OG0007804	COMD9_MOUSE	KAK2569004.1
OG0007820	NUP50_MOUSE	KAK2569102.1
OG0007837	USH1C_MOUSE	KAK2569236.1
OG0007853	CMIP6_MOUSE	KAK2569370.1
OG0007872	AN13C_MOUSE	KAK2569535.1
OG0007888	S35D1_MOUSE	KAK2569657.1
OG0007905	DPOE4_MOUSE	KAK2569776.1
OG0007354	FMT_MOUSE	KAK2565275.1
OG0007372	TOM22_MOUSE	KAK2565485.1
OG0007388	PRKDC_MOUSE	KAK2565624.1
OG0007405	TTL11_MOUSE	KAK2565798.1
OG0007423	TADA1_MOUSE	KAK2565895.1
OG0007458	AIRIM_MOUSE	KAK2566088.1
OG0007474	STK31_MOUSE	KAK2566298.1
OG0007490	PMYT1_MOUSE	KAK2566478.1
OG0007507	DYT2B_MOUSE	KAK2566621.1
OG0007524	PRAF1_MOUSE	KAK2566779.1
OG0007541	SYNRG_MOUSE	KAK2566909.1
OG0007558	PPIL3_MOUSE	KAK2567031.1
OG0007574	ABCF1_MOUSE	KAK2567101.1
OG0007591	ODAD3_MOUSE	KAK2567231.1
OG0007608	RPC6_MOUSE	KAK2567325.1
OG0007627	TREA_MOUSE	KAK2567452.1
OG0007646	RA51B_MOUSE	KAK2567540.1
OG0007662	STN1_MOUSE	KAK2567675.1
OG0007680	NCLN_MOUSE	KAK2567845.1
OG0007698	TM10A_MOUSE	KAK2568109.1
OG0007703	YIPF3_MOUSE	KAK2568129.1
OG0007720	SMBP2_MOUSE	KAK2568245.1
OG0007737	WDR76_MOUSE	KAK2568335.1
OG0007777	CSN3_MOUSE	KAK2568751.1
OG0007793	ARL2_MOUSE	KAK2568900.1
OG0007810	LRC56_MOUSE	KAK2569040.1
OG0007828	TM41B_MOUSE	KAK2569148.1
OG0007845	A14EL_MOUSE	KAK2569336.1
OG0007863	ALPK1_MOUSE	KAK2569450.1
OG0007880	EXOS3_MOUSE	KAK2569594.1
OG0007896	UBE3C_MOUSE	KAK2569745.1
OG0007913	NOC4L_MOUSE	KAK2569896.1
OG0007918	NPAL2_MOUSE	KAK2569968.1
OG0007935	DNHD1_MOUSE	KAK2570096.1
OG0007366	EIF3M_MOUSE	KAK2565433.1
OG0007382	TM86A_MOUSE	KAK2565548.1
OG0007398	M2OM_MOUSE	KAK2565768.1
OG0007415	BCL10_MOUSE	KAK2565851.1
OG0007435	ZER1_MOUSE	KAK2565933.1
OG0007451	RS18_MOUSE	KAK2566047.1
OG0007455	DUS12_MOUSE	KAK2566067.1
OG0007472	ZTRF1_MOUSE	KAK2566289.1
OG0007488	BORA_MOUSE	KAK2566458.1
OG0007521	PARL_MOUSE	KAK2566758.1
OG0007540	SSRB_MOUSE	KAK2566899.1
OG0007557	NDUF3_MOUSE	KAK2567028.1
OG0007573	SPCS2_MOUSE	KAK2567100.1
OG0007590	ZDH24_MOUSE	KAK2567216.1
OG0007607	KAD7_MOUSE	KAK2567323.1
OG0007625	RIOX1_MOUSE	KAK2567446.1
OG0007643	TKFC_MOUSE	KAK2567511.1
OG0007660	PSMD8_MOUSE	KAK2567669.1
OG0007677	COPE_MOUSE	KAK2567814.1
OG0007695	HCD2_MOUSE	KAK2568068.1
OG0007712	VMA12_MOUSE	KAK2568191.1
OG0007729	SPT5H_MOUSE	KAK2568278.1
OG0007745	RL15_MOUSE	KAK2568444.1
OG0007762	NUD22_MOUSE	KAK2568677.1
OG0007798	NC2A_MOUSE	KAK2568946.1
OG0007816	COX19_MOUSE	KAK2569086.1
OG0007835	ARL1_MOUSE	KAK2569217.1
OG0007852	CCNF_MOUSE	KAK2569369.1
OG0007870	RTCA_MOUSE	KAK2569532.1
OG0007904	GCSP_MOUSE	KAK2569775.1
OG0007923	DIM1_MOUSE	KAK2570004.1
OG0007940	TRM61_MOUSE	KAK2570135.1
OG0007957	NDUA8_MOUSE	KAK2570213.1
OG0007973	GGACT_MOUSE	KAK2570380.1
OG0007492	PSMD1_MOUSE	KAK2566503.1
OG0007508	MSL2_MOUSE	KAK2566622.1
OG0007512	PHLD_MOUSE	KAK2566631.1
OG0007528	GPT_MOUSE	KAK2566826.1
OG0007546	RS5_MOUSE	KAK2566951.1
OG0007564	PR38B_MOUSE	KAK2567065.1
OG0007580	IKBL1_MOUSE	KAK2567156.1
OG0007597	SSF1_MOUSE	KAK2567259.1
OG0007612	ATG2B_MOUSE	KAK2567358.1
OG0007615	PNO1_MOUSE	KAK2567377.1
OG0007632	TRM5_MOUSE	KAK2567466.1
OG0007666	VSX2_MOUSE	KAK2567687.1
OG0007709	RS11_MOUSE	KAK2568164.1
OG0007726	PINX1_MOUSE	KAK2568272.1
OG0007743	RM13_MOUSE	KAK2568442.1
OG0007759	EF1G_MOUSE	KAK2568638.1
OG0007764	S2529_MOUSE	KAK2568682.1
OG0007782	FRG1_MOUSE	KAK2568774.1
OG0007799	EAPP_MOUSE	KAK2568958.1
OG0007815	WIPI3_MOUSE	KAK2569085.1
OG0007849	PGPS1_MOUSE	KAK2569361.1
OG0007866	CECR2_MOUSE	KAK2569466.1
OG0007882	SMC2_MOUSE	KAK2569628.1
OG0007898	SARAF_MOUSE	KAK2569763.1
OG0007915	NIM1_MOUSE	KAK2569910.1
OG0007932	OS9_MOUSE	KAK2570060.1
OG0007949	HAP40_MOUSE	KAK2570182.1
OG0007965	CDV3_MOUSE	KAK2570304.1
OG0007981	DHB8_MOUSE	KAK2570431.1
OG0007998	5NTD_MOUSE	KAK2570544.1
OG0008013	AR13B_MOUSE	KAK2570666.1
OG0008029	CDC5L_MOUSE	KAK2570757.1
OG0008045	NSUN4_MOUSE	KAK2570826.1
OG0008063	ANM9_MOUSE	KAK2570956.1
OG0007505	GSHR_MOUSE	KAK2566582.1
OG0007522	PRS6B_MOUSE	KAK2566766.1
OG0007537	CMI2B_MOUSE	KAK2566862.1
OG0007553	PHP14_MOUSE	KAK2567003.1
OG0007570	DNLZ_MOUSE	KAK2567090.1
OG0007587	FKB15_MOUSE	KAK2567186.1
OG0007604	OPA3_MOUSE	KAK2567298.1
OG0007635	PSA3_MOUSE	KAK2567478.1
OG0007651	T2EB_MOUSE	KAK2567585.1
OG0007667	BTBD9_MOUSE	KAK2567688.1
OG0007683	ACSF2_MOUSE	KAK2567869.1
OG0007699	TXND9_MOUSE	KAK2568117.1
OG0007732	BET1_MOUSE	KAK2568296.1
OG0007749	MTNA_MOUSE	KAK2568479.1
OG0007766	SEN34_MOUSE	KAK2568691.1
OG0007771	RPB9_MOUSE	KAK2568727.1
OG0007787	DPOE2_MOUSE	KAK2568817.1
OG0007803	MSH4_MOUSE	KAK2569000.1
OG0007808	TTC17_MOUSE	KAK2569032.1
OG0007825	CF20D_MOUSE	KAK2569137.1
OG0007840	IDUA_MOUSE	KAK2569256.1
OG0007871	CMKMT_MOUSE	KAK2569534.1
OG0007886	ATPF1_MOUSE	KAK2569646.1
OG0007902	MMAC_MOUSE	KAK2569773.1
OG0007919	ABITM_MOUSE	KAK2569979.1
OG0007936	ANKAR_MOUSE	KAK2570103.1
OG0007952	MET24_MOUSE	KAK2570192.1
OG0007968	PSA2_MOUSE	KAK2570341.1
OG0007983	ABRAL_MOUSE	KAK2570480.1
OG0007999	APC4_MOUSE	KAK2570560.1
OG0008016	CC174_MOUSE	KAK2570672.1
OG0008034	LTN1_MOUSE	KAK2570768.1
OG0008051	CCD91_MOUSE	KAK2570890.1
OG0008068	THIL_MOUSE	KAK2570973.1
OG0007547	HEM2_MOUSE	KAK2566957.1
OG0007563	TFB2M_MOUSE	KAK2567056.1
OG0007579	FLCN_MOUSE	KAK2567151.1
OG0007594	SC5A7_MOUSE	KAK2567248.1
OG0007609	KAT5_MOUSE	KAK2567327.1
OG0007626	GCP60_MOUSE	KAK2567451.1
OG0007641	DNAL1_MOUSE	KAK2567498.1
OG0007657	GALM_MOUSE	KAK2567644.1
OG0007673	TEKL1_MOUSE	KAK2567777.1
OG0007687	DI3L1_MOUSE	KAK2567887.1
OG0007691	C2D2A_MOUSE	KAK2568033.1
OG0007707	BAZ1B_MOUSE	KAK2568145.1
OG0007723	F199X_MOUSE	KAK2568261.1
OG0007739	MICU1_MOUSE	KAK2568398.1
OG0007756	FCF1_MOUSE	KAK2568579.1
OG0007775	ODO2_MOUSE	KAK2568743.1
OG0007790	UNC79_MOUSE	KAK2568857.1
OG0007807	MTNB_MOUSE	KAK2569029.1
OG0007841	PM34_MOUSE	KAK2569265.1
OG0007855	DPOD1_MOUSE	KAK2569398.1
OG0007873	M3K1_MOUSE	KAK2569565.1
OG0007889	IMP3_MOUSE	KAK2569684.1
OG0007906	SOSSC_MOUSE	KAK2569780.1
OG0007910	DPYD_MOUSE	KAK2569851.1
OG0007928	RFT1_MOUSE	KAK2570028.1
OG0007945	DPS1_MOUSE	KAK2570167.1
OG0007976	3BP5L_MOUSE	KAK2570390.1
OG0007992	ZUP1_MOUSE	KAK2570513.1
OG0007997	SON_MOUSE	KAK2570536.1
OG0008014	RT4I1_MOUSE	KAK2570669.1
OG0008031	C8AP2_MOUSE	KAK2570763.1
OG0008047	BIG3_MOUSE	KAK2570850.1
OG0008058	ARL6_MOUSE	KAK2570943.1
OG0008072	DUS4L_MOUSE	KAK2571010.1
OG0007535	NUFP1_MOUSE	KAK2566852.1
OG0007552	MCMBP_MOUSE	KAK2566995.1
OG0007568	MA1B1_MOUSE	KAK2567087.1
OG0007584	ZCHC9_MOUSE	KAK2567163.1
OG0007601	SYF1_MOUSE	KAK2567278.1
OG0007618	TDRD9_MOUSE	KAK2567406.1
OG0007622	CDIN1_MOUSE	KAK2567433.1
OG0007639	FANCL_MOUSE	KAK2567486.1
OG0007670	STYX_MOUSE	KAK2567734.1
OG0007685	RGP1_MOUSE	KAK2567884.1
OG0007702	COX5A_MOUSE	KAK2568124.1
OG0007719	FAF2_MOUSE	KAK2568233.1
OG0007736	K2013_MOUSE	KAK2568334.1
OG0007760	ATRIP_MOUSE	KAK2568659.1
OG0007779	C1D_MOUSE	KAK2568763.1
OG0007795	CCD97_MOUSE	KAK2568915.1
OG0007812	HPBP1_MOUSE	KAK2569064.1
OG0007827	ACPM_MOUSE	KAK2569147.1
OG0007843	FGOP2_MOUSE	KAK2569295.1
OG0007861	RL27A_MOUSE	KAK2569440.1
OG0007879	TEAN2_MOUSE	KAK2569593.1
OG0007914	DC2L1_MOUSE	KAK2569909.1
OG0007931	QTMAN_MOUSE	KAK2570049.1
OG0007947	BARD1_MOUSE	KAK2570173.1
OG0007963	SPART_MOUSE	KAK2570297.1
OG0007979	FBXL4_MOUSE	KAK2570425.1
OG0007995	RPF2_MOUSE	KAK2570531.1
OG0008011	PFD3_MOUSE	KAK2570648.1
OG0008028	RM19_MOUSE	KAK2570754.1
OG0008032	HGD_MOUSE	KAK2570765.1
OG0008067	TPC10_MOUSE	KAK2570969.1
OG0008100	MIA40_MOUSE	KAK2571389.1
OG0008117	TM168_MOUSE	KAK2571525.1
OG0008133	TEX2_MOUSE	KAK2571626.1
OG0007536	CENPW_MOUSE	KAK2566856.1
OG0007539	DAF1_MOUSE, DAF2_MOUSE	KAK2566898.1
OG0007556	TGT_MOUSE	KAK2567019.1
OG0007572	SYCE2_MOUSE	KAK2567097.1
OG0007589	ABL1_MOUSE	KAK2567212.1
OG0007606	MEMO1_MOUSE	KAK2567319.1
OG0007623	MCFD2_MOUSE	KAK2567439.1
OG0007640	BAZ1A_MOUSE	KAK2567493.1
OG0007656	TBCB_MOUSE	KAK2567624.1
OG0007689	ACER2_MOUSE	KAK2567951.1
OG0007693	GUF1_MOUSE	KAK2568050.1
OG0007710	C19L1_MOUSE	KAK2568165.1
OG0007728	VINC_MOUSE	KAK2568276.1
OG0007767	MED17_MOUSE	KAK2568694.1
OG0007792	HDHD3_MOUSE	KAK2568896.1
OG0007797	TATD3_MOUSE	KAK2568944.1
OG0007814	EIF3D_MOUSE	KAK2569083.1
OG0007844	KIFC1_MOUSE	KAK2569334.1
OG0007862	EF2K_MOUSE	KAK2569449.1
OG0007894	MTAP_MOUSE	KAK2569717.1
OG0007930	IF4B_MOUSE	KAK2570040.1
OG0007946	TTC19_MOUSE	KAK2570172.1
OG0007962	RIF1_MOUSE	KAK2570286.1
OG0007978	SPMA1_MOUSE	KAK2570414.1
OG0007994	PPIL4_MOUSE	KAK2570530.1
OG0008010	PICAL_MOUSE	KAK2570640.1
OG0008027	OSTM1_MOUSE	KAK2570752.1
OG0008044	SYYC_MOUSE	KAK2570825.1
OG0008064	CEP57_MOUSE	KAK2570957.1
OG0008076	CDK20_MOUSE	KAK2571062.1
OG0008091	MORN5_MOUSE	KAK2571222.1
OG0008106	SENP8_MOUSE	KAK2571446.1
OG0008123	RAD18_MOUSE	KAK2571549.1
OG0008139	CHOLN_MOUSE	KAK2571658.1
OG0007686	KGD4_MOUSE	KAK2567885.1
OG0007704	TRMB_MOUSE	KAK2568132.1
OG0007721	GWL_MOUSE	KAK2568256.1
OG0007738	KBL_MOUSE	KAK2568347.1
OG0007755	UTP25_MOUSE	KAK2568562.1
OG0007773	MIPEP_MOUSE	KAK2568738.1
OG0007789	MAP10_MOUSE	KAK2568856.1
OG0007805	OTU1_MOUSE	KAK2569012.1
OG0007821	CANT1_MOUSE	KAK2569124.1
OG0007851	IFT27_MOUSE	KAK2569367.1
OG0007868	EPN2_MOUSE	KAK2569486.1
OG0007884	FZR1_MOUSE	KAK2569636.1
OG0007899	HSDL2_MOUSE	KAK2569766.1
OG0007920	CTSRQ_MOUSE	KAK2569980.1
OG0007937	SCAP_MOUSE	KAK2570105.1
OG0007953	CIR1_MOUSE	KAK2570196.1
OG0007969	RM43_MOUSE	KAK2570344.1
OG0007984	MFSD6_MOUSE	KAK2570481.1
OG0008001	QORL1_MOUSE	KAK2570572.1
OG0008017	ADX_MOUSE	KAK2570674.1
OG0008033	TIM13_MOUSE	KAK2570766.1
OG0008048	NPA1P_MOUSE	KAK2570853.1
OG0008065	CFA95_MOUSE	KAK2570961.1
OG0008096	MON2_MOUSE	KAK2571353.1
OG0008111	HUTI_MOUSE	KAK2571477.1
OG0008127	LTOR2_MOUSE	KAK2571569.1
OG0008143	TAB1_MOUSE	KAK2571687.1
OG0008159	EXOC7_MOUSE	KAK2571790.1
OG0008176	XPO6_MOUSE	KAK2571880.1
OG0008192	MEIOB_MOUSE	KAK2571983.1
OG0008196	GTPB1_MOUSE	KAK2572017.1
OG0008213	HD_MOUSE	KAK2572107.1
OG0008230	MAK16_MOUSE	KAK2572211.1
OG0008246	DPCD_MOUSE	KAK2572302.1
OG0007717	DSRAD_MOUSE	KAK2568224.1
OG0007734	G6PE_MOUSE	KAK2568318.1
OG0007753	ASM3B_MOUSE	KAK2568530.1, KAK2572939.1
OG0007772	GLE1_MOUSE	KAK2568737.1
OG0007776	PA24A_MOUSE	KAK2568747.1
OG0007791	ITPK1_MOUSE	KAK2568859.1
OG0007809	EMRE_MOUSE	KAK2569038.1
OG0007826	GALD1_MOUSE	KAK2569140.1
OG0007842	LIN9_MOUSE	KAK2569281.1
OG0007892	CARM1_MOUSE	KAK2569702.1
OG0007909	FKTN_MOUSE	KAK2569842.1
OG0007927	PFD5_MOUSE	KAK2570025.1
OG0007944	GTPB4_MOUSE	KAK2570166.1
OG0007961	DNM3A_MOUSE	KAK2570266.1
OG0007977	ACMSD_MOUSE	KAK2570401.1
OG0007993	NDC80_MOUSE	KAK2570529.1
OG0008009	DLP1_MOUSE	KAK2570634.1
OG0008026	DCMC_MOUSE	KAK2570748.1
OG0008043	ZGLP1_MOUSE	KAK2570815.1
OG0008060	DNJC8_MOUSE	KAK2570949.1
OG0008075	S35A2_MOUSE	KAK2571056.1
OG0008093	PRP18_MOUSE	KAK2571277.1
OG0008109	RUXF_MOUSE	KAK2571475.1
OG0008126	STX8_MOUSE	KAK2571566.1
OG0008142	DCNL3_MOUSE	KAK2571684.1
OG0008147	LMF1_MOUSE	KAK2571707.1
OG0008163	CLCN7_MOUSE	KAK2571803.1
OG0008184	TSC2_MOUSE	KAK2571931.1
OG0008201	TMC6_MOUSE	KAK2572049.1
OG0008217	MGAT2_MOUSE	KAK2572122.1
OG0008233	CACL1_MOUSE	KAK2572226.1
OG0008269	MLH1_MOUSE	KAK2572418.1
OG0008286	HUTU_MOUSE	KAK2572544.1
OG0008290	COX15_MOUSE	KAK2572578.1
OG0007714	VCIP1_MOUSE	KAK2568206.1
OG0007746	PAQR3_MOUSE	KAK2568450.1
OG0007765	DAA10_MOUSE	KAK2568689.1
OG0007784	BROX_MOUSE	KAK2568808.1
OG0007819	TEX52_MOUSE	KAK2569098.1
OG0007834	TTC5_MOUSE	KAK2569216.1
OG0007850	DNAI2_MOUSE	KAK2569364.1
OG0007867	EMC6_MOUSE	KAK2569467.1
OG0007883	EIF2D_MOUSE	KAK2569634.1
OG0007901	EBP2_MOUSE	KAK2569769.1
OG0007921	DNAI3_MOUSE	KAK2569985.1
OG0007938	RSU1_MOUSE	KAK2570116.1
OG0007954	HAT1_MOUSE	KAK2570199.1
OG0007970	YBEY_MOUSE	KAK2570355.1
OG0007988	PREP_MOUSE	KAK2570494.1
OG0008005	MSH2_MOUSE	KAK2570599.1
OG0008022	DJB13_MOUSE	KAK2570711.1
OG0008038	SAP18_MOUSE	KAK2570786.1
OG0008054	RIOX2_MOUSE	KAK2570902.1
OG0008071	MIX23_MOUSE	KAK2571001.1
OG0008087	TF3C6_MOUSE	KAK2571171.1
OG0008092	CCD77_MOUSE	KAK2571276.1
OG0008108	PSMD6_MOUSE	KAK2571459.1
OG0008125	ARP8_MOUSE	KAK2571563.1
OG0008141	RNH2C_MOUSE	KAK2571664.1
OG0008160	SPT20_MOUSE	KAK2571794.1
OG0008177	ZN207_MOUSE	KAK2571882.1
OG0008193	MARF1_MOUSE	KAK2571984.1
OG0008210	ACDSB_MOUSE	KAK2572096.1
OG0008226	HMX3_MOUSE	KAK2572171.1
OG0008242	HOGA1_MOUSE	KAK2572267.1
OG0008260	B3GA3_MOUSE	KAK2572362.1
OG0008295	KNDC1_MOUSE	KAK2572624.1
OG0008310	AKIP1_MOUSE	KAK2572714.1
OG0007735	GTPB6_MOUSE	KAK2568333.1
OG0007740	RBM22_MOUSE	KAK2568399.1
OG0007758	CCNK_MOUSE	KAK2568632.1
OG0007778	RM30_MOUSE	KAK2568760.1
OG0007794	SYMPK_MOUSE	KAK2568901.1
OG0007830	CHDH_MOUSE	KAK2569185.1
OG0007847	ETFR1_MOUSE	KAK2569340.1
OG0007864	RL18_MOUSE	KAK2569456.1
OG0007885	GET3_MOUSE	KAK2569641.1
OG0007903	CS044_MOUSE	KAK2569774.1
OG0007922	DPP2_MOUSE	KAK2569986.1
OG0007939	CC148_MOUSE	KAK2570129.1
OG0007955	RM16_MOUSE	KAK2570202.1
OG0007971	SNF8_MOUSE	KAK2570367.1
OG0007987	RHEB_MOUSE	KAK2570493.1
OG0008004	CEP43_MOUSE	KAK2570598.1
OG0008021	MPRI_MOUSE	KAK2570704.1
OG0008039	PDXK_MOUSE	KAK2570794.1
OG0008055	FZD4_MOUSE	KAK2570903.1
OG0008061	SPG17_MOUSE	KAK2570951.1
OG0008078	RL18A_MOUSE	KAK2571076.1
OG0008095	CFA54_MOUSE	KAK2571309.1
OG0008112	TDG_MOUSE	KAK2571479.1
OG0008129	RNH2A_MOUSE	KAK2571585.1
OG0008144	S39AB_MOUSE	KAK2571691.1
OG0008150	DECR2_MOUSE	KAK2571735.1
OG0008166	EME1_MOUSE	KAK2571817.1
OG0008182	DIC_MOUSE	KAK2571913.1
OG0008199	B9D1_MOUSE	KAK2572028.1
OG0008216	ANR53_MOUSE	KAK2572117.1
OG0008268	NOP56_MOUSE	KAK2572408.1
OG0008284	NKX12_MOUSE	KAK2572528.1
OG0008317	GSKIP_MOUSE	KAK2572809.1
OG0008334	FHI2A_MOUSE	KAK2572972.1
OG0007785	THUM3_MOUSE	KAK2568815.1
OG0007800	DAA11_MOUSE	KAK2568986.1
OG0007817	DDB1_MOUSE	KAK2569090.1
OG0007832	SCYL2_MOUSE	KAK2569211.1
OG0007848	RECQ1_MOUSE	KAK2569354.1
OG0007865	FERY3_MOUSE	KAK2569458.1
OG0007881	BT3L4_MOUSE	KAK2569596.1
OG0007897	ASTER_MOUSE	KAK2569747.1
