Orthogroup	Hsap	Nvec
OG0005743	BIRC6_HUMAN	NV2t020047001.1
OG0005744	BIVM_HUMAN	NV2t021978001.1
OG0005745	BKGD_HUMAN	NV2t015876001.1
OG0005746	BL1S1_HUMAN	NV2t010768001.1
OG0005747	BL1S2_HUMAN	NV2t020905001.1
OG0005748	BL1S6_HUMAN	NV2t014574001.1
OG0005749	BLTP1_HUMAN	NV2t002451001.1
OG0005750	BMPER_HUMAN	NV2t012730001.1
OG0005751	BOLA2_HUMAN	NV2t015731001.1
OG0005752	BOLA3_HUMAN	NV2t004629001.1
OG0005753	BORA_HUMAN	NV2t015116001.1
OG0005754	BORC7_HUMAN	NV2t003983001.1
OG0005755	BPHL_HUMAN	NV2t016325001.1
OG0005756	BPL1_HUMAN	NV2t008325001.1
OG0005757	BPNT1_HUMAN	NV2t020759001.1
OG0005758	BRAP_HUMAN	NV2t016786001.1
OG0005759	BRCA2_HUMAN	NV2t003568001.1
OG0005760	BRD8_HUMAN	NV2t017981001.1
OG0005761	BRI3_HUMAN	NV2t007626001.1
OG0005762	BRK1_HUMAN	NV2t001698001.1
OG0005764	BROX_HUMAN	NV2t020868001.1
OG0005765	BRX1_HUMAN	NV2t001340001.1
OG0005766	BSCL2_HUMAN	NV2t020317001.1
OG0005767	BSDC1_HUMAN	NV2t016512001.1
OG0005768	BT3L4_HUMAN	NV2t000405001.1
OG0005769	BTBD9_HUMAN	NV2t019850001.1
OG0005770	BTBDA_HUMAN	NV2t010091001.1, NV2t010091003.1
OG0005771	BUB1_HUMAN	NV2t020565001.1
OG0005772	BUB3_HUMAN	NV2t025275001.1
OG0005773	BUD13_HUMAN	NV2t008718001.1
OG0005774	BUD23_HUMAN	NV2t016668001.1
OG0005775	C19L1_HUMAN	NV2t014468001.1
OG0005776	C1D_HUMAN	NV2t020802001.1
OG0005777	C1GLT_HUMAN	NV2t004894001.1
OG0005778	C1QBP_HUMAN	NV2t015990001.1
OG0005779	C2CD3_HUMAN	NV2t003034001.1
OG0005780	C2D2A_HUMAN	NV2t024093001.1
OG0005781	C42S2_HUMAN	NV2t014793001.1
OG0005782	C8AP2_HUMAN	NV2t009214001.1
OG0005783	C97D2_HUMAN	NV2t022481001.1
OG0005784	CA050_HUMAN	NV2t014252001.1
OG0005785	CA074_HUMAN	NV2t014339001.1
OG0005786	CA198_HUMAN	NV2t020476001.1
OG0005787	CAAP1_HUMAN	NV2t001806001.1
OG0005788	CABIN_HUMAN	NV2t016605001.1, NV2t016605002.1
OG0005789	CACL1_HUMAN	NV2t018812001.1
OG0005790	CACO2_HUMAN	NV2t012829002.1
OG0005791	CAF17_HUMAN	NV2t015527001.1
OG0005792	CAF1A_HUMAN	NV2t023537001.1
OG0005794	CANT1_HUMAN	NV2t007782001.1
OG0005795	CAPZB_HUMAN	NV2t013214001.1
OG0005796	CARM1_HUMAN	NV2t000403001.1
OG0005797	CARME_HUMAN	NV2t014300001.1
OG0005798	CASD1_HUMAN	NV2t011606001.1
OG0005799	CASP8_HUMAN	NV2t005595001.1
OG0005800	CATAC_HUMAN	NV2t022313001.1
OG0005801	CATB_HUMAN	NV2t006470001.1
OG0005803	CATIN_HUMAN	NV2t023909001.1
OG0005804	CATIP_HUMAN	NV2t012410001.1
OG0005805	CB042_HUMAN	NV2t019578001.1
OG0005806	CB068_HUMAN	NV2t015269001.1
OG0005807	CB076_HUMAN	NV2t013005001.1
OG0005808	CB5D1_HUMAN	NV2t014617001.1
OG0005809	CBCO1_HUMAN	NV2t018327001.1
OG0005810	CBPC6_HUMAN	NV2t016487001.1
OG0005811	CBPD_HUMAN	NV2t016912001.1
OG0005812	CC112_HUMAN	NV2t022899001.1
OG0005813	CC124_HUMAN	NV2t024101001.1, NV2t024103001.1
OG0005814	CC125_HUMAN	NV2t018605001.1
OG0005815	CC134_HUMAN	NV2t003093001.1
OG0005816	CC138_HUMAN	NV2t003929001.1
OG0005817	CC142_HUMAN	NV2t018499001.1
OG0005818	CC146_HUMAN	NV2t003432001.1
OG0005819	CC148_HUMAN	NV2t011188001.1
OG0005820	CC150_HUMAN	NV2t015032001.1
OG0005821	CC167_HUMAN	NV2t020436001.1
OG0005822	CC169_HUMAN	NV2t003721001.1
OG0005823	CC171_HUMAN	NV2t023439001.1
OG0005824	CC174_HUMAN	NV2t008738001.1
OG0005825	CC177_HUMAN	NV2t012479001.1
OG0005826	CC178_HUMAN	NV2t016582001.1
OG0005827	CC180_HUMAN	NV2t025377001.1, NV2t025377002.1
OG0005828	CC74A_HUMAN, CC74B_HUMAN	NV2t017277001.1
OG0005829	CCD12_HUMAN	NV2t012198001.1
OG0005830	CCD13_HUMAN	NV2t010714001.1
OG0005831	CCD15_HUMAN	NV2t023608001.1
OG0005832	CCD17_HUMAN	NV2t000397001.1
OG0005833	CCD18_HUMAN	NV2t025066001.1
OG0005834	CCD22_HUMAN	NV2t003036001.1
OG0005835	CCD25_HUMAN	NV2t015972001.1
OG0005836	CCD34_HUMAN	NV2t009991001.1
OG0005837	CCD40_HUMAN	NV2t007531001.1
OG0005838	CCD43_HUMAN	NV2t006003001.1
OG0005839	CCD60_HUMAN	NV2t006029001.1
OG0005840	CCD61_HUMAN	NV2t021045001.1
OG0005841	CCD73_HUMAN	NV2t006085001.1
OG0005842	CCD77_HUMAN	NV2t000260001.1
OG0005843	CCD89_HUMAN	NV2t010813001.1
OG0005844	CCD91_HUMAN	NV2t008333001.1
OG0005845	CCD93_HUMAN	NV2t010687001.1
OG0005846	CCD97_HUMAN	NV2t020514001.1
OG0005847	CCDC9_HUMAN	NV2t002079001.1
OG0005852	CCNF_HUMAN	NV2t007290001.1
OG0005853	CCNH_HUMAN	NV2t019546001.1
OG0005854	CCNK_HUMAN	NV2t020544001.1
OG0005855	CCSAP_HUMAN	NV2t020121001.1
OG0005856	CCS_HUMAN	NV2t006463001.1, NV2t006463002.1
OG0005857	CD033_HUMAN	NV2t003629001.1
OG0005858	CD123_HUMAN	NV2t003398001.1
OG0005859	CD2B2_HUMAN	NV2t016116001.1
OG0005860	CDC16_HUMAN	NV2t001293001.1
OG0005861	CDC20_HUMAN	NV2t021384001.1
OG0005862	CDC23_HUMAN	NV2t019103001.1
OG0005863	CDC27_HUMAN	NV2t012507001.1
OG0005864	CDC37_HUMAN	NV2t010037001.1
OG0005865	CDC45_HUMAN	NV2t016283002.1
OG0005866	CDC5L_HUMAN	NV2t009050001.1
OG0005867	CDC6_HUMAN	NV2t012141001.1
OG0005868	CDC73_HUMAN	NV2t024897001.1
OG0005869	CDC7_HUMAN	NV2t024365001.1
OG0005870	CDD_HUMAN	NV2t015198001.1
OG0005871	CDIN1_HUMAN	NV2t020092001.1
OG0005872	CDK20_HUMAN	NV2t014782001.1
OG0005873	CDK7_HUMAN	NV2t024265001.1
OG0005874	CDK9_HUMAN	NV2t024817001.1
OG0005875	CDKA1_HUMAN	NV2t016630001.1
OG0005876	CDKAL_HUMAN	NV2t014112003.1
OG0005877	CDT1_HUMAN	NV2t005344001.1
OG0005878	CDV3_HUMAN	NV2t011049001.1
OG0005880	CE120_HUMAN	NV2t023996001.1
OG0005881	CE152_HUMAN	NV2t014553001.1
OG0005882	CE162_HUMAN	NV2t008384001.1
OG0005883	CE290_HUMAN	NV2t009762001.1
OG0005884	CEBPG_HUMAN	NV2t000240001.1
OG0005885	CEBPZ_HUMAN	NV2t021019001.1
OG0005886	CECR2_HUMAN	NV2t018019001.1
OG0005888	CENPC_HUMAN	NV2t001376001.1
OG0005889	CENPI_HUMAN	NV2t021938001.1
OG0005890	CENPK_HUMAN	NV2t001778001.1
OG0005891	CENPL_HUMAN	NV2t001730001.1
OG0005892	CENPM_HUMAN	NV2t007125001.1
OG0005893	CENPN_HUMAN	NV2t004865001.1
OG0005894	CENPP_HUMAN	NV2t001866001.1
OG0005895	CENPS_HUMAN	NV2t005276001.1
OG0005896	CENPT_HUMAN	NV2t005277001.1
OG0005897	CENPW_HUMAN	NV2t025504001.1
OG0005898	CEP19_HUMAN	NV2t013867001.1
OG0005899	CEP20_HUMAN	NV2t013914001.1
OG0005900	CEP43_HUMAN	NV2t009053001.1
OG0005901	CEP44_HUMAN	NV2t005715001.1
OG0005902	CEP57_HUMAN	NV2t008338001.1
OG0005903	CEP72_HUMAN	NV2t004217001.1
OG0005904	CEP76_HUMAN	NV2t004692001.1
OG0005905	CEP78_HUMAN	NV2t001039001.1
OG0005906	CEP83_HUMAN	NV2t018555001.1
OG0005907	CF062_HUMAN	NV2t016738001.1
OG0005908	CF107_HUMAN	NV2t014256001.1
OG0005909	CF118_HUMAN	NV2t008290001.1, NV2t008290002.1
OG0005910	CF119_HUMAN	NV2t016628001.1
OG0005911	CF157_HUMAN	NV2t025133001.1
OG0005912	CF161_HUMAN	NV2t023098001.1
OG0005913	CF184_HUMAN	NV2t007471001.1
OG0005914	CF20D_HUMAN	NV2t018861001.1
OG0005915	CF210_HUMAN	NV2t011752001.1
OG0005916	CF251_HUMAN	NV2t017226001.1
OG0005917	CF276_HUMAN	NV2t001193001.1
OG0005918	CF298_HUMAN	NV2t008786001.1
OG0005919	CF299_HUMAN	NV2t006482001.1
OG0005920	CF300_HUMAN	NV2t022775001.1
OG0005921	CF410_HUMAN	NV2t011360001.1
OG0005922	CF418_HUMAN	NV2t004098001.1
OG0005923	CFA20_HUMAN	NV2t005040001.1
OG0005924	CFA43_HUMAN	NV2t017707001.1
OG0005925	CFA44_HUMAN	NV2t021370001.1
OG0005926	CFA45_HUMAN	NV2t022617001.1
OG0005927	CFA52_HUMAN	NV2t006986001.1
OG0005928	CFA54_HUMAN	NV2t000771001.1
OG0005929	CFA58_HUMAN	NV2t017721001.1
OG0005930	CFA68_HUMAN	NV2t021653001.1
OG0005931	CFA74_HUMAN	NV2t014754001.1
OG0005932	CFA77_HUMAN	NV2t025032001.1
OG0005933	CFA90_HUMAN	NV2t009787001.1
OG0005934	CFA95_HUMAN	NV2t009085001.1
OG0005935	CFA97_HUMAN	NV2t023655001.1
OG0005936	CFDP1_HUMAN	NV2t004080001.1
OG0005937	CGL_HUMAN	NV2t001870001.1
OG0005938	CGRF1_HUMAN	NV2t020358001.1
OG0005939	CH033_HUMAN	NV2t014028001.1
OG0005940	CH034_HUMAN	NV2t006303001.1
OG0005941	CH048_HUMAN	NV2t003363001.1
OG0005942	CH076_HUMAN, ZHX1R_HUMAN	NV2t025502001.1
OG0005943	CH082_HUMAN	NV2t004845001.1
OG0005944	CH10_HUMAN	NV2t011777001.1
OG0005945	CH60_HUMAN	NV2t011779001.1
OG0005946	CHAC2_HUMAN	NV2t018057001.1
OG0005947	CHCH1_HUMAN	NV2t013686001.1
OG0005948	CHD1L_HUMAN	NV2t016656001.1
OG0005949	CHERP_HUMAN	NV2t000876001.1
OG0005950	CHID1_HUMAN	NV2t006294001.1
OG0005951	CHM1A_HUMAN	NV2t004137001.1
OG0005952	CHM2B_HUMAN	NV2t008746001.1
OG0005953	CHMP3_HUMAN	NV2t017508001.1
OG0005954	CHMP5_HUMAN	NV2t011812001.1
OG0005955	CHMP6_HUMAN	NV2t006872001.1
OG0005956	CHMP7_HUMAN	NV2t018778001.1
OG0005957	CHOLN_HUMAN	NV2t007247001.1
OG0005958	CHRC1_HUMAN	NV2t006151003.1
OG0005959	CHRD1_HUMAN	NV2t008754001.1
OG0005960	CHRD_HUMAN	NV2t014185001.1
OG0005961	CHUR_HUMAN	NV2t019760001.1
OG0005962	CIA2A_HUMAN	NV2t023444001.1
OG0005963	CIA2B_HUMAN	NV2t004885001.1
OG0005964	CIA30_HUMAN	NV2t019518001.1
OG0005965	CIAO3_HUMAN	NV2t010153001.1
OG0005966	CINP_HUMAN	NV2t020712001.1
OG0005967	CIP1_HUMAN	NV2t024804001.1
OG0005968	CIR1_HUMAN	NV2t012617001.1
OG0005969	CISD2_HUMAN	NV2t010409001.1
OG0005970	CJ053_HUMAN	NV2t005514001.1
OG0005971	CK016_HUMAN	NV2t009537001.1
OG0005972	CK097_HUMAN	NV2t009212001.1
OG0005973	CK098_HUMAN	NV2t025111001.1
OG0005974	CK5P2_HUMAN	NV2t024497001.1
OG0005975	CK5P3_HUMAN	NV2t011501001.1
OG0005976	CL056_HUMAN	NV2t000212001.1
OG0005977	CL16A_HUMAN	NV2t006878001.1
OG0005980	CLCC1_HUMAN	NV2t000425001.1
OG0005982	CLCN6_HUMAN	NV2t014030001.1
OG0005983	CLCN7_HUMAN	NV2t007759001.1
OG0005986	CLP1L_HUMAN	NV2t005444001.1
OG0005987	CLPB_HUMAN	NV2t003459001.1
OG0005988	CLPP_HUMAN	NV2t002161001.1
OG0005989	CLPX_HUMAN	NV2t023782001.1
OG0005990	CLSPN_HUMAN	NV2t019604001.1
OG0005991	CLUA1_HUMAN	NV2t008137001.1
OG0005992	CLXN_HUMAN	NV2t011103001.1
OG0005993	CMAP2_HUMAN	NV2t001601001.1
OG0005994	CMAP3_HUMAN	NV2t008936001.1
OG0005995	CMI2B_HUMAN	NV2t024930001.1
OG0005996	CMIP6_HUMAN	NV2t007374001.1
OG0005997	CMIP_HUMAN	NV2t005453001.1
OG0005998	CMKMT_HUMAN	NV2t020435001.1
OG0005999	CMTD1_HUMAN	NV2t019126001.1
OG0006000	CMTR1_HUMAN	NV2t011413001.1
OG0006001	CMTR2_HUMAN	NV2t024504001.1
OG0006002	CNBD2_HUMAN	NV2t011229001.1
OG0006003	CNDG2_HUMAN	NV2t012326001.1
OG0006004	CNEP1_HUMAN	NV2t013294001.1
OG0006005	CNIH1_HUMAN	NV2t020158001.1
OG0006006	CNIH4_HUMAN	NV2t021025001.1
OG0006008	CNO11_HUMAN	NV2t014651001.1
OG0006009	CNOT1_HUMAN	NV2t004573001.1
OG0006010	CNOT2_HUMAN	NV2t010355001.1
OG0006011	CNOT9_HUMAN	NV2t019914001.1
OG0006012	CNPD1_HUMAN	NV2t011059001.1
OG0006013	CNPY2_HUMAN	NV2t010799001.1
OG0006014	CNRP1_HUMAN	NV2t019539001.1
OG0006015	CNTD1_HUMAN	NV2t016094001.1
OG0006016	CNTRB_HUMAN	NV2t021358001.1
OG0006018	COA1_HUMAN	NV2t011453001.1, NV2t011453002.1
OG0006019	COA5_HUMAN	NV2t002598001.1
OG0006020	COA6_HUMAN	NV2t021044001.1
OG0006021	COA7_HUMAN	NV2t000292001.1
OG0006022	COA8_HUMAN	NV2t020660001.1
OG0006023	COAC_HUMAN	NV2t024108001.1
OG0006024	COASY_HUMAN	NV2t006540001.1
OG0006025	COG1_HUMAN	NV2t023788001.1
OG0006026	COG2_HUMAN	NV2t020494001.1
OG0006027	COG3_HUMAN	NV2t021691001.1
OG0006028	COG5_HUMAN	NV2t000150001.1
OG0006029	COG7_HUMAN	NV2t025744001.1
OG0006030	COIL_HUMAN	NV2t008051001.1
OG0006031	COMD1_HUMAN	NV2t019311001.1
OG0006032	COMD2_HUMAN	NV2t001292001.1
OG0006033	COMD3_HUMAN	NV2t011735001.1
OG0006034	COMD4_HUMAN	NV2t004081001.1, NV2t004081002.1
OG0006035	COMD5_HUMAN	NV2t002656001.1
OG0006036	COMD7_HUMAN	NV2t011071001.1
OG0006037	COMD9_HUMAN	NV2t017745001.1
OG0006038	COP1_HUMAN	NV2t024799001.1
OG0006039	COPB2_HUMAN	NV2t014462001.1
OG0006040	COPB_HUMAN	NV2t010120001.1
OG0006041	COPD_HUMAN	NV2t022259002.1
OG0006042	COPE_HUMAN	NV2t023469001.1
OG0006043	COPZ1_HUMAN	NV2t011462001.1
OG0006044	COQ5_HUMAN	NV2t015993001.1
OG0006045	COQ7_HUMAN	NV2t007974001.1
OG0006046	COQ9_HUMAN	NV2t005359001.1
OG0006047	CORO7_HUMAN	NV2t003349001.1
OG0006048	COTL1_HUMAN	NV2t005353001.1
OG0006049	COX10_HUMAN	NV2t007093001.1
OG0006050	COX11_HUMAN	NV2t007713001.1
OG0006051	COX15_HUMAN	NV2t018889001.1
OG0006052	COX17_HUMAN	NV2t019199001.1, NV2t019199002.1
OG0006053	COX19_HUMAN	NV2t007272001.1
OG0006054	COX5A_HUMAN	NV2t024053001.1
OG0006055	COX5B_HUMAN	NV2t015984001.1, NV2t015984002.1
OG0006056	COX6C_HUMAN	NV2t016004001.1
OG0006057	COX7C_HUMAN	NV2t014660001.1
OG0006058	COXM1_HUMAN	NV2t006232001.1
OG0006059	COXM2_HUMAN	NV2t022127001.1
OG0006060	CP087_HUMAN	NV2t005253001.1
OG0006061	CP100_HUMAN	NV2t001460001.1
OG0006062	CP110_HUMAN	NV2t007645001.1
OG0006063	CP131_HUMAN	NV2t007705001.1
OG0006064	CPAP_HUMAN	NV2t016922001.1
OG0006065	CPIN1_HUMAN	NV2t004469001.1
OG0006066	CPLN1_HUMAN	NV2t001321001.1
OG0006067	CPPED_HUMAN	NV2t019228001.1
OG0006069	CRBL2_HUMAN	NV2t006134001.1
OG0006070	CRERF_HUMAN	NV2t017911001.1
OG0006071	CRIM1_HUMAN	NV2t021204001.1
OG0006072	CRIPT_HUMAN	NV2t020313001.1
OG0006073	CRLF3_HUMAN	NV2t007378001.1
OG0006074	CRLS1_HUMAN	NV2t019519001.1
OG0006075	CRNL1_HUMAN	NV2t011313001.1
OG0006076	CRYL1_HUMAN	NV2t008987001.1
OG0006077	CRYM_HUMAN	NV2t007306001.1
OG0006078	CS044_HUMAN	NV2t001141001.1
OG0006079	CS047_HUMAN	NV2t020030001.1
OG0006081	CSK2B_HUMAN	NV2t024765001.1
OG0006082	CSN2_HUMAN	NV2t023609001.1
OG0006083	CSN3_HUMAN	NV2t019502001.1
OG0006084	CSN4_HUMAN	NV2t010509001.1
OG0006085	CSN5_HUMAN	NV2t016047001.1
OG0006086	CSN6_HUMAN	NV2t021467001.1
OG0006087	CSN8_HUMAN	NV2t012592001.1
OG0006088	CSTF1_HUMAN	NV2t013481001.1
OG0006089	CSTF3_HUMAN	NV2t010305001.1
OG0006090	CSTP1_HUMAN	NV2t019028001.1
OG0006092	CTC1_HUMAN	NV2t023091001.1
OG0006093	CTDP1_HUMAN	NV2t004501001.1
OG0006094	CTF18_HUMAN	NV2t007227001.1
OG0006095	CTF8_HUMAN	NV2t005363001.1
OG0006096	CTR9_HUMAN	NV2t017505001.1
OG0006097	CTRO_HUMAN	NV2t017237001.1
OG0006098	CTSR2_HUMAN	NV2t023521001.1
OG0006099	CTSR4_HUMAN	NV2t013940001.1
OG0006100	CTSRB_HUMAN	NV2t017955001.1
OG0006101	CTSRQ_HUMAN	NV2t002140002.1
OG0006102	CTSRT_HUMAN	NV2t012168001.1
OG0006103	CTU2_HUMAN	NV2t013469001.1
OG0006104	CUED2_HUMAN	NV2t010259001.1
OG0006105	CUL2_HUMAN	NV2t011630001.1
OG0006106	CWC15_HUMAN	NV2t021603001.1
OG0006107	CWC22_HUMAN	NV2t009246002.1
OG0006108	CWC25_HUMAN	NV2t011333001.1
OG0006109	CX058_HUMAN	NV2t021279001.1
OG0006110	CY1_HUMAN	NV2t005059001.1
OG0006111	CYB5_HUMAN	NV2t004442001.1
OG0006112	CYBP_HUMAN	NV2t013589001.1
OG0006113	CYC_HUMAN	NV2t025016001.1
OG0006114	CZIB_HUMAN	NV2t002075001.1
OG0006115	D19L3_HUMAN	NV2t008737001.1
OG0006116	D39U1_HUMAN	NV2t004597001.1
OG0006117	DAA10_HUMAN	NV2t019599001.1
OG0006118	DAA11_HUMAN	NV2t020338001.1
OG0006119	DAA19_HUMAN	NV2t010820001.1
OG0006120	DAAF1_HUMAN	NV2t013819001.1
OG0006121	DAAF5_HUMAN	NV2t025264001.1
OG0006122	DAAF6_HUMAN	NV2t003758001.1
OG0006123	DAD1_HUMAN	NV2t004389001.1
OG0006124	DALD3_HUMAN	NV2t001951001.1
OG0006125	DAP1_HUMAN	NV2t011830001.1
OG0006126	DAW1_HUMAN	NV2t021783001.1
OG0006127	DAXX_HUMAN	NV2t025328001.1
OG0006128	DAZP2_HUMAN	NV2t010658001.1
OG0006129	DBNL_HUMAN	NV2t018270001.1
OG0006130	DBR1_HUMAN	NV2t024233001.1
OG0006131	DC2I1_HUMAN	NV2t012233001.1
OG0006132	DC2I2_HUMAN	NV2t019107001.1
OG0006133	DCA11_HUMAN	NV2t004942001.1
OG0006134	DCA13_HUMAN	NV2t005814001.1
OG0006135	DCA17_HUMAN	NV2t018885001.1
OG0006136	DCAKD_HUMAN	NV2t011937001.1
OG0006137	DCMC_HUMAN	NV2t009158001.1
OG0006138	DCNL3_HUMAN	NV2t007403001.1
OG0006139	DCR1A_HUMAN	NV2t018188001.1
OG0006140	DCTD_HUMAN	NV2t002431001.1
OG0006141	DCTN2_HUMAN	NV2t011980001.1
OG0006142	DCTN3_HUMAN	NV2t025433001.1
OG0006143	DCTN5_HUMAN	NV2t007845001.1
OG0006144	DCTN6_HUMAN	NV2t003988001.1
OG0006145	DCUP_HUMAN	NV2t001100001.1
OG0006146	DDA1_HUMAN	NV2t023829001.1
OG0006147	DDB1_HUMAN	NV2t017609001.1
OG0006148	DDHD1_HUMAN	NV2t011198001.1
OG0006149	DDIAS_HUMAN	NV2t003866001.1
OG0006150	DDRGK_HUMAN	NV2t018215001.1
OG0006151	DDX10_HUMAN	NV2t009248001.1
OG0006152	DDX1_HUMAN	NV2t005212001.1
OG0006153	DDX28_HUMAN	NV2t019709001.1
OG0006154	DDX41_HUMAN	NV2t017910001.1
OG0006155	DDX42_HUMAN	NV2t010752001.1
OG0006156	DDX47_HUMAN	NV2t019898001.1
OG0006157	DDX51_HUMAN	NV2t022162001.1
OG0006158	DDX52_HUMAN	NV2t015945001.1
OG0006159	DDX54_HUMAN	NV2t005667001.1
OG0006160	DDX55_HUMAN	NV2t017006001.1
OG0006161	DDX56_HUMAN	NV2t018032001.1
OG0006162	DDX59_HUMAN	NV2t011786001.1
OG0006163	DEAF1_HUMAN	NV2t010502001.1
OG0006164	DECR_HUMAN	NV2t005426001.1
OG0006165	DEFM_HUMAN	NV2t004182001.1
OG0006166	DELE1_HUMAN	NV2t002803001.1
OG0006167	DENR_HUMAN	NV2t016960001.1
OG0006168	DERL1_HUMAN	NV2t004940001.1
OG0006169	DESI2_HUMAN	NV2t019710001.1
OG0006170	DET1_HUMAN	NV2t023519001.1
OG0006171	DFFB_HUMAN	NV2t014840001.1
OG0006172	DGAT1_HUMAN	NV2t005215001.1
OG0006173	DGCR8_HUMAN	NV2t016132001.1
OG0006174	DGKE_HUMAN	NV2t007238001.1
OG0006176	DHB4_HUMAN	NV2t016388001.1
OG0006177	DHB8_HUMAN	NV2t012477001.1
OG0006178	DHDDS_HUMAN	NV2t008956001.1
OG0006179	DHPR_HUMAN	NV2t017709001.1
OG0006180	DHRS1_HUMAN	NV2t005082001.1
OG0006181	DHRS6_HUMAN	NV2t000152001.1
OG0006182	DHSD_HUMAN	NV2t022125001.1
OG0006183	DHSO_HUMAN	NV2t009377001.1
OG0006184	DHX33_HUMAN	NV2t005360001.1
OG0006185	DHX34_HUMAN	NV2t018123001.1
OG0006186	DHX57_HUMAN	NV2t020800001.1
OG0006187	DI3L1_HUMAN	NV2t024203001.1
OG0006188	DIAC_HUMAN	NV2t014939001.1
OG0006189	DIESL_HUMAN	NV2t016002001.1
OG0006190	DIK1C_HUMAN	NV2t005345001.1
OG0006191	DIK2A_HUMAN	NV2t011215001.1
OG0006192	DIM1_HUMAN	NV2t000079001.1
OG0006193	DISC1_HUMAN	NV2t012472001.1
OG0006194	DISP3_HUMAN	NV2t013283001.1
OG0006195	DIXC1_HUMAN	NV2t022672001.1
OG0006196	DJB13_HUMAN	NV2t008899001.1
OG0006197	DJC14_HUMAN	NV2t001107001.1
OG0006198	DJC16_HUMAN	NV2t013282001.1
OG0006199	DJC21_HUMAN	NV2t022480001.1
OG0006200	DJC22_HUMAN	NV2t012483001.1
OG0006201	DJC25_HUMAN	NV2t013132001.1
OG0006202	DJC27_HUMAN	NV2t006695001.1
OG0006203	DJC28_HUMAN	NV2t008596001.1
OG0006204	DLEC1_HUMAN	NV2t011203001.1
OG0006206	DLP1_HUMAN	NV2t025562001.1
OG0006207	DLRB2_HUMAN	NV2t004395001.1
OG0006208	DMAP1_HUMAN	NV2t000373001.1
OG0006209	DNA2_HUMAN	NV2t016150001.1
OG0006210	DNAI2_HUMAN	NV2t007461001.1
OG0006211	DNAI3_HUMAN	NV2t000961001.1
OG0006212	DNAI7_HUMAN	NV2t018199001.1
OG0006213	DNAL1_HUMAN	NV2t020077001.1
OG0006214	DNHD1_HUMAN	NV2t012157001.1
OG0006215	DNJB9_HUMAN	NV2t002385001.1
OG0006216	DNJC2_HUMAN	NV2t002269001.1
OG0006217	DNJC3_HUMAN	NV2t022727001.1
OG0006218	DNJC4_HUMAN	NV2t011432001.1
OG0006219	DNJC7_HUMAN	NV2t012701001.1
OG0006220	DNJC9_HUMAN	NV2t011412001.1
OG0006221	DNLI1_HUMAN	NV2t007697001.1
OG0006222	DNLI3_HUMAN	NV2t003683001.1
OG0006223	DNLI4_HUMAN	NV2t012809001.1
OG0006224	DNLZ_HUMAN	NV2t025455001.1
OG0006225	DNMT1_HUMAN	NV2t025390001.1
OG0006226	DNPEP_HUMAN	NV2t011866001.1
OG0006227	DOHH_HUMAN	NV2t022505001.1
OG0006228	DOK7_HUMAN	NV2t003451001.1
OG0006229	DONS_HUMAN	NV2t011189001.1
OG0006230	DPCD_HUMAN	NV2t018719001.1
OG0006231	DPH1_HUMAN	NV2t017092001.1
OG0006232	DPH5_HUMAN	NV2t000380001.1
OG0006233	DPH6_HUMAN	NV2t012127001.1
OG0006234	DPOA2_HUMAN	NV2t020238001.1
OG0006235	DPOD1_HUMAN	NV2t018015001.1
OG0006236	DPOD2_HUMAN	NV2t008126001.1
OG0006237	DPOD4_HUMAN	NV2t016909001.1
OG0006238	DPOE1_HUMAN	NV2t021647002.1
OG0006239	DPOE2_HUMAN	NV2t019523002.1
OG0006240	DPOE3_HUMAN	NV2t024764001.1
OG0006241	DPOE4_HUMAN	NV2t001901001.1
OG0006242	DPOG2_HUMAN	NV2t024909001.1
OG0006243	DPOLA_HUMAN	NV2t022301001.1
OG0006244	DPOLB_HUMAN	NV2t006587001.1
OG0006245	DPOLN_HUMAN	NV2t018106001.1
OG0006246	DPOLQ_HUMAN	NV2t008606001.1
OG0006247	DPS1_HUMAN	NV2t011834001.1
OG0006248	DPTOR_HUMAN	NV2t017070001.1
OG0006249	DPYD_HUMAN	NV2t001811001.1
OG0006250	DRC10_HUMAN	NV2t007948001.1
OG0006251	DRC2_HUMAN	NV2t016828001.1
OG0006252	DRC3_HUMAN	NV2t007864001.1
OG0006253	DRC4_HUMAN	NV2t004312001.1
OG0006254	DRC5_HUMAN	NV2t012440001.1
OG0006255	DRC7_HUMAN	NV2t021043001.1
OG0006256	DRC8_HUMAN	NV2t024112001.1
OG0006257	DRC9_HUMAN	NV2t022558002.1
OG0006260	DTL_HUMAN	NV2t019389001.1
OG0006261	DTWD2_HUMAN	NV2t023242001.1
OG0006262	DUS11_HUMAN	NV2t018501001.1
OG0006263	DUS12_HUMAN	NV2t025044001.1
OG0006264	DUS14_HUMAN	NV2t025103001.1
OG0006265	DUS16_HUMAN, DUS8_HUMAN	NV2t009858001.1
OG0006267	DUS3_HUMAN	NV2t020709001.1
OG0006268	DUS4L_HUMAN	NV2t000685001.1
OG0006269	DUSTY_HUMAN	NV2t003859001.1
OG0006271	DYHC1_HUMAN	NV2t001358001.1
OG0006272	DYHC2_HUMAN	NV2t002799001.1
OG0006273	DZAN1_HUMAN	NV2t014316001.1
OG0006274	E2AK1_HUMAN	NV2t004917001.1
OG0006275	EAPP_HUMAN	NV2t019754001.1
OG0006276	EBP2_HUMAN	NV2t000750001.1
OG0006277	ECH1_HUMAN	NV2t000198001.1
