Orthogroup	Acer	Mmus
OG0006078	KAK2552568.1	PUR4_MOUSE
OG0006096	KAK2552852.1	GAS1_MOUSE
OG0006112	KAK2552927.1	AMACR_MOUSE
OG0006130	KAK2553142.1	IF6_MOUSE
OG0006146	KAK2553246.1	NUBPL_MOUSE
OG0006163	KAK2553394.1	PDIP3_MOUSE
OG0006179	KAK2553604.1	S38A9_MOUSE
OG0006195	KAK2553724.1	RS12_MOUSE
OG0006212	KAK2553826.1	SCYL1_MOUSE
OG0005659	KAK2547712.1	ERLEC_MOUSE
OG0005674	KAK2547827.1	CZIB_MOUSE
OG0005690	KAK2547991.1	CTU2_MOUSE
OG0005705	KAK2548140.1	SIAE_MOUSE
OG0005708	KAK2548152.1	TTC27_MOUSE
OG0005724	KAK2548457.1	TCPA_MOUSE
OG0005740	KAK2548630.1	NDUA2_MOUSE
OG0005772	KAK2549437.1	NDUA5_MOUSE
OG0005790	KAK2549607.1	RAD52_MOUSE
OG0005824	KAK2549780.1	IN80B_MOUSE
OG0005840	KAK2550018.1	CENPT_MOUSE
OG0005855	KAK2550218.1	PRP17_MOUSE
OG0005935	KAK2550933.1	RN123_MOUSE
OG0005949	KAK2551022.1	ADAT1_MOUSE
OG0005964	KAK2551158.1	RIR1_MOUSE
OG0005984	KAK2551298.1	DCTD_MOUSE
OG0006000	KAK2551451.1	S67A1_MOUSE
OG0006032	KAK2551761.1	BAHD1_MOUSE
OG0006058	KAK2552311.1	ZC3HF_MOUSE
OG0006085	KAK2552676.1	RM20_MOUSE
OG0006101	KAK2552889.1	RL36_MOUSE
OG0006115	KAK2552969.1	XRN1_MOUSE
OG0006131	KAK2553155.1	TTLL9_MOUSE
OG0006147	KAK2553247.1	INP5E_MOUSE
OG0006178	KAK2553602.1	YIPF1_MOUSE
OG0006211	KAK2553821.1	MUS81_MOUSE
OG0006227	KAK2553928.1	PQBP1_MOUSE
OG0005713	KAK2548324.1	ELP6_MOUSE
OG0005730	KAK2548544.1	RWDD4_MOUSE
OG0005746	KAK2548672.1	APEX2_MOUSE
OG0005782	KAK2549494.1	ROMO1_MOUSE
OG0005801	KAK2549713.1	WBP4_MOUSE
OG0005817	KAK2549761.1	RABE1_MOUSE
OG0005834	KAK2549983.1	SEH1_MOUSE
OG0005850	KAK2550060.1	FXL12_MOUSE
OG0005867	KAK2550275.1	OTC_MOUSE
OG0005885	KAK2550478.1	VIR_MOUSE
OG0005902	KAK2550588.1	CRYL1_MOUSE
OG0005923	KAK2550832.1	APC15_MOUSE
OG0005940	KAK2550962.1	TMM64_MOUSE
OG0005957	KAK2551111.1	RUVB1_MOUSE
OG0005973	KAK2551241.1	MIC10_MOUSE
OG0005991	KAK2551350.1	CFA91_MOUSE
OG0006007	KAK2551488.1	ADCY3_MOUSE
OG0006025	KAK2551740.1	FAAA_MOUSE
OG0006041	KAK2551814.1	UBXN8_MOUSE
OG0006057	KAK2552287.1	PAK4_MOUSE
OG0006069	KAK2552497.1	CASD1_MOUSE
OG0006087	KAK2552680.1	EXOC8_MOUSE
OG0006104	KAK2552900.1	HVCN1_MOUSE
OG0006121	KAK2553084.1	ANO10_MOUSE
OG0006138	KAK2553202.1	HENMT_MOUSE
OG0006156	KAK2553285.1	RL7A_MOUSE
OG0006173	KAK2553465.1	FBX16_MOUSE
OG0006190	KAK2553703.1	RAE1L_MOUSE
OG0006208	KAK2553806.1	L2HDH_MOUSE
OG0006224	KAK2553919.1	GEMI2_MOUSE
OG0006242	KAK2554097.1	DRC7_MOUSE
OG0006259	KAK2554329.1	WNT6_MOUSE
OG0006279	KAK2554557.1	NUF2_MOUSE
OG0005911	KAK2550635.1	AATF_MOUSE
OG0005927	KAK2550859.1	SPAT4_MOUSE
OG0006005	KAK2551468.1	SNR40_MOUSE
OG0006021	KAK2551714.1	GMPPA_MOUSE
OG0006036	KAK2551801.1	RHG39_MOUSE
OG0006050	KAK2552001.1	TRAP1_MOUSE
OG0006061	KAK2552320.1	RNF41_MOUSE
OG0006074	KAK2552523.1	PSME4_MOUSE
OG0006090	KAK2552708.1	FBX42_MOUSE
OG0006106	KAK2552910.1	KIF24_MOUSE
OG0006120	KAK2553077.1	MEA1_MOUSE
OG0006136	KAK2553192.1	GAPD1_MOUSE
OG0006153	KAK2553278.1	PSA1_MOUSE
OG0006185	KAK2553671.1	ECHB_MOUSE
OG0006203	KAK2553766.1	CNOT9_MOUSE
OG0006218	KAK2553859.1	TEX30_MOUSE
OG0006250	KAK2554252.1	CMTR1_MOUSE
OG0006281	KAK2554561.1	VPS45_MOUSE
OG0006298	KAK2554667.1	SCP2_MOUSE
OG0006315	KAK2554793.1	EMC8_MOUSE
OG0006332	KAK2554982.1	ALG2_MOUSE
OG0006345	KAK2555052.1	IFT74_MOUSE
OG0006359	KAK2555279.1	PB1_MOUSE
OG0006374	KAK2555410.1	HINT1_MOUSE
OG0006389	KAK2555538.1	RT02_MOUSE
OG0006421	KAK2556124.1	CCD25_MOUSE
OG0006452	KAK2556451.1	PIGP_MOUSE
OG0006459	KAK2556490.1	DNLI3_MOUSE
OG0006474	KAK2556586.1	TTL10_MOUSE
OG0006490	KAK2556688.1	CEP78_MOUSE
OG0005932	KAK2550899.1	UBE2N_MOUSE
OG0005948	KAK2551021.1	TM231_MOUSE
OG0005965	KAK2551164.1	GAR1_MOUSE
OG0005985	KAK2551304.1	EFC11_MOUSE
OG0006001	KAK2551452.1	RL30_MOUSE
OG0006046	KAK2551918.1	SMC5_MOUSE
OG0006052	KAK2552124.1	C2CD3_MOUSE
OG0006081	KAK2552625.1	COA5_MOUSE
OG0006098	KAK2552869.1	CATIN_MOUSE
OG0006114	KAK2552967.1	TRAIP_MOUSE
OG0006132	KAK2553160.1	RBM18_MOUSE
OG0006148	KAK2553252.1	ASPM_MOUSE
OG0006165	KAK2553409.1	CHRC1_MOUSE
OG0006199	KAK2553751.1	MDC1_MOUSE
OG0006216	KAK2553843.1	KLH28_MOUSE
OG0006233	KAK2553955.1	ABTB1_MOUSE
OG0006251	KAK2554255.1	PSMD7_MOUSE
OG0006268	KAK2554462.1	NBN_MOUSE
OG0006285	KAK2554597.1	DCUP_MOUSE
OG0006318	KAK2554802.1	DDX1_MOUSE
OG0006335	KAK2555001.1	COMD2_MOUSE
OG0006351	KAK2555096.1	SHOC1_MOUSE
OG0006365	KAK2555338.1	RIOK1_MOUSE
OG0006381	KAK2555454.1	PRD12_MOUSE
OG0006414	KAK2556001.1	ALKB8_MOUSE
OG0006430	KAK2556215.1	KIF22_MOUSE
OG0006448	KAK2556435.1	GANP_MOUSE
OG0006468	KAK2556528.1	ELP5_MOUSE
OG0006486	KAK2556651.1	WDR18_MOUSE
OG0006520	KAK2556923.1	PSMG4_MOUSE
OG0005989	KAK2551327.1	SCOC_MOUSE
OG0006004	KAK2551467.1	MRT4_MOUSE
OG0006019	KAK2551701.1	LPPRC_MOUSE
OG0006035	KAK2551783.1	BICC1_MOUSE
OG0006048	KAK2551949.1	UB2G2_MOUSE
OG0006060	KAK2552318.1	S35F5_MOUSE
OG0006088	KAK2552692.1	UBE4B_MOUSE
OG0006103	KAK2552893.1	PAR16_MOUSE
OG0006118	KAK2553056.1	NOP2_MOUSE
OG0006135	KAK2553187.1	TIP_MOUSE
OG0006152	KAK2553268.1	TF2B_MOUSE
OG0006167	KAK2553428.1	GBF1_MOUSE
OG0006184	KAK2553667.1	PESC_MOUSE
OG0006215	KAK2553839.1	CSN2_MOUSE
OG0006229	KAK2553947.1	SSDH_MOUSE
OG0006261	KAK2554357.1	ZCH18_MOUSE
OG0006277	KAK2554518.1	EFL1_MOUSE
OG0006309	KAK2554737.1	NOP9_MOUSE
OG0006323	KAK2554899.1	MAEA_MOUSE
OG0006327	KAK2554951.1	ALG14_MOUSE
OG0006341	KAK2555031.1	FGGY_MOUSE
OG0006356	KAK2555177.1	SNIP1_MOUSE
OG0006371	KAK2555396.1	SURF4_MOUSE
OG0006387	KAK2555521.1	KDM8_MOUSE
OG0006404	KAK2555936.1	MSPD1_MOUSE
OG0006420	KAK2556113.1	ASAH1_MOUSE
OG0006435	KAK2556285.1	RLA2_MOUSE
OG0006451	KAK2556450.1	PP1R7_MOUSE
OG0006470	KAK2556531.1	CLCN6_MOUSE
OG0006487	KAK2556655.1	CPLN1_MOUSE
OG0006502	KAK2556782.1	HAUS4_MOUSE
OG0006519	KAK2556922.1	TONSL_MOUSE
OG0006536	KAK2557130.1	RS15A_MOUSE
OG0006006	KAK2551471.1	PDIA6_MOUSE
OG0006023	KAK2551732.1	PA2G4_MOUSE
OG0006028	KAK2551749.1	LTMD1_MOUSE
OG0006044	KAK2551855.1	FPPS_MOUSE
OG0006049	KAK2551950.1	LSM5_MOUSE
OG0006062	KAK2552321.1	ENPP5_MOUSE
OG0006067	KAK2552489.1	PARN_MOUSE
OG0006082	KAK2552635.1	UFSP2_MOUSE
OG0006086	KAK2552677.1	NUCL_MOUSE
OG0006119	KAK2553074.1	RM38_MOUSE
OG0006137	KAK2553197.1	GPI8_MOUSE
OG0006188	KAK2553688.1	IF2A_MOUSE
OG0006205	KAK2553788.1	RBGPR_MOUSE
OG0006220	KAK2553892.1	MEST_MOUSE
OG0006238	KAK2554006.1	DNJC2_MOUSE
OG0006254	KAK2554263.1	PEX12_MOUSE
OG0006272	KAK2554501.1	LSM6_MOUSE
OG0006288	KAK2554613.1	NALCN_MOUSE
OG0006304	KAK2554698.1	PEDS1_MOUSE
OG0006320	KAK2554828.1	NAAA_MOUSE
OG0006369	KAK2555369.1	COP1_MOUSE
OG0006385	KAK2555475.1	ZMAT2_MOUSE
OG0006439	KAK2556312.1	LZIC_MOUSE
OG0006455	KAK2556467.1	GUAA_MOUSE
OG0006473	KAK2556548.1	TADBP_MOUSE
OG0006491	KAK2556690.1	SPICE_MOUSE
OG0006507	KAK2556860.1	RL14_MOUSE
OG0006539	KAK2557141.1	PSD12_MOUSE
OG0006557	KAK2557235.1	EVG1_MOUSE
OG0006574	KAK2557319.1	NAA38_MOUSE
OG0006031	KAK2551760.1	JMJD4_MOUSE
OG0006037	KAK2551802.1	CA074_MOUSE
OG0006051	KAK2552110.1	PLRG1_MOUSE
OG0006063	KAK2552325.1	ZC3HE_MOUSE
OG0006079	KAK2552569.1	FANCB_MOUSE
OG0006097	KAK2552863.1	EXOC5_MOUSE
OG0006113	KAK2552932.1	TRM13_MOUSE
OG0006129	KAK2553136.1	KIF15_MOUSE
OG0006145	KAK2553245.1	BUB3_MOUSE
OG0006151	KAK2553263.1	DOPP1_MOUSE
OG0006166	KAK2553410.1	GEMI7_MOUSE
OG0006183	KAK2553656.1	NDUS5_MOUSE
OG0006202	KAK2553760.1	BPNT1_MOUSE
OG0006222	KAK2553900.1	ZC3C1_MOUSE
OG0006240	KAK2554072.1	CCD61_MOUSE
OG0006256	KAK2554302.1	ABD18_MOUSE
OG0006273	KAK2554504.1	NOL6_MOUSE
OG0006289	KAK2554623.1	R3HD4_MOUSE
OG0006306	KAK2554710.1	PMGT2_MOUSE
OG0006322	KAK2554886.1	DHPR_MOUSE
OG0006367	KAK2555357.1	XYLK_MOUSE
OG0006383	KAK2555462.1	EIF3G_MOUSE
OG0006400	KAK2555704.1	NRF1_MOUSE
OG0006417	KAK2556076.1	RL31_MOUSE
OG0006434	KAK2556284.1	MED21_MOUSE
OG0006453	KAK2556452.1	CAPZB_MOUSE
OG0006488	KAK2556682.1	RPA1_MOUSE
OG0006505	KAK2556834.1	SAS10_MOUSE
OG0006510	KAK2556881.1	VAC14_MOUSE
OG0006527	KAK2557101.1	WBP11_MOUSE
OG0006542	KAK2557158.1	TEFM_MOUSE
OG0006558	KAK2557238.1	CP131_MOUSE
OG0006575	KAK2557325.1	ACATN_MOUSE
OG0006593	KAK2557658.1	SMG8_MOUSE
OG0006089	KAK2552697.1	MIIP_MOUSE
OG0006105	KAK2552901.1	ARMC6_MOUSE
OG0006122	KAK2553095.1	PIGM_MOUSE
OG0006127	KAK2553128.1	PDCD6_MOUSE
OG0006143	KAK2553236.1	KIF14_MOUSE
OG0006161	KAK2553347.1	CD123_MOUSE
OG0006177	KAK2553489.1	CEP44_MOUSE
OG0006181	KAK2553625.1	RN170_MOUSE
OG0006198	KAK2553743.1	TAF2_MOUSE
OG0006214	KAK2553835.1	APMAP_MOUSE
OG0006231	KAK2553949.1	SPF45_MOUSE
OG0006248	KAK2554228.1	DNJC4_MOUSE
OG0006266	KAK2554428.1	BROMI_MOUSE
OG0006283	KAK2554585.1	PT100_MOUSE
OG0006300	KAK2554681.1	CTF8_MOUSE
OG0006305	KAK2554709.1	RNF31_MOUSE
OG0006321	KAK2554830.1	RF1ML_MOUSE
OG0006338	KAK2555010.1	TOPK_MOUSE
OG0006355	KAK2555154.1	PIRC1_MOUSE
OG0006373	KAK2555407.1	ETFA_MOUSE
OG0006391	KAK2555562.1	KIFA3_MOUSE
OG0006409	KAK2555966.1	NAA50_MOUSE
OG0006425	KAK2556161.1	DRC2_MOUSE
OG0006442	KAK2556370.1	CHID1_MOUSE
OG0006460	KAK2556504.1	DISP3_MOUSE
OG0006477	KAK2556605.1	DJC16_MOUSE
OG0006494	KAK2556720.1	GP143_MOUSE
OG0006543	KAK2557163.1	DCTN5_MOUSE
OG0006548	KAK2557201.1	LENG9_MOUSE
OG0006564	KAK2557253.1	VWA3A_MOUSE
OG0006581	KAK2557384.1	SPEE_MOUSE
OG0006600	KAK2557748.1	PLCH2_MOUSE
OG0006618	KAK2557944.1	HCDH_MOUSE
OG0006093	KAK2552797.1	IQCH_MOUSE
OG0006109	KAK2552914.1	SYFM_MOUSE
OG0006126	KAK2553127.1	EMC4_MOUSE
OG0006142	KAK2553232.1	YPEL5_MOUSE
OG0006160	KAK2553344.1	HCFC2_MOUSE
OG0006176	KAK2553488.1	MTMR9_MOUSE
OG0006193	KAK2553716.1	MAPK5_MOUSE
OG0006226	KAK2553923.1	MKLN1_MOUSE
OG0006232	KAK2553950.1	S35E3_MOUSE
OG0006249	KAK2554237.1	PDE12_MOUSE
OG0006267	KAK2554456.1	K1143_MOUSE
OG0006284	KAK2554594.1	TM2D1_MOUSE
OG0006301	KAK2554683.1	WDR59_MOUSE
OG0006317	KAK2554798.1	RECQ4_MOUSE
OG0006334	KAK2554996.1	CDC16_MOUSE
OG0006350	KAK2555086.1	ARL16_MOUSE
OG0006363	KAK2555317.1	SPG21_MOUSE
OG0006379	KAK2555452.1	COG7_MOUSE
OG0006394	KAK2555596.1	TM209_MOUSE
OG0006398	KAK2555670.1	XPC_MOUSE
OG0006415	KAK2556004.1	FAT4_MOUSE
OG0006431	KAK2556224.1	THOC1_MOUSE
OG0006447	KAK2556411.1	NEUL4_MOUSE
OG0006466	KAK2556516.1	CC150_MOUSE
OG0006483	KAK2556643.1	CMAP2_MOUSE
OG0006499	KAK2556768.1	EI2BB_MOUSE
OG0006516	KAK2556914.1	CEP72_MOUSE
OG0006534	KAK2557121.1	EIF3B_MOUSE
OG0006547	KAK2557199.1	MXRA7_MOUSE
OG0006563	KAK2557251.1	KLDC9_MOUSE
OG0006568	KAK2557279.1	ZC4H2_MOUSE
OG0006586	KAK2557564.1	RL8_MOUSE
OG0006603	KAK2557760.1	SPCS1_MOUSE
OG0006620	KAK2557948.1	TF2H5_MOUSE
OG0005999	KAK2551450.1	ZN474_MOUSE
OG0006020	KAK2551713.1	NC2B_MOUSE
OG0006075	KAK2552540.1	NUSAP_MOUSE
OG0006125	KAK2553108.1	CF418_MOUSE
OG0006140	KAK2553223.1	NDOR1_MOUSE
OG0006158	KAK2553319.1	PLPL9_MOUSE
OG0006174	KAK2553484.1	IPMK_MOUSE
OG0006209	KAK2553807.1	GNA1_MOUSE
OG0006225	KAK2553922.1	RT12_MOUSE
OG0006243	KAK2554111.1	T229B_MOUSE
OG0006260	KAK2554353.1	TMM70_MOUSE
OG0006278	KAK2554550.1	CF161_MOUSE
OG0006295	KAK2554650.1	CCHL_MOUSE
OG0006312	KAK2554748.1	EDC4_MOUSE
OG0006330	KAK2554969.1	MTG1_MOUSE
OG0006347	KAK2555059.1	DMAP1_MOUSE
OG0006362	KAK2555300.1	RABL6_MOUSE
OG0006378	KAK2555445.1	GOGA1_MOUSE
OG0006395	KAK2555597.1	COG5_MOUSE
OG0006412	KAK2555992.1	DAAF6_MOUSE
OG0006428	KAK2556175.1	KMT5A_MOUSE
OG0006445	KAK2556394.1	RT22_MOUSE
OG0006464	KAK2556513.1	DCA10_MOUSE
OG0006480	KAK2556631.1	MSH5_MOUSE
OG0006485	KAK2556649.1	TTLL7_MOUSE
OG0006501	KAK2556776.1	MAF1_MOUSE
OG0006518	KAK2556918.1	EXOS7_MOUSE
OG0006537	KAK2557133.1	SMYD3_MOUSE
OG0006588	KAK2557595.1	CB5D1_MOUSE
OG0006605	KAK2557772.1	WDR70_MOUSE
OG0006622	KAK2557965.1	CE162_MOUSE
OG0006639	KAK2558079.1	RNF17_MOUSE
OG0006192	KAK2553714.1	ZNRF3_MOUSE
OG0006197	KAK2553727.1	ESCO2_MOUSE
OG0006201	KAK2553755.1	MYO19_MOUSE
OG0006217	KAK2553851.1	APLF_MOUSE
OG0006235	KAK2553965.1	RTCB_MOUSE
OG0006252	KAK2554261.1	GOSR2_MOUSE
OG0006269	KAK2554470.1	OXA1L_MOUSE
OG0006286	KAK2554607.1	ADIP_MOUSE
OG0006303	KAK2554694.1	RRFM_MOUSE
OG0006319	KAK2554826.1	RN145_MOUSE
OG0006336	KAK2555002.1	JMJD7_MOUSE
OG0006352	KAK2555101.1	CLPP_MOUSE
OG0006368	KAK2555363.1	STEEP_MOUSE
OG0006384	KAK2555474.1	EDEM3_MOUSE
OG0006401	KAK2555745.1	CK5P3_MOUSE
OG0006419	KAK2556108.1	GTPB8_MOUSE
OG0006436	KAK2556295.1	SGF29_MOUSE
OG0006457	KAK2556473.1	SPAG7_MOUSE
OG0006462	KAK2556508.1	RPB4_MOUSE
OG0006479	KAK2556617.1	GLNA_MOUSE
OG0006496	KAK2556737.1	NXNL2_MOUSE
OG0006513	KAK2556900.1	MGDP1_MOUSE
OG0006532	KAK2557115.1	MET23_MOUSE
OG0006549	KAK2557202.1	UBC9_MOUSE
OG0006565	KAK2557256.1	TSR3_MOUSE
OG0006583	KAK2557421.1	TRIP6_MOUSE
OG0006601	KAK2557751.1	MASP1_MOUSE
OG0006606	KAK2557776.1	CNEP1_MOUSE
OG0006623	KAK2557966.1	UB2J1_MOUSE
OG0006640	KAK2558093.1	LSM10_MOUSE
OG0006655	KAK2558230.1	OFUT1_MOUSE
OG0006673	KAK2558401.1	BIN3_MOUSE
OG0006690	KAK2558505.1	ZCHC4_MOUSE
OG0006708	KAK2559212.1	S2546_MOUSE
OG0006244	KAK2554144.1	UBR7_MOUSE
OG0006280	KAK2554558.1	EMC2_MOUSE
OG0006296	KAK2554651.1	LRC42_MOUSE
OG0006313	KAK2554765.1	SCLY_MOUSE
OG0006329	KAK2554954.1	TLCD4_MOUSE
OG0006343	KAK2555039.1	LSM4_MOUSE
OG0006346	KAK2555055.1	CNS1_MOUSE
OG0006361	KAK2555297.1	SHLD2_MOUSE
OG0006377	KAK2555440.1	COPT1_MOUSE
OG0006382	KAK2555459.1	WDR83_MOUSE
OG0006416	KAK2556060.1	THOC2_MOUSE
OG0006432	KAK2556226.1	ASPDH_MOUSE
OG0006450	KAK2556449.1	SDHB_MOUSE
OG0006469	KAK2556530.1	NUDT8_MOUSE
OG0006475	KAK2556591.1	CH033_MOUSE
OG0006492	KAK2556699.1	ECM29_MOUSE
OG0006508	KAK2556868.1	CP087_MOUSE
OG0006524	KAK2557089.1	QCR2_MOUSE
OG0006540	KAK2557148.1	HEAT9_MOUSE
OG0006555	KAK2557233.1	GALK1_MOUSE
OG0006590	KAK2557617.1	ABCF3_MOUSE
OG0006608	KAK2557788.1	ACK1_MOUSE
OG0006624	KAK2557967.1	WDR3_MOUSE
OG0006628	KAK2557988.1	PARP4_MOUSE
OG0006644	KAK2558130.1	SEC63_MOUSE
OG0006659	KAK2558281.1	HIRA_MOUSE
OG0006675	KAK2558421.1	RAB28_MOUSE
OG0006691	KAK2558549.1	CBCO1_MOUSE
OG0006722	KAK2559438.1	TARB1_MOUSE
OG0006736	KAK2559615.1	S38A7_MOUSE
OG0006754	KAK2559740.1	CEP76_MOUSE
OG0006187	KAK2553686.1	UCKL1_MOUSE
OG0006204	KAK2553780.1	NOP53_MOUSE
OG0006219	KAK2553875.1	MTMRE_MOUSE
OG0006236	KAK2553983.1	FXL13_MOUSE
OG0006253	KAK2554262.1	DJC22_MOUSE
OG0006257	KAK2554320.1	ZN330_MOUSE
OG0006274	KAK2554511.1	TBCA_MOUSE
OG0006290	KAK2554625.1	RBCC1_MOUSE
OG0006308	KAK2554726.1	RTTN_MOUSE
OG0006325	KAK2554945.1	XPF_MOUSE
OG0006340	KAK2555029.1	ERMP1_MOUSE
OG0006375	KAK2555427.1	ITPA_MOUSE
OG0006392	KAK2555568.1	HBP1_MOUSE
OG0006410	KAK2555967.1	SMC4_MOUSE
OG0006426	KAK2556162.1	MMAB_MOUSE
OG0006443	KAK2556378.1	NIP7_MOUSE
OG0006461	KAK2556505.1	BBS1_MOUSE
OG0006478	KAK2556612.1	MYSM1_MOUSE
OG0006495	KAK2556736.1	ISCA1_MOUSE
OG0006512	KAK2556898.1	BL1S4_MOUSE
OG0006530	KAK2557113.1	GPAN1_MOUSE
OG0006546	KAK2557193.1	RPC8_MOUSE
OG0006562	KAK2557250.1	KATIP_MOUSE
OG0006580	KAK2557374.1	CA050_MOUSE
OG0006614	KAK2557887.1	DCA13_MOUSE
OG0006632	KAK2558030.1	SYWM_MOUSE
OG0006648	KAK2558186.1	HPPD_MOUSE
OG0006681	KAK2558451.1	TGS1_MOUSE
OG0006724	KAK2559484.1	VPS72_MOUSE
OG0006744	KAK2559686.1	DGAT1_MOUSE
OG0006762	KAK2559840.1	ZN706_MOUSE
OG0006779	KAK2560069.1	TBL3_MOUSE
OG0006221	KAK2553899.1	UBE2H_MOUSE
OG0006239	KAK2554071.1	COA6_MOUSE
OG0006255	KAK2554272.1	PSB3_MOUSE
OG0006271	KAK2554500.1	YTDC2_MOUSE
OG0006287	KAK2554611.1	FANCC_MOUSE
OG0006291	KAK2554630.1	RIMC1_MOUSE
OG0006324	KAK2554914.1	TCRG1_MOUSE
OG0006339	KAK2555028.1	CTNS_MOUSE
OG0006354	KAK2555152.1	TBC25_MOUSE
OG0006386	KAK2555518.1	CMTR2_MOUSE
OG0006402	KAK2555821.1	ORC2_MOUSE
OG0006418	KAK2556101.1	GLOD5_MOUSE
OG0006449	KAK2556441.1	PSB6_MOUSE
OG0006498	KAK2556764.1	MPDZ_MOUSE
OG0006514	KAK2556901.1	NEPR1_MOUSE
OG0006531	KAK2557114.1	RL38_MOUSE
OG0006545	KAK2557188.1	RPTOR_MOUSE
OG0006561	KAK2557243.1	TRI23_MOUSE
OG0006576	KAK2557330.1	RERE_MOUSE
OG0006592	KAK2557652.1	PHB2_MOUSE
OG0006609	KAK2557791.1	CDKAL_MOUSE
OG0006626	KAK2557986.1	UST_MOUSE
OG0006641	KAK2558094.1	PROF4_MOUSE
OG0006656	KAK2558248.1	BUD23_MOUSE
OG0006670	KAK2558386.1	MARH5_MOUSE
OG0006685	KAK2558461.1	WDR11_MOUSE
OG0006687	KAK2558483.1	FADS6_MOUSE
OG0006703	KAK2559089.1	WDR41_MOUSE
OG0006720	KAK2559373.1	EFNMT_MOUSE
OG0006734	KAK2559609.1	DAD1_MOUSE
OG0006750	KAK2559718.1	LYRM4_MOUSE
OG0006768	KAK2559920.1	S12A8_MOUSE
OG0006783	KAK2560086.1	SDF2_MOUSE
OG0006213	KAK2553833.1	EXOS5_MOUSE
OG0006230	KAK2553948.1	FSIP1_MOUSE
OG0006247	KAK2554225.1	TMX2_MOUSE
OG0006275	KAK2554516.1	VMA22_MOUSE
OG0006292	KAK2554634.1	PLRKT_MOUSE
OG0006310	KAK2554746.1	SIR5_MOUSE
OG0006326	KAK2554948.1	TOPRS_MOUSE
OG0006342	KAK2555032.1	UBP24_MOUSE
OG0006388	KAK2555525.1	CK5P2_MOUSE
OG0006405	KAK2555942.1	DAW1_MOUSE
OG0006422	KAK2556125.1	SELB_MOUSE
OG0006438	KAK2556300.1	PEX26_MOUSE
OG0006454	KAK2556456.1	RM09_MOUSE
OG0006489	KAK2556685.1	COXM2_MOUSE
OG0006506	KAK2556849.1	EDEM2_MOUSE
OG0006522	KAK2556955.1	MKS3_MOUSE
OG0006528	KAK2557103.1	SPSB3_MOUSE
OG0006544	KAK2557167.1	HAP28_MOUSE
OG0006560	KAK2557242.1	TMM11_MOUSE
OG0006578	KAK2557348.1	HDAC8_MOUSE
OG0006595	KAK2557676.1	COPB2_MOUSE
OG0006612	KAK2557813.1	MBLC2_MOUSE
OG0006616	KAK2557927.1	CJ053_MOUSE
OG0006650	KAK2558210.1	MECR_MOUSE
OG0006667	KAK2558346.1	CTRO_MOUSE
OG0006684	KAK2558456.1	TRM1_MOUSE
OG0006706	KAK2559152.1	SPTCS_MOUSE
OG0006723	KAK2559461.1	KIF23_MOUSE
OG0006738	KAK2559623.1	DEFM_MOUSE
OG0006757	KAK2559788.1	DUS3_MOUSE
OG0006791	KAK2560120.1	RT28_MOUSE
OG0006809	KAK2560208.1	AL8A1_MOUSE
OG0006168	KAK2553434.1	ERIC3_MOUSE
OG0006186	KAK2553683.1	UBE2W_MOUSE
OG0006206	KAK2553790.1	WDR20_MOUSE
OG0006223	KAK2553907.1	TPRA1_MOUSE
OG0006241	KAK2554090.1	THADA_MOUSE
OG0006258	KAK2554325.1	CNPD1_MOUSE
OG0006276	KAK2554517.1	PSA4_MOUSE
OG0006294	KAK2554648.1	LMBD2_MOUSE
OG0006311	KAK2554747.1	CTDP1_MOUSE
OG0006344	KAK2555040.1	OGFD1_MOUSE
OG0006360	KAK2555296.1	KATL2_MOUSE
OG0006376	KAK2555435.1	AL9A1_MOUSE
OG0006411	KAK2555982.1	PG2IP_MOUSE
OG0006427	KAK2556174.1	XBP1_MOUSE
OG0006463	KAK2556510.1	ARMC3_MOUSE
OG0006481	KAK2556636.1	TMM69_MOUSE
OG0006497	KAK2556763.1	MT21D_MOUSE
OG0006515	KAK2556910.1	SP16H_MOUSE
OG0006533	KAK2557120.1	CL16A_MOUSE
OG0006550	KAK2557204.1	MED11_MOUSE
OG0006567	KAK2557276.1	SEC62_MOUSE
OG0006585	KAK2557485.1	IFT81_MOUSE
OG0006589	KAK2557616.1	GOLI4_MOUSE
OG0006625	KAK2557985.1	PTGR2_MOUSE
OG0006642	KAK2558096.1	F228B_MOUSE
OG0006658	KAK2558268.1	VPS53_MOUSE
OG0006676	KAK2558423.1	SUFU_MOUSE
OG0006694	KAK2558557.1	PRIPO_MOUSE
OG0006745	KAK2559701.1	DHRS1_MOUSE
OG0006764	KAK2559856.1	PNCB_MOUSE
OG0006781	KAK2560081.1	IMPCT_MOUSE
OG0006833	KAK2560419.1	SRP14_MOUSE
OG0006297	KAK2554661.1	DYHC1_MOUSE
OG0006314	KAK2554777.1	6PGL_MOUSE
OG0006331	KAK2554981.1	PIF1_MOUSE
OG0006348	KAK2555084.1	S35A3_MOUSE
OG0006364	KAK2555327.1	GSH0_MOUSE
OG0006380	KAK2555453.1	YETS2_MOUSE
OG0006396	KAK2555601.1	DHRS6_MOUSE
OG0006413	KAK2555995.1	MCAT_MOUSE
OG0006429	KAK2556193.1	IFT22_MOUSE
OG0006446	KAK2556397.1	UBX10_MOUSE
OG0006465	KAK2556514.1	TAF10_MOUSE
OG0006500	KAK2556770.1	LMLN_MOUSE
OG0006517	KAK2556915.1	SNAG_MOUSE
OG0006552	KAK2557221.1	GID4_MOUSE
