Orthogroup	Acer	Hsap
OG0000037	KAK2549573.1, KAK2548314.1, KAK2549571.1, KAK2561742.1, KAK2552154.1, KAK2558618.1, KAK2566099.1, KAK2552153.1, KAK2568036.1, KAK2571665.1, KAK2561865.1, KAK2571227.1, KAK2561757.1, KAK2562793.1, KAK2550745.1, KAK2571485.1, KAK2550114.1, KAK2548291.1, KAK2555443.1, KAK2563359.1, KAK2564778.1, KAK2558882.1, KAK2572357.1, KAK2561127.1, KAK2557805.1, KAK2548160.1, KAK2558900.1, KAK2555912.1, KAK2558879.1, KAK2569571.1, KAK2564027.1, KAK2553973.1, KAK2548485.1, KAK2572910.1, KAK2573203.1, KAK2568976.1, KAK2550693.1, KAK2558651.1, KAK2556062.1, KAK2551621.1, KAK2561744.1, KAK2571415.1, KAK2569726.1, KAK2569725.1, KAK2564046.1, KAK2558772.1, KAK2558773.1, KAK2569438.1	P52K_HUMAN
OG0000048	KAK2553794.1, KAK2553870.1, KAK2553874.1, KAK2570675.1, KAK2570678.1, KAK2570677.1, KAK2570679.1, KAK2555884.1, KAK2556061.1, KAK2550587.1, KAK2549765.1, KAK2552447.1, KAK2556996.1, KAK2571671.1, KAK2549625.1, KAK2569010.1, KAK2555819.1, KAK2549886.1, KAK2549887.1, KAK2557388.1, KAK2548569.1, KAK2559493.1, KAK2552767.1, KAK2558661.1, KAK2559726.1, KAK2561634.1, KAK2572715.1, KAK2547649.1, KAK2549069.1, KAK2555920.1, KAK2548724.1, KAK2558766.1, KAK2567026.1, KAK2556059.1, KAK2574045.1, KAK2560639.1, KAK2557418.1, KAK2561679.1, KAK2561978.1, KAK2563788.1, KAK2567908.1, KAK2551618.1, KAK2559366.1, KAK2552190.1, KAK2565063.1, KAK2558610.1, KAK2547883.1, KAK2552956.1, KAK2563765.1	CLCC1_HUMAN
OG0000036	KAK2551436.1, KAK2546924.1, KAK2559057.1, KAK2550520.1, KAK2562586.1, KAK2547133.1, KAK2554105.1, KAK2562621.1, KAK2551095.1, KAK2562620.1, KAK2558696.1, KAK2565476.1, KAK2558695.1, KAK2564370.1, KAK2547355.1, KAK2549827.1, KAK2564375.1, KAK2551178.1, KAK2551079.1, KAK2551078.1, KAK2564502.1, KAK2565477.1, KAK2556269.1, KAK2562696.1, KAK2547335.1, KAK2562494.1, KAK2552213.1, KAK2568606.1, KAK2547843.1, KAK2566463.1, KAK2562533.1, KAK2555199.1, KAK2548994.1, KAK2551076.1, KAK2564431.1, KAK2566981.1, KAK2564452.1, KAK2570226.1, KAK2562248.1, KAK2552041.1, KAK2549596.1, KAK2572104.1, KAK2551393.1, KAK2556232.1, KAK2564475.1, KAK2551534.1, KAK2552015.1, KAK2559851.1, KAK2552016.1, KAK2564118.1, KAK2551457.1, KAK2558769.1, KAK2558770.1, KAK2570137.1, KAK2558005.1, KAK2550676.1, KAK2548645.1	G2E3_HUMAN
OG0000043	KAK2572121.1, KAK2552685.1, KAK2552725.1, KAK2552753.1, KAK2552726.1, KAK2552750.1, KAK2552718.1, KAK2552715.1, KAK2547907.1, KAK2552711.1, KAK2552684.1, KAK2552716.1, KAK2547910.1, KAK2552710.1, KAK2552728.1, KAK2547906.1, KAK2547918.1	EPHA1_HUMAN, EPHA2_HUMAN, EPHB3_HUMAN, EPHB1_HUMAN, EPHB2_HUMAN, EPHB4_HUMAN, EPHB6_HUMAN, EPHA8_HUMAN, EPHAA_HUMAN, EPHA7_HUMAN, EPHA3_HUMAN, EPHA5_HUMAN, EPHA6_HUMAN, EPHA4_HUMAN
OG0000002	KAK2561211.1	ZN833_HUMAN, ZN214_HUMAN, ZN229_HUMAN, ZN227_HUMAN, ZN226_HUMAN, ZN234_HUMAN, ZN221_HUMAN, ZN225_HUMAN, ZN224_HUMAN, ZN284_HUMAN, ZN155_HUMAN, ZN230_HUMAN, ZN222_HUMAN, ZN223_HUMAN, ZN233_HUMAN, ZN235_HUMAN, ZNF45_HUMAN, ZN112_HUMAN, ZN285_HUMAN, ZN624_HUMAN, Z354A_HUMAN, Z354B_HUMAN, ZN879_HUMAN, ZN620_HUMAN, Z354C_HUMAN, ZNF74_HUMAN, ZN391_HUMAN, ZN892_HUMAN, ZN251_HUMAN, ZNF7_HUMAN, ZN485_HUMAN, ZN502_HUMAN, ZN184_HUMAN, ZN454_HUMAN, ZN550_HUMAN, ZN460_HUMAN, ZN543_HUMAN, ZN264_HUMAN, ZN805_HUMAN, ZN599_HUMAN, Z286A_HUMAN, Z286B_HUMAN, ZN840_HUMAN, ZN667_HUMAN, ZN527_HUMAN, ZN470_HUMAN, ZN471_HUMAN, ZFP28_HUMAN, ZN570_HUMAN, ZN583_HUMAN, ZN383_HUMAN, ZN829_HUMAN, ZN566_HUMAN, ZN582_HUMAN, ZN345_HUMAN, ZN850_HUMAN, ZN283_HUMAN, ZN331_HUMAN, ZN573_HUMAN, ZNF30_HUMAN, ZN607_HUMAN, ZFP14_HUMAN, ZFP82_HUMAN, ZFP30_HUMAN, ZN540_HUMAN, Z780A_HUMAN, Z780B_HUMAN, ZN404_HUMAN, ZN546_HUMAN, ZN461_HUMAN, ZN529_HUMAN, ZN790_HUMAN, ZN420_HUMAN, ZN565_HUMAN, ZN571_HUMAN, ZN181_HUMAN, ZN302_HUMAN, ZN140_HUMAN, ZNF80_HUMAN, ZN684_HUMAN, Z585A_HUMAN, Z585B_HUMAN, Z658B_HUMAN, ZN658_HUMAN, ZFP1_HUMAN, ZN248_HUMAN, ZN334_HUMAN, ZN37A_HUMAN, ZN33A_HUMAN, ZN33B_HUMAN, ZN510_HUMAN, ZNF25_HUMAN, RBAK_HUMAN, ZNF12_HUMAN, ZN567_HUMAN, ZN382_HUMAN, ZN782_HUMAN, ZN487_HUMAN, ZN157_HUMAN, ZN717_HUMAN, KRBD4_HUMAN, ZN674_HUMAN, ZN793_HUMAN, ZN577_HUMAN, ZN484_HUMAN, ZNF41_HUMAN, ZN175_HUMAN, ZNF81_HUMAN, ZN268_HUMAN, ZNF26_HUMAN, ZN605_HUMAN, ZNF84_HUMAN, ZN432_HUMAN, ZN615_HUMAN, ZN614_HUMAN, ZN613_HUMAN, ZN350_HUMAN, ZN649_HUMAN, ZN133_HUMAN, ZN169_HUMAN, ZN875_HUMAN, ZN337_HUMAN, ZN343_HUMAN, ZN589_HUMAN, ZN300_HUMAN, ZN630_HUMAN, ZN182_HUMAN, ZIM3_HUMAN, ZN569_HUMAN, ZN568_HUMAN, ZN317_HUMAN, ZN177_HUMAN, ZN846_HUMAN, ZN561_HUMAN, ZN562_HUMAN, ZN426_HUMAN, ZN121_HUMAN, ZN778_HUMAN, ZN560_HUMAN, ZN266_HUMAN, ZN559_HUMAN, ZN557_HUMAN, ZN558_HUMAN, ZN596_HUMAN, Z705E_HUMAN, Z705A_HUMAN, Z705G_HUMAN, Z705B_HUMAN, Z705D_HUMAN, ZN554_HUMAN, ZN891_HUMAN, ZN180_HUMAN, ZN544_HUMAN, ZNF10_HUMAN, ZN606_HUMAN, ZFP90_HUMAN, ZN542_HUMAN, ZN789_HUMAN, ZF69B_HUMAN, ZFP69_HUMAN, ZN713_HUMAN, ZN75A_HUMAN, ZNF8_HUMAN, ZN333_HUMAN, ZN514_HUMAN, ZN135_HUMAN
OG0000021	KAK2557523.1, KAK2549865.1, KAK2547592.1, KAK2547155.1, KAK2549864.1, KAK2549888.1, KAK2547151.1, KAK2547053.1, KAK2549882.1, KAK2549187.1, KAK2547307.1, KAK2547152.1, KAK2547301.1, KAK2547306.1, KAK2557578.1, KAK2549184.1, KAK2557516.1, KAK2557581.1, KAK2547157.1, KAK2547303.1, KAK2566439.1, KAK2557442.1, KAK2557437.1, KAK2557553.1, KAK2549872.1, KAK2557504.1, KAK2557548.1, KAK2557551.1, KAK2557505.1, KAK2557509.1, KAK2549873.1, KAK2557549.1, KAK2554123.1, KAK2551951.1, KAK2546835.1, KAK2571712.1, KAK2561831.1, KAK2565581.1, KAK2547776.1, KAK2549085.1, KAK2550547.1, KAK2571754.1, KAK2554063.1, KAK2548506.1, KAK2557455.1, KAK2567902.1, KAK2564602.1, KAK2572199.1, KAK2555813.1, KAK2564023.1, KAK2556903.1, KAK2564657.1, KAK2564656.1, KAK2549094.1, KAK2549429.1, KAK2552777.1, KAK2565699.1, KAK2552970.1, KAK2549448.1, KAK2565725.1, KAK2560575.1, KAK2552206.1, KAK2552974.1	NEGR1_HUMAN, LSAMP_HUMAN, IGLO5_HUMAN, OPCM_HUMAN, NTRI_HUMAN
OG0000045	KAK2547790.1	K1C18_HUMAN, K1C20_HUMAN, K1C17_HUMAN, K1C14_HUMAN, K1C16_HUMAN, K1C12_HUMAN, K1C24_HUMAN, K1C26_HUMAN, K1C28_HUMAN, K1C25_HUMAN, K1C27_HUMAN, K1C9_HUMAN, K1C10_HUMAN, K1C19_HUMAN, K1C13_HUMAN, K1C15_HUMAN, KRT36_HUMAN, KRT35_HUMAN, K1H2_HUMAN, K1C39_HUMAN, K1C40_HUMAN, KRT37_HUMAN, KRT38_HUMAN, KRT34_HUMAN, K1H1_HUMAN, KT33A_HUMAN, KT33B_HUMAN
OG0000049	KAK2566431.1, KAK2568135.1, KAK2568386.1, KAK2568141.1, KAK2568392.1, KAK2568136.1, KAK2568137.1, KAK2546635.1, KAK2563382.1, KAK2547246.1, KAK2547245.1, KAK2562547.1, KAK2547431.1, KAK2548543.1, KAK2568830.1, KAK2548037.1, KAK2560428.1, KAK2555846.1, KAK2551694.1, KAK2567110.1, KAK2548036.1, KAK2549449.1, KAK2565693.1, KAK2564999.1, KAK2568139.1, KAK2564477.1, KAK2567766.1, KAK2555413.1, KAK2552514.1, KAK2565000.1, KAK2559671.1, KAK2547621.1, KAK2552518.1, KAK2552520.1	GBP5_HUMAN, GBP1_HUMAN, GBP3_HUMAN, GBP2_HUMAN, GBP6_HUMAN, GBP4_HUMAN, GBP7_HUMAN
OG0000058	KAK2555581.1, KAK2555580.1	ANKR7_HUMAN, ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, C144B_HUMAN, C144C_HUMAN, C144L_HUMAN, C144A_HUMAN, ANR26_HUMAN
OG0000055	KAK2555105.1, KAK2546808.1, KAK2555202.1, KAK2558416.1, KAK2559498.1, KAK2555254.1, KAK2559599.1, KAK2547374.1, KAK2564277.1, KAK2564327.1, KAK2558692.1	TTHY_HUMAN
OG0000013	KAK2573735.1, KAK2553845.1, KAK2570101.1, KAK2565368.1, KAK2568182.1, KAK2568184.1, KAK2559376.1, KAK2565258.1, KAK2558430.1, KAK2559309.1, KAK2559444.1, KAK2572836.1, KAK2572356.1, KAK2554716.1	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN, KLK7_HUMAN, KLK14_HUMAN, KLK5_HUMAN, KLK4_HUMAN, KLK15_HUMAN, KLK8_HUMAN, KLK10_HUMAN, KLK12_HUMAN, KLK13_HUMAN, KLK6_HUMAN, KLK9_HUMAN, KLK11_HUMAN, TRY1_HUMAN, TRY2_HUMAN, TRY6_HUMAN, TRY3_HUMAN, TMPS9_HUMAN, TEST_HUMAN, PRS41_HUMAN, PRS33_HUMAN, BSSP4_HUMAN, PRS27_HUMAN, TRYD_HUMAN, TRYB1_HUMAN, TRYB2_HUMAN, PRS29_HUMAN, PRS38_HUMAN
OG0000063	KAK2560020.1, KAK2552985.1, KAK2553015.1, KAK2553028.1, KAK2553030.1, KAK2560025.1, KAK2552984.1, KAK2559850.1, KAK2559935.1, KAK2559853.1, KAK2559934.1, KAK2559933.1, KAK2559931.1, KAK2559937.1, KAK2559852.1, KAK2574075.1, KAK2574078.1, KAK2566425.1, KAK2566473.1, KAK2566474.1, KAK2559754.1	GRIA1_HUMAN, GRIA2_HUMAN, GRIA4_HUMAN, GRIA3_HUMAN, GRIK5_HUMAN, GRIK4_HUMAN, GRIK2_HUMAN, GRIK3_HUMAN, GRIK1_HUMAN
OG0000056	KAK2559323.1, KAK2548478.1, KAK2557962.1, KAK2558805.1, KAK2554342.1, KAK2553126.1, KAK2571534.1, KAK2564101.1, KAK2562608.1, KAK2552349.1, KAK2547484.1, KAK2562261.1, KAK2547359.1, KAK2552080.1, KAK2547563.1, KAK2549134.1, KAK2551935.1, KAK2564644.1, KAK2552227.1, KAK2551976.1, KAK2565726.1, KAK2552780.1, KAK2568527.1, KAK2550374.1, KAK2546993.1, KAK2552428.1, KAK2552226.1, KAK2568729.1, KAK2556264.1, KAK2562262.1, KAK2561775.1, KAK2559513.1, KAK2555215.1, KAK2561860.1, KAK2546849.1, KAK2554022.1, KAK2550706.1, KAK2561861.1, KAK2558875.1, KAK2548079.1, KAK2558863.1, KAK2560671.1, KAK2549593.1, KAK2572409.1, KAK2563250.1	IF2P_HUMAN
OG0000038	KAK2547743.1, KAK2560741.1, KAK2558445.1, KAK2558443.1, KAK2558409.1, KAK2558448.1, KAK2558449.1, KAK2573252.1, KAK2559973.1, KAK2558343.1, KAK2558508.1, KAK2558473.1, KAK2558477.1, KAK2572270.1, KAK2558472.1, KAK2570591.1, KAK2573658.1, KAK2573798.1	HRH2_HUMAN, ADRB2_HUMAN, ADRB1_HUMAN, ADRB3_HUMAN, DRD1_HUMAN, DRD5_HUMAN
OG0000064	KAK2564262.1, KAK2549135.1, KAK2552417.1, KAK2565482.1, KAK2565680.1, KAK2553642.1, KAK2550753.1, KAK2552996.1, KAK2564161.1, KAK2548766.1, KAK2562552.1, KAK2551739.1, KAK2548765.1, KAK2559386.1, KAK2563813.1, KAK2549675.1, KAK2549326.1, KAK2570464.1, KAK2555855.1, KAK2566441.1, KAK2566346.1, KAK2559875.1, KAK2559194.1, KAK2559193.1, KAK2552352.1, KAK2559978.1, KAK2557458.1, KAK2557453.1, KAK2562854.1, KAK2562855.1, KAK2558941.1, KAK2568980.1, KAK2558798.1, KAK2550746.1, KAK2566732.1, KAK2562379.1, KAK2564188.1, KAK2549398.1, KAK2552993.1, KAK2549399.1, KAK2554042.1, KAK2549369.1	POGK_HUMAN
OG0000053	KAK2547199.1, KAK2548628.1, KAK2565069.1, KAK2571926.1, KAK2572642.1, KAK2571002.1, KAK2570908.1, KAK2570907.1, KAK2572955.1, KAK2572954.1, KAK2552870.1	ACH10_HUMAN, ACHA9_HUMAN, ACHB2_HUMAN, ACHB4_HUMAN, ACHA3_HUMAN, ACHA6_HUMAN, ACHA4_HUMAN, ACHA2_HUMAN, ACHA5_HUMAN, ACHB3_HUMAN, ACHA7_HUMAN, CRFM7_HUMAN
OG0000046	KAK2556771.1, KAK2569787.1, KAK2569619.1, KAK2569735.1, KAK2569620.1, KAK2561990.1, KAK2551150.1, KAK2570639.1, KAK2563169.1, KAK2553351.1, KAK2563318.1, KAK2553350.1, KAK2557789.1, KAK2572679.1, KAK2559437.1, KAK2547849.1, KAK2547864.1, KAK2565858.1, KAK2566077.1, KAK2571232.1, KAK2571231.1, KAK2571236.1, KAK2554406.1, KAK2554407.1	MTR1L_HUMAN, MTR1A_HUMAN, MTR1B_HUMAN
OG0000069	KAK2566336.1, KAK2572475.1, KAK2551790.1, KAK2551843.1, KAK2565355.1, KAK2565357.1, KAK2554214.1, KAK2551819.1, KAK2568327.1, KAK2546926.1, KAK2546923.1, KAK2546784.1, KAK2546732.1, KAK2546785.1, KAK2568326.1	EFNB3_HUMAN, EFNB1_HUMAN, EFNB2_HUMAN
OG0000085	KAK2568378.1, KAK2557924.1, KAK2559247.1, KAK2549546.1, KAK2565423.1, KAK2565612.1, KAK2558953.1, KAK2547333.1, KAK2566237.1, KAK2550699.1, KAK2546694.1, KAK2564426.1, KAK2573103.1, KAK2562451.1, KAK2561789.1, KAK2564380.1, KAK2552816.1, KAK2561791.1, KAK2567737.1, KAK2548932.1, KAK2562445.1, KAK2549410.1, KAK2552345.1, KAK2558133.1, KAK2548878.1, KAK2550719.1, KAK2564577.1, KAK2555893.1, KAK2570981.1, KAK2570980.1, KAK2557863.1, KAK2572486.1	CASR_HUMAN
OG0000068	KAK2556527.1, KAK2560187.1, KAK2560185.1, KAK2560238.1, KAK2560186.1, KAK2560237.1, KAK2563589.1, KAK2563587.1, KAK2556352.1, KAK2556351.1, KAK2556447.1, KAK2558088.1, KAK2561866.1, KAK2574433.1, KAK2551011.1, KAK2551012.1, KAK2553140.1, KAK2562758.1, KAK2572838.1	B3GN5_HUMAN, B3GT1_HUMAN, B3GT2_HUMAN, B3GT5_HUMAN, B3GL1_HUMAN
OG0000078	KAK2556342.1, KAK2562543.1, KAK2556325.1, KAK2547139.1, KAK2571944.1, KAK2556326.1, KAK2560026.1, KAK2556346.1, KAK2556349.1, KAK2556331.1, KAK2556402.1, KAK2551066.1, KAK2546638.1, KAK2567591.1, KAK2551933.1, KAK2546702.1, KAK2547232.1, KAK2547422.1, KAK2547211.1, KAK2546953.1, KAK2547215.1, KAK2547218.1, KAK2547234.1, KAK2547212.1, KAK2547229.1, KAK2572109.1, KAK2568523.1, KAK2572732.1, KAK2572733.1, KAK2562131.1, KAK2564981.1	CLC4G_HUMAN
OG0000089	KAK2554246.1, KAK2554254.1, KAK2562005.1, KAK2561518.1, KAK2566480.1	CGT_HUMAN, UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN, UD2A1_HUMAN, UD2A2_HUMAN, UD2A3_HUMAN, UD11_HUMAN, UD13_HUMAN, UD14_HUMAN, UD15_HUMAN, UD16_HUMAN, UD19_HUMAN, UD18_HUMAN, UD110_HUMAN, UD17_HUMAN
OG0000047	KAK2572152.1, KAK2572153.1, KAK2572146.1, KAK2572296.1, KAK2572301.1, KAK2572304.1, KAK2562233.1, KAK2562236.1, KAK2562235.1, KAK2562237.1, KAK2562238.1	BKRB2_HUMAN, BKRB1_HUMAN, AGTR2_HUMAN, AGTR1_HUMAN, ACKR2_HUMAN, XCR1_HUMAN, CCR4_HUMAN, CCR5_HUMAN, CCR2_HUMAN, CCR3_HUMAN, CCR1_HUMAN, CCR8_HUMAN, CX3C1_HUMAN, CXCR2_HUMAN, CXCR1_HUMAN, CCR7_HUMAN, CCR6_HUMAN, CXCR4_HUMAN, CXCR3_HUMAN
OG0000072	KAK2549526.1, KAK2556159.1, KAK2549525.1, KAK2561842.1, KAK2568041.1, KAK2568970.1, KAK2561844.1, KAK2558884.1, KAK2568720.1, KAK2562602.1, KAK2562601.1, KAK2549380.1, KAK2549381.1, KAK2555788.1, KAK2554171.1, KAK2564500.1, KAK2554066.1, KAK2549162.1, KAK2548521.1, KAK2549163.1, KAK2547383.1, KAK2549524.1	SPD2A_HUMAN, SPD2B_HUMAN
OG0000109	KAK2565310.1, KAK2565311.1, KAK2572598.1, KAK2564867.1, KAK2550634.1, KAK2550632.1, KAK2550633.1	CP3A5_HUMAN, CP343_HUMAN, CP3A4_HUMAN, CP3A7_HUMAN
OG0000120	KAK2570276.1, KAK2570275.1, KAK2564195.1, KAK2562688.1, KAK2569729.1, KAK2564194.1, KAK2548534.1, KAK2560616.1, KAK2548495.1, KAK2561787.1, KAK2557412.1, KAK2554202.1, KAK2568042.1, KAK2557411.1, KAK2548496.1, KAK2566437.1, KAK2561665.1, KAK2555969.1, KAK2565695.1, KAK2558906.1, KAK2562655.1, KAK2552436.1, KAK2554104.1, KAK2557072.1, KAK2564386.1, KAK2562522.1, KAK2548374.1, KAK2555801.1, KAK2547577.1, KAK2547579.1, KAK2552013.1	K1958_HUMAN
OG0000100	KAK2555705.1, KAK2568777.1, KAK2552738.1, KAK2559653.1, KAK2557712.1, KAK2568514.1, KAK2569674.1, KAK2557451.1, KAK2558619.1, KAK2565280.1, KAK2551865.1, KAK2552651.1, KAK2563242.1, KAK2559636.1, KAK2547368.1, KAK2567719.1, KAK2560235.1, KAK2565279.1, KAK2555838.1, KAK2547055.1, KAK2555439.1, KAK2555047.1, KAK2550126.1, KAK2554834.1, KAK2554138.1, KAK2547316.1, KAK2557207.1, KAK2558245.1, KAK2556566.1, KAK2564662.1	SMKR1_HUMAN
OG0000087	KAK2551070.1, KAK2569026.1, KAK2569156.1, KAK2569480.1, KAK2569481.1, KAK2560239.1, KAK2560250.1, KAK2570477.1, KAK2570329.1, KAK2570492.1, KAK2547027.1, KAK2549056.1, KAK2570079.1, KAK2553735.1, KAK2561390.1, KAK2561257.1, KAK2561222.1, KAK2561259.1, KAK2561224.1, KAK2561254.1, KAK2561218.1, KAK2561225.1	TLR2_HUMAN, TLR10_HUMAN, TLR6_HUMAN, TLR1_HUMAN
OG0000113	KAK2568712.1, KAK2568716.1, KAK2568714.1	JDP2_HUMAN, ATF3_HUMAN, FOSB_HUMAN, FOS_HUMAN, FOSL1_HUMAN, FOSL2_HUMAN
OG0000098	KAK2557066.1, KAK2559901.1, KAK2559895.1, KAK2559898.1, KAK2559899.1, KAK2553413.1, KAK2559929.1, KAK2559897.1, KAK2553475.1, KAK2559807.1, KAK2559808.1, KAK2559809.1, KAK2559810.1, KAK2559812.1, KAK2560289.1, KAK2560293.1, KAK2560299.1, KAK2560288.1, KAK2546716.1, KAK2553785.1, KAK2560300.1, KAK2547025.1	RPA43_HUMAN
OG0000108	KAK2556160.1, KAK2551566.1, KAK2553805.1, KAK2559185.1, KAK2565557.1, KAK2569546.1, KAK2569547.1, KAK2547835.1, KAK2547138.1, KAK2547839.1, KAK2547828.1, KAK2547836.1, KAK2569549.1, KAK2569606.1, KAK2569599.1, KAK2552859.1, KAK2559022.1, KAK2574277.1	MFAP4_HUMAN, FCN1_HUMAN, FCN2_HUMAN
OG0000073	KAK2554627.1, KAK2549649.1, KAK2549650.1, KAK2567336.1, KAK2560327.1, KAK2559379.1, KAK2560324.1, KAK2560329.1, KAK2560325.1, KAK2560326.1, KAK2550894.1, KAK2560114.1, KAK2560108.1, KAK2560322.1, KAK2560109.1, KAK2560112.1, KAK2560113.1, KAK2547698.1, KAK2555590.1, KAK2548583.1, KAK2546910.1, KAK2552503.1, KAK2552499.1, KAK2546750.1, KAK2552496.1, KAK2566370.1, KAK2566226.1, KAK2566347.1, KAK2566204.1, KAK2566308.1, KAK2553112.1, KAK2566235.1, KAK2566129.1, KAK2566126.1, KAK2566220.1, KAK2566227.1, KAK2566125.1, KAK2566190.1, KAK2566353.1, KAK2566225.1, KAK2566111.1	PIDD1_HUMAN
OG0000132	KAK2558466.1, KAK2552732.1, KAK2552737.1, KAK2565770.1, KAK2552733.1, KAK2552681.1, KAK2552735.1	CEL3A_HUMAN, CEL3B_HUMAN, CTRC_HUMAN, CEL2A_HUMAN, CEL2B_HUMAN, CELA1_HUMAN
OG0000129	KAK2556749.1, KAK2551307.1, KAK2563114.1, KAK2563113.1, KAK2563117.1, KAK2551308.1, KAK2551784.1, KAK2566340.1, KAK2560734.1, KAK2566337.1, KAK2556680.1	LIPR3_HUMAN, LIPR1_HUMAN, LIPP_HUMAN, LIPR2_HUMAN, LIPI_HUMAN, LIPH_HUMAN
OG0000134	KAK2557336.1, KAK2562633.1, KAK2552147.1, KAK2549853.1, KAK2560842.1, KAK2552592.1, KAK2549849.1, KAK2560847.1, KAK2570459.1, KAK2560841.1, KAK2559049.1, KAK2547257.1, KAK2559522.1, KAK2548868.1, KAK2558596.1, KAK2548502.1, KAK2547099.1, KAK2548515.1, KAK2563707.1, KAK2572696.1, KAK2547188.1, KAK2547452.1, KAK2573068.1, KAK2572693.1, KAK2548516.1, KAK2553013.1, KAK2563827.1	RN152_HUMAN
OG0000029	KAK2572785.1	ZNF18_HUMAN, ZSA5B_HUMAN, ZSA5A_HUMAN, ZSA5D_HUMAN, ZSA5C_HUMAN, ZN446_HUMAN, ZSCA1_HUMAN, ZSC18_HUMAN, SCND1_HUMAN, ZN496_HUMAN, ZN174_HUMAN, ZN202_HUMAN, MSD7_HUMAN, SCND2_HUMAN, ZN75C_HUMAN, ZN75D_HUMAN, ZN263_HUMAN, ZN215_HUMAN, ZN213_HUMAN, ZN444_HUMAN, ZKSC2_HUMAN, ZSC29_HUMAN, ZSC32_HUMAN, ZN500_HUMAN, ZSC20_HUMAN, ZSC25_HUMAN, ZN394_HUMAN, ZSC26_HUMAN, ZKSC1_HUMAN, ZSC31_HUMAN, ZSC23_HUMAN, ZSC9_HUMAN, ZN396_HUMAN, ZNF24_HUMAN, ZSC16_HUMAN, ZKSC3_HUMAN, ZKSC4_HUMAN, ZKSC8_HUMAN, ZN397_HUMAN, ZSC12_HUMAN, ZN197_HUMAN, ZKSC7_HUMAN, ZN852_HUMAN, ZN445_HUMAN, ZN165_HUMAN, ZSC30_HUMAN, ZN232_HUMAN, ZSC21_HUMAN, ZN449_HUMAN, ZKSC5_HUMAN
OG0000060	KAK2573348.1, KAK2573760.1, KAK2573349.1, KAK2573761.1, KAK2560539.1, KAK2551731.1, KAK2552141.1, KAK2551672.1, KAK2551671.1, KAK2552139.1, KAK2547806.1, KAK2551867.1, KAK2548644.1, KAK2572782.1, KAK2573180.1, KAK2557206.1, KAK2572655.1, KAK2573181.1, KAK2565199.1	GALR1_HUMAN, GALR3_HUMAN, GALR2_HUMAN
OG0000077	KAK2565404.1	LRC31_HUMAN, RINI_HUMAN, NLRP6_HUMAN, NLRP3_HUMAN, NAL12_HUMAN, NAL10_HUMAN, NLRP1_HUMAN, CARD8_HUMAN, NALP7_HUMAN, NALP2_HUMAN, PYDC2_HUMAN, PYDC4_HUMAN, NALP8_HUMAN, NALP4_HUMAN, NAL11_HUMAN, NLRP9_HUMAN, NALP5_HUMAN, NAL14_HUMAN, NAL13_HUMAN
OG0000136	KAK2551187.1, KAK2551794.1, KAK2566200.1, KAK2566384.1, KAK2566380.1, KAK2566383.1, KAK2551239.1	TEFF2_HUMAN, TEFF1_HUMAN
OG0000104	KAK2567441.1, KAK2567443.1	EDIL3_HUMAN, MFGM_HUMAN
OG0000156	KAK2573826.1, KAK2573279.1, KAK2561256.1, KAK2573284.1, KAK2561815.1, KAK2549096.1, KAK2549099.1, KAK2561812.1, KAK2557459.1, KAK2549320.1, KAK2557881.1, KAK2568789.1, KAK2568870.1, KAK2568791.1, KAK2546689.1, KAK2550773.1	XLRS1_HUMAN
OG0000079	KAK2572651.1	CRNN_HUMAN, S10A9_HUMAN, S10AD_HUMAN, S10AB_HUMAN, S10A5_HUMAN, S10A3_HUMAN, S10A6_HUMAN, S10A4_HUMAN, S10A2_HUMAN, S10A1_HUMAN, S100Z_HUMAN, S10AA_HUMAN, S100B_HUMAN, S100P_HUMAN, S100G_HUMAN, S1A7B_HUMAN, S10A7_HUMAN, S1A7A_HUMAN, S10AC_HUMAN, S10A8_HUMAN, FILA_HUMAN, HORN_HUMAN, FILA2_HUMAN, TRHY_HUMAN
OG0000165	KAK2549050.1, KAK2552233.1, KAK2552234.1, KAK2549575.1, KAK2562734.1, KAK2549210.1, KAK2549211.1, KAK2552236.1, KAK2557605.1, KAK2556938.1, KAK2564590.1, KAK2564592.1, KAK2564593.1, KAK2557076.1, KAK2551343.1, KAK2558826.1, KAK2551376.1, KAK2548174.1, KAK2551684.1, KAK2548983.1, KAK2557320.1, KAK2550543.1, KAK2564022.1, KAK2564234.1	HGS_HUMAN
